Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,checkpoint-u6qh,checkpoint-wwj4,checkpoint-75d5,branch-2gum,branch-dg21,branch-5lq7,Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: instruct_num,Spreadsheet: instruct_text,Spreadsheet: passage,Spreadsheet: line,Spreadsheet: line_text,Spreadsheet: probe,Spreadsheet: condition,Spreadsheet: condition_num,Spreadsheet: set,Spreadsheet: question_text,Spreadsheet: correct_response,Spreadsheet: response_a,Spreadsheet: response_b,Spreadsheet: response_c,Spreadsheet: response_d,Spreadsheet: response_e,Spreadsheet: ,Spreadsheet: __EMPTY,Spreadsheet: __EMPTY_1,Spreadsheet: __EMPTY_2,Manipulation: Spreadsheet
96,1736079156576,05/01/2025 12:12:36,1736079156576,0,05/01/2025 12:12:36,202242,3,task-wn3e,,42280074,BLIND,12342870,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1280x800,1280x712,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,16,comprehension,Comprehension questions,ers3wv,1,response,e,5899.700000000012,5883.200000000012,5899.700000000012,5899.700000000012,5883.200000000012,5899.700000000012,1,5899.700000000012,0,0,,Click Response,response E,6,object-70,comprehension,,,4,4,,,,,,In this passage the authors imply that heavy smoking is probably caused by,e,tension,nervousness,habit,social pressure,all the above and more,,,,,
97,1736079157932,05/01/2025 12:12:37,1736079157932,0,05/01/2025 12:12:37,202242,3,task-wn3e,,42280074,BLIND,12342870,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1280x800,1280x712,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,1,finish,Thank you,xuq6te,1,continue,,1372.6999998092651,1366.7999999999884,1372.6999998092651,1372.6999998092651,1366.7999999999884,1372.6999998092651,1,1372.6999998092651,0,0,,Click To Continue,Continue Button,2,object-75,finish,,,,,,,,,,,,,,,,,,,,,
98,1736079157934,05/01/2025 12:12:37,1736079157934,0,05/01/2025 12:12:37,202242,3,task-wn3e,,42280074,BLIND,12342870,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1280x800,1280x712,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,,,,,,info,END,,,431483,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1736274777784,07/01/2025 18:32:57,1736274777784,0,07/01/2025 18:32:57,202242,3,task-wn3e,,42320820,BLIND,12354173,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1470x956,1470x839,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1736274780107,07/01/2025 18:33:00,1736274780107,0,07/01/2025 18:33:00,202242,3,task-wn3e,,42320820,BLIND,12354173,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1470x956,1470x839,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,1,start,Welcome,vo3k26,1,continue,,4534,4518,4534,4534,4518,4534,1,4534,0,0,,Click To Continue,Continue Button,2,object-14,start,,,,,,,,,,,,,,,,,,,,,
3,1736274793104,07/01/2025 18:33:13,1736274793104,0,07/01/2025 18:33:13,202242,3,task-wn3e,,42320820,BLIND,12354173,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1470x956,1470x839,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,1,instr_passages,Text,zppu2h,1,response,space,13029,13018,13029,13029,13018,13029,1,13029,0,0,,Keyboard Response,Keyboard Response,2,object-25,instr_passages,1,"TASK INSTRUCTIONS - PLEASE READ CAREFULLY!

The goal of this study is to learn how mind wandering affects how you learn information during reading. <br><br> Mind wandering is a term used to describe what occurs when your attention wanders from a task.
 Sometimes when your mind wanders, you begin thinking about personal events or concerns rather than your task. At other times, your mind can wander because you are bored or tired and you don’t really know what you’re thinking about; all you know is that you are no longer thinking about your task.
<br><br>
Please press the space bar to continue.",,,,,,,,,,,,,,,,,,,
4,1736274804008,07/01/2025 18:33:24,1736274804008,0,07/01/2025 18:33:24,202242,3,task-wn3e,,42320820,BLIND,12354173,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1470x956,1470x839,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,2,instr_passages,Text,zppu2h,1,response,space,10914,10900,10914,10914,10900,10914,1,10914,0,0,,Keyboard Response,Keyboard Response,2,object-25,instr_passages,2,"In this task, you will read 4 passages and answer reading comprehension questions for each passage. <br><br> THE PASSAGES WILL BE PRESENTED IN A SENTENCE-BY-SENTENCE FASHION. PLEASE READ THE SENTENCES AT YOUR NORMAL READING PACE. ONCE YOU HAVE FINISHED READING ONE SENTENCE, PRESS THE SPACE BAR TO MOVE ON TO THE NEXT SENTENCE. Once you've read the sentence you MAY NOT GO BACK.<br><br> Please press the space bar to continue.",,,,,,,,,,,,,,,,,,,
5,1736274818621,07/01/2025 18:33:38,1736274818621,0,07/01/2025 18:33:38,202242,3,task-wn3e,,42320820,BLIND,12354173,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1470x956,1470x839,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,3,instr_passages,Text,zppu2h,1,response,space,14627,14616,14627,14627,14616,14627,1,14627,0,0,,Keyboard Response,Keyboard Response,2,object-25,instr_passages,3,"THE SET OF READING COMPREHENSION QUESTIONS FOR THAT PARTICULAR PASSAGE YOU’VE FINISHED READING WILL APPEAR AFTER EACH PASSAGE, not all together at the end. Like the sentences, once you've answered the questions you MAY NOT GO BACK TO CHANGE YOUR ANSWER.
<br><br> 
Please press the space bar to continue.",,,,,,,,,,,,,,,,,,,
6,1736274824182,07/01/2025 18:33:44,1736274824182,0,07/01/2025 18:33:44,202242,3,task-wn3e,,42320820,BLIND,12354173,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1470x956,1470x839,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,4,instr_passages,Text,zppu2h,1,response,space,5572,5567,5572,5572,5567,5572,1,5572,0,0,,Keyboard Response,Keyboard Response,2,object-25,instr_passages,4,"Additionally, while you are reading you will be randomly interrupted and asked “WERE YOU MIND WANDERING WHEN YOU READ THE PREVIOUS SENTENCE?"" You would have to choose either “Yes” or ""No"" by clicking on the appropriate option.<br><br> Please press the space bar to continue.",,,,,,,,,,,,,,,,,,,
7,1736274831524,07/01/2025 18:33:51,1736274831524,0,07/01/2025 18:33:51,202242,3,task-wn3e,,42320820,BLIND,12354173,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1470x956,1470x839,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,5,instr_passages,Text,zppu2h,1,response,space,7347,7333,7347,7347,7333,7347,1,7347,0,0,,Keyboard Response,Keyboard Response,2,object-25,instr_passages,6,"This entire task is self-paced. Though of course you should try NOT TO go over the task's ending time of 20 minutes. So try to do the task all the way through instead of taking too many small breaks in between. The task isn't long, so you should be able to do it without taking any breaks. <br><br> Please press the space bar to continue.",,,,,,,,,,,,,,,,,,,
8,1736274833199,07/01/2025 18:33:53,1736274833199,0,07/01/2025 18:33:53,202242,3,task-wn3e,,42320820,BLIND,12354173,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1470x956,1470x839,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,6,instr_passages,Text,zppu2h,1,response,space,1690,1684,1690,1690,1684,1690,1,1690,0,0,,Keyboard Response,Keyboard Response,2,object-25,instr_passages,7,Please press the space bar to start reading the first passage.,,,,,,,,,,,,,,,,,,,
9,1736274835443,07/01/2025 18:33:55,1736274835443,0,07/01/2025 18:33:55,202242,3,task-wn3e,,42320820,BLIND,12354173,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1470x956,1470x839,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,1,passages,Sentences,3emlxf,1,response,space,2249,2233,2249,2249,2233,2249,1,2249,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,0,Passage 1,0,Easy,2,1,,,,,,,,,,,,
10,1736274844405,07/01/2025 18:34:04,1736274844405,0,07/01/2025 18:34:04,202242,3,task-wn3e,,42320820,BLIND,12354173,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1470x956,1470x839,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,2,passages,Sentences,3emlxf,1,response,space,8979,8966,8979,8979,8966,8979,1,8979,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,1,Marketing is a business activity that directs the flow of goods and services from a producer to a consumer or user.,0,Easy,2,1,,,,,,,,,,,,
11,1736274850681,07/01/2025 18:34:10,1736274850681,0,07/01/2025 18:34:10,202242,3,task-wn3e,,42320820,BLIND,12354173,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1470x956,1470x839,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,3,passages,Sentences,3emlxf,1,response,space,6289,6283,6289,6289,6283,6289,1,6289,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,2,It is the link that connects producers and consumers and brings production and consumption together.,0,Easy,2,1,,,,,,,,,,,,
12,1736274854315,07/01/2025 18:34:14,1736274854315,0,07/01/2025 18:34:14,202242,3,task-wn3e,,42320820,BLIND,12354173,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1470x956,1470x839,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,4,passages,Sentences,3emlxf,1,response,space,3639,3634,3639,3639,3634,3639,1,3639,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,3,About one in every six employees is involved directly in wholesaling or retailing activities.,0,Easy,2,1,,,,,,,,,,,,
13,1736274860974,07/01/2025 18:34:20,1736274860974,0,07/01/2025 18:34:20,202242,3,task-wn3e,,42320820,BLIND,12354173,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1470x956,1470x839,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,5,passages,Sentences,3emlxf,1,response,space,6664,6650,6664,6664,6650,6664,1,6664,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,4,"This ratio does not take into account other employees who assist marketing through transportation, communication, and office jobs.",0,Easy,2,1,,,,,,,,,,,,
14,1736274863058,07/01/2025 18:34:23,1736274863058,0,07/01/2025 18:34:23,202242,3,task-wn3e,,42320820,BLIND,12354173,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1470x956,1470x839,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,6,passages,Sentences,3emlxf,1,response,space,2097,2082,2097,2097,2082,2097,1,2097,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,5,Marketing provides many different kinds of jobs.,0,Easy,2,1,,,,,,,,,,,,
15,1736274866582,07/01/2025 18:34:26,1736274866582,0,07/01/2025 18:34:26,202242,3,task-wn3e,,42320820,BLIND,12354173,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1470x956,1470x839,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,7,passages,Sentences,3emlxf,1,response,space,3541,3534,3541,3541,3534,3541,1,3541,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,6,These jobs require a wide range of skills and abilities.,0,Easy,2,1,,,,,,,,,,,,
16,1736274871774,07/01/2025 18:34:31,1736274871774,0,07/01/2025 18:34:31,202242,3,task-wn3e,,42320820,BLIND,12354173,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1470x956,1470x839,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,8,passages,Sentences,3emlxf,1,response,space,5205,5201,5205,5205,5201,5205,1,5205,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,7,"We usually think that the primary job in marketing is selling, but there are jobs in management, advertising, market and product research, and buying.",0,Easy,2,1,,,,,,,,,,,,
17,1736274876371,07/01/2025 18:34:36,1736274876371,0,07/01/2025 18:34:36,202242,3,task-wn3e,,42320820,BLIND,12354173,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1470x956,1470x839,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,9,passages,Sentences,3emlxf,1,response,space,4611,4600,4611,4611,4600,4611,1,4611,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,8,"The economic well-being of our country is determined largely by productivity, consumption, and employment.",1,Easy,2,1,,,,,,,,,,,,
18,1736274878174,07/01/2025 18:34:38,1736274878174,0,07/01/2025 18:34:38,202242,3,task-wn3e,,42320820,BLIND,12354173,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1470x956,1470x839,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,1,probe,Thought probe,muxvwp,1,response,no,1817,1800,1817,1817,1800,1817,1,1817,0,0,,Click Response,response,3,object-82,probe,,,,,,,,,,,,,,,,,,,,,
19,1736274882950,07/01/2025 18:34:42,1736274882950,0,07/01/2025 18:34:42,202242,3,task-wn3e,,42320820,BLIND,12354173,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1470x956,1470x839,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,10,passages,Sentences,3emlxf,1,response,space,4798,4782,4798,4798,4782,4798,1,4798,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,9,The efficiency of marketing affects all three.,0,Easy,2,1,,,,,,,,,,,,
20,1736274888133,07/01/2025 18:34:48,1736274888133,0,07/01/2025 18:34:48,202242,3,task-wn3e,,42320820,BLIND,12354173,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1470x956,1470x839,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,11,passages,Sentences,3emlxf,1,response,space,5206,5201,5206,5206,5201,5206,1,5206,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,10,People consume many goods if marketing creates a demand.,0,Easy,2,1,,,,,,,,,,,,
21,1736274894928,07/01/2025 18:34:54,1736274894928,0,07/01/2025 18:34:54,202242,3,task-wn3e,,42320820,BLIND,12354173,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1470x956,1470x839,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,12,passages,Sentences,3emlxf,1,response,space,6805,6799,6805,6805,6799,6805,1,6805,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,11,"High consumption requires high productivity to meet the wants of people, and high productivity and high-level activity in marketing combined result in high employment.",1,Easy,2,1,,,,,,,,,,,,
22,1736274896453,07/01/2025 18:34:56,1736274896453,0,07/01/2025 18:34:56,202242,3,task-wn3e,,42320820,BLIND,12354173,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1470x956,1470x839,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,2,probe,Thought probe,muxvwp,1,response,no,1531,1517,1531,1531,1517,1531,1,1531,0,0,,Click Response,response,3,object-82,probe,,,,,,,,,,,,,,,,,,,,,
23,1736274900152,07/01/2025 18:35:00,1736274900152,0,07/01/2025 18:35:00,202242,3,task-wn3e,,42320820,BLIND,12354173,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1470x956,1470x839,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,13,passages,Sentences,3emlxf,1,response,space,3715,3701,3715,3715,3701,3715,1,3715,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,12,Marketing is indirectly a key to a high economic level of living for the people.,0,Easy,2,1,,,,,,,,,,,,
24,1736274903303,07/01/2025 18:35:03,1736274903303,0,07/01/2025 18:35:03,202242,3,task-wn3e,,42320820,BLIND,12354173,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1470x956,1470x839,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,1,instr_comprehension,Comprehension instruction,ki2jxw,1,response,space,3165,3149,3165,3165,3149,3165,1,3165,0,0,,Keyboard Response,Keyboard Response,2,object-78,instr_comprehension,,,,,,,,,,,,,,,,,,,,,
25,1736274905690,07/01/2025 18:35:05,1736274905690,0,07/01/2025 18:35:05,202242,3,task-wn3e,,42320820,BLIND,12354173,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1470x956,1470x839,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,1,comprehension,Comprehension questions,ers3wv,1,response,c,2399,2383,2399,2399,2383,2399,1,2399,0,0,,Click Response,response C,4,object-68,comprehension,,,1,1,,,,,,Our economic well-being is determined largely by how many factors?,c,One,Two,Three,Four,Five,,,,,
26,1736274915160,07/01/2025 18:35:15,1736274915160,0,07/01/2025 18:35:15,202242,3,task-wn3e,,42320820,BLIND,12354173,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1470x956,1470x839,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,2,comprehension,Comprehension questions,ers3wv,1,response,d,9494,9484,9494,9494,9484,9494,1,9494,0,0,,Click Response,response D,5,object-69,comprehension,,,1,2,,,,,,One major factor mentioned as affecting our economic well-being was,d,high wages,low interest rates,technology,employment,foreign trade,,,,,
27,1736274919282,07/01/2025 18:35:19,1736274919282,0,07/01/2025 18:35:19,202242,3,task-wn3e,,42320820,BLIND,12354173,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1470x956,1470x839,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,3,comprehension,Comprehension questions,ers3wv,1,response,d,4132,4117,4132,4132,4117,4132,1,4132,0,0,,Click Response,response D,5,object-69,comprehension,,,1,3,,,,,,The purpose of this passage is to,d,persuade,guide,evaluate,inform,interest,,,,,
28,1736274927919,07/01/2025 18:35:27,1736274927919,0,07/01/2025 18:35:27,202242,3,task-wn3e,,42320820,BLIND,12354173,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1470x956,1470x839,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,4,comprehension,Comprehension questions,ers3wv,1,response,e,8650,8633,8650,8650,8633,8650,1,8650,0,0,,Click Response,response B,3,object-67,comprehension,,,1,4,,,,,,The chief emphasis is on,e,defining marketing,principles of marketing,opportunities in marketing,kinds of jobs in marketing,the economic significance of marketing,,,,,
29,1736274929386,07/01/2025 18:35:29,1736274929386,0,07/01/2025 18:35:29,202242,3,task-wn3e,,42320820,BLIND,12354173,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1470x956,1470x839,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,14,passages,Sentences,3emlxf,1,response,space,1488,1483,1488,1488,1483,1488,1,1488,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,2,0,Passage 2,0,Easy,2,1,,,,,,,,,,,,
30,1736274932154,07/01/2025 18:35:32,1736274932154,0,07/01/2025 18:35:32,202242,3,task-wn3e,,42320820,BLIND,12354173,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1470x956,1470x839,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,15,passages,Sentences,3emlxf,1,response,space,2772.000000000029,2767,2772.000000000029,2772.000000000029,2767,2772.000000000029,1,2772.000000000029,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,2,1,The possibility of life on Mars is not dismissed even by skeptics.,0,Easy,2,1,,,,,,,,,,,,
31,1736274933781,07/01/2025 18:35:33,1736274933781,0,07/01/2025 18:35:33,202242,3,task-wn3e,,42320820,BLIND,12354173,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1470x956,1470x839,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,16,passages,Sentences,3emlxf,1,response,space,1633,1617,1633,1633,1617,1633,1,1633,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,2,2,They seem to share our hope that it is true.,0,Easy,2,1,,,,,,,,,,,,
32,1736274939438,07/01/2025 18:35:39,1736274939438,0,07/01/2025 18:35:39,202242,3,task-wn3e,,42320820,BLIND,12354173,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1470x956,1470x839,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,17,passages,Sentences,3emlxf,1,response,space,5673,5666,5673,5673,5666,5673,1,5673,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,2,3,"So, it was disappointing when scientists studied photos from the early Mariner space flights in the mid-1960's.",0,Easy,2,1,,,,,,,,,,,,
33,1736274941192,07/01/2025 18:35:41,1736274941192,0,07/01/2025 18:35:41,202242,3,task-wn3e,,42320820,BLIND,12354173,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1470x956,1470x839,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,18,passages,Sentences,3emlxf,1,response,space,1761,1750,1761,1761,1750,1761,1,1761,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,2,4,"They saw no canals, no seas, and no busy Martian engineers.",0,Easy,2,1,,,,,,,,,,,,
34,1736274943604,07/01/2025 18:35:43,1736274943604,0,07/01/2025 18:35:43,202242,3,task-wn3e,,42320820,BLIND,12354173,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1470x956,1470x839,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,19,passages,Sentences,3emlxf,1,response,space,2423,2417,2423,2423,2417,2423,1,2423,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,2,5,"They saw no dangerous, warlike Martians as huge as skyscrapers.",0,Easy,2,1,,,,,,,,,,,,
35,1736274945505,07/01/2025 18:35:45,1736274945505,0,07/01/2025 18:35:45,202242,3,task-wn3e,,42320820,BLIND,12354173,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1470x956,1470x839,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,20,passages,Sentences,3emlxf,1,response,space,1907,1900,1907,1907,1900,1907,1,1907,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,2,6,"All they saw were mountains, craters, cold winds, and dust storms.",0,Easy,2,1,,,,,,,,,,,,
36,1736274951953,07/01/2025 18:35:51,1736274951953,0,07/01/2025 18:35:51,202242,3,task-wn3e,,42320820,BLIND,12354173,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1470x956,1470x839,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,21,passages,Sentences,3emlxf,1,response,space,6455,6450,6455,6455,6450,6455,1,6455,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,2,7,It was almost as if scouts for Columbus had returned to Isabella’s court with the news that the world had turned out to be flat after all.,1,Easy,2,1,,,,,,,,,,,,
37,1736274953613,07/01/2025 18:35:53,1736274953613,0,07/01/2025 18:35:53,202242,3,task-wn3e,,42320820,BLIND,12354173,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1470x956,1470x839,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,3,probe,Thought probe,muxvwp,1,response,no,1665,1650,1665,1665,1650,1665,1,1665,0,0,,Click Response,response,3,object-82,probe,,,,,,,,,,,,,,,,,,,,,
38,1736274966888,07/01/2025 18:36:06,1736274966888,0,07/01/2025 18:36:06,202242,3,task-wn3e,,42320820,BLIND,12354173,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1470x956,1470x839,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,22,passages,Sentences,3emlxf,1,response,space,13290,13283,13290,13290,13283,13290,1,13290,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,2,8,"Hopeful astronomers reminded us that the Mariner IV had photographed a mere one percent of the Martian surface from 2,000 miles away.",1,Easy,2,1,,,,,,,,,,,,
39,1736274968795,07/01/2025 18:36:08,1736274968795,0,07/01/2025 18:36:08,202242,3,task-wn3e,,42320820,BLIND,12354173,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1470x956,1470x839,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,4,probe,Thought probe,muxvwp,1,response,no,1915.000000000029,1900,1915.000000000029,1915.000000000029,1900,1915.000000000029,1,1915.000000000029,0,0,,Click Response,response,3,object-82,probe,,,,,,,,,,,,,,,,,,,,,
