origID,order,trial,response,mw_response,mw_intent,condition
12533380,Digital first,6,On Task,0,NA,Digital
12533380,Digital first,7,On Task,0,NA,Digital
12533380,Digital first,8,On Task,0,NA,Digital
12533380,Digital first,9,On Task,0,NA,Digital
12533380,Digital first,10,On Task,0,NA,Digital
12533380,Digital first,11,On Task,0,NA,Digital
12533380,Digital first,12,On Task,0,NA,Digital
12533380,Digital first,13,On Task,0,NA,Digital
12533380,Digital first,14,On Task,0,NA,Digital
12533380,Digital first,1,Unintentional,1,0,Physical
12533380,Digital first,2,On Task,0,NA,Physical
12533380,Digital first,3,Unintentional,1,0,Physical
12533380,Digital first,4,On Task,0,NA,Physical
12533380,Digital first,5,On Task,0,NA,Physical
12533380,Digital first,6,Unintentional,1,0,Physical
12533380,Digital first,7,On Task,0,NA,Physical
12533380,Digital first,8,On Task,0,NA,Physical
12533380,Digital first,9,On Task,0,NA,Physical
12533380,Digital first,10,Unintentional,1,0,Physical
12533380,Digital first,11,On Task,0,NA,Physical
12533380,Digital first,12,On Task,0,NA,Physical
12533380,Digital first,13,On Task,0,NA,Physical
12533360,Digital first,1,On Task,0,NA,Digital
12533360,Digital first,2,On Task,0,NA,Digital
12533360,Digital first,3,On Task,0,NA,Digital
12533360,Digital first,4,On Task,0,NA,Digital
12533360,Digital first,5,On Task,0,NA,Digital
12533360,Digital first,6,On Task,0,NA,Digital
12533360,Digital first,7,Unintentional,1,0,Digital
12533360,Digital first,8,On Task,0,NA,Digital
12533360,Digital first,9,On Task,0,NA,Digital
12533360,Digital first,10,On Task,0,NA,Digital
12533360,Digital first,11,Unintentional,1,0,Digital
12533360,Digital first,12,On Task,0,NA,Digital
12533360,Digital first,13,Unintentional,1,0,Digital
12533360,Digital first,1,On Task,0,NA,Physical
12533360,Digital first,2,Unintentional,1,0,Physical
12533360,Digital first,3,Unintentional,1,0,Physical
12533360,Digital first,4,On Task,0,NA,Physical
12533360,Digital first,5,Unintentional,1,0,Physical
12533360,Digital first,6,On Task,0,NA,Physical
12533360,Digital first,7,Unintentional,1,0,Physical
12533360,Digital first,8,Unintentional,1,0,Physical
12533360,Digital first,9,Unintentional,1,0,Physical
12533360,Digital first,10,On Task,0,NA,Physical
12533360,Digital first,11,On Task,0,NA,Physical
12533360,Digital first,12,On Task,0,NA,Physical
12533360,Digital first,13,On Task,0,NA,Physical
12533360,Digital first,14,On Task,0,NA,Physical
12533362,Digital first,1,On Task,0,NA,Digital
12533362,Digital first,2,On Task,0,NA,Digital
12533362,Digital first,3,On Task,0,NA,Digital
12533362,Digital first,4,On Task,0,NA,Digital
12533362,Digital first,5,On Task,0,NA,Digital
12533362,Digital first,6,On Task,0,NA,Digital
12533362,Digital first,7,Unintentional,1,0,Digital
12533362,Digital first,8,Intentional,1,1,Digital
12533362,Digital first,9,Intentional,1,1,Digital
12533362,Digital first,10,On Task,0,NA,Digital
12533362,Digital first,11,Unintentional,1,0,Digital
12533362,Digital first,12,Intentional,1,1,Digital
12533362,Digital first,13,Intentional,1,1,Digital
12533362,Digital first,1,Intentional,1,1,Physical
12533362,Digital first,2,Unintentional,1,0,Physical
12533362,Digital first,3,Unintentional,1,0,Physical
12533362,Digital first,4,Unintentional,1,0,Physical
12533362,Digital first,5,Intentional,1,1,Physical
12533362,Digital first,6,Unintentional,1,0,Physical
12533362,Digital first,7,Intentional,1,1,Physical
12533362,Digital first,8,Intentional,1,1,Physical
12533362,Digital first,9,Unintentional,1,0,Physical
12533362,Digital first,10,Unintentional,1,0,Physical
12533362,Digital first,11,Intentional,1,1,Physical
12533362,Digital first,12,Unintentional,1,0,Physical
12533362,Digital first,13,Unintentional,1,0,Physical
12533362,Digital first,14,Unintentional,1,0,Physical
12533367,Digital first,1,On Task,0,NA,Digital
12533367,Digital first,2,On Task,0,NA,Digital
12533367,Digital first,3,On Task,0,NA,Digital
12533367,Digital first,4,Unintentional,1,0,Digital
12533367,Digital first,5,Unintentional,1,0,Digital
12533367,Digital first,6,On Task,0,NA,Digital
12533367,Digital first,7,On Task,0,NA,Digital
12533367,Digital first,8,Unintentional,1,0,Digital
12533367,Digital first,9,Unintentional,1,0,Digital
12533367,Digital first,10,On Task,0,NA,Digital
12533367,Digital first,11,On Task,0,NA,Digital
12533367,Digital first,12,On Task,0,NA,Digital
12533367,Digital first,13,Unintentional,1,0,Digital
12533367,Digital first,1,On Task,0,NA,Physical
12533367,Digital first,2,On Task,0,NA,Physical
12533367,Digital first,3,On Task,0,NA,Physical
12533367,Digital first,4,On Task,0,NA,Physical
12533367,Digital first,5,On Task,0,NA,Physical
12533367,Digital first,6,On Task,0,NA,Physical
12533367,Digital first,7,On Task,0,NA,Physical
12533367,Digital first,8,On Task,0,NA,Physical
12533367,Digital first,9,On Task,0,NA,Physical
12533367,Digital first,10,On Task,0,NA,Physical
12533367,Digital first,11,On Task,0,NA,Physical
12533367,Digital first,12,On Task,0,NA,Physical
12533367,Digital first,13,On Task,0,NA,Physical
12533367,Digital first,14,On Task,0,NA,Physical
12533371,Digital first,1,On Task,0,NA,Digital
12533371,Digital first,2,On Task,0,NA,Digital
12533371,Digital first,3,Unintentional,1,0,Digital
12533371,Digital first,4,On Task,0,NA,Digital
12533371,Digital first,5,Unintentional,1,0,Digital
12533371,Digital first,6,Unintentional,1,0,Digital
12533371,Digital first,7,On Task,0,NA,Digital
12533371,Digital first,8,Unintentional,1,0,Digital
12533371,Digital first,9,Intentional,1,1,Digital
12533371,Digital first,10,On Task,0,NA,Digital
12533371,Digital first,11,On Task,0,NA,Digital
12533371,Digital first,12,On Task,0,NA,Digital
12533371,Digital first,13,On Task,0,NA,Digital
12533371,Digital first,1,Unintentional,1,0,Physical
12533371,Digital first,2,On Task,0,NA,Physical
12533371,Digital first,3,On Task,0,NA,Physical
12533371,Digital first,4,Unintentional,1,0,Physical
12533371,Digital first,5,On Task,0,NA,Physical
12533371,Digital first,6,On Task,0,NA,Physical
12533371,Digital first,7,On Task,0,NA,Physical
12533371,Digital first,8,Unintentional,1,0,Physical
12533371,Digital first,9,Unintentional,1,0,Physical
12533371,Digital first,10,On Task,0,NA,Physical
12533371,Digital first,11,On Task,0,NA,Physical
12533371,Digital first,12,On Task,0,NA,Physical
12533371,Digital first,13,Unintentional,1,0,Physical
12533371,Digital first,14,Unintentional,1,0,Physical
12533374,Digital first,1,On Task,0,NA,Digital
12533374,Digital first,2,On Task,0,NA,Digital
12533374,Digital first,3,On Task,0,NA,Digital
12533374,Digital first,4,On Task,0,NA,Digital
12533374,Digital first,5,On Task,0,NA,Digital
12533374,Digital first,6,Unintentional,1,0,Digital
12533374,Digital first,7,On Task,0,NA,Digital
12533374,Digital first,8,On Task,0,NA,Digital
12533374,Digital first,9,Intentional,1,1,Digital
12533374,Digital first,10,Unintentional,1,0,Digital
12533374,Digital first,11,On Task,0,NA,Digital
12533374,Digital first,12,On Task,0,NA,Digital
12533374,Digital first,13,Unintentional,1,0,Digital
12533374,Digital first,1,Intentional,1,1,Physical
12533374,Digital first,2,On Task,0,NA,Physical
12533374,Digital first,3,On Task,0,NA,Physical
12533374,Digital first,4,Unintentional,1,0,Physical
12533374,Digital first,5,Unintentional,1,0,Physical
12533374,Digital first,6,On Task,0,NA,Physical
12533374,Digital first,7,On Task,0,NA,Physical
12533374,Digital first,8,Intentional,1,1,Physical
12533374,Digital first,9,On Task,0,NA,Physical
12533374,Digital first,10,On Task,0,NA,Physical
12533374,Digital first,11,Unintentional,1,0,Physical
12533374,Digital first,12,On Task,0,NA,Physical
12533374,Digital first,13,On Task,0,NA,Physical
12533374,Digital first,14,On Task,0,NA,Physical
12533379,Digital first,1,On Task,0,NA,Digital
12533379,Digital first,2,On Task,0,NA,Digital
12533379,Digital first,3,Unintentional,1,0,Digital
12533379,Digital first,4,On Task,0,NA,Digital
12533379,Digital first,5,On Task,0,NA,Digital
12533379,Digital first,6,On Task,0,NA,Digital
12533379,Digital first,7,On Task,0,NA,Digital
12533379,Digital first,8,On Task,0,NA,Digital
12533379,Digital first,9,On Task,0,NA,Digital
12533379,Digital first,10,On Task,0,NA,Digital
12533379,Digital first,11,Unintentional,1,0,Digital
12533379,Digital first,12,Unintentional,1,0,Digital
12533379,Digital first,13,On Task,0,NA,Digital
12533379,Digital first,1,Unintentional,1,0,Physical
12533379,Digital first,2,Unintentional,1,0,Physical
12533379,Digital first,3,On Task,0,NA,Physical
12533379,Digital first,4,On Task,0,NA,Physical
12533379,Digital first,5,On Task,0,NA,Physical
12533379,Digital first,6,On Task,0,NA,Physical
12533379,Digital first,7,On Task,0,NA,Physical
12533379,Digital first,8,Unintentional,1,0,Physical
12533379,Digital first,9,Unintentional,1,0,Physical
12533379,Digital first,10,On Task,0,NA,Physical
12533379,Digital first,11,On Task,0,NA,Physical
12533379,Digital first,12,On Task,0,NA,Physical
12533379,Digital first,13,On Task,0,NA,Physical
12533379,Digital first,14,Unintentional,1,0,Physical
12533361,Physical first,1,On Task,0,NA,Physical
12533361,Physical first,2,On Task,0,NA,Physical
12533361,Physical first,3,On Task,0,NA,Physical
12533361,Physical first,4,On Task,0,NA,Physical
12533361,Physical first,5,On Task,0,NA,Physical
12533361,Physical first,6,On Task,0,NA,Physical
12533361,Physical first,7,Unintentional,1,0,Physical
12533361,Physical first,8,On Task,0,NA,Physical
12533361,Physical first,9,On Task,0,NA,Physical
12533361,Physical first,10,Unintentional,1,0,Physical
12533361,Physical first,11,On Task,0,NA,Physical
12533361,Physical first,12,On Task,0,NA,Physical
12533361,Physical first,13,On Task,0,NA,Physical
12533361,Physical first,14,On Task,0,NA,Physical
12533361,Physical first,1,Unintentional,1,0,Digital
12533361,Physical first,2,Unintentional,1,0,Digital
12533361,Physical first,3,On Task,0,NA,Digital
12533361,Physical first,4,Unintentional,1,0,Digital
12533361,Physical first,5,On Task,0,NA,Digital
12533361,Physical first,6,On Task,0,NA,Digital
12533361,Physical first,7,On Task,0,NA,Digital
12533361,Physical first,8,Unintentional,1,0,Digital
12533361,Physical first,9,Unintentional,1,0,Digital
12533361,Physical first,10,Unintentional,1,0,Digital
12533361,Physical first,11,Unintentional,1,0,Digital
12533361,Physical first,12,On Task,0,NA,Digital
12533361,Physical first,13,Unintentional,1,0,Digital
12533364,Physical first,1,On Task,0,NA,Physical
12533364,Physical first,2,On Task,0,NA,Physical
12533364,Physical first,3,On Task,0,NA,Physical
12533364,Physical first,4,On Task,0,NA,Physical
12533364,Physical first,5,On Task,0,NA,Physical
12533364,Physical first,6,Unintentional,1,0,Physical
12533364,Physical first,7,On Task,0,NA,Physical
12533364,Physical first,8,Unintentional,1,0,Physical
12533364,Physical first,9,On Task,0,NA,Physical
12533364,Physical first,10,On Task,0,NA,Physical
12533364,Physical first,11,Unintentional,1,0,Physical
12533364,Physical first,12,On Task,0,NA,Physical
12533364,Physical first,13,On Task,0,NA,Physical
12533364,Physical first,14,On Task,0,NA,Physical
12533364,Physical first,1,Intentional,1,1,Digital
12533364,Physical first,2,On Task,0,NA,Digital
12533364,Physical first,3,On Task,0,NA,Digital
12533364,Physical first,4,Unintentional,1,0,Digital
12533364,Physical first,5,Unintentional,1,0,Digital
12533364,Physical first,6,On Task,0,NA,Digital
12533364,Physical first,7,On Task,0,NA,Digital
12533364,Physical first,8,On Task,0,NA,Digital
12533364,Physical first,9,Unintentional,1,0,Digital
12533364,Physical first,10,On Task,0,NA,Digital
12533364,Physical first,11,Unintentional,1,0,Digital
12533364,Physical first,12,On Task,0,NA,Digital
12533364,Physical first,13,On Task,0,NA,Digital
12533369,Physical first,1,On Task,0,NA,Physical
12533369,Physical first,2,On Task,0,NA,Physical
12533369,Physical first,3,On Task,0,NA,Physical
12533369,Physical first,4,On Task,0,NA,Physical
12533369,Physical first,5,Unintentional,1,0,Physical
12533369,Physical first,6,On Task,0,NA,Physical
12533369,Physical first,7,Intentional,1,1,Physical
12533369,Physical first,8,On Task,0,NA,Physical
12533369,Physical first,9,Unintentional,1,0,Physical
12533369,Physical first,10,Intentional,1,1,Physical
12533369,Physical first,11,On Task,0,NA,Physical
12533369,Physical first,12,Unintentional,1,0,Physical
12533369,Physical first,13,Unintentional,1,0,Physical
12533369,Physical first,14,Intentional,1,1,Physical
12533369,Physical first,1,On Task,0,NA,Digital
12533369,Physical first,2,Intentional,1,1,Digital
12533369,Physical first,3,On Task,0,NA,Digital
12533369,Physical first,4,On Task,0,NA,Digital
12533369,Physical first,5,On Task,0,NA,Digital
12533369,Physical first,6,On Task,0,NA,Digital
12533369,Physical first,7,On Task,0,NA,Digital
12533369,Physical first,8,Unintentional,1,0,Digital
12533369,Physical first,9,Intentional,1,1,Digital
12533369,Physical first,10,On Task,0,NA,Digital
12533369,Physical first,11,Unintentional,1,0,Digital
12533369,Physical first,12,Unintentional,1,0,Digital
12533369,Physical first,13,On Task,0,NA,Digital
12533373,Physical first,1,On Task,0,NA,Physical
12533373,Physical first,2,On Task,0,NA,Physical
12533373,Physical first,3,On Task,0,NA,Physical
12533373,Physical first,4,On Task,0,NA,Physical
12533373,Physical first,5,On Task,0,NA,Physical
12533373,Physical first,6,On Task,0,NA,Physical
12533373,Physical first,7,On Task,0,NA,Physical
12533373,Physical first,8,On Task,0,NA,Physical
12533373,Physical first,9,Unintentional,1,0,Physical
12533373,Physical first,10,Unintentional,1,0,Physical
12533373,Physical first,11,Intentional,1,1,Physical
12533373,Physical first,12,Unintentional,1,0,Physical
12533373,Physical first,13,On Task,0,NA,Physical
12533373,Physical first,14,On Task,0,NA,Physical
12533373,Physical first,1,On Task,0,NA,Digital
12533373,Physical first,2,Unintentional,1,0,Digital
12533373,Physical first,3,On Task,0,NA,Digital
12533373,Physical first,4,On Task,0,NA,Digital
12533373,Physical first,5,On Task,0,NA,Digital
12533373,Physical first,6,On Task,0,NA,Digital
12533373,Physical first,7,On Task,0,NA,Digital
12533373,Physical first,8,Unintentional,1,0,Digital
12533373,Physical first,9,Unintentional,1,0,Digital
12533373,Physical first,10,Unintentional,1,0,Digital
12533373,Physical first,11,On Task,0,NA,Digital
12533373,Physical first,12,Unintentional,1,0,Digital
12533373,Physical first,13,Unintentional,1,0,Digital
12533376,Physical first,1,On Task,0,NA,Physical
12533376,Physical first,2,Unintentional,1,0,Physical
12533376,Physical first,3,On Task,0,NA,Physical
12533376,Physical first,4,Intentional,1,1,Physical
12533376,Physical first,5,On Task,0,NA,Physical
12533376,Physical first,6,Intentional,1,1,Physical
12533376,Physical first,7,On Task,0,NA,Physical
12533376,Physical first,8,On Task,0,NA,Physical
12533376,Physical first,9,Unintentional,1,0,Physical
12533376,Physical first,10,Unintentional,1,0,Physical
12533376,Physical first,11,On Task,0,NA,Physical
12533376,Physical first,12,Intentional,1,1,Physical
12533376,Physical first,13,On Task,0,NA,Physical
12533376,Physical first,14,Unintentional,1,0,Physical
12533376,Physical first,1,Unintentional,1,0,Digital
12533376,Physical first,2,Unintentional,1,0,Digital
12533376,Physical first,3,On Task,0,NA,Digital
