Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-tloe,branch-b7np,randomiser-oo54,randomiser-5zfx,randomiser-rrwr,randomiser-39gv,branch-m511,quota-so7f,quota-bi7i,branch-k46k,Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: instruct_num,Spreadsheet: instruct_text,Spreadsheet: passage,Spreadsheet: line,Spreadsheet: line_text,Spreadsheet: probe,Spreadsheet: condition,Spreadsheet: condition_num,Spreadsheet: set,Spreadsheet: question_text,Spreadsheet: correct_response,Spreadsheet: response_a,Spreadsheet: response_b,Spreadsheet: response_c,Spreadsheet: response_d,Spreadsheet: response_e,Spreadsheet: ,Spreadsheet: __EMPTY,Spreadsheet: __EMPTY_1,Spreadsheet: __EMPTY_2,Manipulation: Spreadsheet
1,1703526541040,25/12/2023 17:49:01,1703526541040,0,25/12/2023 17:49:01,155541,10,task-7qhb,,33860358,BLIND,10015908,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,1470x956,1324x763,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,Controls,set1_easy,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1703526543495,25/12/2023 17:49:03,1703526543495,0,25/12/2023 17:49:03,155541,10,task-7qhb,,33860358,BLIND,10015908,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,1470x956,1324x763,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,Controls,set1_easy,1,start,Welcome,vo3k26,1,continue,,3596,3581,3596,3596,3581,3596,1,3596,0,0,,Click To Continue,Continue Button,2,object-14,start,,,,,,,,,,,,,,,,,,,,,
3,1703526555036,25/12/2023 17:49:15,1703526555036,0,25/12/2023 17:49:15,155541,10,task-7qhb,,33860358,BLIND,10015908,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,1470x956,1470x840,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,Controls,set1_easy,1,instr_passages,Text,zppu2h,1,response,,11556,11550,11556,11556,11550,11556,1,11556,0,0,,Keyboard Response,Keyboard Response,2,object-25,instr_passages,1,"TASK INSTRUCTIONS - PLEASE READ CAREFULLY!

The goal of this study is to learn how mind wandering affects how you learn information during reading. <br><br> Mind wandering is a term used to describe what occurs when your attention wanders from a task.
 Sometimes when your mind wanders, you begin thinking about personal events or concerns rather than your task. At other times, your mind can wander because you are bored or tired and you don’t really know what you’re thinking about; all you know is that you are no longer thinking about your task.
<br><br>
Please press the space bar to continue.",,,,,,,,,,,,,,,,,,,
4,1703526563498,25/12/2023 17:49:23,1703526563498,0,25/12/2023 17:49:23,155541,10,task-7qhb,,33860358,BLIND,10015908,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,1470x956,1470x840,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,Controls,set1_easy,2,instr_passages,Text,zppu2h,1,response,,8466,8450,8466,8466,8450,8466,1,8466,0,0,,Keyboard Response,Keyboard Response,2,object-25,instr_passages,2,"In this task, you will read 4 passages and answer reading comprehension questions for each passage. <br><br> THE PASSAGES WILL BE PRESENTED IN A SENTENCE-BY-SENTENCE FASHION. PLEASE READ THE SENTENCES AT YOUR NORMAL READING PACE. ONCE YOU HAVE FINISHED READING ONE SENTENCE, PRESS THE SPACE BAR TO MOVE ON TO THE NEXT SENTENCE. Once you've read the sentence you MAY NOT GO BACK.<br><br> Please press the space bar to continue.",,,,,,,,,,,,,,,,,,,
5,1703526571990,25/12/2023 17:49:31,1703526571990,0,25/12/2023 17:49:31,155541,10,task-7qhb,,33860358,BLIND,10015908,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,1470x956,1470x840,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,Controls,set1_easy,3,instr_passages,Text,zppu2h,1,response,,8510,8500,8510,8510,8500,8510,1,8510,0,0,,Keyboard Response,Keyboard Response,2,object-25,instr_passages,3,"THE SET OF READING COMPREHENSION QUESTIONS FOR THAT PARTICULAR PASSAGE YOU’VE FINISHED READING WILL APPEAR AFTER EACH PASSAGE, not all together at the end. Like the sentences, once you've answered the questions you MAY NOT GO BACK TO CHANGE YOUR ANSWER.
<br><br> 
Please press the space bar to continue.",,,,,,,,,,,,,,,,,,,
6,1703526577664,25/12/2023 17:49:37,1703526577664,0,25/12/2023 17:49:37,155541,10,task-7qhb,,33860358,BLIND,10015908,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,1470x956,1470x840,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,Controls,set1_easy,4,instr_passages,Text,zppu2h,1,response,,5684,5667,5684,5684,5667,5684,1,5684,0,0,,Keyboard Response,Keyboard Response,2,object-25,instr_passages,4,"Additionally, while you are reading you will be randomly interrupted and asked “WERE YOU MIND WANDERING WHEN YOU READ THE PREVIOUS SENTENCE?"" You would have to choose either “Yes” or ""No"" by clicking on the appropriate option.<br><br> Please press the space bar to continue.",,,,,,,,,,,,,,,,,,,
7,1703526584510,25/12/2023 17:49:44,1703526584510,0,25/12/2023 17:49:44,155541,10,task-7qhb,,33860358,BLIND,10015908,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,1470x956,1470x840,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,Controls,set1_easy,5,instr_passages,Text,zppu2h,1,response,,6863.000000000007,6850,6863.000000000007,6863.000000000007,6850,6863.000000000007,1,6863.000000000007,0,0,,Keyboard Response,Keyboard Response,2,object-25,instr_passages,6,"This entire task is self-paced. Though of course you should try NOT TO go over the task's ending time of 20 minutes. So try to do the task all the way through instead of taking too many small breaks in between. The task isn't long, so you should be able to do it without taking any breaks. <br><br> Please press the space bar to continue.",,,,,,,,,,,,,,,,,,,
8,1703526585936,25/12/2023 17:49:45,1703526585936,0,25/12/2023 17:49:45,155541,10,task-7qhb,,33860358,BLIND,10015908,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,1470x956,1470x840,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,Controls,set1_easy,6,instr_passages,Text,zppu2h,1,response,,1439,1433,1439,1439,1433,1439,1,1439,0,0,,Keyboard Response,Keyboard Response,2,object-25,instr_passages,7,Please press the space bar to start reading the first passage.,,,,,,,,,,,,,,,,,,,
9,1703526586614,25/12/2023 17:49:46,1703526586614,0,25/12/2023 17:49:46,155541,10,task-7qhb,,33860358,BLIND,10015908,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,1470x956,1470x840,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,Controls,set1_easy,1,passages,Sentences,3emlxf,1,response,,685,683,685,685,683,685,1,685,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,0,Passage 1,0,Easy,2,1,,,,,,,,,,,,
10,1703526590870,25/12/2023 17:49:50,1703526590870,0,25/12/2023 17:49:50,155541,10,task-7qhb,,33860358,BLIND,10015908,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,1470x956,1470x840,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,Controls,set1_easy,2,passages,Sentences,3emlxf,1,response,,4258,4250,4258,4258,4250,4258,1,4258,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,1,Marketing is a business activity that directs the flow of goods and services from a producer to a consumer or user.,0,Easy,2,1,,,,,,,,,,,,
11,1703526598956,25/12/2023 17:49:58,1703526598956,0,25/12/2023 17:49:58,155541,10,task-7qhb,,33860358,BLIND,10015908,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,1470x956,1470x840,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,Controls,set1_easy,3,passages,Sentences,3emlxf,1,response,,8093,8084,8093,8093,8084,8093,1,8093,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,2,It is the link that connects producers and consumers and brings production and consumption together.,0,Easy,2,1,,,,,,,,,,,,
12,1703526605532,25/12/2023 17:50:05,1703526605532,0,25/12/2023 17:50:05,155541,10,task-7qhb,,33860358,BLIND,10015908,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,1470x956,1470x840,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,Controls,set1_easy,4,passages,Sentences,3emlxf,1,response,,6582,6566,6582,6582,6566,6582,1,6582,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,3,About one in every six employees is involved directly in wholesaling or retailing activities.,0,Easy,2,1,,,,,,,,,,,,
13,1703526608905,25/12/2023 17:50:08,1703526608905,0,25/12/2023 17:50:08,155541,10,task-7qhb,,33860358,BLIND,10015908,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,1470x956,1470x840,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,Controls,set1_easy,5,passages,Sentences,3emlxf,1,response,,3392,3384,3392,3392,3384,3392,1,3392,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,4,"This ratio does not take into account other employees who assist marketing through transportation, communication, and office jobs.",0,Easy,2,1,,,,,,,,,,,,
14,1703526610559,25/12/2023 17:50:10,1703526610559,0,25/12/2023 17:50:10,155541,10,task-7qhb,,33860358,BLIND,10015908,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,1470x956,1470x840,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,Controls,set1_easy,6,passages,Sentences,3emlxf,1,response,,1661,1650,1661,1661,1650,1661,1,1661,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,5,Marketing provides many different kinds of jobs.,0,Easy,2,1,,,,,,,,,,,,
15,1703526612126,25/12/2023 17:50:12,1703526612126,0,25/12/2023 17:50:12,155541,10,task-7qhb,,33860358,BLIND,10015908,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,1470x956,1470x840,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,Controls,set1_easy,7,passages,Sentences,3emlxf,1,response,,1579,1566,1579,1579,1566,1579,1,1579,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,6,These jobs require a wide range of skills and abilities.,0,Easy,2,1,,,,,,,,,,,,
16,1703526615599,25/12/2023 17:50:15,1703526615599,0,25/12/2023 17:50:15,155541,10,task-7qhb,,33860358,BLIND,10015908,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,1470x956,1470x840,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,Controls,set1_easy,8,passages,Sentences,3emlxf,1,response,,3486,3484,3486,3486,3484,3486,1,3486,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,7,"We usually think that the primary job in marketing is selling, but there are jobs in management, advertising, market and product research, and buying.",0,Easy,2,1,,,,,,,,,,,,
17,1703526619430,25/12/2023 17:50:19,1703526619430,0,25/12/2023 17:50:19,155541,10,task-7qhb,,33860358,BLIND,10015908,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,1470x956,1470x840,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,Controls,set1_easy,9,passages,Sentences,3emlxf,1,response,,3832,3816,3832,3832,3816,3832,1,3832,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,8,"The economic well-being of our country is determined largely by productivity, consumption, and employment.",1,Easy,2,1,,,,,,,,,,,,
18,1703526622904,25/12/2023 17:50:22,1703526622904,0,25/12/2023 17:50:22,155541,10,task-7qhb,,33860358,BLIND,10015908,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,1470x956,1470x840,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,Controls,set1_easy,1,probe,Thought probe,muxvwp,1,response,yes,3491,3484,3491,3491,3484,3491,1,3491,0,0,,Click Response,response,2,object-81,probe,,,,,,,,,,,,,,,,,,,,,
19,1703526625910,25/12/2023 17:50:25,1703526625910,0,25/12/2023 17:50:25,155541,10,task-7qhb,,33860358,BLIND,10015908,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,1470x956,1470x840,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,Controls,set1_easy,10,passages,Sentences,3emlxf,1,response,,3013,3000,3013,3013,3000,3013,1,3013,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,9,The efficiency of marketing affects all three.,0,Easy,2,1,,,,,,,,,,,,
20,1703526630514,25/12/2023 17:50:30,1703526630514,0,25/12/2023 17:50:30,155541,10,task-7qhb,,33860358,BLIND,10015908,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,1470x956,1470x840,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,Controls,set1_easy,11,passages,Sentences,3emlxf,1,response,,4617,4616,4617,4617,4616,4617,1,4617,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,10,People consume many goods if marketing creates a demand.,0,Easy,2,1,,,,,,,,,,,,
21,1703526633865,25/12/2023 17:50:33,1703526633865,0,25/12/2023 17:50:33,155541,10,task-7qhb,,33860358,BLIND,10015908,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,1470x956,1470x840,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,Controls,set1_easy,12,passages,Sentences,3emlxf,1,response,,3352.0000000000146,3350,3352.0000000000146,3352.0000000000146,3350,3352.0000000000146,1,3352.0000000000146,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,11,"High consumption requires high productivity to meet the wants of people, and high productivity and high-level activity in marketing combined result in high employment.",1,Easy,2,1,,,,,,,,,,,,
22,1703526634825,25/12/2023 17:50:34,1703526634825,0,25/12/2023 17:50:34,155541,10,task-7qhb,,33860358,BLIND,10015908,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,1470x956,1470x840,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,Controls,set1_easy,2,probe,Thought probe,muxvwp,1,response,yes,962,950,962,962,950,962,1,962,0,0,,Click Response,response,2,object-81,probe,,,,,,,,,,,,,,,,,,,,,
23,1703526637606,25/12/2023 17:50:37,1703526637606,0,25/12/2023 17:50:37,155541,10,task-7qhb,,33860358,BLIND,10015908,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,1470x956,1470x840,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,Controls,set1_easy,13,passages,Sentences,3emlxf,1,response,,2793.0000000000146,2783,2793.0000000000146,2793.0000000000146,2783,2793.0000000000146,1,2793.0000000000146,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,12,Marketing is indirectly a key to a high economic level of living for the people.,0,Easy,2,1,,,,,,,,,,,,
24,1703526640727,25/12/2023 17:50:40,1703526640727,0,25/12/2023 17:50:40,155541,10,task-7qhb,,33860358,BLIND,10015908,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,1470x956,1470x840,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,Controls,set1_easy,1,instr_comprehension,Comprehension instruction,ki2jxw,1,response,,3131,3117,3131,3131,3117,3131,1,3131,0,0,,Keyboard Response,Keyboard Response,2,object-78,instr_comprehension,,,,,,,,,,,,,,,,,,,,,
25,1703526644293,25/12/2023 17:50:44,1703526644293,0,25/12/2023 17:50:44,155541,10,task-7qhb,,33860358,BLIND,10015908,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,1470x956,1470x840,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,Controls,set1_easy,1,comprehension,Comprehension questions,ers3wv,1,response,c,3580,3567,3580,3580,3567,3580,1,3580,0,0,,Click Response,response C,4,object-68,comprehension,,,1,1,,,,,,Our economic well-being is determined largely by how many factors?,c,One,Two,Three,Four,Five,,,,,
26,1703526656795,25/12/2023 17:50:56,1703526656795,0,25/12/2023 17:50:56,155541,10,task-7qhb,,33860358,BLIND,10015908,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,1470x956,1470x840,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,Controls,set1_easy,2,comprehension,Comprehension questions,ers3wv,1,response,d,12515,12500,12515,12515,12500,12515,1,12515,0,0,,Click Response,response C,4,object-68,comprehension,,,1,2,,,,,,One major factor mentioned as affecting our economic well-being was,d,high wages,low interest rates,technology,employment,foreign trade,,,,,
27,1703526665685,25/12/2023 17:51:05,1703526665685,0,25/12/2023 17:51:05,155541,10,task-7qhb,,33860358,BLIND,10015908,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,1470x956,1470x840,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,Controls,set1_easy,3,comprehension,Comprehension questions,ers3wv,1,response,d,8905,8900,8905,8905,8900,8905,1,8905,0,0,,Click Response,response A,2,object-66,comprehension,,,1,3,,,,,,The purpose of this passage is to,d,persuade,guide,evaluate,inform,interest,,,,,
28,1703526669495,25/12/2023 17:51:09,1703526669495,0,25/12/2023 17:51:09,155541,10,task-7qhb,,33860358,BLIND,10015908,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,1470x956,1470x840,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,Controls,set1_easy,4,comprehension,Comprehension questions,ers3wv,1,response,e,3816.0000000000146,3800,3816.0000000000146,3816.0000000000146,3800,3816.0000000000146,1,3816.0000000000146,0,0,,Click Response,response E,6,object-70,comprehension,,,1,4,,,,,,The chief emphasis is on,e,defining marketing,principles of marketing,opportunities in marketing,kinds of jobs in marketing,the economic significance of marketing,,,,,
29,1703526673335,25/12/2023 17:51:13,1703526673335,0,25/12/2023 17:51:13,155541,10,task-7qhb,,33860358,BLIND,10015908,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,1470x956,1470x840,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,Controls,set1_easy,14,passages,Sentences,3emlxf,1,response,,3855,3850,3855,3855,3850,3855,1,3855,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,2,0,Passage 2,0,Easy,2,1,,,,,,,,,,,,
30,1703526678032,25/12/2023 17:51:18,1703526678032,0,25/12/2023 17:51:18,155541,10,task-7qhb,,33860358,BLIND,10015908,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,1470x956,1470x840,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,Controls,set1_easy,15,passages,Sentences,3emlxf,1,response,,4703,4700,4703,4703,4700,4703,1,4703,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,2,1,The possibility of life on Mars is not dismissed even by skeptics.,0,Easy,2,1,,,,,,,,,,,,
31,1703526679579,25/12/2023 17:51:19,1703526679579,0,25/12/2023 17:51:19,155541,10,task-7qhb,,33860358,BLIND,10015908,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,1470x956,1470x840,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,Controls,set1_easy,16,passages,Sentences,3emlxf,1,response,,1549,1533,1549,1549,1533,1549,1,1549,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,2,2,They seem to share our hope that it is true.,0,Easy,2,1,,,,,,,,,,,,
32,1703526684208,25/12/2023 17:51:24,1703526684208,0,25/12/2023 17:51:24,155541,10,task-7qhb,,33860358,BLIND,10015908,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,1470x956,1470x840,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,Controls,set1_easy,17,passages,Sentences,3emlxf,1,response,,4646,4634,4646,4646,4634,4646,1,4646,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,2,3,"So, it was disappointing when scientists studied photos from the early Mariner space flights in the mid-1960's.",0,Easy,2,1,,,,,,,,,,,,
33,1703526685894,25/12/2023 17:51:25,1703526685894,0,25/12/2023 17:51:25,155541,10,task-7qhb,,33860358,BLIND,10015908,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,1470x956,1470x840,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,Controls,set1_easy,18,passages,Sentences,3emlxf,1,response,,1698,1683,1698,1698,1683,1698,1,1698,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,2,4,"They saw no canals, no seas, and no busy Martian engineers.",0,Easy,2,1,,,,,,,,,,,,
34,1703526687630,25/12/2023 17:51:27,1703526687630,0,25/12/2023 17:51:27,155541,10,task-7qhb,,33860358,BLIND,10015908,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,1470x956,1470x840,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,Controls,set1_easy,19,passages,Sentences,3emlxf,1,response,,1749,1733,1749,1749,1733,1749,1,1749,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,2,5,"They saw no dangerous, warlike Martians as huge as skyscrapers.",0,Easy,2,1,,,,,,,,,,,,
35,1703526689205,25/12/2023 17:51:29,1703526689205,0,25/12/2023 17:51:29,155541,10,task-7qhb,,33860358,BLIND,10015908,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,1470x956,1470x840,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,Controls,set1_easy,20,passages,Sentences,3emlxf,1,response,,1592,1584,1592,1592,1584,1592,1,1592,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,2,6,"All they saw were mountains, craters, cold winds, and dust storms.",0,Easy,2,1,,,,,,,,,,,,
36,1703526691487,25/12/2023 17:51:31,1703526691487,0,25/12/2023 17:51:31,155541,10,task-7qhb,,33860358,BLIND,10015908,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,1470x956,1470x840,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,Controls,set1_easy,21,passages,Sentences,3emlxf,1,response,,2291,2283,2291,2291,2283,2291,1,2291,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,2,7,It was almost as if scouts for Columbus had returned to Isabella’s court with the news that the world had turned out to be flat after all.,1,Easy,2,1,,,,,,,,,,,,
37,1703526692829,25/12/2023 17:51:32,1703526692829,0,25/12/2023 17:51:32,155541,10,task-7qhb,,33860358,BLIND,10015908,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,1470x956,1470x840,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,Controls,set1_easy,3,probe,Thought probe,muxvwp,1,response,no,1349,1333,1349,1349,1333,1349,1,1349,0,0,,Click Response,response,3,object-82,probe,,,,,,,,,,,,,,,,,,,,,
38,1703526697297,25/12/2023 17:51:37,1703526697297,0,25/12/2023 17:51:37,155541,10,task-7qhb,,33860358,BLIND,10015908,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,1470x956,1470x840,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,Controls,set1_easy,22,passages,Sentences,3emlxf,1,response,,4484,4467,4484,4484,4467,4484,1,4484,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,2,8,"Hopeful astronomers reminded us that the Mariner IV had photographed a mere one percent of the Martian surface from 2,000 miles away.",1,Easy,2,1,,,,,,,,,,,,
39,1703526699416,25/12/2023 17:51:39,1703526699416,0,25/12/2023 17:51:39,155541,10,task-7qhb,,33860358,BLIND,10015908,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,1470x956,1470x840,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,Controls,set1_easy,4,probe,Thought probe,muxvwp,1,response,yes,2136,2134,2136,2136,2134,2136,1,2136,0,0,,Click Response,response,2,object-81,probe,,,,,,,,,,,,,,,,,,,,,
40,1703526700855,25/12/2023 17:51:40,1703526700855,0,25/12/2023 17:51:40,155541,10,task-7qhb,,33860358,BLIND,10015908,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,1470x956,1470x840,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,Controls,set1_easy,23,passages,Sentences,3emlxf,1,response,,1441.000000000029,1432,1441.000000000029,1441.000000000029,1432,1441.000000000029,1,1441.000000000029,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,2,9,"In addition, the photos were taken from 2,000 miles away.",0,Easy,2,1,,,,,,,,,,,,
41,1703526713305,25/12/2023 17:51:53,1703526713305,0,25/12/2023 17:51:53,155541,10,task-7qhb,,33860358,BLIND,10015908,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,1470x956,1470x840,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,Controls,set1_easy,24,passages,Sentences,3emlxf,1,response,,12459,12450,12459,12459,12450,12459,1,12459,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,2,10,"And they pointed out that the Earth-orbiting Tiros weather satellite shot over 20,000 pictures before uncovering any evidence of life on Earth.",1,Easy,2,1,,,,,,,,,,,,
42,1703526714497,25/12/2023 17:51:54,1703526714497,0,25/12/2023 17:51:54,155541,10,task-7qhb,,33860358,BLIND,10015908,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,1470x956,1470x840,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,Controls,set1_easy,5,probe,Thought probe,muxvwp,1,response,yes,1202,1201,1202,1202,1201,1202,1,1202,0,0,,Click Response,response,2,object-81,probe,,,,,,,,,,,,,,,,,,,,,
43,1703526715923,25/12/2023 17:51:55,1703526715923,0,25/12/2023 17:51:55,155541,10,task-7qhb,,33860358,BLIND,10015908,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,1470x956,1470x840,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,Controls,set1_easy,25,passages,Sentences,3emlxf,1,response,,1427,1416,1427,1427,1416,1427,1,1427,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,2,11,"But still, public enthusiasm for Martian exploration wilted.",1,Easy,2,1,,,,,,,,,,,,
44,1703526716693,25/12/2023 17:51:56,1703526716693,0,25/12/2023 17:51:56,155541,10,task-7qhb,,33860358,BLIND,10015908,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,1470x956,1470x840,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,Controls,set1_easy,6,probe,Thought probe,muxvwp,1,response,yes,781.0000000000291,767,781.0000000000291,781.0000000000291,767,781.0000000000291,1,781.0000000000291,0,0,,Click Response,response,2,object-81,probe,,,,,,,,,,,,,,,,,,,,,
