Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-tloe,branch-b7np,randomiser-oo54,randomiser-5zfx,randomiser-rrwr,randomiser-39gv,branch-m511,quota-so7f,quota-bi7i,branch-k46k,Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: instruct_num,Spreadsheet: instruct_text,Spreadsheet: passage,Spreadsheet: line,Spreadsheet: line_text,Spreadsheet: probe,Spreadsheet: condition,Spreadsheet: condition_num,Spreadsheet: set,Spreadsheet: question_text,Spreadsheet: correct_response,Spreadsheet: response_a,Spreadsheet: response_b,Spreadsheet: response_c,Spreadsheet: response_d,Spreadsheet: response_e,Spreadsheet: ,Spreadsheet: __EMPTY,Spreadsheet: __EMPTY_1,Spreadsheet: __EMPTY_2,Manipulation: Spreadsheet
37,1704039349623,31/12/2023 16:15:49,1704042949623,1,31/12/2023 18:15:49,155541,10,task-7qhb,,33900620,BLIND,10034239,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 119.0.0.0,1396x785,1397x699,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,Controls,set1_easy,3,probe,Thought probe,muxvwp,1,response,no,1785.4340000000375,1781.8180000000284,1785.4340000000375,1785.4340000000375,1781.8180000000284,1785.4340000000375,1,1785.4340000000375,0,0,,Click Response,response,3,object-82,probe,,,,,,,,,,,,,,,,,,,,,
38,1704039356632,31/12/2023 16:15:56,1704042956632,1,31/12/2023 18:15:56,155541,10,task-7qhb,,33900620,BLIND,10034239,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 119.0.0.0,1396x785,1397x699,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,Controls,set1_easy,22,passages,Sentences,3emlxf,1,response,,7012.716000000102,7010.610999999975,7012.716000000102,7012.716000000102,7010.610999999975,7012.716000000102,1,7012.716000000102,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,2,8,"Hopeful astronomers reminded us that the Mariner IV had photographed a mere one percent of the Martian surface from 2,000 miles away.",1,Easy,2,1,,,,,,,,,,,,
39,1704039357899,31/12/2023 16:15:57,1704042957899,1,31/12/2023 18:15:57,155541,10,task-7qhb,,33900620,BLIND,10034239,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 119.0.0.0,1396x785,1397x699,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,Controls,set1_easy,4,probe,Thought probe,muxvwp,1,response,no,1269.105000000127,1265.9649999999965,1269.105000000127,1269.105000000127,1265.9649999999965,1269.105000000127,1,1269.105000000127,0,0,,Click Response,response,3,object-82,probe,,,,,,,,,,,,,,,,,,,,,
40,1704039360198,31/12/2023 16:16:00,1704042960198,1,31/12/2023 18:16:00,155541,10,task-7qhb,,33900620,BLIND,10034239,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 119.0.0.0,1396x785,1397x699,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,Controls,set1_easy,23,passages,Sentences,3emlxf,1,response,,2302.5400000000373,2298.045000000013,2302.5400000000373,2302.5400000000373,2298.045000000013,2302.5400000000373,1,2302.5400000000373,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,2,9,"In addition, the photos were taken from 2,000 miles away.",0,Easy,2,1,,,,,,,,,,,,
41,1704039366962,31/12/2023 16:16:06,1704042966962,1,31/12/2023 18:16:06,155541,10,task-7qhb,,33900620,BLIND,10034239,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 119.0.0.0,1396x785,1397x699,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,Controls,set1_easy,24,passages,Sentences,3emlxf,1,response,,6767.894999999931,6760.847999999998,6767.894999999931,6767.894999999931,6760.847999999998,6767.894999999931,1,6767.894999999931,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,2,10,"And they pointed out that the Earth-orbiting Tiros weather satellite shot over 20,000 pictures before uncovering any evidence of life on Earth.",1,Easy,2,1,,,,,,,,,,,,
42,1704039368417,31/12/2023 16:16:08,1704042968417,1,31/12/2023 18:16:08,155541,10,task-7qhb,,33900620,BLIND,10034239,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 119.0.0.0,1396x785,1397x699,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,Controls,set1_easy,5,probe,Thought probe,muxvwp,1,response,no,1462.5469999999332,1449.1259999999893,1462.5469999999332,1462.5469999999332,1449.1259999999893,1462.5469999999332,1,1462.5469999999332,0,0,,Click Response,response,3,object-82,probe,,,,,,,,,,,,,,,,,,,,,
43,1704039371565,31/12/2023 16:16:11,1704042971565,1,31/12/2023 18:16:11,155541,10,task-7qhb,,33900620,BLIND,10034239,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 119.0.0.0,1396x785,1397x699,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,Controls,set1_easy,25,passages,Sentences,3emlxf,1,response,,3161.021000000037,3147.3210000000254,3161.021000000037,3161.021000000037,3147.3210000000254,3161.021000000037,1,3161.021000000037,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,2,11,"But still, public enthusiasm for Martian exploration wilted.",1,Easy,2,1,,,,,,,,,,,,
44,1704039372801,31/12/2023 16:16:12,1704042972801,1,31/12/2023 18:16:12,155541,10,task-7qhb,,33900620,BLIND,10034239,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 119.0.0.0,1396x785,1397x699,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,Controls,set1_easy,6,probe,Thought probe,muxvwp,1,response,no,1249.0859999999811,1232.4339999999793,1249.0859999999811,1249.0859999999811,1232.4339999999793,1249.0859999999811,1,1249.0859999999811,0,0,,Click Response,response,3,object-82,probe,,,,,,,,,,,,,,,,,,,,,
45,1704039374507,31/12/2023 16:16:14,1704042974507,1,31/12/2023 18:16:14,155541,10,task-7qhb,,33900620,BLIND,10034239,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 119.0.0.0,1396x785,1397x699,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,Controls,set1_easy,26,passages,Sentences,3emlxf,1,response,,1723.2660000000324,1715.2180000000226,1723.2660000000324,1723.2660000000324,1715.2180000000226,1723.2660000000324,1,1723.2660000000324,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,2,12,Few people seemed to care about life on Mars by the time Viking I landed on the Plain of Chrise in August.,0,Easy,2,1,,,,,,,,,,,,
46,1704039386585,31/12/2023 16:16:26,1704042986585,1,31/12/2023 18:16:26,155541,10,task-7qhb,,33900620,BLIND,10034239,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 119.0.0.0,1396x785,1397x699,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,Controls,set1_easy,27,passages,Sentences,3emlxf,1,response,,12085.848000000056,12072.80799999999,12085.848000000056,12085.848000000056,12072.80799999999,12085.848000000056,1,12085.848000000056,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,2,13,"One Viking scientist, J. Richard Keefe, said that he was “disgusted” at the “blasé...apathetic” public response and the skimpy television coverage of one of the most magnificent scientific and technical accomplishments in human history.",0,Easy,2,1,,,,,,,,,,,,
47,1704039388380,31/12/2023 16:16:28,1704042988380,1,31/12/2023 18:16:28,155541,10,task-7qhb,,33900620,BLIND,10034239,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 119.0.0.0,1396x785,1397x699,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,Controls,set1_easy,2,instr_comprehension,Comprehension instruction,ki2jxw,1,response,,1808.340000000113,1799.1259999999893,1808.340000000113,1808.340000000113,1799.1259999999893,1808.340000000113,1,1808.340000000113,0,0,,Keyboard Response,Keyboard Response,2,object-78,instr_comprehension,,,,,,,,,,,,,,,,,,,,,
48,1704039395577,31/12/2023 16:16:35,1704042995577,1,31/12/2023 18:16:35,155541,10,task-7qhb,,33900620,BLIND,10034239,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 119.0.0.0,1396x785,1397x699,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,Controls,set1_easy,5,comprehension,Comprehension questions,ers3wv,1,response,b,7206.214000000124,7193.774000000005,7206.214000000124,7206.214000000124,7193.774000000005,7206.214000000124,1,7206.214000000124,0,0,,Click Response,response C,4,object-68,comprehension,,,2,1,,,,,,One weather satellite was named,b,Latos,Tiros,Prometheus,Sonar,Satelos,,,,,
49,1704039400821,31/12/2023 16:16:40,1704043000821,1,31/12/2023 18:16:40,155541,10,task-7qhb,,33900620,BLIND,10034239,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 119.0.0.0,1396x785,1397x699,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,Controls,set1_easy,6,comprehension,Comprehension questions,ers3wv,1,response,a,5256.7399999999325,5245.809999999998,5256.7399999999325,5256.7399999999325,5245.809999999998,5256.7399999999325,1,5256.7399999999325,0,0,,Click Response,response C,4,object-68,comprehension,,,2,2,,,,,,One of the Mariners photographed how much of the surface of Mars?,a,One percent,Two percent,Three percent,Four percent,Five percent,,,,,
50,1704039405156,31/12/2023 16:16:45,1704043005156,1,31/12/2023 18:16:45,155541,10,task-7qhb,,33900620,BLIND,10034239,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 119.0.0.0,1396x785,1397x699,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,Controls,set1_easy,7,comprehension,Comprehension questions,ers3wv,1,response,a,4345.3300000000745,4329.833000000013,4345.3300000000745,4345.3300000000745,4329.833000000013,4345.3300000000745,1,4345.3300000000745,0,0,,Click Response,response A,2,object-66,comprehension,,,2,3,,,,,,Interest in Mars diminished largely because,a,no Martians were found,the TV coverage was poor,the photos were all black and white,nothing was brought back to earth,the media did not appreciate the accomplishment,,,,,
51,1704039411380,31/12/2023 16:16:51,1704043011380,1,31/12/2023 18:16:51,155541,10,task-7qhb,,33900620,BLIND,10034239,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 119.0.0.0,1396x785,1397x699,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,Controls,set1_easy,8,comprehension,Comprehension questions,ers3wv,1,response,d,6240.0969999999215,6228.100999999995,6240.0969999999215,6240.0969999999215,6228.100999999995,6240.0969999999215,1,6240.0969999999215,0,0,,Click Response,response D,5,object-69,comprehension,,,2,4,,,,,,Mention of the flat world was used to point out,d,the flatness of Mars,the lack of canals,the lack of seas,the lack of Martians,the lack of mountains,,,,,
52,1704039412654,31/12/2023 16:16:52,1704043012654,1,31/12/2023 18:16:52,155541,10,task-7qhb,,33900620,BLIND,10034239,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 119.0.0.0,1396x785,1397x699,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,Controls,set1_easy,28,passages,Sentences,3emlxf,1,response,,1285.5960000000196,1282.566999999981,1285.5960000000196,1285.5960000000196,1282.566999999981,1285.5960000000196,1,1285.5960000000196,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,3,0,Passage 3,0,Easy,2,1,,,,,,,,,,,,
53,1704039414240,31/12/2023 16:16:54,1704043014240,1,31/12/2023 18:16:54,155541,10,task-7qhb,,33900620,BLIND,10034239,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 119.0.0.0,1396x785,1397x699,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,Controls,set1_easy,29,passages,Sentences,3emlxf,1,response,,1589.5290000000386,1582.021000000008,1589.5290000000386,1589.5290000000386,1582.021000000008,1589.5290000000386,1,1589.5290000000386,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,3,1,Local governments were our first governments.,1,Easy,2,1,,,,,,,,,,,,
54,1704039415471,31/12/2023 16:16:55,1704043015471,1,31/12/2023 18:16:55,155541,10,task-7qhb,,33900620,BLIND,10034239,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 119.0.0.0,1396x785,1397x699,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,Controls,set1_easy,7,probe,Thought probe,muxvwp,1,response,no,1238.6080000001239,1232.3450000000303,1238.6080000001239,1238.6080000001239,1232.3450000000303,1238.6080000001239,1,1238.6080000001239,0,0,,Click Response,response,3,object-82,probe,,,,,,,,,,,,,,,,,,,,,
55,1704039419227,31/12/2023 16:16:59,1704043019227,1,31/12/2023 18:16:59,155541,10,task-7qhb,,33900620,BLIND,10034239,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 119.0.0.0,1396x785,1397x699,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,Controls,set1_easy,30,passages,Sentences,3emlxf,1,response,,3761.6630000000005,3746.7660000000033,3761.6630000000005,3761.6630000000005,3746.7660000000033,3761.6630000000005,1,3761.6630000000005,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,3,2,A local government was established when the oldest men in a primitive tribe formed a council and the tribe chose a chief.,0,Easy,2,1,,,,,,,,,,,,
56,1704039420537,31/12/2023 16:17:00,1704043020537,1,31/12/2023 18:17:00,155541,10,task-7qhb,,33900620,BLIND,10034239,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 119.0.0.0,1396x785,1397x699,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,Controls,set1_easy,31,passages,Sentences,3emlxf,1,response,,1325.0969999999506,1315.7359999999753,1325.0969999999506,1325.0969999999506,1315.7359999999753,1325.0969999999506,1,1325.0969999999506,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,3,3,"The tribe was seeking a better, safer life.",0,Easy,2,1,,,,,,,,,,,,
57,1704039425932,31/12/2023 16:17:05,1704043025932,1,31/12/2023 18:17:05,155541,10,task-7qhb,,33900620,BLIND,10034239,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 119.0.0.0,1396x785,1397x699,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,Controls,set1_easy,32,passages,Sentences,3emlxf,1,response,,5403.961000000068,5395.325000000012,5403.961000000068,5403.961000000068,5395.325000000012,5403.961000000068,1,5403.961000000068,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,3,4,"In the same way, the first English settlers soon realized that they needed rules and leaders after they landed at Jamestown, Virginia in 1607. ",0,Easy,2,1,,,,,,,,,,,,
58,1704039427664,31/12/2023 16:17:07,1704043027664,1,31/12/2023 18:17:07,155541,10,task-7qhb,,33900620,BLIND,10034239,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 119.0.0.0,1396x785,1397x699,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,Controls,set1_easy,33,passages,Sentences,3emlxf,1,response,,1740.6360000000568,1732.1290000000154,1740.6360000000568,1740.6360000000568,1732.1290000000154,1740.6360000000568,1,1740.6360000000568,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,3,5,"At first, the settlers had to look out for themselves. ",0,Easy,2,1,,,,,,,,,,,,
59,1704039430658,31/12/2023 16:17:10,1704043030658,1,31/12/2023 18:17:10,155541,10,task-7qhb,,33900620,BLIND,10034239,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 119.0.0.0,1396x785,1397x699,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,Controls,set1_easy,34,passages,Sentences,3emlxf,1,response,,3002.807000000088,2997.4509999999427,3002.807000000088,3002.807000000088,2997.4509999999427,3002.807000000088,1,3002.807000000088,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,3,6,"They searched for gold, and had to find their own food and provide their own shelter.",0,Easy,2,1,,,,,,,,,,,,
60,1704039442500,31/12/2023 16:17:22,1704043042500,1,31/12/2023 18:17:22,155541,10,task-7qhb,,33900620,BLIND,10034239,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 119.0.0.0,1396x785,1397x699,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,Controls,set1_easy,35,passages,Sentences,3emlxf,1,response,,11847.655999999959,11839.75900000002,11847.655999999959,11847.655999999959,11839.75900000002,11847.655999999959,1,11847.655999999959,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,3,7,"As food supplies began to run low, and as the colonists faced hunger and disease, they saw that they needed to work together if the colony was to survive.",1,Easy,2,1,,,,,,,,,,,,
61,1704039443905,31/12/2023 16:17:23,1704043043905,1,31/12/2023 18:17:23,155541,10,task-7qhb,,33900620,BLIND,10034239,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 119.0.0.0,1396x785,1397x699,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,Controls,set1_easy,8,probe,Thought probe,muxvwp,1,response,yes,1412.396999999939,1399.4590000000317,1412.396999999939,1412.396999999939,1399.4590000000317,1412.396999999939,1,1412.396999999939,0,0,,Click Response,response,2,object-81,probe,,,,,,,,,,,,,,,,,,,,,
62,1704039446337,31/12/2023 16:17:26,1704043046337,1,31/12/2023 18:17:26,155541,10,task-7qhb,,33900620,BLIND,10034239,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 119.0.0.0,1396x785,1397x699,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,Controls,set1_easy,36,passages,Sentences,3emlxf,1,response,,2444.9379999999073,2431.2799999999697,2444.9379999999073,2444.9379999999073,2431.2799999999697,2444.9379999999073,1,2444.9379999999073,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,3,8,"So, they needed to work together if the colony was to survive.",0,Easy,2,1,,,,,,,,,,,,
63,1704039448315,31/12/2023 16:17:28,1704043048315,1,31/12/2023 18:17:28,155541,10,task-7qhb,,33900620,BLIND,10034239,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 119.0.0.0,1396x785,1397x699,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,Controls,set1_easy,37,passages,Sentences,3emlxf,1,response,,1992.4579999999842,1981.7370000000228,1992.4579999999842,1992.4579999999842,1981.7370000000228,1992.4579999999842,1,1992.4579999999842,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,3,9,The colonists formed a council to make laws for the colony.,0,Easy,2,1,,,,,,,,,,,,
64,1704039450128,31/12/2023 16:17:30,1704043050128,1,31/12/2023 18:17:30,155541,10,task-7qhb,,33900620,BLIND,10034239,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 119.0.0.0,1396x785,1397x699,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,Controls,set1_easy,38,passages,Sentences,3emlxf,1,response,,1822.7209999999614,1815.1900000000023,1822.7209999999614,1822.7209999999614,1815.1900000000023,1822.7209999999614,1,1822.7209999999614,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,3,10,They chose Captain John Smith as president of the council. ,0,Easy,2,1,,,,,,,,,,,,
65,1704039451557,31/12/2023 16:17:31,1704043051557,1,31/12/2023 18:17:31,155541,10,task-7qhb,,33900620,BLIND,10034239,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 119.0.0.0,1396x785,1397x699,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,Controls,set1_easy,39,passages,Sentences,3emlxf,1,response,,1436.9310000000987,1432.1719999999623,1436.9310000000987,1436.9310000000987,1432.1719999999623,1436.9310000000987,1,1436.9310000000987,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,3,11,His job was to see that the laws were carried out. ,0,Easy,2,1,,,,,,,,,,,,
66,1704039455110,31/12/2023 16:17:35,1704043055110,1,31/12/2023 18:17:35,155541,10,task-7qhb,,33900620,BLIND,10034239,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 119.0.0.0,1396x785,1397x699,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,Controls,set1_easy,40,passages,Sentences,3emlxf,1,response,,3557.8589999999967,3546.9679999999935,3557.8589999999967,3557.8589999999967,3546.9679999999935,3557.8589999999967,1,3557.8589999999967,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,3,12,This government at Jamestown was the first local government in America.,1,Easy,2,1,,,,,,,,,,,,
67,1704039456171,31/12/2023 16:17:36,1704043056171,1,31/12/2023 18:17:36,155541,10,task-7qhb,,33900620,BLIND,10034239,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 119.0.0.0,1396x785,1397x699,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,Controls,set1_easy,9,probe,Thought probe,muxvwp,1,response,no,1072.3910000000033,1065.9290000000037,1072.3910000000033,1072.3910000000033,1065.9290000000037,1072.3910000000033,1,1072.3910000000033,0,0,,Click Response,response,3,object-82,probe,,,,,,,,,,,,,,,,,,,,,
68,1704039457992,31/12/2023 16:17:37,1704043057992,1,31/12/2023 18:17:37,155541,10,task-7qhb,,33900620,BLIND,10034239,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 119.0.0.0,1396x785,1397x699,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,Controls,set1_easy,41,passages,Sentences,3emlxf,1,response,,1826.762000000046,1815.13400000002,1826.762000000046,1826.762000000046,1815.13400000002,1826.762000000046,1,1826.762000000046,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,3,13,"Today, local government is still the first and most important one in our lives. ",0,Easy,2,1,,,,,,,,,,,,
69,1704039461674,31/12/2023 16:17:41,1704043061674,1,31/12/2023 18:17:41,155541,10,task-7qhb,,33900620,BLIND,10034239,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 119.0.0.0,1396x785,1397x699,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,Controls,set1_easy,42,passages,Sentences,3emlxf,1,response,,3693.3279999999795,3680.1940000000177,3693.3279999999795,3693.3279999999795,3680.1940000000177,3693.3279999999795,1,3693.3279999999795,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,3,14,"It protects our lives, our safety, and our homes, and it helps to keep our environment clean.",1,Easy,2,1,,,,,,,,,,,,
70,1704039463366,31/12/2023 16:17:43,1704043063366,1,31/12/2023 18:17:43,155541,10,task-7qhb,,33900620,BLIND,10034239,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 119.0.0.0,1396x785,1397x699,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,Controls,set1_easy,10,probe,Thought probe,muxvwp,1,response,no,1705.234000000055,1698.7330000000075,1705.234000000055,1705.234000000055,1698.7330000000075,1705.234000000055,1,1705.234000000055,0,0,,Click Response,response,3,object-82,probe,,,,,,,,,,,,,,,,,,,,,
71,1704039466786,31/12/2023 16:17:46,1704043066786,1,31/12/2023 18:17:46,155541,10,task-7qhb,,33900620,BLIND,10034239,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 119.0.0.0,1396x785,1397x699,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,Controls,set1_easy,43,passages,Sentences,3emlxf,1,response,,3425.801000000094,3413.7609999999986,3425.801000000094,3425.801000000094,3413.7609999999986,3425.801000000094,1,3425.801000000094,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,3,15,"Local government provides us with schools, libraries, and other important services.",0,Easy,2,1,,,,,,,,,,,,
72,1704039468495,31/12/2023 16:17:48,1704043068495,1,31/12/2023 18:17:48,155541,10,task-7qhb,,33900620,BLIND,10034239,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 119.0.0.0,1396x785,1397x699,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,Controls,set1_easy,3,instr_comprehension,Comprehension instruction,ki2jxw,1,response,,1721.8399999999092,1715.3479999999981,1721.8399999999092,1721.8399999999092,1715.3479999999981,1721.8399999999092,1,1721.8399999999092,0,0,,Keyboard Response,Keyboard Response,2,object-78,instr_comprehension,,,,,,,,,,,,,,,,,,,,,
73,1704039470721,31/12/2023 16:17:50,1704043070721,1,31/12/2023 18:17:50,155541,10,task-7qhb,,33900620,BLIND,10034239,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 119.0.0.0,1396x785,1397x699,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,Controls,set1_easy,9,comprehension,Comprehension questions,ers3wv,1,response,d,2233.1920000000973,2231.478000000003,2233.1920000000973,2233.1920000000973,2231.478000000003,2233.1920000000973,1,2233.1920000000973,0,0,,Click Response,response D,5,object-69,comprehension,,,3,1,,,,,,The first colonial government was,d,tribal,city,county,local,federal,,,,,
74,1704039476249,31/12/2023 16:17:56,1704043076249,1,31/12/2023 18:17:56,155541,10,task-7qhb,,33900620,BLIND,10034239,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 119.0.0.0,1396x785,1397x699,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,Controls,set1_easy,10,comprehension,Comprehension questions,ers3wv,1,response,c,5528.593999999983,5511.941999999981,5528.593999999983,5528.593999999983,5511.941999999981,5528.593999999983,1,5528.593999999983,0,0,,Click Response,response C,4,object-68,comprehension,,,3,2,,,,,,The Jamestown colonists formed a government because of,c,pride,greed,necessity,togetherness,public spirit,,,,,
75,1704039482585,31/12/2023 16:18:02,1704043082585,1,31/12/2023 18:18:02,155541,10,task-7qhb,,33900620,BLIND,10034239,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 119.0.0.0,1396x785,1397x699,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,Controls,set1_easy,11,comprehension,Comprehension questions,ers3wv,1,response,d,6353.371999999974,6344.743000000017,6353.371999999974,6353.371999999974,6344.743000000017,6353.371999999974,1,6353.371999999974,0,0,,Click Response,response D,5,object-69,comprehension,,,3,3,,,,,,The best title for this selection would be,d,John Smith,The First Government,Jamestown,Local Government,American Government,,,,,
76,1704039489587,31/12/2023 16:18:09,1704043089587,1,31/12/2023 18:18:09,155541,10,task-7qhb,,33900620,BLIND,10034239,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 119.0.0.0,1396x785,1397x699,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,Controls,set1_easy,12,comprehension,Comprehension questions,ers3wv,1,response,d,7010.128999999957,6994.2029999999795,7010.128999999957,7010.128999999957,6994.2029999999795,7010.128999999957,1,7010.128999999957,0,0,,Click Response,response C,4,object-68,comprehension,,,3,4,,,,,,The overall goal of local government seems to be public,d,regulation,wealth,growth,welfare,protection,,,,,
