Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-tloe,branch-b7np,randomiser-oo54,randomiser-5zfx,randomiser-rrwr,randomiser-39gv,branch-m511,quota-so7f,quota-bi7i,branch-k46k,Randomise questionnaire elements?,Question Key,Response
1,1703416905048,24/12/2023 11:21:45,1703416904965,0,24/12/2023 11:21:44,155541,10,questionnaire-mf58,,33855967,BLIND,10014563,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x900,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,Controls,No,BEGIN QUESTIONNAIRE,
2,1703417062036,24/12/2023 11:24:22,1703417061983,0,24/12/2023 11:24:21,155541,10,questionnaire-mf58,,33855967,BLIND,10014563,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x900,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,Controls,No,attitude_school,2
3,1703417062104,24/12/2023 11:24:22,1703417061985,0,24/12/2023 11:24:21,155541,10,questionnaire-mf58,,33855967,BLIND,10014563,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x900,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,Controls,No,attitude_school-quantised,3
4,1703417062104,24/12/2023 11:24:22,1703417061985,0,24/12/2023 11:24:21,155541,10,questionnaire-mf58,,33855967,BLIND,10014563,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x900,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,Controls,No,difficulty_reading,1
5,1703417062104,24/12/2023 11:24:22,1703417061985,0,24/12/2023 11:24:21,155541,10,questionnaire-mf58,,33855967,BLIND,10014563,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x900,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,Controls,No,difficulty_reading-quantised,2
6,1703417062104,24/12/2023 11:24:22,1703417061985,0,24/12/2023 11:24:21,155541,10,questionnaire-mf58,,33855967,BLIND,10014563,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x900,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,Controls,No,help_reading,No help
7,1703417062104,24/12/2023 11:24:22,1703417061985,0,24/12/2023 11:24:21,155541,10,questionnaire-mf58,,33855967,BLIND,10014563,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x900,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,Controls,No,help_reading-quantised,1
8,1703417062104,24/12/2023 11:24:22,1703417061985,0,24/12/2023 11:24:21,155541,10,questionnaire-mf58,,33855967,BLIND,10014563,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x900,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,Controls,No,reverse,0
9,1703417062104,24/12/2023 11:24:22,1703417061985,0,24/12/2023 11:24:21,155541,10,questionnaire-mf58,,33855967,BLIND,10014563,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x900,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,Controls,No,reverse-quantised,1
10,1703417062104,24/12/2023 11:24:22,1703417061986,0,24/12/2023 11:24:21,155541,10,questionnaire-mf58,,33855967,BLIND,10014563,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x900,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,Controls,No,diffiuclty_names,0
11,1703417062104,24/12/2023 11:24:22,1703417061986,0,24/12/2023 11:24:21,155541,10,questionnaire-mf58,,33855967,BLIND,10014563,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x900,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,Controls,No,diffiuclty_names-quantised,1
12,1703417062104,24/12/2023 11:24:22,1703417061986,0,24/12/2023 11:24:21,155541,10,questionnaire-mf58,,33855967,BLIND,10014563,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x900,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,Controls,No,compare_reading,2 average
13,1703417062104,24/12/2023 11:24:22,1703417061986,0,24/12/2023 11:24:21,155541,10,questionnaire-mf58,,33855967,BLIND,10014563,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x900,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,Controls,No,compare_reading-quantised,3
14,1703417062104,24/12/2023 11:24:22,1703417061986,0,24/12/2023 11:24:21,155541,10,questionnaire-mf58,,33855967,BLIND,10014563,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x900,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,Controls,No,struggle_schoolwork,Less than most
15,1703417062104,24/12/2023 11:24:22,1703417061986,0,24/12/2023 11:24:21,155541,10,questionnaire-mf58,,33855967,BLIND,10014563,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x900,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,Controls,No,struggle_schoolwork-quantised,2
16,1703417062104,24/12/2023 11:24:22,1703417061986,0,24/12/2023 11:24:21,155541,10,questionnaire-mf58,,33855967,BLIND,10014563,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x900,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,Controls,No,struggle_EnglishClass,1
17,1703417062104,24/12/2023 11:24:22,1703417061986,0,24/12/2023 11:24:21,155541,10,questionnaire-mf58,,33855967,BLIND,10014563,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x900,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,Controls,No,struggle_EnglishClass-quantised,2
18,1703417062104,24/12/2023 11:24:22,1703417061986,0,24/12/2023 11:24:21,155541,10,questionnaire-mf58,,33855967,BLIND,10014563,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x900,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,Controls,No,attitude_reading,2
19,1703417062104,24/12/2023 11:24:22,1703417061986,0,24/12/2023 11:24:21,155541,10,questionnaire-mf58,,33855967,BLIND,10014563,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x900,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,Controls,No,attitude_reading-quantised,3
20,1703417062104,24/12/2023 11:24:22,1703417061986,0,24/12/2023 11:24:21,155541,10,questionnaire-mf58,,33855967,BLIND,10014563,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x900,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,Controls,No,reading_pleasure,1
21,1703417062104,24/12/2023 11:24:22,1703417061986,0,24/12/2023 11:24:21,155541,10,questionnaire-mf58,,33855967,BLIND,10014563,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x900,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,Controls,No,reading_pleasure-quantised,2
22,1703417062104,24/12/2023 11:24:22,1703417061987,0,24/12/2023 11:24:21,155541,10,questionnaire-mf58,,33855967,BLIND,10014563,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x900,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,Controls,No,reading_speed,2 average
23,1703417062158,24/12/2023 11:24:22,1703417061987,0,24/12/2023 11:24:21,155541,10,questionnaire-mf58,,33855967,BLIND,10014563,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x900,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,Controls,No,reading_speed-quantised,3
24,1703417062158,24/12/2023 11:24:22,1703417061987,0,24/12/2023 11:24:21,155541,10,questionnaire-mf58,,33855967,BLIND,10014563,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x900,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,Controls,No,reading_work,2
25,1703417062158,24/12/2023 11:24:22,1703417061987,0,24/12/2023 11:24:21,155541,10,questionnaire-mf58,,33855967,BLIND,10014563,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x900,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,Controls,No,reading_work-quantised,3
26,1703417062158,24/12/2023 11:24:22,1703417061987,0,24/12/2023 11:24:21,155541,10,questionnaire-mf58,,33855967,BLIND,10014563,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x900,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,Controls,No,learning_spelling,2
27,1703417062158,24/12/2023 11:24:22,1703417061987,0,24/12/2023 11:24:21,155541,10,questionnaire-mf58,,33855967,BLIND,10014563,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x900,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,Controls,No,learning_spelling-quantised,3
28,1703417062158,24/12/2023 11:24:22,1703417061987,0,24/12/2023 11:24:21,155541,10,questionnaire-mf58,,33855967,BLIND,10014563,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x900,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,Controls,No,compare_spelling,2 average
29,1703417062158,24/12/2023 11:24:22,1703417061987,0,24/12/2023 11:24:21,155541,10,questionnaire-mf58,,33855967,BLIND,10014563,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x900,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,Controls,No,compare_spelling-quantised,3
30,1703417062158,24/12/2023 11:24:22,1703417061988,0,24/12/2023 11:24:21,155541,10,questionnaire-mf58,,33855967,BLIND,10014563,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x900,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,Controls,No,remember_names,1
31,1703417062158,24/12/2023 11:24:22,1703417061988,0,24/12/2023 11:24:21,155541,10,questionnaire-mf58,,33855967,BLIND,10014563,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x900,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,Controls,No,remember_names-quantised,2
32,1703417062158,24/12/2023 11:24:22,1703417061988,0,24/12/2023 11:24:21,155541,10,questionnaire-mf58,,33855967,BLIND,10014563,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x900,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,Controls,No,remember_address,1
33,1703417062158,24/12/2023 11:24:22,1703417061988,0,24/12/2023 11:24:21,155541,10,questionnaire-mf58,,33855967,BLIND,10014563,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x900,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,Controls,No,remember_address-quantised,2
34,1703417062158,24/12/2023 11:24:22,1703417061988,0,24/12/2023 11:24:21,155541,10,questionnaire-mf58,,33855967,BLIND,10014563,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x900,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,Controls,No,remember_instructions,1
35,1703417062158,24/12/2023 11:24:22,1703417061988,0,24/12/2023 11:24:21,155541,10,questionnaire-mf58,,33855967,BLIND,10014563,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x900,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,Controls,No,remember_instructions-quantised,2
36,1703417062158,24/12/2023 11:24:22,1703417061989,0,24/12/2023 11:24:21,155541,10,questionnaire-mf58,,33855967,BLIND,10014563,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x900,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,Controls,No,currently_reverse,0
37,1703417062158,24/12/2023 11:24:22,1703417061989,0,24/12/2023 11:24:21,155541,10,questionnaire-mf58,,33855967,BLIND,10014563,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x900,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,Controls,No,currently_reverse-quantised,1
38,1703417062158,24/12/2023 11:24:22,1703417061989,0,24/12/2023 11:24:21,155541,10,questionnaire-mf58,,33855967,BLIND,10014563,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x900,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,Controls,No,books_read,6-10
39,1703417062158,24/12/2023 11:24:22,1703417061989,0,24/12/2023 11:24:21,155541,10,questionnaire-mf58,,33855967,BLIND,10014563,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x900,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,Controls,No,books_read-quantised,2
40,1703417062158,24/12/2023 11:24:22,1703417061989,0,24/12/2023 11:24:21,155541,10,questionnaire-mf58,,33855967,BLIND,10014563,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x900,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,Controls,No,magazines_read,1-2 irregurarly
41,1703417062158,24/12/2023 11:24:22,1703417061989,0,24/12/2023 11:24:21,155541,10,questionnaire-mf58,,33855967,BLIND,10014563,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x900,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,Controls,No,magazines_read-quantised,4
42,1703417062158,24/12/2023 11:24:22,1703417061990,0,24/12/2023 11:24:21,155541,10,questionnaire-mf58,,33855967,BLIND,10014563,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x900,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,Controls,No,daily_newspaper,Every day
43,1703417062225,24/12/2023 11:24:22,1703417061990,0,24/12/2023 11:24:21,155541,10,questionnaire-mf58,,33855967,BLIND,10014563,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x900,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,Controls,No,daily_newspaper-quantised,1
44,1703417062225,24/12/2023 11:24:22,1703417061990,0,24/12/2023 11:24:21,155541,10,questionnaire-mf58,,33855967,BLIND,10014563,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x900,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,Controls,No,sunday_newspaper,Rarely
45,1703417062225,24/12/2023 11:24:22,1703417061990,0,24/12/2023 11:24:21,155541,10,questionnaire-mf58,,33855967,BLIND,10014563,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x900,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,Controls,No,sunday_newspaper-quantised,4
46,1703417062225,24/12/2023 11:24:22,1703417061990,0,24/12/2023 11:24:21,155541,10,questionnaire-mf58,,33855967,BLIND,10014563,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x900,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,Controls,No,END QUESTIONNAIRE,157025
1,1703526337509,25/12/2023 17:45:37,1703526337438,0,25/12/2023 17:45:37,155541,10,questionnaire-mf58,,33860345,BLIND,10015908,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,1470x956,1324x763,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,Controls,No,BEGIN QUESTIONNAIRE,
2,1703526420186,25/12/2023 17:47:00,1703526420037,0,25/12/2023 17:47:00,155541,10,questionnaire-mf58,,33860345,BLIND,10015908,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,1470x956,1324x763,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,Controls,No,attitude_school,1
3,1703526420256,25/12/2023 17:47:00,1703526420039,0,25/12/2023 17:47:00,155541,10,questionnaire-mf58,,33860345,BLIND,10015908,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,1470x956,1324x763,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,Controls,No,attitude_school-quantised,2
4,1703526420256,25/12/2023 17:47:00,1703526420039,0,25/12/2023 17:47:00,155541,10,questionnaire-mf58,,33860345,BLIND,10015908,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,1470x956,1324x763,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,Controls,No,difficulty_reading,0
5,1703526420256,25/12/2023 17:47:00,1703526420039,0,25/12/2023 17:47:00,155541,10,questionnaire-mf58,,33860345,BLIND,10015908,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,1470x956,1324x763,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,Controls,No,difficulty_reading-quantised,1
6,1703526420256,25/12/2023 17:47:00,1703526420039,0,25/12/2023 17:47:00,155541,10,questionnaire-mf58,,33860345,BLIND,10015908,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,1470x956,1324x763,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,Controls,No,help_reading,No help
7,1703526420256,25/12/2023 17:47:00,1703526420039,0,25/12/2023 17:47:00,155541,10,questionnaire-mf58,,33860345,BLIND,10015908,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,1470x956,1324x763,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,Controls,No,help_reading-quantised,1
8,1703526420256,25/12/2023 17:47:00,1703526420039,0,25/12/2023 17:47:00,155541,10,questionnaire-mf58,,33860345,BLIND,10015908,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,1470x956,1324x763,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,Controls,No,reverse,0
9,1703526420256,25/12/2023 17:47:00,1703526420040,0,25/12/2023 17:47:00,155541,10,questionnaire-mf58,,33860345,BLIND,10015908,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,1470x956,1324x763,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,Controls,No,reverse-quantised,1
10,1703526420256,25/12/2023 17:47:00,1703526420040,0,25/12/2023 17:47:00,155541,10,questionnaire-mf58,,33860345,BLIND,10015908,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,1470x956,1324x763,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,Controls,No,diffiuclty_names,0
11,1703526420256,25/12/2023 17:47:00,1703526420040,0,25/12/2023 17:47:00,155541,10,questionnaire-mf58,,33860345,BLIND,10015908,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,1470x956,1324x763,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,Controls,No,diffiuclty_names-quantised,1
12,1703526420256,25/12/2023 17:47:00,1703526420040,0,25/12/2023 17:47:00,155541,10,questionnaire-mf58,,33860345,BLIND,10015908,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,1470x956,1324x763,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,Controls,No,compare_reading,0
13,1703526420256,25/12/2023 17:47:00,1703526420040,0,25/12/2023 17:47:00,155541,10,questionnaire-mf58,,33860345,BLIND,10015908,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,1470x956,1324x763,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,Controls,No,compare_reading-quantised,1
14,1703526420256,25/12/2023 17:47:00,1703526420040,0,25/12/2023 17:47:00,155541,10,questionnaire-mf58,,33860345,BLIND,10015908,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,1470x956,1324x763,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,Controls,No,struggle_schoolwork,Less than most
15,1703526420256,25/12/2023 17:47:00,1703526420040,0,25/12/2023 17:47:00,155541,10,questionnaire-mf58,,33860345,BLIND,10015908,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,1470x956,1324x763,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,Controls,No,struggle_schoolwork-quantised,2
16,1703526420256,25/12/2023 17:47:00,1703526420040,0,25/12/2023 17:47:00,155541,10,questionnaire-mf58,,33860345,BLIND,10015908,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,1470x956,1324x763,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,Controls,No,struggle_EnglishClass,1
17,1703526420256,25/12/2023 17:47:00,1703526420040,0,25/12/2023 17:47:00,155541,10,questionnaire-mf58,,33860345,BLIND,10015908,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,1470x956,1324x763,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,Controls,No,struggle_EnglishClass-quantised,2
18,1703526420256,25/12/2023 17:47:00,1703526420040,0,25/12/2023 17:47:00,155541,10,questionnaire-mf58,,33860345,BLIND,10015908,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,1470x956,1324x763,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,Controls,No,attitude_reading,3
19,1703526420256,25/12/2023 17:47:00,1703526420040,0,25/12/2023 17:47:00,155541,10,questionnaire-mf58,,33860345,BLIND,10015908,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,1470x956,1324x763,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,Controls,No,attitude_reading-quantised,4
20,1703526420256,25/12/2023 17:47:00,1703526420040,0,25/12/2023 17:47:00,155541,10,questionnaire-mf58,,33860345,BLIND,10015908,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,1470x956,1324x763,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,Controls,No,reading_pleasure,4
21,1703526420256,25/12/2023 17:47:00,1703526420040,0,25/12/2023 17:47:00,155541,10,questionnaire-mf58,,33860345,BLIND,10015908,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,1470x956,1324x763,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,Controls,No,reading_pleasure-quantised,5
22,1703526420256,25/12/2023 17:47:00,1703526420040,0,25/12/2023 17:47:00,155541,10,questionnaire-mf58,,33860345,BLIND,10015908,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,1470x956,1324x763,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,Controls,No,reading_speed,1
23,1703526420323,25/12/2023 17:47:00,1703526420040,0,25/12/2023 17:47:00,155541,10,questionnaire-mf58,,33860345,BLIND,10015908,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,1470x956,1324x763,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,Controls,No,reading_speed-quantised,2
24,1703526420323,25/12/2023 17:47:00,1703526420040,0,25/12/2023 17:47:00,155541,10,questionnaire-mf58,,33860345,BLIND,10015908,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,1470x956,1324x763,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,Controls,No,reading_work,2
25,1703526420323,25/12/2023 17:47:00,1703526420040,0,25/12/2023 17:47:00,155541,10,questionnaire-mf58,,33860345,BLIND,10015908,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,1470x956,1324x763,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,Controls,No,reading_work-quantised,3
26,1703526420323,25/12/2023 17:47:00,1703526420040,0,25/12/2023 17:47:00,155541,10,questionnaire-mf58,,33860345,BLIND,10015908,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,1470x956,1324x763,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,Controls,No,learning_spelling,0
27,1703526420323,25/12/2023 17:47:00,1703526420040,0,25/12/2023 17:47:00,155541,10,questionnaire-mf58,,33860345,BLIND,10015908,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,1470x956,1324x763,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,Controls,No,learning_spelling-quantised,1
28,1703526420323,25/12/2023 17:47:00,1703526420040,0,25/12/2023 17:47:00,155541,10,questionnaire-mf58,,33860345,BLIND,10015908,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,1470x956,1324x763,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,Controls,No,compare_spelling,0
29,1703526420323,25/12/2023 17:47:00,1703526420041,0,25/12/2023 17:47:00,155541,10,questionnaire-mf58,,33860345,BLIND,10015908,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,1470x956,1324x763,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,Controls,No,compare_spelling-quantised,1
