Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-tloe,branch-b7np,randomiser-oo54,randomiser-5zfx,randomiser-rrwr,randomiser-39gv,branch-m511,quota-so7f,quota-bi7i,Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: instruct_num,Spreadsheet: instruct_text,Spreadsheet: passage,Spreadsheet: line,Spreadsheet: line_text,Spreadsheet: probe,Spreadsheet: condition,Spreadsheet: condition_num,Spreadsheet: set,Spreadsheet: question_text,Spreadsheet: correct_response,Spreadsheet: response_a,Spreadsheet: response_b,Spreadsheet: response_c,Spreadsheet: response_d,Spreadsheet: response_e,Spreadsheet: ,Spreadsheet: __EMPTY,Spreadsheet: __EMPTY_1,Spreadsheet: __EMPTY_2,Manipulation: Spreadsheet
8,1704374546721,04/01/2024 13:22:26,1704374546721,0,04/01/2024 13:22:26,158033,3,task-7qhb,,33944648,BLIND,10047113,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1280x720,1232x598,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,set1_easy,6,instr_passages,Text,zppu2h,1,response,,996.6999999523177,982.5999999999985,996.6999999523177,996.6999999523177,982.5999999999985,996.6999999523177,1,996.6999999523177,0,0,,Keyboard Response,Keyboard Response,2,object-25,instr_passages,7,Please press the space bar to start reading the first passage.,,,,,,,,,,,,,,,,,,,
9,1704374547465,04/01/2024 13:22:27,1704374547465,0,04/01/2024 13:22:27,158033,3,task-7qhb,,33944648,BLIND,10047113,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1280x720,1232x598,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,set1_easy,1,passages,Sentences,3emlxf,1,response,,757.999999809268,749.8000000000029,757.999999809268,757.999999809268,749.8000000000029,757.999999809268,1,757.999999809268,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,0,Passage 1,0,Easy,2,1,,,,,,,,,,,,
10,1704374579828,04/01/2024 13:22:59,1704374579828,0,04/01/2024 13:22:59,158033,3,task-7qhb,,33944648,BLIND,10047113,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1280x720,1232x598,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,set1_easy,2,passages,Sentences,3emlxf,1,response,,32371,32363,32371,32371,32363,32371,1,32371,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,1,Marketing is a business activity that directs the flow of goods and services from a producer to a consumer or user.,0,Easy,2,1,,,,,,,,,,,,
11,1704374583706,04/01/2024 13:23:03,1704374583706,0,04/01/2024 13:23:03,158033,3,task-7qhb,,33944648,BLIND,10047113,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1280x720,1232x598,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,set1_easy,3,passages,Sentences,3emlxf,1,response,,3886.5,3881.100000000006,3886.5,3886.5,3881.100000000006,3886.5,1,3886.5,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,2,It is the link that connects producers and consumers and brings production and consumption together.,0,Easy,2,1,,,,,,,,,,,,
12,1704374588317,04/01/2024 13:23:08,1704374588317,0,04/01/2024 13:23:08,158033,3,task-7qhb,,33944648,BLIND,10047113,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1280x720,1232x598,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,set1_easy,4,passages,Sentences,3emlxf,1,response,,4616.499999904627,4613.699999999997,4616.499999904627,4616.499999904627,4613.699999999997,4616.499999904627,1,4616.499999904627,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,3,About one in every six employees is involved directly in wholesaling or retailing activities.,0,Easy,2,1,,,,,,,,,,,,
13,1704374591813,04/01/2024 13:23:11,1704374591813,0,04/01/2024 13:23:11,158033,3,task-7qhb,,33944648,BLIND,10047113,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1280x720,1232x598,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,set1_easy,5,passages,Sentences,3emlxf,1,response,,3498.0000000000146,3481.300000000003,3498.0000000000146,3498.0000000000146,3481.300000000003,3498.0000000000146,1,3498.0000000000146,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,4,"This ratio does not take into account other employees who assist marketing through transportation, communication, and office jobs.",0,Easy,2,1,,,,,,,,,,,,
14,1704374592818,04/01/2024 13:23:12,1704374592818,0,04/01/2024 13:23:12,158033,3,task-7qhb,,33944648,BLIND,10047113,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1280x720,1232x598,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,set1_easy,6,passages,Sentences,3emlxf,1,response,,1021.9999999046267,1015.8999999999942,1021.9999999046267,1021.9999999046267,1015.8999999999942,1021.9999999046267,1,1021.9999999046267,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,5,Marketing provides many different kinds of jobs.,0,Easy,2,1,,,,,,,,,,,,
15,1704374594979,04/01/2024 13:23:14,1704374594979,0,04/01/2024 13:23:14,158033,3,task-7qhb,,33944648,BLIND,10047113,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1280x720,1232x598,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,set1_easy,7,passages,Sentences,3emlxf,1,response,,2165.6999999999825,2148.899999999994,2165.6999999999825,2165.6999999999825,2148.899999999994,2165.6999999999825,1,2165.6999999999825,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,6,These jobs require a wide range of skills and abilities.,0,Easy,2,1,,,,,,,,,,,,
16,1704374603272,04/01/2024 13:23:23,1704374603272,0,04/01/2024 13:23:23,158033,3,task-7qhb,,33944648,BLIND,10047113,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1280x720,1232x598,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,set1_easy,8,passages,Sentences,3emlxf,1,response,,8311.099999999991,8294.5,8311.099999999991,8311.099999999991,8294.5,8311.099999999991,1,8311.099999999991,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,7,"We usually think that the primary job in marketing is selling, but there are jobs in management, advertising, market and product research, and buying.",0,Easy,2,1,,,,,,,,,,,,
17,1704374605592,04/01/2024 13:23:25,1704374605592,0,04/01/2024 13:23:25,158033,3,task-7qhb,,33944648,BLIND,10047113,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1280x720,1232x598,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,set1_easy,9,passages,Sentences,3emlxf,1,response,,2337.100000000006,2332.100000000006,2337.100000000006,2337.100000000006,2332.100000000006,2337.100000000006,1,2337.100000000006,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,8,"The economic well-being of our country is determined largely by productivity, consumption, and employment.",1,Easy,2,1,,,,,,,,,,,,
18,1704374607575,04/01/2024 13:23:27,1704374607575,0,04/01/2024 13:23:27,158033,3,task-7qhb,,33944648,BLIND,10047113,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1280x720,1232x598,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,set1_easy,1,probe,Thought probe,muxvwp,1,response,no,1987.7999999523163,1982,1987.7999999523163,1987.7999999523163,1982,1987.7999999523163,1,1987.7999999523163,0,0,,Click Response,response,3,object-82,probe,,,,,,,,,,,,,,,,,,,,,
19,1704374611880,04/01/2024 13:23:31,1704374611880,0,04/01/2024 13:23:31,158033,3,task-7qhb,,33944648,BLIND,10047113,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1280x720,1232x598,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,set1_easy,10,passages,Sentences,3emlxf,1,response,,4310.599999904633,4297.399999999994,4310.599999904633,4310.599999904633,4297.399999999994,4310.599999904633,1,4310.599999904633,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,9,The efficiency of marketing affects all three.,0,Easy,2,1,,,,,,,,,,,,
20,1704374617649,04/01/2024 13:23:37,1704374617649,0,04/01/2024 13:23:37,158033,3,task-7qhb,,33944648,BLIND,10047113,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1280x720,1232x598,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,set1_easy,11,passages,Sentences,3emlxf,1,response,,5782.100000000006,5779.800000000003,5782.100000000006,5782.100000000006,5779.800000000003,5782.100000000006,1,5782.100000000006,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,10,People consume many goods if marketing creates a demand.,0,Easy,2,1,,,,,,,,,,,,
21,1704374623442,04/01/2024 13:23:43,1704374623442,0,04/01/2024 13:23:43,158033,3,task-7qhb,,33944648,BLIND,10047113,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1280x720,1232x598,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,set1_easy,12,passages,Sentences,3emlxf,1,response,,5795.300000000003,5780,5795.300000000003,5795.300000000003,5780,5795.300000000003,1,5795.300000000003,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,11,"High consumption requires high productivity to meet the wants of people, and high productivity and high-level activity in marketing combined result in high employment.",1,Easy,2,1,,,,,,,,,,,,
22,1704374625252,04/01/2024 13:23:45,1704374625252,0,04/01/2024 13:23:45,158033,3,task-7qhb,,33944648,BLIND,10047113,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1280x720,1232x598,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,set1_easy,2,probe,Thought probe,muxvwp,1,response,yes,1825.300000000003,1815.4000000000087,1825.300000000003,1825.300000000003,1815.4000000000087,1825.300000000003,1,1825.300000000003,0,0,,Click Response,response,2,object-81,probe,,,,,,,,,,,,,,,,,,,,,
23,1704374630488,04/01/2024 13:23:50,1704374630488,0,04/01/2024 13:23:50,158033,3,task-7qhb,,33944648,BLIND,10047113,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1280x720,1232x598,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,set1_easy,13,passages,Sentences,3emlxf,1,response,,5246.299999856943,5230.099999999991,5246.299999856943,5246.299999856943,5230.099999999991,5246.299999856943,1,5246.299999856943,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,12,Marketing is indirectly a key to a high economic level of living for the people.,0,Easy,2,1,,,,,,,,,,,,
24,1704374633710,04/01/2024 13:23:53,1704374633710,0,04/01/2024 13:23:53,158033,3,task-7qhb,,33944648,BLIND,10047113,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1280x720,1232x598,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,set1_easy,1,instr_comprehension,Comprehension instruction,ki2jxw,1,response,,3237.999999809268,3231.300000000003,3237.999999809268,3237.999999809268,3231.300000000003,3237.999999809268,1,3237.999999809268,0,0,,Keyboard Response,Keyboard Response,2,object-78,instr_comprehension,,,,,,,,,,,,,,,,,,,,,
25,1704374637365,04/01/2024 13:23:57,1704374637365,0,04/01/2024 13:23:57,158033,3,task-7qhb,,33944648,BLIND,10047113,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1280x720,1232x598,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,set1_easy,1,comprehension,Comprehension questions,ers3wv,1,response,c,3653.7999999523163,3647.699999999997,3653.7999999523163,3653.7999999523163,3647.699999999997,3653.7999999523163,1,3653.7999999523163,0,0,,Click Response,response C,4,object-68,comprehension,,,1,1,,,,,,Our economic well-being is determined largely by how many factors?,c,One,Two,Three,Four,Five,,,,,
26,1704374646504,04/01/2024 13:24:06,1704374646504,0,04/01/2024 13:24:06,158033,3,task-7qhb,,33944648,BLIND,10047113,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1280x720,1232x598,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,set1_easy,2,comprehension,Comprehension questions,ers3wv,1,response,d,9152.800000000003,9144.300000000003,9152.800000000003,9152.800000000003,9144.300000000003,9152.800000000003,1,9152.800000000003,0,0,,Click Response,response D,5,object-69,comprehension,,,1,2,,,,,,One major factor mentioned as affecting our economic well-being was,d,high wages,low interest rates,technology,employment,foreign trade,,,,,
27,1704374649899,04/01/2024 13:24:09,1704374649899,0,04/01/2024 13:24:09,158033,3,task-7qhb,,33944648,BLIND,10047113,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1280x720,1232x598,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,set1_easy,3,comprehension,Comprehension questions,ers3wv,1,response,d,3404,3398.100000000006,3404,3404,3398.100000000006,3404,1,3404,0,0,,Click Response,response D,5,object-69,comprehension,,,1,3,,,,,,The purpose of this passage is to,d,persuade,guide,evaluate,inform,interest,,,,,
28,1704374656479,04/01/2024 13:24:16,1704374656479,0,04/01/2024 13:24:16,158033,3,task-7qhb,,33944648,BLIND,10047113,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1280x720,1232x598,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,set1_easy,4,comprehension,Comprehension questions,ers3wv,1,response,e,6584.999999904627,6579.399999999994,6584.999999904627,6584.999999904627,6579.399999999994,6584.999999904627,1,6584.999999904627,0,0,,Click Response,response D,5,object-69,comprehension,,,1,4,,,,,,The chief emphasis is on,e,defining marketing,principles of marketing,opportunities in marketing,kinds of jobs in marketing,the economic significance of marketing,,,,,
29,1704374658039,04/01/2024 13:24:18,1704374658039,0,04/01/2024 13:24:18,158033,3,task-7qhb,,33944648,BLIND,10047113,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1280x720,1232x598,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,set1_easy,14,passages,Sentences,3emlxf,1,response,,1565.5999999999767,1548.7999999999884,1565.5999999999767,1565.5999999999767,1548.7999999999884,1565.5999999999767,1,1565.5999999999767,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,2,0,Passage 2,0,Easy,2,1,,,,,,,,,,,,
30,1704374659932,04/01/2024 13:24:19,1704374659932,0,04/01/2024 13:24:19,158033,3,task-7qhb,,33944648,BLIND,10047113,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1280x720,1232x598,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,set1_easy,15,passages,Sentences,3emlxf,1,response,,1909.999999952328,1898.6000000000058,1909.999999952328,1909.999999952328,1898.6000000000058,1909.999999952328,1,1909.999999952328,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,2,1,The possibility of life on Mars is not dismissed even by skeptics.,0,Easy,2,1,,,,,,,,,,,,
31,1704374661591,04/01/2024 13:24:21,1704374661591,0,04/01/2024 13:24:21,158033,3,task-7qhb,,33944648,BLIND,10047113,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1280x720,1232x598,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,set1_easy,16,passages,Sentences,3emlxf,1,response,,1670.899999952322,1665.8000000000175,1670.899999952322,1670.899999952322,1665.8000000000175,1670.899999952322,1,1670.899999952322,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,2,2,They seem to share our hope that it is true.,0,Easy,2,1,,,,,,,,,,,,
32,1704374664246,04/01/2024 13:24:24,1704374664246,0,04/01/2024 13:24:24,158033,3,task-7qhb,,33944648,BLIND,10047113,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1280x720,1232x598,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,set1_easy,17,passages,Sentences,3emlxf,1,response,,2659.899999904621,2648.1999999999825,2659.899999904621,2659.899999904621,2648.1999999999825,2659.899999904621,1,2659.899999904621,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,2,3,"So, it was disappointing when scientists studied photos from the early Mariner space flights in the mid-1960's.",0,Easy,2,1,,,,,,,,,,,,
33,1704374665544,04/01/2024 13:24:25,1704374665544,0,04/01/2024 13:24:25,158033,3,task-7qhb,,33944648,BLIND,10047113,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1280x720,1232x598,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,set1_easy,18,passages,Sentences,3emlxf,1,response,,1309.6999999046384,1299.3999999999942,1309.6999999046384,1309.6999999046384,1299.3999999999942,1309.6999999046384,1,1309.6999999046384,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,2,4,"They saw no canals, no seas, and no busy Martian engineers.",0,Easy,2,1,,,,,,,,,,,,
34,1704374668116,04/01/2024 13:24:28,1704374668116,0,04/01/2024 13:24:28,158033,3,task-7qhb,,33944648,BLIND,10047113,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1280x720,1232x598,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,set1_easy,19,passages,Sentences,3emlxf,1,response,,2581.500000000029,2564.9000000000233,2581.500000000029,2581.500000000029,2564.9000000000233,2581.500000000029,1,2581.500000000029,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,2,5,"They saw no dangerous, warlike Martians as huge as skyscrapers.",0,Easy,2,1,,,,,,,,,,,,
35,1704374669747,04/01/2024 13:24:29,1704374669747,0,04/01/2024 13:24:29,158033,3,task-7qhb,,33944648,BLIND,10047113,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1280x720,1232x598,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,set1_easy,20,passages,Sentences,3emlxf,1,response,,1648.399999904621,1632.5999999999767,1648.399999904621,1648.399999904621,1632.5999999999767,1648.399999904621,1,1648.399999904621,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,2,6,"All they saw were mountains, craters, cold winds, and dust storms.",0,Easy,2,1,,,,,,,,,,,,
36,1704374680931,04/01/2024 13:24:40,1704374680931,0,04/01/2024 13:24:40,158033,3,task-7qhb,,33944648,BLIND,10047113,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1280x720,1232x598,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,set1_easy,21,passages,Sentences,3emlxf,1,response,,11199.299999904644,11192.800000000017,11199.299999904644,11199.299999904644,11192.800000000017,11199.299999904644,1,11199.299999904644,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,2,7,It was almost as if scouts for Columbus had returned to Isabella’s court with the news that the world had turned out to be flat after all.,1,Easy,2,1,,,,,,,,,,,,
37,1704374683381,04/01/2024 13:24:43,1704374683381,0,04/01/2024 13:24:43,158033,3,task-7qhb,,33944648,BLIND,10047113,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1280x720,1232x598,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,set1_easy,3,probe,Thought probe,muxvwp,1,response,yes,2456.9999999046267,2448.399999999994,2456.9999999046267,2456.9999999046267,2448.399999999994,2456.9999999046267,1,2456.9999999046267,0,0,,Click Response,response,2,object-81,probe,,,,,,,,,,,,,,,,,,,,,
38,1704374689958,04/01/2024 13:24:49,1704374689958,0,04/01/2024 13:24:49,158033,3,task-7qhb,,33944648,BLIND,10047113,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1280x720,1232x598,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,set1_easy,22,passages,Sentences,3emlxf,1,response,,6584.899999856949,6579.299999999988,6584.899999856949,6584.899999856949,6579.299999999988,6584.899999856949,1,6584.899999856949,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,2,8,"Hopeful astronomers reminded us that the Mariner IV had photographed a mere one percent of the Martian surface from 2,000 miles away.",1,Easy,2,1,,,,,,,,,,,,
39,1704374692246,04/01/2024 13:24:52,1704374692246,0,04/01/2024 13:24:52,158033,3,task-7qhb,,33944648,BLIND,10047113,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1280x720,1232x598,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,set1_easy,4,probe,Thought probe,muxvwp,1,response,yes,2293.5999998569605,2282.2000000000116,2293.5999998569605,2293.5999998569605,2282.2000000000116,2293.5999998569605,1,2293.5999998569605,0,0,,Click Response,response,2,object-81,probe,,,,,,,,,,,,,,,,,,,,,
40,1704374693229,04/01/2024 13:24:53,1704374693229,0,04/01/2024 13:24:53,158033,3,task-7qhb,,33944648,BLIND,10047113,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1280x720,1232x598,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,set1_easy,23,passages,Sentences,3emlxf,1,response,,995.1999998092651,982.6000000000058,995.1999998092651,995.1999998092651,982.6000000000058,995.1999998092651,1,995.1999998092651,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,2,9,"In addition, the photos were taken from 2,000 miles away.",0,Easy,2,1,,,,,,,,,,,,
41,1704374701713,04/01/2024 13:25:01,1704374701713,0,04/01/2024 13:25:01,158033,3,task-7qhb,,33944648,BLIND,10047113,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1280x720,1232x598,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,set1_easy,24,passages,Sentences,3emlxf,1,response,,8494.900000000023,8478.100000000006,8494.900000000023,8494.900000000023,8478.100000000006,8494.900000000023,1,8494.900000000023,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,2,10,"And they pointed out that the Earth-orbiting Tiros weather satellite shot over 20,000 pictures before uncovering any evidence of life on Earth.",1,Easy,2,1,,,,,,,,,,,,
42,1704374702990,04/01/2024 13:25:02,1704374702990,0,04/01/2024 13:25:02,158033,3,task-7qhb,,33944648,BLIND,10047113,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1280x720,1232x598,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,set1_easy,5,probe,Thought probe,muxvwp,1,response,no,1295.4999998092535,1282.6999999999825,1295.4999998092535,1295.4999998092535,1282.6999999999825,1295.4999998092535,1,1295.4999998092535,0,0,,Click Response,response,3,object-82,probe,,,,,,,,,,,,,,,,,,,,,
43,1704374704192,04/01/2024 13:25:04,1704374704192,0,04/01/2024 13:25:04,158033,3,task-7qhb,,33944648,BLIND,10047113,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1280x720,1232x598,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,set1_easy,25,passages,Sentences,3emlxf,1,response,,1214.299999809271,1199.2000000000116,1214.299999809271,1214.299999809271,1199.2000000000116,1214.299999809271,1,1214.299999809271,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,2,11,"But still, public enthusiasm for Martian exploration wilted.",1,Easy,2,1,,,,,,,,,,,,
44,1704374705655,04/01/2024 13:25:05,1704374705655,0,04/01/2024 13:25:05,158033,3,task-7qhb,,33944648,BLIND,10047113,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1280x720,1232x598,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,set1_easy,6,probe,Thought probe,muxvwp,1,response,no,1478.5999998092593,1465.7999999999884,1478.5999998092593,1478.5999998092593,1465.7999999999884,1478.5999998092593,1,1478.5999998092593,0,0,,Click Response,response,3,object-82,probe,,,,,,,,,,,,,,,,,,,,,
45,1704374710387,04/01/2024 13:25:10,1704374710387,0,04/01/2024 13:25:10,158033,3,task-7qhb,,33944648,BLIND,10047113,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1280x720,1232x598,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,set1_easy,26,passages,Sentences,3emlxf,1,response,,4744.699999904638,4730.5,4744.699999904638,4744.699999904638,4730.5,4744.699999904638,1,4744.699999904638,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,2,12,Few people seemed to care about life on Mars by the time Viking I landed on the Plain of Chrise in August.,0,Easy,2,1,,,,,,,,,,,,
46,1704374716678,04/01/2024 13:25:16,1704374716678,0,04/01/2024 13:25:16,158033,3,task-7qhb,,33944648,BLIND,10047113,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1280x720,1232x598,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,set1_easy,27,passages,Sentences,3emlxf,1,response,,6304.899999952322,6295.8000000000175,6304.899999952322,6304.899999952322,6295.8000000000175,6304.899999952322,1,6304.899999952322,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,2,13,"One Viking scientist, J. Richard Keefe, said that he was “disgusted” at the “blasé...apathetic” public response and the skimpy television coverage of one of the most magnificent scientific and technical accomplishments in human history.",0,Easy,2,1,,,,,,,,,,,,
47,1704374719328,04/01/2024 13:25:19,1704374719328,0,04/01/2024 13:25:19,158033,3,task-7qhb,,33944648,BLIND,10047113,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1280x720,1232x598,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,set1_easy,2,instr_comprehension,Comprehension instruction,ki2jxw,1,response,,2658.7999999999884,2648.5,2658.7999999999884,2658.7999999999884,2648.5,2658.7999999999884,1,2658.7999999999884,0,0,,Keyboard Response,Keyboard Response,2,object-78,instr_comprehension,,,,,,,,,,,,,,,,,,,,,
48,1704374724636,04/01/2024 13:25:24,1704374724636,0,04/01/2024 13:25:24,158033,3,task-7qhb,,33944648,BLIND,10047113,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1280x720,1232x598,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,set1_easy,5,comprehension,Comprehension questions,ers3wv,1,response,b,5318.9999998092535,5313.1999999999825,5318.9999998092535,5318.9999998092535,5313.1999999999825,5318.9999998092535,1,5318.9999998092535,0,0,,Click Response,response E,6,object-70,comprehension,,,2,1,,,,,,One weather satellite was named,b,Latos,Tiros,Prometheus,Sonar,Satelos,,,,,
49,1704374729555,04/01/2024 13:25:29,1704374729555,0,04/01/2024 13:25:29,158033,3,task-7qhb,,33944648,BLIND,10047113,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1280x720,1232x598,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,set1_easy,6,comprehension,Comprehension questions,ers3wv,1,response,a,4924.100000000006,4913.700000000012,4924.100000000006,4924.100000000006,4913.700000000012,4924.100000000006,1,4924.100000000006,0,0,,Click Response,response B,3,object-67,comprehension,,,2,2,,,,,,One of the Mariners photographed how much of the surface of Mars?,a,One percent,Two percent,Three percent,Four percent,Five percent,,,,,
