Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-tloe,branch-b7np,randomiser-oo54,randomiser-5zfx,randomiser-rrwr,randomiser-39gv,branch-m511,quota-so7f,quota-bi7i,Randomise questionnaire elements?,Question Key,Response
1,1703724863001,28/12/2023 00:54:23,1703724859723,0,28/12/2023 00:54:19,158033,3,questionnaire-mf58,,33876790,BLIND,10020157,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1600x900,1600x773,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,No,BEGIN QUESTIONNAIRE,
2,1703725077061,28/12/2023 00:57:57,1703725073708,0,28/12/2023 00:57:53,158033,3,questionnaire-mf58,,33876790,BLIND,10020157,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1600x900,1583x773,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,No,attitude_school,1
3,1703725077131,28/12/2023 00:57:57,1703725073711,0,28/12/2023 00:57:53,158033,3,questionnaire-mf58,,33876790,BLIND,10020157,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1600x900,1583x773,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,No,attitude_school-quantised,2
4,1703725077131,28/12/2023 00:57:57,1703725073711,0,28/12/2023 00:57:53,158033,3,questionnaire-mf58,,33876790,BLIND,10020157,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1600x900,1583x773,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,No,difficulty_reading,1
5,1703725077131,28/12/2023 00:57:57,1703725073711,0,28/12/2023 00:57:53,158033,3,questionnaire-mf58,,33876790,BLIND,10020157,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1600x900,1583x773,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,No,difficulty_reading-quantised,2
6,1703725077131,28/12/2023 00:57:57,1703725073711,0,28/12/2023 00:57:53,158033,3,questionnaire-mf58,,33876790,BLIND,10020157,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1600x900,1583x773,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,No,help_reading,Friends
7,1703725077131,28/12/2023 00:57:57,1703725073711,0,28/12/2023 00:57:53,158033,3,questionnaire-mf58,,33876790,BLIND,10020157,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1600x900,1583x773,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,No,help_reading-quantised,2
8,1703725077131,28/12/2023 00:57:57,1703725073712,0,28/12/2023 00:57:53,158033,3,questionnaire-mf58,,33876790,BLIND,10020157,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1600x900,1583x773,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,No,reverse,0
9,1703725077131,28/12/2023 00:57:57,1703725073712,0,28/12/2023 00:57:53,158033,3,questionnaire-mf58,,33876790,BLIND,10020157,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1600x900,1583x773,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,No,reverse-quantised,1
10,1703725077131,28/12/2023 00:57:57,1703725073712,0,28/12/2023 00:57:53,158033,3,questionnaire-mf58,,33876790,BLIND,10020157,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1600x900,1583x773,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,No,diffiuclty_names,0
11,1703725077131,28/12/2023 00:57:57,1703725073713,0,28/12/2023 00:57:53,158033,3,questionnaire-mf58,,33876790,BLIND,10020157,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1600x900,1583x773,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,No,diffiuclty_names-quantised,1
12,1703725077131,28/12/2023 00:57:57,1703725073713,0,28/12/2023 00:57:53,158033,3,questionnaire-mf58,,33876790,BLIND,10020157,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1600x900,1583x773,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,No,compare_reading,1
13,1703725077131,28/12/2023 00:57:57,1703725073713,0,28/12/2023 00:57:53,158033,3,questionnaire-mf58,,33876790,BLIND,10020157,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1600x900,1583x773,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,No,compare_reading-quantised,2
14,1703725077131,28/12/2023 00:57:57,1703725073714,0,28/12/2023 00:57:53,158033,3,questionnaire-mf58,,33876790,BLIND,10020157,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1600x900,1583x773,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,No,struggle_schoolwork,About the same
15,1703725077131,28/12/2023 00:57:57,1703725073714,0,28/12/2023 00:57:53,158033,3,questionnaire-mf58,,33876790,BLIND,10020157,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1600x900,1583x773,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,No,struggle_schoolwork-quantised,3
16,1703725077131,28/12/2023 00:57:57,1703725073714,0,28/12/2023 00:57:53,158033,3,questionnaire-mf58,,33876790,BLIND,10020157,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1600x900,1583x773,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,No,struggle_EnglishClass,0
17,1703725077131,28/12/2023 00:57:57,1703725073715,0,28/12/2023 00:57:53,158033,3,questionnaire-mf58,,33876790,BLIND,10020157,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1600x900,1583x773,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,No,struggle_EnglishClass-quantised,1
18,1703725077131,28/12/2023 00:57:57,1703725073715,0,28/12/2023 00:57:53,158033,3,questionnaire-mf58,,33876790,BLIND,10020157,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1600x900,1583x773,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,No,attitude_reading,1
19,1703725077131,28/12/2023 00:57:57,1703725073715,0,28/12/2023 00:57:53,158033,3,questionnaire-mf58,,33876790,BLIND,10020157,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1600x900,1583x773,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,No,attitude_reading-quantised,2
20,1703725077131,28/12/2023 00:57:57,1703725073716,0,28/12/2023 00:57:53,158033,3,questionnaire-mf58,,33876790,BLIND,10020157,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1600x900,1583x773,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,No,reading_pleasure,3
21,1703725077131,28/12/2023 00:57:57,1703725073716,0,28/12/2023 00:57:53,158033,3,questionnaire-mf58,,33876790,BLIND,10020157,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1600x900,1583x773,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,No,reading_pleasure-quantised,4
22,1703725077131,28/12/2023 00:57:57,1703725073718,0,28/12/2023 00:57:53,158033,3,questionnaire-mf58,,33876790,BLIND,10020157,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1600x900,1583x773,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,No,reading_speed,3
23,1703725077229,28/12/2023 00:57:57,1703725073718,0,28/12/2023 00:57:53,158033,3,questionnaire-mf58,,33876790,BLIND,10020157,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1600x900,1583x773,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,No,reading_speed-quantised,4
24,1703725077229,28/12/2023 00:57:57,1703725073719,0,28/12/2023 00:57:53,158033,3,questionnaire-mf58,,33876790,BLIND,10020157,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1600x900,1583x773,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,No,reading_work,3
25,1703725077229,28/12/2023 00:57:57,1703725073719,0,28/12/2023 00:57:53,158033,3,questionnaire-mf58,,33876790,BLIND,10020157,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1600x900,1583x773,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,No,reading_work-quantised,4
26,1703725077229,28/12/2023 00:57:57,1703725073719,0,28/12/2023 00:57:53,158033,3,questionnaire-mf58,,33876790,BLIND,10020157,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1600x900,1583x773,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,No,learning_spelling,1
27,1703725077229,28/12/2023 00:57:57,1703725073720,0,28/12/2023 00:57:53,158033,3,questionnaire-mf58,,33876790,BLIND,10020157,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1600x900,1583x773,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,No,learning_spelling-quantised,2
28,1703725077229,28/12/2023 00:57:57,1703725073720,0,28/12/2023 00:57:53,158033,3,questionnaire-mf58,,33876790,BLIND,10020157,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1600x900,1583x773,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,No,compare_spelling,1
29,1703725077229,28/12/2023 00:57:57,1703725073720,0,28/12/2023 00:57:53,158033,3,questionnaire-mf58,,33876790,BLIND,10020157,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1600x900,1583x773,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,No,compare_spelling-quantised,2
30,1703725077229,28/12/2023 00:57:57,1703725073721,0,28/12/2023 00:57:53,158033,3,questionnaire-mf58,,33876790,BLIND,10020157,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1600x900,1583x773,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,No,remember_names,1
31,1703725077229,28/12/2023 00:57:57,1703725073721,0,28/12/2023 00:57:53,158033,3,questionnaire-mf58,,33876790,BLIND,10020157,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1600x900,1583x773,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,No,remember_names-quantised,2
32,1703725077229,28/12/2023 00:57:57,1703725073721,0,28/12/2023 00:57:53,158033,3,questionnaire-mf58,,33876790,BLIND,10020157,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1600x900,1583x773,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,No,remember_address,3
33,1703725077229,28/12/2023 00:57:57,1703725073722,0,28/12/2023 00:57:53,158033,3,questionnaire-mf58,,33876790,BLIND,10020157,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1600x900,1583x773,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,No,remember_address-quantised,4
34,1703725077229,28/12/2023 00:57:57,1703725073722,0,28/12/2023 00:57:53,158033,3,questionnaire-mf58,,33876790,BLIND,10020157,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1600x900,1583x773,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,No,remember_instructions,2
35,1703725077229,28/12/2023 00:57:57,1703725073723,0,28/12/2023 00:57:53,158033,3,questionnaire-mf58,,33876790,BLIND,10020157,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1600x900,1583x773,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,No,remember_instructions-quantised,3
36,1703725077229,28/12/2023 00:57:57,1703725073723,0,28/12/2023 00:57:53,158033,3,questionnaire-mf58,,33876790,BLIND,10020157,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1600x900,1583x773,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,No,currently_reverse,0
37,1703725077229,28/12/2023 00:57:57,1703725073723,0,28/12/2023 00:57:53,158033,3,questionnaire-mf58,,33876790,BLIND,10020157,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1600x900,1583x773,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,No,currently_reverse-quantised,1
38,1703725077229,28/12/2023 00:57:57,1703725073724,0,28/12/2023 00:57:53,158033,3,questionnaire-mf58,,33876790,BLIND,10020157,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1600x900,1583x773,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,No,books_read,1-2
39,1703725077229,28/12/2023 00:57:57,1703725073724,0,28/12/2023 00:57:53,158033,3,questionnaire-mf58,,33876790,BLIND,10020157,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1600x900,1583x773,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,No,books_read-quantised,4
40,1703725077229,28/12/2023 00:57:57,1703725073725,0,28/12/2023 00:57:53,158033,3,questionnaire-mf58,,33876790,BLIND,10020157,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1600x900,1583x773,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,No,magazines_read,None
41,1703725077229,28/12/2023 00:57:57,1703725073725,0,28/12/2023 00:57:53,158033,3,questionnaire-mf58,,33876790,BLIND,10020157,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1600x900,1583x773,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,No,magazines_read-quantised,5
42,1703725077229,28/12/2023 00:57:57,1703725073726,0,28/12/2023 00:57:53,158033,3,questionnaire-mf58,,33876790,BLIND,10020157,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1600x900,1583x773,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,No,daily_newspaper,Never
43,1703725077304,28/12/2023 00:57:57,1703725073726,0,28/12/2023 00:57:53,158033,3,questionnaire-mf58,,33876790,BLIND,10020157,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1600x900,1583x773,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,No,daily_newspaper-quantised,5
44,1703725077304,28/12/2023 00:57:57,1703725073726,0,28/12/2023 00:57:53,158033,3,questionnaire-mf58,,33876790,BLIND,10020157,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1600x900,1583x773,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,No,sunday_newspaper,Rarely
45,1703725077304,28/12/2023 00:57:57,1703725073727,0,28/12/2023 00:57:53,158033,3,questionnaire-mf58,,33876790,BLIND,10020157,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1600x900,1583x773,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,No,sunday_newspaper-quantised,4
46,1703725077304,28/12/2023 00:57:57,1703725073727,0,28/12/2023 00:57:53,158033,3,questionnaire-mf58,,33876790,BLIND,10020157,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1600x900,1583x773,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,No,END QUESTIONNAIRE,214004
1,1704216943790,02/01/2024 17:35:43,1704216943728,0,02/01/2024 17:35:43,158033,3,questionnaire-mf58,,33920079,BLIND,10039055,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 121.0,1536x864,1536x703,,,,Adult Reading History Questionnaire,1,,control,,,,set 2,Controls,ACCEPT,,No,BEGIN QUESTIONNAIRE,
2,1704217151124,02/01/2024 17:39:11,1704217151040,0,02/01/2024 17:39:11,158033,3,questionnaire-mf58,,33920079,BLIND,10039055,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 121.0,1536x864,1536x703,,,,Adult Reading History Questionnaire,1,,control,,,,set 2,Controls,ACCEPT,,No,attitude_school,2
3,1704217151195,02/01/2024 17:39:11,1704217151041,0,02/01/2024 17:39:11,158033,3,questionnaire-mf58,,33920079,BLIND,10039055,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 121.0,1536x864,1536x703,,,,Adult Reading History Questionnaire,1,,control,,,,set 2,Controls,ACCEPT,,No,attitude_school-quantised,3
4,1704217151195,02/01/2024 17:39:11,1704217151041,0,02/01/2024 17:39:11,158033,3,questionnaire-mf58,,33920079,BLIND,10039055,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 121.0,1536x864,1536x703,,,,Adult Reading History Questionnaire,1,,control,,,,set 2,Controls,ACCEPT,,No,difficulty_reading,0
5,1704217151195,02/01/2024 17:39:11,1704217151041,0,02/01/2024 17:39:11,158033,3,questionnaire-mf58,,33920079,BLIND,10039055,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 121.0,1536x864,1536x703,,,,Adult Reading History Questionnaire,1,,control,,,,set 2,Controls,ACCEPT,,No,difficulty_reading-quantised,1
6,1704217151195,02/01/2024 17:39:11,1704217151041,0,02/01/2024 17:39:11,158033,3,questionnaire-mf58,,33920079,BLIND,10039055,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 121.0,1536x864,1536x703,,,,Adult Reading History Questionnaire,1,,control,,,,set 2,Controls,ACCEPT,,No,help_reading,No help
7,1704217151195,02/01/2024 17:39:11,1704217151041,0,02/01/2024 17:39:11,158033,3,questionnaire-mf58,,33920079,BLIND,10039055,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 121.0,1536x864,1536x703,,,,Adult Reading History Questionnaire,1,,control,,,,set 2,Controls,ACCEPT,,No,help_reading-quantised,1
8,1704217151195,02/01/2024 17:39:11,1704217151041,0,02/01/2024 17:39:11,158033,3,questionnaire-mf58,,33920079,BLIND,10039055,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 121.0,1536x864,1536x703,,,,Adult Reading History Questionnaire,1,,control,,,,set 2,Controls,ACCEPT,,No,reverse,0
9,1704217151195,02/01/2024 17:39:11,1704217151041,0,02/01/2024 17:39:11,158033,3,questionnaire-mf58,,33920079,BLIND,10039055,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 121.0,1536x864,1536x703,,,,Adult Reading History Questionnaire,1,,control,,,,set 2,Controls,ACCEPT,,No,reverse-quantised,1
10,1704217151195,02/01/2024 17:39:11,1704217151041,0,02/01/2024 17:39:11,158033,3,questionnaire-mf58,,33920079,BLIND,10039055,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 121.0,1536x864,1536x703,,,,Adult Reading History Questionnaire,1,,control,,,,set 2,Controls,ACCEPT,,No,diffiuclty_names,0
11,1704217151195,02/01/2024 17:39:11,1704217151042,0,02/01/2024 17:39:11,158033,3,questionnaire-mf58,,33920079,BLIND,10039055,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 121.0,1536x864,1536x703,,,,Adult Reading History Questionnaire,1,,control,,,,set 2,Controls,ACCEPT,,No,diffiuclty_names-quantised,1
12,1704217151195,02/01/2024 17:39:11,1704217151042,0,02/01/2024 17:39:11,158033,3,questionnaire-mf58,,33920079,BLIND,10039055,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 121.0,1536x864,1536x703,,,,Adult Reading History Questionnaire,1,,control,,,,set 2,Controls,ACCEPT,,No,compare_reading,0
13,1704217151195,02/01/2024 17:39:11,1704217151042,0,02/01/2024 17:39:11,158033,3,questionnaire-mf58,,33920079,BLIND,10039055,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 121.0,1536x864,1536x703,,,,Adult Reading History Questionnaire,1,,control,,,,set 2,Controls,ACCEPT,,No,compare_reading-quantised,1
14,1704217151195,02/01/2024 17:39:11,1704217151042,0,02/01/2024 17:39:11,158033,3,questionnaire-mf58,,33920079,BLIND,10039055,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 121.0,1536x864,1536x703,,,,Adult Reading History Questionnaire,1,,control,,,,set 2,Controls,ACCEPT,,No,struggle_schoolwork,Not at all
15,1704217151195,02/01/2024 17:39:11,1704217151042,0,02/01/2024 17:39:11,158033,3,questionnaire-mf58,,33920079,BLIND,10039055,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 121.0,1536x864,1536x703,,,,Adult Reading History Questionnaire,1,,control,,,,set 2,Controls,ACCEPT,,No,struggle_schoolwork-quantised,1
16,1704217151195,02/01/2024 17:39:11,1704217151042,0,02/01/2024 17:39:11,158033,3,questionnaire-mf58,,33920079,BLIND,10039055,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 121.0,1536x864,1536x703,,,,Adult Reading History Questionnaire,1,,control,,,,set 2,Controls,ACCEPT,,No,struggle_EnglishClass,0
17,1704217151195,02/01/2024 17:39:11,1704217151042,0,02/01/2024 17:39:11,158033,3,questionnaire-mf58,,33920079,BLIND,10039055,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 121.0,1536x864,1536x703,,,,Adult Reading History Questionnaire,1,,control,,,,set 2,Controls,ACCEPT,,No,struggle_EnglishClass-quantised,1
18,1704217151195,02/01/2024 17:39:11,1704217151042,0,02/01/2024 17:39:11,158033,3,questionnaire-mf58,,33920079,BLIND,10039055,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 121.0,1536x864,1536x703,,,,Adult Reading History Questionnaire,1,,control,,,,set 2,Controls,ACCEPT,,No,attitude_reading,2
19,1704217151195,02/01/2024 17:39:11,1704217151042,0,02/01/2024 17:39:11,158033,3,questionnaire-mf58,,33920079,BLIND,10039055,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 121.0,1536x864,1536x703,,,,Adult Reading History Questionnaire,1,,control,,,,set 2,Controls,ACCEPT,,No,attitude_reading-quantised,3
20,1704217151195,02/01/2024 17:39:11,1704217151042,0,02/01/2024 17:39:11,158033,3,questionnaire-mf58,,33920079,BLIND,10039055,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 121.0,1536x864,1536x703,,,,Adult Reading History Questionnaire,1,,control,,,,set 2,Controls,ACCEPT,,No,reading_pleasure,1
21,1704217151195,02/01/2024 17:39:11,1704217151042,0,02/01/2024 17:39:11,158033,3,questionnaire-mf58,,33920079,BLIND,10039055,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 121.0,1536x864,1536x703,,,,Adult Reading History Questionnaire,1,,control,,,,set 2,Controls,ACCEPT,,No,reading_pleasure-quantised,2
22,1704217151195,02/01/2024 17:39:11,1704217151042,0,02/01/2024 17:39:11,158033,3,questionnaire-mf58,,33920079,BLIND,10039055,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 121.0,1536x864,1536x703,,,,Adult Reading History Questionnaire,1,,control,,,,set 2,Controls,ACCEPT,,No,reading_speed,0
23,1704217151262,02/01/2024 17:39:11,1704217151042,0,02/01/2024 17:39:11,158033,3,questionnaire-mf58,,33920079,BLIND,10039055,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 121.0,1536x864,1536x703,,,,Adult Reading History Questionnaire,1,,control,,,,set 2,Controls,ACCEPT,,No,reading_speed-quantised,1
24,1704217151262,02/01/2024 17:39:11,1704217151042,0,02/01/2024 17:39:11,158033,3,questionnaire-mf58,,33920079,BLIND,10039055,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 121.0,1536x864,1536x703,,,,Adult Reading History Questionnaire,1,,control,,,,set 2,Controls,ACCEPT,,No,reading_work,2
25,1704217151262,02/01/2024 17:39:11,1704217151042,0,02/01/2024 17:39:11,158033,3,questionnaire-mf58,,33920079,BLIND,10039055,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 121.0,1536x864,1536x703,,,,Adult Reading History Questionnaire,1,,control,,,,set 2,Controls,ACCEPT,,No,reading_work-quantised,3
26,1704217151262,02/01/2024 17:39:11,1704217151042,0,02/01/2024 17:39:11,158033,3,questionnaire-mf58,,33920079,BLIND,10039055,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 121.0,1536x864,1536x703,,,,Adult Reading History Questionnaire,1,,control,,,,set 2,Controls,ACCEPT,,No,learning_spelling,0
27,1704217151262,02/01/2024 17:39:11,1704217151042,0,02/01/2024 17:39:11,158033,3,questionnaire-mf58,,33920079,BLIND,10039055,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 121.0,1536x864,1536x703,,,,Adult Reading History Questionnaire,1,,control,,,,set 2,Controls,ACCEPT,,No,learning_spelling-quantised,1
28,1704217151262,02/01/2024 17:39:11,1704217151042,0,02/01/2024 17:39:11,158033,3,questionnaire-mf58,,33920079,BLIND,10039055,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 121.0,1536x864,1536x703,,,,Adult Reading History Questionnaire,1,,control,,,,set 2,Controls,ACCEPT,,No,compare_spelling,2 average
29,1704217151262,02/01/2024 17:39:11,1704217151042,0,02/01/2024 17:39:11,158033,3,questionnaire-mf58,,33920079,BLIND,10039055,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 121.0,1536x864,1536x703,,,,Adult Reading History Questionnaire,1,,control,,,,set 2,Controls,ACCEPT,,No,compare_spelling-quantised,3
30,1704217151262,02/01/2024 17:39:11,1704217151042,0,02/01/2024 17:39:11,158033,3,questionnaire-mf58,,33920079,BLIND,10039055,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 121.0,1536x864,1536x703,,,,Adult Reading History Questionnaire,1,,control,,,,set 2,Controls,ACCEPT,,No,remember_names,3
31,1704217151262,02/01/2024 17:39:11,1704217151042,0,02/01/2024 17:39:11,158033,3,questionnaire-mf58,,33920079,BLIND,10039055,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 121.0,1536x864,1536x703,,,,Adult Reading History Questionnaire,1,,control,,,,set 2,Controls,ACCEPT,,No,remember_names-quantised,4
32,1704217151262,02/01/2024 17:39:11,1704217151042,0,02/01/2024 17:39:11,158033,3,questionnaire-mf58,,33920079,BLIND,10039055,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 121.0,1536x864,1536x703,,,,Adult Reading History Questionnaire,1,,control,,,,set 2,Controls,ACCEPT,,No,remember_address,3
33,1704217151262,02/01/2024 17:39:11,1704217151042,0,02/01/2024 17:39:11,158033,3,questionnaire-mf58,,33920079,BLIND,10039055,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 121.0,1536x864,1536x703,,,,Adult Reading History Questionnaire,1,,control,,,,set 2,Controls,ACCEPT,,No,remember_address-quantised,4
