Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-3edb,checkpoint-sudm,branch-hm4e,Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: instruct_num,Spreadsheet: instruct_text,Spreadsheet: passage,Spreadsheet: line,Spreadsheet: line_text,Spreadsheet: probe,Spreadsheet: condition,Spreadsheet: condition_num,Spreadsheet: set,Spreadsheet: question_text,Spreadsheet: correct_response,Spreadsheet: response_a,Spreadsheet: response_b,Spreadsheet: response_c,Spreadsheet: response_d,Spreadsheet: response_e,Spreadsheet: ,Spreadsheet: __EMPTY,Spreadsheet: __EMPTY_1,Spreadsheet: __EMPTY_2,Manipulation: Spreadsheet
64,1716654847885,25/05/2024 16:34:07,1716658447885,1,25/05/2024 18:34:07,179131,9,task-353c,,37857916,,11148998,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 125.0.0.0,1536x864,1528x742,Consent,,0,Mind wandering task,11,Set2,Consent,Over 18,set2,set2,6,comprehension,Comprehension questions,ers3wv,1,response,e,605.5999999284759,600.1000000000022,605.5999999284759,605.5999999284759,600.1000000000022,605.5999999284759,1,605.5999999284759,0,0,,Click Response,response E,6,object-70,comprehension,,,1,6,,,,,,What best describes the Brownings’ early days abroad?,e,Travel,Relaxation,Creative activity,Intellectual stimulation,Happiness,,,,,
65,1716654848867,25/05/2024 16:34:08,1716658448867,1,25/05/2024 18:34:08,179131,9,task-353c,,37857916,,11148998,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 125.0.0.0,1536x864,1528x742,Consent,,0,Mind wandering task,11,Set2,Consent,Over 18,set2,set2,7,comprehension,Comprehension questions,ers3wv,1,response,b,987.1999999761574,983.2000000000007,987.1999999761574,987.1999999761574,983.2000000000007,987.1999999761574,1,987.1999999761574,0,0,,Click Response,response D,5,object-69,comprehension,,,1,7,,,,,,You would assume that Browning,b,found it easy to see Elizabeth,carefully avoided Mr. Barrett,begged Mr. Barrett’s consent to marry,understood Mr. Barrett,got Elizabeth to ask her father’s consent,,,,,
66,1716654849785,25/05/2024 16:34:09,1716658449785,1,25/05/2024 18:34:09,179131,9,task-353c,,37857916,,11148998,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 125.0.0.0,1536x864,1528x742,Consent,,0,Mind wandering task,11,Set2,Consent,Over 18,set2,set2,8,comprehension,Comprehension questions,ers3wv,1,response,a,921.4999999761567,916.7999999999956,921.4999999761567,921.4999999761567,916.7999999999956,921.4999999761567,1,921.4999999761567,0,0,,Click Response,response B,3,object-67,comprehension,,,1,8,,,,,,"In the “torrent on a straw” quotation, the word straw probably refers to",a,the frailty of life,weakness of character,sorrow,happiness,the fleeting nature of fame,,,,,
67,1716654850365,25/05/2024 16:34:10,1716658450365,1,25/05/2024 18:34:10,179131,9,task-353c,,37857916,,11148998,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 125.0.0.0,1536x864,1528x742,Consent,,0,Mind wandering task,11,Set2,Consent,Over 18,set2,set2,41,passages,Sentences,3emlxf,1,response,space,585.3999999046355,583.4000000000015,585.3999999046355,585.3999999046355,583.4000000000015,585.3999999046355,1,585.3999999046355,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,2,0,Passage 2,0,Difficult,1,2,,,,,,,,,,,,
68,1716654850523,25/05/2024 16:34:10,1716658450523,1,25/05/2024 18:34:10,179131,9,task-353c,,37857916,,11148998,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 125.0.0.0,1536x864,1528x742,Consent,,0,Mind wandering task,11,Set2,Consent,Over 18,set2,set2,42,passages,Sentences,3emlxf,1,response,space,159.40000000000146,150.3000000000029,159.40000000000146,159.40000000000146,150.3000000000029,159.40000000000146,1,159.40000000000146,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,2,1,The performance of those business activities that direct the flow of goods and services from producer to consumer or user is called marketing. ,0,Difficult,1,2,,,,,,,,,,,,
69,1716654850717,25/05/2024 16:34:10,1716658450717,1,25/05/2024 18:34:10,179131,9,task-353c,,37857916,,11148998,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 125.0.0.0,1536x864,1528x742,Consent,,0,Mind wandering task,11,Set2,Consent,Over 18,set2,set2,43,passages,Sentences,3emlxf,1,response,space,203.09999999999854,199.6999999999971,203.09999999999854,203.09999999999854,199.6999999999971,203.09999999999854,1,203.09999999999854,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,2,2,Marketing is the connecting link between the producer and the consumer or user.,0,Difficult,1,2,,,,,,,,,,,,
70,1716654850883,25/05/2024 16:34:10,1716658450883,1,25/05/2024 18:34:10,179131,9,task-353c,,37857916,,11148998,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 125.0.0.0,1536x864,1528x742,Consent,,0,Mind wandering task,11,Set2,Consent,Over 18,set2,set2,44,passages,Sentences,3emlxf,1,response,space,169.49999990463402,166.70000000000437,169.49999990463402,169.49999990463402,166.70000000000437,169.49999990463402,1,169.49999990463402,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,2,3,Production and consumption are brought together by the marketing system.,0,Difficult,1,2,,,,,,,,,,,,
71,1716654851050,25/05/2024 16:34:11,1716658451050,1,25/05/2024 18:34:11,179131,9,task-353c,,37857916,,11148998,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 125.0.0.0,1536x864,1528x742,Consent,,0,Mind wandering task,11,Set2,Consent,Over 18,set2,set2,45,passages,Sentences,3emlxf,1,response,space,170.49999995231337,167,170.49999995231337,170.49999995231337,167,170.49999995231337,1,170.49999995231337,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,2,4,Wholesaling or retailing activities are directly engaged in by approximately one in every six gainfully employed persons.,0,Difficult,1,2,,,,,,,,,,,,
72,1716654851216,25/05/2024 16:34:11,1716658451216,1,25/05/2024 18:34:11,179131,9,task-353c,,37857916,,11148998,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 125.0.0.0,1536x864,1528x742,Consent,,0,Mind wandering task,11,Set2,Consent,Over 18,set2,set2,46,passages,Sentences,3emlxf,1,response,space,169.49999995231337,166.59999999999854,169.49999995231337,169.49999995231337,166.59999999999854,169.49999995231337,1,169.49999995231337,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,2,5,"This ratio does not take into account other persons who are serving marketing through transportation, communication, and office vocations.",0,Difficult,1,2,,,,,,,,,,,,
73,1716654851369,25/05/2024 16:34:11,1716658451369,1,25/05/2024 18:34:11,179131,9,task-353c,,37857916,,11148998,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 125.0.0.0,1536x864,1528x742,Consent,,0,Mind wandering task,11,Set2,Consent,Over 18,set2,set2,47,passages,Sentences,3emlxf,1,response,space,154.9999999761567,150,154.9999999761567,154.9999999761567,150,154.9999999761567,1,154.9999999761567,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,2,6,Opportunities for many kinds of positions requiring a wide range of skills and abilities is provided by marketing.,0,Difficult,1,2,,,,,,,,,,,,
74,1716654851566,25/05/2024 16:34:11,1716658451566,1,25/05/2024 18:34:11,179131,9,task-353c,,37857916,,11148998,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 125.0.0.0,1536x864,1528x742,Consent,,0,Mind wandering task,11,Set2,Consent,Over 18,set2,set2,48,passages,Sentences,3emlxf,1,response,space,202.39999995231483,200.09999999999854,202.39999995231483,202.39999995231483,200.09999999999854,202.39999995231483,1,202.39999995231483,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,2,7,"Although one naturally thinks of merchandising as being the primary occupation in marketing, there are opportunities in management, advertising, market and product research, and purchasing.",0,Difficult,1,2,,,,,,,,,,,,
75,1716654851744,25/05/2024 16:34:11,1716658451744,1,25/05/2024 18:34:11,179131,9,task-353c,,37857916,,11148998,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 125.0.0.0,1536x864,1528x742,Consent,,0,Mind wandering task,11,Set2,Consent,Over 18,set2,set2,49,passages,Sentences,3emlxf,1,response,space,180.09999990463257,166.6999999999971,180.09999990463257,180.09999990463257,166.6999999999971,180.09999990463257,1,180.09999990463257,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,2,8,"The economic well-being of one’s country is determined largely by productivity, consumption, and employment. ",1,Difficult,1,2,,,,,,,,,,,,
76,1716654852934,25/05/2024 16:34:12,1716658452934,1,25/05/2024 18:34:12,179131,9,task-353c,,37857916,,11148998,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 125.0.0.0,1536x864,1528x742,Consent,,0,Mind wandering task,11,Set2,Consent,Over 18,set2,set2,8,probe,Thought probe,muxvwp,1,response,On Task,1203.8999999046355,1199.5,1203.8999999046355,1203.8999999046355,1199.5,1203.8999999046355,1,1203.8999999046355,0,0,,Click Response,On Task,2,object-81,probe,,,,,,,,,,,,,,,,,,,,,
77,1716654853230,25/05/2024 16:34:13,1716658453230,1,25/05/2024 18:34:13,179131,9,task-353c,,37857916,,11148998,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 125.0.0.0,1536x864,1528x742,Consent,,0,Mind wandering task,11,Set2,Consent,Over 18,set2,set2,50,passages,Sentences,3emlxf,1,response,space,299.5999999523192,283.8000000000029,299.5999999523192,299.5999999523192,283.8000000000029,299.5999999523192,1,299.5999999523192,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,2,9,All three are affected by the efficiency of the marketing process.,0,Difficult,1,2,,,,,,,,,,,,
78,1716654853483,25/05/2024 16:34:13,1716658453483,1,25/05/2024 18:34:13,179131,9,task-353c,,37857916,,11148998,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 125.0.0.0,1536x864,1528x742,Consent,,0,Mind wandering task,11,Set2,Consent,Over 18,set2,set2,51,passages,Sentences,3emlxf,1,response,space,269.5,266.3000000000029,269.5,269.5,266.3000000000029,269.5,1,269.5,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,2,10,"If marketing stimulates appetite, people will consume goods at a high rate.",0,Difficult,1,2,,,,,,,,,,,,
79,1716654853669,25/05/2024 16:34:13,1716658453669,1,25/05/2024 18:34:13,179131,9,task-353c,,37857916,,11148998,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 125.0.0.0,1536x864,1528x742,Consent,,0,Mind wandering task,11,Set2,Consent,Over 18,set2,set2,52,passages,Sentences,3emlxf,1,response,space,189.49999995231337,183.6999999999971,189.49999995231337,189.49999995231337,183.6999999999971,189.49999995231337,1,189.49999995231337,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,2,11,"High consumption requires high productivity to meet the requirements of people, and high productivity and high-level activity in marketing combined result in high employment.",1,Difficult,1,2,,,,,,,,,,,,
80,1716654854749,25/05/2024 16:34:14,1716658454749,1,25/05/2024 18:34:14,179131,9,task-353c,,37857916,,11148998,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 125.0.0.0,1536x864,1528x742,Consent,,0,Mind wandering task,11,Set2,Consent,Over 18,set2,set2,9,probe,Thought probe,muxvwp,1,response,Intentional,1084.8999999761581,1082.800000000003,1084.8999999761581,1084.8999999761581,1082.800000000003,1084.8999999761581,1,1084.8999999761581,0,0,,Click Response,Intentional,3,object-82,probe,,,,,,,,,,,,,,,,,,,,,
81,1716654855045,25/05/2024 16:34:15,1716658455045,1,25/05/2024 18:34:15,179131,9,task-353c,,37857916,,11148998,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 125.0.0.0,1536x864,1528x742,Consent,,0,Mind wandering task,11,Set2,Consent,Over 18,set2,set2,53,passages,Sentences,3emlxf,1,response,space,298.9999999523134,283.79999999999563,298.9999999523134,298.9999999523134,283.79999999999563,298.9999999523134,1,298.9999999523134,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,2,12,"Indirectly, marketing is a key to a high level of economic living for the people.",0,Difficult,1,2,,,,,,,,,,,,
82,1716654855208,25/05/2024 16:34:15,1716658455208,1,25/05/2024 18:34:15,179131,9,task-353c,,37857916,,11148998,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 125.0.0.0,1536x864,1528x742,Consent,,0,Mind wandering task,11,Set2,Consent,Over 18,set2,set2,2,instr_comprehension,Comprehension instruction,ki2jxw,1,response,space,177.69999995231774,166.70000000000437,177.69999995231774,177.69999995231774,166.70000000000437,177.69999995231774,1,177.69999995231774,0,0,,Keyboard Response,Keyboard Response,2,object-78,instr_comprehension,,,,,,,,,,,,,,,,,,,,,
83,1716654856072,25/05/2024 16:34:16,1716658456072,1,25/05/2024 18:34:16,179131,9,task-353c,,37857916,,11148998,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 125.0.0.0,1536x864,1528x742,Consent,,0,Mind wandering task,11,Set2,Consent,Over 18,set2,set2,9,comprehension,Comprehension questions,ers3wv,1,response,c,874.8999999284715,866.2999999999956,874.8999999284715,874.8999999284715,866.2999999999956,874.8999999284715,1,874.8999999284715,0,0,,Click Response,response D,5,object-69,comprehension,,,2,1,,,,,,Our economic well-being is determined largely by how many factors?,c,One,Two,Three,Four,Five,,,,,
84,1716654857074,25/05/2024 16:34:17,1716658457074,1,25/05/2024 18:34:17,179131,9,task-353c,,37857916,,11148998,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 125.0.0.0,1536x864,1528x742,Consent,,0,Mind wandering task,11,Set2,Consent,Over 18,set2,set2,10,comprehension,Comprehension questions,ers3wv,1,response,d,1011.0999999284759,1000,1011.0999999284759,1011.0999999284759,1000,1011.0999999284759,1,1011.0999999284759,0,0,,Click Response,response C,4,object-68,comprehension,,,2,2,,,,,,One major factor mentioned as affecting our economic well-being was,d,high wages,low interest rates,technology,employment,foreign trade,,,,,
85,1716654857767,25/05/2024 16:34:17,1716658457767,1,25/05/2024 18:34:17,179131,9,task-353c,,37857916,,11148998,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 125.0.0.0,1536x864,1528x742,Consent,,0,Mind wandering task,11,Set2,Consent,Over 18,set2,set2,11,comprehension,Comprehension questions,ers3wv,1,response,d,703.499999904634,700,703.499999904634,703.499999904634,700,703.499999904634,1,703.499999904634,0,0,,Click Response,response B,3,object-67,comprehension,,,2,3,,,,,,The purpose of this passage is to,d,persuade,guide,evaluate,inform,interest,,,,,
86,1716654858398,25/05/2024 16:34:18,1716658458398,1,25/05/2024 18:34:18,179131,9,task-353c,,37857916,,11148998,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 125.0.0.0,1536x864,1528x742,Consent,,0,Mind wandering task,11,Set2,Consent,Over 18,set2,set2,12,comprehension,Comprehension questions,ers3wv,1,response,e,634.5999999284759,633.2000000000044,634.5999999284759,634.5999999284759,633.2000000000044,634.5999999284759,1,634.5999999284759,0,0,,Click Response,response C,4,object-68,comprehension,,,2,4,,,,,,The chief emphasis is on,e,defining marketing,principles of marketing,opportunities in marketing,kinds of jobs in marketing,the economic significance of marketing,,,,,
87,1716654859056,25/05/2024 16:34:19,1716658459056,1,25/05/2024 18:34:19,179131,9,task-353c,,37857916,,11148998,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 125.0.0.0,1536x864,1528x742,Consent,,0,Mind wandering task,11,Set2,Consent,Over 18,set2,set2,54,passages,Sentences,3emlxf,1,response,space,659.0999999761552,650.5,659.0999999761552,659.0999999761552,650.5,659.0999999761552,1,659.0999999761552,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,3,0,Passage 3,0,Easy,2,2,,,,,,,,,,,,
88,1716654859252,25/05/2024 16:34:19,1716658459252,1,25/05/2024 18:34:19,179131,9,task-353c,,37857916,,11148998,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 125.0.0.0,1536x864,1528x742,Consent,,0,Mind wandering task,11,Set2,Consent,Over 18,set2,set2,55,passages,Sentences,3emlxf,1,response,space,204.89999992847152,199.89999999999418,204.89999992847152,204.89999992847152,199.89999999999418,204.89999992847152,1,204.89999992847152,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,3,1,The nucleus of an atom is held together by a kind of energy called atomic energy.,0,Easy,2,2,,,,,,,,,,,,
89,1716654859599,25/05/2024 16:34:19,1716658459599,1,25/05/2024 18:34:19,179131,9,task-353c,,37857916,,11148998,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 125.0.0.0,1536x864,1528x742,Consent,,0,Mind wandering task,11,Set2,Consent,Over 18,set2,set2,56,passages,Sentences,3emlxf,1,response,space,351.99999992847734,349.8000000000029,351.99999992847734,351.99999992847734,349.8000000000029,351.99999992847734,1,351.99999992847734,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,3,2,The sun’s energy comes from atomic reactions.,0,Easy,2,2,,,,,,,,,,,,
90,1716654859770,25/05/2024 16:34:19,1716658459770,1,25/05/2024 18:34:19,179131,9,task-353c,,37857916,,11148998,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 125.0.0.0,1536x864,1528x742,Consent,,0,Mind wandering task,11,Set2,Consent,Over 18,set2,set2,57,passages,Sentences,3emlxf,1,response,space,173.09999990463257,167.09999999999854,173.09999990463257,173.09999990463257,167.09999999999854,173.09999990463257,1,173.09999990463257,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,3,3,These reactions occur when the nuclei of hydrogen build up the nuclei of helium.,0,Easy,2,2,,,,,,,,,,,,
91,1716654859928,25/05/2024 16:34:19,1716658459928,1,25/05/2024 18:34:19,179131,9,task-353c,,37857916,,11148998,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 125.0.0.0,1536x864,1528x742,Consent,,0,Mind wandering task,11,Set2,Consent,Over 18,set2,set2,58,passages,Sentences,3emlxf,1,response,space,163.49999990463402,150,163.49999990463402,163.49999990463402,150,163.49999990463402,1,163.49999990463402,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,3,4,"An atomic nucleus is made of particles, but the mass of the atomic nucleus is less than the total mass of the particles.",0,Easy,2,2,,,,,,,,,,,,
92,1716654860092,25/05/2024 16:34:20,1716658460092,1,25/05/2024 18:34:20,179131,9,task-353c,,37857916,,11148998,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 125.0.0.0,1536x864,1528x742,Consent,,0,Mind wandering task,11,Set2,Consent,Over 18,set2,set2,59,passages,Sentences,3emlxf,1,response,space,177.59999992847588,166.5,177.59999992847588,177.59999992847588,166.5,177.59999992847588,1,177.59999992847588,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,3,5,The reason for this is that part of the mass of particles is changed into energy when a nucleus is formed.,0,Easy,2,2,,,,,,,,,,,,
93,1716654860256,25/05/2024 16:34:20,1716658460256,1,25/05/2024 18:34:20,179131,9,task-353c,,37857916,,11148998,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 125.0.0.0,1536x864,1528x742,Consent,,0,Mind wandering task,11,Set2,Consent,Over 18,set2,set2,60,passages,Sentences,3emlxf,1,response,space,175.09999992847588,166.59999999999854,175.09999992847588,175.09999992847588,166.59999999999854,175.09999992847588,1,175.09999992847588,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,3,6,This energy then radiates away.,0,Easy,2,2,,,,,,,,,,,,
94,1716654860554,25/05/2024 16:34:20,1716658460554,1,25/05/2024 18:34:20,179131,9,task-353c,,37857916,,11148998,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 125.0.0.0,1536x864,1528x742,Consent,,0,Mind wandering task,11,Set2,Consent,Over 18,set2,set2,61,passages,Sentences,3emlxf,1,response,space,306.5999999523192,300.1000000000058,306.5999999523192,306.5999999523192,300.1000000000058,306.5999999523192,1,306.5999999523192,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,3,7,The quantity of energy released in reactions of this kind is almost inconceivably greater than the quantity released by any other type of reaction involving similar quantities of material.,1,Easy,2,2,,,,,,,,,,,,
95,1716654861797,25/05/2024 16:34:21,1716658461797,1,25/05/2024 18:34:21,179131,9,task-353c,,37857916,,11148998,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 125.0.0.0,1536x864,1528x742,Consent,,0,Mind wandering task,11,Set2,Consent,Over 18,set2,set2,10,probe,Thought probe,muxvwp,1,response,Unintentional,1249.4999999999927,1232.8999999999942,1249.4999999999927,1249.4999999999927,1232.8999999999942,1249.4999999999927,1,1249.4999999999927,0,0,,Click Response,Unintentional,4,object-84,probe,,,,,,,,,,,,,,,,,,,,,
96,1716654862098,25/05/2024 16:34:22,1716658462098,1,25/05/2024 18:34:22,179131,9,task-353c,,37857916,,11148998,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 125.0.0.0,1536x864,1528x742,Consent,,0,Mind wandering task,11,Set2,Consent,Over 18,set2,set2,62,passages,Sentences,3emlxf,1,response,space,317.99999992847734,316.70000000000437,317.99999992847734,317.99999992847734,316.70000000000437,317.99999992847734,1,317.99999992847734,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,3,8,"Every second, the sun sends a million times more energy into space than we have stored in all of our coal, petroleum, and natural gas fields.",0,Easy,2,2,,,,,,,,,,,,
97,1716654862306,25/05/2024 16:34:22,1716658462306,1,25/05/2024 18:34:22,179131,9,task-353c,,37857916,,11148998,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 125.0.0.0,1536x864,1528x742,Consent,,0,Mind wandering task,11,Set2,Consent,Over 18,set2,set2,63,passages,Sentences,3emlxf,1,response,space,209.1999999046311,200.5,209.1999999046311,209.1999999046311,200.5,209.1999999046311,1,209.1999999046311,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,3,9,We could revolutionize the world if we could duplicate the method that releases such energy.,0,Easy,2,2,,,,,,,,,,,,
98,1716654862461,25/05/2024 16:34:22,1716658462461,1,25/05/2024 18:34:22,179131,9,task-353c,,37857916,,11148998,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 125.0.0.0,1536x864,1528x742,Consent,,0,Mind wandering task,11,Set2,Consent,Over 18,set2,set2,64,passages,Sentences,3emlxf,1,response,space,163.4999999761567,149.90000000000146,163.4999999761567,163.4999999761567,149.90000000000146,163.4999999761567,1,163.4999999761567,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,3,10,"This possibility is not a fantasy, just as it was not a fantasy to imagine developing an atom bomb in 1900.",0,Easy,2,2,,,,,,,,,,,,
99,1716654862645,25/05/2024 16:34:22,1716658462645,1,25/05/2024 18:34:22,179131,9,task-353c,,37857916,,11148998,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 125.0.0.0,1536x864,1528x742,Consent,,0,Mind wandering task,11,Set2,Consent,Over 18,set2,set2,65,passages,Sentences,3emlxf,1,response,space,198.09999997615523,183.29999999999563,198.09999997615523,198.09999997615523,183.29999999999563,198.09999997615523,1,198.09999997615523,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,3,11,The time may come when the hydrogen from a cubic mile of sea water will provide enough energy to satisfy our needs at the 1960 rate for 300 centuries.,1,Easy,2,2,,,,,,,,,,,,
100,1716654863825,25/05/2024 16:34:23,1716658463825,1,25/05/2024 18:34:23,179131,9,task-353c,,37857916,,11148998,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 125.0.0.0,1536x864,1528x742,Consent,,0,Mind wandering task,11,Set2,Consent,Over 18,set2,set2,11,probe,Thought probe,muxvwp,1,response,Intentional,1193.999999904634,1183,1193.999999904634,1193.999999904634,1183,1193.999999904634,1,1193.999999904634,0,0,,Click Response,Intentional,3,object-82,probe,,,,,,,,,,,,,,,,,,,,,
101,1716654864041,25/05/2024 16:34:24,1716658464041,1,25/05/2024 18:34:24,179131,9,task-353c,,37857916,,11148998,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 125.0.0.0,1536x864,1528x742,Consent,,0,Mind wandering task,11,Set2,Consent,Over 18,set2,set2,3,instr_comprehension,Comprehension instruction,ki2jxw,1,response,space,226.90000000000146,217.09999999999854,226.90000000000146,226.90000000000146,217.09999999999854,226.90000000000146,1,226.90000000000146,0,0,,Keyboard Response,Keyboard Response,2,object-78,instr_comprehension,,,,,,,,,,,,,,,,,,,,,
102,1716654864891,25/05/2024 16:34:24,1716658464891,1,25/05/2024 18:34:24,179131,9,task-353c,,37857916,,11148998,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 125.0.0.0,1536x864,1528x742,Consent,,0,Mind wandering task,11,Set2,Consent,Over 18,set2,set2,13,comprehension,Comprehension questions,ers3wv,1,response,c,860.5999999523192,849.6000000000058,860.5999999523192,860.5999999523192,849.6000000000058,860.5999999523192,1,860.5999999523192,0,0,,Click Response,response D,5,object-69,comprehension,,,3,1,,,,,,How much sea water was mentioned?,c,One ton,A cubic acre,A cubic mile,A thousand gallons,A hundred tons,,,,,
103,1716654865446,25/05/2024 16:34:25,1716658465446,1,25/05/2024 18:34:25,179131,9,task-353c,,37857916,,11148998,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 125.0.0.0,1536x864,1528x742,Consent,,0,Mind wandering task,11,Set2,Consent,Over 18,set2,set2,14,comprehension,Comprehension questions,ers3wv,1,response,d,565.9999999523134,550,565.9999999523134,565.9999999523134,550,565.9999999523134,1,565.9999999523134,0,0,,Click Response,response C,4,object-68,comprehension,,,3,2,,,,,,The quantity of energy released in an atomic reaction is spoken of as how much greater than with other types of reactions?,d,Far greater,Unbelievably greater,A thousand times greater,Inconceivably greater,Tremendously greater,,,,,
104,1716654866044,25/05/2024 16:34:26,1716658466044,1,25/05/2024 18:34:26,179131,9,task-353c,,37857916,,11148998,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 125.0.0.0,1536x864,1528x742,Consent,,0,Mind wandering task,11,Set2,Consent,Over 18,set2,set2,15,comprehension,Comprehension questions,ers3wv,1,response,c,613.7999999046297,600.0999999999985,613.7999999046297,613.7999999046297,600.0999999999985,613.7999999046297,1,613.7999999046297,0,0,,Click Response,response D,5,object-69,comprehension,,,3,3,,,,,,The primary focus is on,c,how energy is released,where energy is found,the energy from atomic reactions,what happens in an atomic reaction,the energy present in sunshine,,,,,
105,1716654866649,25/05/2024 16:34:26,1716658466649,1,25/05/2024 18:34:26,179131,9,task-353c,,37857916,,11148998,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 125.0.0.0,1536x864,1528x742,Consent,,0,Mind wandering task,11,Set2,Consent,Over 18,set2,set2,16,comprehension,Comprehension questions,ers3wv,1,response,e,618.5999999999985,616.5,618.5999999999985,618.5999999999985,616.5,618.5999999999985,1,618.5999999999985,0,0,,Click Response,response C,4,object-68,comprehension,,,3,4,,,,,,This passage is best described as,e,objective,skeptical,cautious,conservative,optimistic,,,,,
106,1716654867299,25/05/2024 16:34:27,1716658467299,1,25/05/2024 18:34:27,179131,9,task-353c,,37857916,,11148998,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 125.0.0.0,1536x864,1528x742,Consent,,0,Mind wandering task,11,Set2,Consent,Over 18,set2,set2,66,passages,Sentences,3emlxf,1,response,space,651.5999999999985,650.1999999999971,651.5999999999985,651.5999999999985,650.1999999999971,651.5999999999985,1,651.5999999999985,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,4,0,Passage 4,0,Difficult,1,2,,,,,,,,,,,,
