Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-3edb,checkpoint-sudm,branch-hm4e,Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: instruct_num,Spreadsheet: instruct_text,Spreadsheet: passage,Spreadsheet: line,Spreadsheet: line_text,Spreadsheet: probe,Spreadsheet: condition,Spreadsheet: condition_num,Spreadsheet: set,Spreadsheet: question_text,Spreadsheet: correct_response,Spreadsheet: response_a,Spreadsheet: response_b,Spreadsheet: response_c,Spreadsheet: response_d,Spreadsheet: response_e,Spreadsheet: ,Spreadsheet: __EMPTY,Spreadsheet: __EMPTY_1,Spreadsheet: __EMPTY_2,Manipulation: Spreadsheet
21,1716654829249,25/05/2024 16:33:49,1716658429249,1,25/05/2024 18:33:49,179131,9,task-353c,,37857916,,11148998,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 125.0.0.0,1536x864,1528x742,Consent,,0,Mind wandering task,11,Set2,Consent,Over 18,set2,set2,9,passages,Sentences,3emlxf,1,response,space,336.1999999284744,333.2000000000007,336.1999999284744,336.1999999284744,333.2000000000007,336.1999999284744,1,336.1999999284744,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,8,He suggested calling them Sonnets from the Portuguese.,0,Easy,2,2,,,,,,,,,,,,
22,1716654829566,25/05/2024 16:33:49,1716658429566,1,25/05/2024 18:33:49,179131,9,task-353c,,37857916,,11148998,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 125.0.0.0,1536x864,1528x742,Consent,,0,Mind wandering task,11,Set2,Consent,Over 18,set2,set2,10,passages,Sentences,3emlxf,1,response,space,320.09999995231556,316.89999999999964,320.09999995231556,320.09999995231556,316.89999999999964,320.09999995231556,1,320.09999995231556,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,9,He may have suggested this title to hide the fact that the poems were personal.,0,Easy,2,2,,,,,,,,,,,,
23,1716654829854,25/05/2024 16:33:49,1716658429854,1,25/05/2024 18:33:49,179131,9,task-353c,,37857916,,11148998,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 125.0.0.0,1536x864,1528x742,Consent,,0,Mind wandering task,11,Set2,Consent,Over 18,set2,set2,11,passages,Sentences,3emlxf,1,response,space,290.59999992847406,283.5,290.59999992847406,290.59999992847406,283.5,290.59999992847406,1,290.59999992847406,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,10,He thought that these poems were “the finest sonnets written in our language since Shakespeare’s.”,0,Easy,2,2,,,,,,,,,,,,
24,1716654830152,25/05/2024 16:33:50,1716658430152,1,25/05/2024 18:33:50,179131,9,task-353c,,37857916,,11148998,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 125.0.0.0,1536x864,1528x742,Consent,,0,Mind wandering task,11,Set2,Consent,Over 18,set2,set2,12,passages,Sentences,3emlxf,1,response,space,305.59999992847406,299.60000000000036,305.59999992847406,305.59999992847406,299.60000000000036,305.59999992847406,1,305.59999992847406,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,11,"Robert Browning’s opinion of Sonnets from the Portuguese was flattering to his wife, the same as his opinion of most of her poetry.",0,Easy,2,2,,,,,,,,,,,,
25,1716654830445,25/05/2024 16:33:50,1716658430445,1,25/05/2024 18:33:50,179131,9,task-353c,,37857916,,11148998,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 125.0.0.0,1536x864,1528x742,Consent,,0,Mind wandering task,11,Set2,Consent,Over 18,set2,set2,13,passages,Sentences,3emlxf,1,response,space,298.4999999284737,283.59999999999854,298.4999999284737,298.4999999284737,283.59999999999854,298.4999999284737,1,298.4999999284737,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,12,"He thought that she was a better poet than he was, and the world at that time agreed with him.",0,Easy,2,2,,,,,,,,,,,,
26,1716654830728,25/05/2024 16:33:50,1716658430728,1,25/05/2024 18:33:50,179131,9,task-353c,,37857916,,11148998,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 125.0.0.0,1536x864,1528x742,Consent,,0,Mind wandering task,11,Set2,Consent,Over 18,set2,set2,14,passages,Sentences,3emlxf,1,response,space,298.09999997615887,283.3000000000011,298.09999997615887,298.09999997615887,283.3000000000011,298.09999997615887,1,298.09999997615887,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,13,"He called her his “moon of poets,” and she considered him her sun.",0,Easy,2,2,,,,,,,,,,,,
27,1716654831022,25/05/2024 16:33:51,1716658431022,1,25/05/2024 18:33:51,179131,9,task-353c,,37857916,,11148998,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 125.0.0.0,1536x864,1528x742,Consent,,0,Mind wandering task,11,Set2,Consent,Over 18,set2,set2,15,passages,Sentences,3emlxf,1,response,space,308.89999999999964,299.89999999999964,308.89999999999964,308.89999999999964,299.89999999999964,308.89999999999964,1,308.89999999999964,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,14,Elizabeth Barrett Browning was a pure singer with a lovely lyrical tenderness.,0,Easy,2,2,,,,,,,,,,,,
28,1716654831312,25/05/2024 16:33:51,1716658431312,1,25/05/2024 18:33:51,179131,9,task-353c,,37857916,,11148998,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 125.0.0.0,1536x864,1528x742,Consent,,0,Mind wandering task,11,Set2,Consent,Over 18,set2,set2,16,passages,Sentences,3emlxf,1,response,space,298.6999999284744,283.5,298.6999999284744,298.6999999284744,283.5,298.6999999284744,1,298.6999999284744,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,15,She was the best poet of her sex since Sappho.,0,Easy,2,2,,,,,,,,,,,,
29,1716654831600,25/05/2024 16:33:51,1716658431600,1,25/05/2024 18:33:51,179131,9,task-353c,,37857916,,11148998,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 125.0.0.0,1536x864,1528x742,Consent,,0,Mind wandering task,11,Set2,Consent,Over 18,set2,set2,17,passages,Sentences,3emlxf,1,response,space,303.39999997615814,299.7000000000007,303.39999997615814,303.39999997615814,299.7000000000007,303.39999997615814,1,303.39999997615814,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,16,Her Sonnets reveal a woman’s secret soul like no other poetry in our literature up to that time.,0,Easy,2,2,,,,,,,,,,,,
30,1716654831924,25/05/2024 16:33:51,1716658431924,1,25/05/2024 18:33:51,179131,9,task-353c,,37857916,,11148998,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 125.0.0.0,1536x864,1528x742,Consent,,0,Mind wandering task,11,Set2,Consent,Over 18,set2,set2,18,passages,Sentences,3emlxf,1,response,space,327.39999990463184,317,327.39999990463184,327.39999990463184,317,327.39999990463184,1,327.39999990463184,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,17,"They did so with autobiographical honesty, fine moderation and fullness.",0,Easy,2,2,,,,,,,,,,,,
31,1716654832170,25/05/2024 16:33:52,1716658432170,1,25/05/2024 18:33:52,179131,9,task-353c,,37857916,,11148998,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 125.0.0.0,1536x864,1528x742,Consent,,0,Mind wandering task,11,Set2,Consent,Over 18,set2,set2,19,passages,Sentences,3emlxf,1,response,space,256.2999999999993,250,256.2999999999993,256.2999999999993,250,256.2999999999993,1,256.2999999999993,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,18,Her lyrical mastery shines in many passages of her writings.,0,Easy,2,2,,,,,,,,,,,,
32,1716654832426,25/05/2024 16:33:52,1716658432426,1,25/05/2024 18:33:52,179131,9,task-353c,,37857916,,11148998,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 125.0.0.0,1536x864,1528x742,Consent,,0,Mind wandering task,11,Set2,Consent,Over 18,set2,set2,20,passages,Sentences,3emlxf,1,response,space,262.7999999999993,250.1999999999989,262.7999999999993,262.7999999999993,250.1999999999989,262.7999999999993,1,262.7999999999993,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,19,Italy was a kind of promised land for Elizabeth Browning.,0,Easy,2,2,,,,,,,,,,,,
33,1716654832689,25/05/2024 16:33:52,1716658432689,1,25/05/2024 18:33:52,179131,9,task-353c,,37857916,,11148998,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 125.0.0.0,1536x864,1528x742,Consent,,0,Mind wandering task,11,Set2,Consent,Over 18,set2,set2,21,passages,Sentences,3emlxf,1,response,space,275.10000000000036,266.39999999999964,275.10000000000036,275.10000000000036,266.39999999999964,275.10000000000036,1,275.10000000000036,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,20,"In the summer, she and her husband lived in Florence or in little villages.",0,Easy,2,2,,,,,,,,,,,,
34,1716654832956,25/05/2024 16:33:52,1716658432956,1,25/05/2024 18:33:52,179131,9,task-353c,,37857916,,11148998,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 125.0.0.0,1536x864,1528x742,Consent,,0,Mind wandering task,11,Set2,Consent,Over 18,set2,set2,22,passages,Sentences,3emlxf,1,response,space,275.7999999046333,266.6000000000022,275.7999999046333,275.7999999046333,266.6000000000022,275.7999999046333,1,275.7999999046333,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,21,She drank in the sun of the south and the warmth of her husband’s love.,0,Easy,2,2,,,,,,,,,,,,
35,1716654833223,25/05/2024 16:33:53,1716658433223,1,25/05/2024 18:33:53,179131,9,task-353c,,37857916,,11148998,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 125.0.0.0,1536x864,1528x742,Consent,,0,Mind wandering task,11,Set2,Consent,Over 18,set2,set2,23,passages,Sentences,3emlxf,1,response,space,275.9999999761567,266.5,275.9999999761567,275.9999999761567,266.5,275.9999999761567,1,275.9999999761567,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,22,She blossomed in a life of delicate happiness for fifteen years.,0,Easy,2,2,,,,,,,,,,,,
36,1716654833499,25/05/2024 16:33:53,1716658433499,1,25/05/2024 18:33:53,179131,9,task-353c,,37857916,,11148998,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 125.0.0.0,1536x864,1528x742,Consent,,0,Mind wandering task,11,Set2,Consent,Over 18,set2,set2,24,passages,Sentences,3emlxf,1,response,space,285.89999995231483,283.3999999999978,285.89999995231483,285.89999995231483,283.3999999999978,285.89999995231483,1,285.89999995231483,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,23,"She found friends in Italy, most of them cultured Americans.",0,Easy,2,2,,,,,,,,,,,,
37,1716654833763,25/05/2024 16:33:53,1716658433763,1,25/05/2024 18:33:53,179131,9,task-353c,,37857916,,11148998,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 125.0.0.0,1536x864,1528x742,Consent,,0,Mind wandering task,11,Set2,Consent,Over 18,set2,set2,25,passages,Sentences,3emlxf,1,response,space,266.59999997615887,250.20000000000073,266.59999997615887,266.59999997615887,250.20000000000073,266.59999997615887,1,266.59999997615887,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,24,Hawthorne saw the Browning's there: the New England thinker and essayist Margaret Fuller visited them.,1,Easy,2,2,,,,,,,,,,,,
38,1716654834798,25/05/2024 16:33:54,1716658434798,1,25/05/2024 18:33:54,179131,9,task-353c,,37857916,,11148998,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 125.0.0.0,1536x864,1528x742,Consent,,0,Mind wandering task,11,Set2,Consent,Over 18,set2,set2,3,probe,Thought probe,muxvwp,1,response,Unintentional,1051.7999999523163,1049.7000000000007,1051.7999999523163,1051.7999999523163,1049.7000000000007,1051.7999999523163,1,1051.7999999523163,0,0,,Click Response,Unintentional,4,object-84,probe,,,,,,,,,,,,,,,,,,,,,
39,1716654835134,25/05/2024 16:33:55,1716658435134,1,25/05/2024 18:33:55,179131,9,task-353c,,37857916,,11148998,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 125.0.0.0,1536x864,1528x742,Consent,,0,Mind wandering task,11,Set2,Consent,Over 18,set2,set2,26,passages,Sentences,3emlxf,1,response,space,337.4999999284737,333.7999999999993,337.4999999284737,337.4999999284737,333.7999999999993,337.4999999284737,1,337.4999999284737,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,25,The painter Story and the young sculptress Harriet Hosmer came.,0,Easy,2,2,,,,,,,,,,,,
40,1716654835400,25/05/2024 16:33:55,1716658435400,1,25/05/2024 18:33:55,179131,9,task-353c,,37857916,,11148998,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 125.0.0.0,1536x864,1528x742,Consent,,0,Mind wandering task,11,Set2,Consent,Over 18,set2,set2,27,passages,Sentences,3emlxf,1,response,space,269.5,266.59999999999854,269.5,269.5,266.59999999999854,269.5,1,269.5,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,26,"One caller records that Robert Browning was “simple, natural, and playful,” and that Mrs. Browning was all “genius and sensibility.”",1,Easy,2,2,,,,,,,,,,,,
41,1716654836335,25/05/2024 16:33:56,1716658436335,1,25/05/2024 18:33:56,179131,9,task-353c,,37857916,,11148998,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 125.0.0.0,1536x864,1528x742,Consent,,0,Mind wandering task,11,Set2,Consent,Over 18,set2,set2,4,probe,Thought probe,muxvwp,1,response,Unintentional,938.2999999761596,933.5,938.2999999761596,938.2999999761596,933.5,938.2999999761596,1,938.2999999761596,0,0,,Click Response,Unintentional,4,object-84,probe,,,,,,,,,,,,,,,,,,,,,
42,1716654836914,25/05/2024 16:33:56,1716658436914,1,25/05/2024 18:33:56,179131,9,task-353c,,37857916,,11148998,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 125.0.0.0,1536x864,1528x742,Consent,,0,Mind wandering task,11,Set2,Consent,Over 18,set2,set2,28,passages,Sentences,3emlxf,1,response,space,583.5999999284759,582.7000000000007,583.5999999284759,583.5999999284759,582.7000000000007,583.5999999284759,1,583.5999999284759,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,27,"Daytimes Browning walked forth with Elizabeth's little dog Flush, but he seldom could be lured from his home evenings.",1,Easy,2,2,,,,,,,,,,,,
43,1716654837942,25/05/2024 16:33:57,1716658437942,1,25/05/2024 18:33:57,179131,9,task-353c,,37857916,,11148998,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 125.0.0.0,1536x864,1528x742,Consent,,0,Mind wandering task,11,Set2,Consent,Over 18,set2,set2,5,probe,Thought probe,muxvwp,1,response,Intentional,1029.499999952317,1016.7000000000007,1029.499999952317,1029.499999952317,1016.7000000000007,1029.499999952317,1,1029.499999952317,0,0,,Click Response,Intentional,3,object-82,probe,,,,,,,,,,,,,,,,,,,,,
44,1716654838403,25/05/2024 16:33:58,1716658438403,1,25/05/2024 18:33:58,179131,9,task-353c,,37857916,,11148998,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 125.0.0.0,1536x864,1528x742,Consent,,0,Mind wandering task,11,Set2,Consent,Over 18,set2,set2,29,passages,Sentences,3emlxf,1,response,space,473,467.09999999999854,473,473,467.09999999999854,473,1,473,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,28,"One privileged intruder, coming frequently at night to join the poets over hot chestnuts and mulled wine, found talk good and laughter plentiful.",1,Easy,2,2,,,,,,,,,,,,
45,1716654839443,25/05/2024 16:33:59,1716658439443,1,25/05/2024 18:33:59,179131,9,task-353c,,37857916,,11148998,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 125.0.0.0,1536x864,1528x742,Consent,,0,Mind wandering task,11,Set2,Consent,Over 18,set2,set2,6,probe,Thought probe,muxvwp,1,response,Intentional,1046.1999999523177,1033,1046.1999999523177,1046.1999999523177,1033,1046.1999999523177,1,1046.1999999523177,0,0,,Click Response,Intentional,3,object-82,probe,,,,,,,,,,,,,,,,,,,,,
46,1716654839683,25/05/2024 16:33:59,1716658439683,1,25/05/2024 18:33:59,179131,9,task-353c,,37857916,,11148998,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 125.0.0.0,1536x864,1528x742,Consent,,0,Mind wandering task,11,Set2,Consent,Over 18,set2,set2,30,passages,Sentences,3emlxf,1,response,space,253.69999995231774,250.40000000000146,253.69999995231774,253.69999995231774,250.40000000000146,253.69999995231774,1,253.69999995231774,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,29,He found the talk good and the laughter plentiful.,0,Easy,2,2,,,,,,,,,,,,
47,1716654839949,25/05/2024 16:33:59,1716658439949,1,25/05/2024 18:33:59,179131,9,task-353c,,37857916,,11148998,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 125.0.0.0,1536x864,1528x742,Consent,,0,Mind wandering task,11,Set2,Consent,Over 18,set2,set2,31,passages,Sentences,3emlxf,1,response,space,269.1999999284744,266.5,269.1999999284744,269.1999999284744,266.5,269.1999999284744,1,269.1999999284744,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,30,"The Brownings had a son, Robert Weidemann Browning, during the third year of their stay in Italy.",0,Easy,2,2,,,,,,,,,,,,
48,1716654840182,25/05/2024 16:34:00,1716658440182,1,25/05/2024 18:34:00,179131,9,task-353c,,37857916,,11148998,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 125.0.0.0,1536x864,1528x742,Consent,,0,Mind wandering task,11,Set2,Consent,Over 18,set2,set2,32,passages,Sentences,3emlxf,1,response,space,235.59999990463257,233.20000000000073,235.59999990463257,235.59999990463257,233.20000000000073,235.59999990463257,1,235.59999990463257,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,31,But a strain of dark dread began to creep through this happy life.,0,Easy,2,2,,,,,,,,,,,,
49,1716654840412,25/05/2024 16:34:00,1716658440412,1,25/05/2024 18:34:00,179131,9,task-353c,,37857916,,11148998,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 125.0.0.0,1536x864,1528x742,Consent,,0,Mind wandering task,11,Set2,Consent,Over 18,set2,set2,33,passages,Sentences,3emlxf,1,response,space,231.89999990463184,216.89999999999782,231.89999990463184,231.89999990463184,216.89999999999782,231.89999990463184,1,231.89999990463184,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,32,Elizabeth Browning’s father died still disapproving of her marriage.,0,Easy,2,2,,,,,,,,,,,,
50,1716654840658,25/05/2024 16:34:00,1716658440658,1,25/05/2024 18:34:00,179131,9,task-353c,,37857916,,11148998,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 125.0.0.0,1536x864,1528x742,Consent,,0,Mind wandering task,11,Set2,Consent,Over 18,set2,set2,34,passages,Sentences,3emlxf,1,response,space,260.999999904634,250.10000000000218,260.999999904634,260.999999904634,250.10000000000218,260.999999904634,1,260.999999904634,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,33,He had refused to see her or to allow any of his family to see her.,0,Easy,2,2,,,,,,,,,,,,
51,1716654840874,25/05/2024 16:34:00,1716658440874,1,25/05/2024 18:34:00,179131,9,task-353c,,37857916,,11148998,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 125.0.0.0,1536x864,1528x742,Consent,,0,Mind wandering task,11,Set2,Consent,Over 18,set2,set2,35,passages,Sentences,3emlxf,1,response,space,226.9999999284737,216.59999999999854,226.9999999284737,226.9999999284737,216.59999999999854,226.9999999284737,1,226.9999999284737,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,34,Elizabeth’s dearly loved sister died and left three children who were all younger than her own boy.,0,Easy,2,2,,,,,,,,,,,,
52,1716654841088,25/05/2024 16:34:01,1716658441088,1,25/05/2024 18:34:01,179131,9,task-353c,,37857916,,11148998,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 125.0.0.0,1536x864,1528x742,Consent,,0,Mind wandering task,11,Set2,Consent,Over 18,set2,set2,36,passages,Sentences,3emlxf,1,response,space,224.09999997615887,216.40000000000146,224.09999997615887,224.09999997615887,216.40000000000146,224.09999997615887,1,224.09999997615887,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,35,Elizabeth drooped and grieved a little and Robert shielded her from ordinary visitors.,0,Easy,2,2,,,,,,,,,,,,
53,1716654841306,25/05/2024 16:34:01,1716658441306,1,25/05/2024 18:34:01,179131,9,task-353c,,37857916,,11148998,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 125.0.0.0,1536x864,1528x742,Consent,,0,Mind wandering task,11,Set2,Consent,Over 18,set2,set2,37,passages,Sentences,3emlxf,1,response,space,226.19999997615741,216.59999999999854,226.19999997615741,226.19999997615741,216.59999999999854,226.19999997615741,1,226.19999997615741,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,36,She had a sudden and alarming attack of sickness but was not considered in any danger.,0,Easy,2,2,,,,,,,,,,,,
54,1716654841525,25/05/2024 16:34:01,1716658441525,1,25/05/2024 18:34:01,179131,9,task-353c,,37857916,,11148998,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 125.0.0.0,1536x864,1528x742,Consent,,0,Mind wandering task,11,Set2,Consent,Over 18,set2,set2,38,passages,Sentences,3emlxf,1,response,space,218.29999999999927,200.79999999999927,218.29999999999927,218.29999999999927,200.79999999999927,218.29999999999927,1,218.29999999999927,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,37,"One night, soon after, she awoke from a troubled sleep, apparently with no idea that she was about to leave Robert.",0,Easy,2,2,,,,,,,,,,,,
55,1716654841739,25/05/2024 16:34:01,1716658441739,1,25/05/2024 18:34:01,179131,9,task-353c,,37857916,,11148998,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 125.0.0.0,1536x864,1528x742,Consent,,0,Mind wandering task,11,Set2,Consent,Over 18,set2,set2,39,passages,Sentences,3emlxf,1,response,space,241.7999999761596,233,241.7999999761596,241.7999999761596,233,241.7999999761596,1,241.7999999761596,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,38,"She spoke tenderly about her love for him. In his arms, her head drooped as though in a faint, but it was the end.",0,Easy,2,2,,,,,,,,,,,,
56,1716654841949,25/05/2024 16:34:01,1716658441949,1,25/05/2024 18:34:01,179131,9,task-353c,,37857916,,11148998,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 125.0.0.0,1536x864,1528x742,Consent,,0,Mind wandering task,11,Set2,Consent,Over 18,set2,set2,40,passages,Sentences,3emlxf,1,response,space,218.90000000000146,216.8000000000029,218.90000000000146,218.90000000000146,216.8000000000029,218.90000000000146,1,218.90000000000146,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,39,"Profound and lasting was Browning's grief. “Looking back,” he said, “I see that we have been all the time walking over a torrent on a straw.”",1,Easy,2,2,,,,,,,,,,,,
57,1716654843291,25/05/2024 16:34:03,1716658443291,1,25/05/2024 18:34:03,179131,9,task-353c,,37857916,,11148998,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 125.0.0.0,1536x864,1528x742,Consent,,0,Mind wandering task,11,Set2,Consent,Over 18,set2,set2,7,probe,Thought probe,muxvwp,1,response,On Task,1343.699999904631,1332.5999999999985,1343.699999904631,1343.699999904631,1332.5999999999985,1343.699999904631,1,1343.699999904631,0,0,,Click Response,On Task,2,object-81,probe,,,,,,,,,,,,,,,,,,,,,
58,1716654843567,25/05/2024 16:34:03,1716658443567,1,25/05/2024 18:34:03,179131,9,task-353c,,37857916,,11148998,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 125.0.0.0,1536x864,1528x742,Consent,,0,Mind wandering task,11,Set2,Consent,Over 18,set2,set2,1,instr_comprehension,Comprehension instruction,ki2jxw,1,response,space,287,283.7999999999993,287,287,283.7999999999993,287,1,287,0,0,,Keyboard Response,Keyboard Response,2,object-78,instr_comprehension,,,,,,,,,,,,,,,,,,,,,
59,1716654844586,25/05/2024 16:34:04,1716658444586,1,25/05/2024 18:34:04,179131,9,task-353c,,37857916,,11148998,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 125.0.0.0,1536x864,1528x742,Consent,,0,Mind wandering task,11,Set2,Consent,Over 18,set2,set2,1,comprehension,Comprehension questions,ers3wv,1,response,b,1021.999999952317,1016.2999999999993,1021.999999952317,1021.999999952317,1016.2999999999993,1021.999999952317,1,1021.999999952317,0,0,,Click Response,response D,5,object-69,comprehension,,,1,1,,,,,,Flush was the name of the Brownings’,b,cat,dog,canary,turtle,thrush,,,,,
60,1716654845248,25/05/2024 16:34:05,1716658445248,1,25/05/2024 18:34:05,179131,9,task-353c,,37857916,,11148998,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 125.0.0.0,1536x864,1528x742,Consent,,0,Mind wandering task,11,Set2,Consent,Over 18,set2,set2,2,comprehension,Comprehension questions,ers3wv,1,response,a,668.6999999523177,666.8000000000029,668.6999999523177,668.6999999523177,666.8000000000029,668.6999999523177,1,668.6999999523177,0,0,,Click Response,response D,5,object-69,comprehension,,,1,2,,,,,,At night the Brownings often enjoyed,a,hot chestnuts,a tart with clotted cream,strawberries and cream,café au lait,cheese soufflé,,,,,
61,1716654845880,25/05/2024 16:34:05,1716658445880,1,25/05/2024 18:34:05,179131,9,task-353c,,37857916,,11148998,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 125.0.0.0,1536x864,1528x742,Consent,,0,Mind wandering task,11,Set2,Consent,Over 18,set2,set2,3,comprehension,Comprehension questions,ers3wv,1,response,e,632.9999999761567,616.5,632.9999999761567,632.9999999761567,616.5,632.9999999761567,1,632.9999999761567,0,0,,Click Response,response C,4,object-68,comprehension,,,1,3,,,,,,The Brownings saw,e,Coleridge,Byron,Walt Whitman,Poe,Hawthorne,,,,,
62,1716654846492,25/05/2024 16:34:06,1716658446492,1,25/05/2024 18:34:06,179131,9,task-353c,,37857916,,11148998,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 125.0.0.0,1536x864,1528x742,Consent,,0,Mind wandering task,11,Set2,Consent,Over 18,set2,set2,4,comprehension,Comprehension questions,ers3wv,1,response,c,628.4999999761567,616.7999999999993,628.4999999761567,628.4999999761567,616.7999999999993,628.4999999761567,1,628.4999999761567,0,0,,Click Response,response B,3,object-67,comprehension,,,1,4,,,,,,Browning wrote to Miss Barrett because she had,c,invited him to visit,written him for advice,praised his poetry,sent him one of her own poems,sent a friend to meet him,,,,,
63,1716654847290,25/05/2024 16:34:07,1716658447290,1,25/05/2024 18:34:07,179131,9,task-353c,,37857916,,11148998,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 125.0.0.0,1536x864,1528x742,Consent,,0,Mind wandering task,11,Set2,Consent,Over 18,set2,set2,5,comprehension,Comprehension questions,ers3wv,1,response,b,809.6999999761574,799.8999999999978,809.6999999761574,809.6999999761574,799.8999999999978,809.6999999761574,1,809.6999999761574,0,0,,Click Response,response E,6,object-70,comprehension,,,1,5,,,,,,The authors of this passage placed most attention on the Brownings’,b,literary efforts,personal relationship,social contacts,problems,early meeting,,,,,
