Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,checkpoint-u6qh,checkpoint-wwj4,checkpoint-75d5,branch-2gum,branch-dg21,branch-5lq7,Randomise questionnaire elements?,Question Key,Response
3,1736877411726,14/01/2025 17:56:51,1736877410936,0,14/01/2025 17:56:50,202242,3,questionnaire-7oy7,,42473827,BLIND,12393415,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x1024,1528x898,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,Gender,Woman
4,1736877411726,14/01/2025 17:56:51,1736877410936,0,14/01/2025 17:56:50,202242,3,questionnaire-7oy7,,42473827,BLIND,12393415,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x1024,1528x898,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,Gender-quantised,2
5,1736877411726,14/01/2025 17:56:51,1736877410936,0,14/01/2025 17:56:50,202242,3,questionnaire-7oy7,,42473827,BLIND,12393415,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x1024,1528x898,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,Gender-text,
6,1736877411726,14/01/2025 17:56:51,1736877410936,0,14/01/2025 17:56:50,202242,3,questionnaire-7oy7,,42473827,BLIND,12393415,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x1024,1528x898,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,categorical_hand,Right
7,1736877411726,14/01/2025 17:56:51,1736877410936,0,14/01/2025 17:56:50,202242,3,questionnaire-7oy7,,42473827,BLIND,12393415,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x1024,1528x898,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,categorical_hand-quantised,2
8,1736877411726,14/01/2025 17:56:51,1736877410936,0,14/01/2025 17:56:50,202242,3,questionnaire-7oy7,,42473827,BLIND,12393415,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x1024,1528x898,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,Education,Yes
9,1736877411726,14/01/2025 17:56:51,1736877410936,0,14/01/2025 17:56:50,202242,3,questionnaire-7oy7,,42473827,BLIND,12393415,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x1024,1528x898,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,Education-quantised,1
10,1736877411726,14/01/2025 17:56:51,1736877410936,0,14/01/2025 17:56:50,202242,3,questionnaire-7oy7,,42473827,BLIND,12393415,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x1024,1528x898,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,Bilingual,Yes
11,1736877411726,14/01/2025 17:56:51,1736877410937,0,14/01/2025 17:56:50,202242,3,questionnaire-7oy7,,42473827,BLIND,12393415,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x1024,1528x898,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,Bilingual-quantised,1
12,1736877411726,14/01/2025 17:56:51,1736877410937,0,14/01/2025 17:56:50,202242,3,questionnaire-7oy7,,42473827,BLIND,12393415,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x1024,1528x898,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,Bilingual-text,
13,1736877411726,14/01/2025 17:56:51,1736877410937,0,14/01/2025 17:56:50,202242,3,questionnaire-7oy7,,42473827,BLIND,12393415,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x1024,1528x898,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,END QUESTIONNAIRE,10494
1,1737396953734,20/01/2025 18:15:53,1737396953634,0,20/01/2025 18:15:53,202242,3,questionnaire-7oy7,,42607199,BLIND,12428612,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1710x1107,1710x989,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,BEGIN QUESTIONNAIRE,
2,1737396966992,20/01/2025 18:16:06,1737396966938,0,20/01/2025 18:16:06,202242,3,questionnaire-7oy7,,42607199,BLIND,12428612,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1710x1107,1710x989,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,Age,18
3,1737396967053,20/01/2025 18:16:07,1737396966940,0,20/01/2025 18:16:06,202242,3,questionnaire-7oy7,,42607199,BLIND,12428612,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1710x1107,1710x989,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,Gender,Woman
4,1737396967053,20/01/2025 18:16:07,1737396966940,0,20/01/2025 18:16:06,202242,3,questionnaire-7oy7,,42607199,BLIND,12428612,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1710x1107,1710x989,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,Gender-quantised,2
5,1737396967053,20/01/2025 18:16:07,1737396966940,0,20/01/2025 18:16:06,202242,3,questionnaire-7oy7,,42607199,BLIND,12428612,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1710x1107,1710x989,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,Gender-text,
6,1737396967053,20/01/2025 18:16:07,1737396966940,0,20/01/2025 18:16:06,202242,3,questionnaire-7oy7,,42607199,BLIND,12428612,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1710x1107,1710x989,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,categorical_hand,Left
7,1737396967053,20/01/2025 18:16:07,1737396966940,0,20/01/2025 18:16:06,202242,3,questionnaire-7oy7,,42607199,BLIND,12428612,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1710x1107,1710x989,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,categorical_hand-quantised,1
8,1737396967053,20/01/2025 18:16:07,1737396966940,0,20/01/2025 18:16:06,202242,3,questionnaire-7oy7,,42607199,BLIND,12428612,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1710x1107,1710x989,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,Education,Yes
9,1737396967053,20/01/2025 18:16:07,1737396966940,0,20/01/2025 18:16:06,202242,3,questionnaire-7oy7,,42607199,BLIND,12428612,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1710x1107,1710x989,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,Education-quantised,1
10,1737396967053,20/01/2025 18:16:07,1737396966941,0,20/01/2025 18:16:06,202242,3,questionnaire-7oy7,,42607199,BLIND,12428612,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1710x1107,1710x989,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,Bilingual,Yes
11,1737396967053,20/01/2025 18:16:07,1737396966941,0,20/01/2025 18:16:06,202242,3,questionnaire-7oy7,,42607199,BLIND,12428612,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1710x1107,1710x989,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,Bilingual-quantised,1
12,1737396967053,20/01/2025 18:16:07,1737396966941,0,20/01/2025 18:16:06,202242,3,questionnaire-7oy7,,42607199,BLIND,12428612,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1710x1107,1710x989,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,Bilingual-text,
13,1737396967053,20/01/2025 18:16:07,1737396966941,0,20/01/2025 18:16:06,202242,3,questionnaire-7oy7,,42607199,BLIND,12428612,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1710x1107,1710x989,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,END QUESTIONNAIRE,13307
1,1737739918707,24/01/2025 17:31:58,1737739918539,0,24/01/2025 17:31:58,202242,3,questionnaire-7oy7,,42717198,BLIND,12460212,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1470x956,1440x768,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,BEGIN QUESTIONNAIRE,
2,1737739930410,24/01/2025 17:32:10,1737739930284,0,24/01/2025 17:32:10,202242,3,questionnaire-7oy7,,42717198,BLIND,12460212,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1470x956,1440x768,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,Age,18
3,1737739930472,24/01/2025 17:32:10,1737739930287,0,24/01/2025 17:32:10,202242,3,questionnaire-7oy7,,42717198,BLIND,12460212,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1470x956,1440x768,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,Gender,Woman
4,1737739930472,24/01/2025 17:32:10,1737739930287,0,24/01/2025 17:32:10,202242,3,questionnaire-7oy7,,42717198,BLIND,12460212,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1470x956,1440x768,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,Gender-quantised,2
5,1737739930472,24/01/2025 17:32:10,1737739930287,0,24/01/2025 17:32:10,202242,3,questionnaire-7oy7,,42717198,BLIND,12460212,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1470x956,1440x768,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,Gender-text,
6,1737739930472,24/01/2025 17:32:10,1737739930287,0,24/01/2025 17:32:10,202242,3,questionnaire-7oy7,,42717198,BLIND,12460212,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1470x956,1440x768,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,categorical_hand,Right
7,1737739930472,24/01/2025 17:32:10,1737739930287,0,24/01/2025 17:32:10,202242,3,questionnaire-7oy7,,42717198,BLIND,12460212,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1470x956,1440x768,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,categorical_hand-quantised,2
8,1737739930472,24/01/2025 17:32:10,1737739930287,0,24/01/2025 17:32:10,202242,3,questionnaire-7oy7,,42717198,BLIND,12460212,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1470x956,1440x768,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,Education,Yes
9,1737739930472,24/01/2025 17:32:10,1737739930287,0,24/01/2025 17:32:10,202242,3,questionnaire-7oy7,,42717198,BLIND,12460212,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1470x956,1440x768,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,Education-quantised,1
10,1737739930472,24/01/2025 17:32:10,1737739930287,0,24/01/2025 17:32:10,202242,3,questionnaire-7oy7,,42717198,BLIND,12460212,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1470x956,1440x768,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,Bilingual,Yes
11,1737739930472,24/01/2025 17:32:10,1737739930287,0,24/01/2025 17:32:10,202242,3,questionnaire-7oy7,,42717198,BLIND,12460212,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1470x956,1440x768,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,Bilingual-quantised,1
12,1737739930472,24/01/2025 17:32:10,1737739930287,0,24/01/2025 17:32:10,202242,3,questionnaire-7oy7,,42717198,BLIND,12460212,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1470x956,1440x768,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,Bilingual-text,
13,1737739930472,24/01/2025 17:32:10,1737739930287,0,24/01/2025 17:32:10,202242,3,questionnaire-7oy7,,42717198,BLIND,12460212,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1470x956,1440x768,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,END QUESTIONNAIRE,11748
1,1739047280638,08/02/2025 20:41:20,1739047280515,0,08/02/2025 20:41:20,202242,3,questionnaire-7oy7,,43206145,BLIND,12594603,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 133.0.0.0,1440x900,1440x714,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,BEGIN QUESTIONNAIRE,
2,1739047301848,08/02/2025 20:41:41,1739047301781,0,08/02/2025 20:41:41,202242,3,questionnaire-7oy7,,43206145,BLIND,12594603,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 133.0.0.0,1440x900,1440x714,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,Age,18
3,1739047301920,08/02/2025 20:41:41,1739047301783,0,08/02/2025 20:41:41,202242,3,questionnaire-7oy7,,43206145,BLIND,12594603,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 133.0.0.0,1440x900,1440x714,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,Gender,Woman
4,1739047301920,08/02/2025 20:41:41,1739047301783,0,08/02/2025 20:41:41,202242,3,questionnaire-7oy7,,43206145,BLIND,12594603,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 133.0.0.0,1440x900,1440x714,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,Gender-quantised,2
5,1739047301920,08/02/2025 20:41:41,1739047301783,0,08/02/2025 20:41:41,202242,3,questionnaire-7oy7,,43206145,BLIND,12594603,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 133.0.0.0,1440x900,1440x714,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,Gender-text,
6,1739047301920,08/02/2025 20:41:41,1739047301784,0,08/02/2025 20:41:41,202242,3,questionnaire-7oy7,,43206145,BLIND,12594603,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 133.0.0.0,1440x900,1440x714,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,categorical_hand,Right
7,1739047301920,08/02/2025 20:41:41,1739047301784,0,08/02/2025 20:41:41,202242,3,questionnaire-7oy7,,43206145,BLIND,12594603,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 133.0.0.0,1440x900,1440x714,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,categorical_hand-quantised,2
8,1739047301920,08/02/2025 20:41:41,1739047301784,0,08/02/2025 20:41:41,202242,3,questionnaire-7oy7,,43206145,BLIND,12594603,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 133.0.0.0,1440x900,1440x714,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,Education,Yes
9,1739047301920,08/02/2025 20:41:41,1739047301784,0,08/02/2025 20:41:41,202242,3,questionnaire-7oy7,,43206145,BLIND,12594603,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 133.0.0.0,1440x900,1440x714,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,Education-quantised,1
10,1739047301920,08/02/2025 20:41:41,1739047301784,0,08/02/2025 20:41:41,202242,3,questionnaire-7oy7,,43206145,BLIND,12594603,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 133.0.0.0,1440x900,1440x714,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,Bilingual,Yes
11,1739047301920,08/02/2025 20:41:41,1739047301785,0,08/02/2025 20:41:41,202242,3,questionnaire-7oy7,,43206145,BLIND,12594603,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 133.0.0.0,1440x900,1440x714,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,Bilingual-quantised,1
12,1739047301920,08/02/2025 20:41:41,1739047301785,0,08/02/2025 20:41:41,202242,3,questionnaire-7oy7,,43206145,BLIND,12594603,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 133.0.0.0,1440x900,1440x714,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,Bilingual-text,
13,1739047301920,08/02/2025 20:41:41,1739047301785,0,08/02/2025 20:41:41,202242,3,questionnaire-7oy7,,43206145,BLIND,12594603,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 133.0.0.0,1440x900,1440x714,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,END QUESTIONNAIRE,21270
1,1740449467469,25/02/2025 02:11:07,1740449467404,0,25/02/2025 02:11:07,202242,3,questionnaire-7oy7,,43783509,BLIND,12757363,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1536x864,1536x695,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,BEGIN QUESTIONNAIRE,
2,1740449478301,25/02/2025 02:11:18,1740449478253,0,25/02/2025 02:11:18,202242,3,questionnaire-7oy7,,43783509,BLIND,12757363,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1536x864,1519x695,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,Age,18
3,1740449478348,25/02/2025 02:11:18,1740449478256,0,25/02/2025 02:11:18,202242,3,questionnaire-7oy7,,43783509,BLIND,12757363,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1536x864,1519x695,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,Gender,Woman
4,1740449478348,25/02/2025 02:11:18,1740449478256,0,25/02/2025 02:11:18,202242,3,questionnaire-7oy7,,43783509,BLIND,12757363,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1536x864,1519x695,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,Gender-quantised,2
5,1740449478348,25/02/2025 02:11:18,1740449478256,0,25/02/2025 02:11:18,202242,3,questionnaire-7oy7,,43783509,BLIND,12757363,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1536x864,1519x695,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,Gender-text,
6,1740449478348,25/02/2025 02:11:18,1740449478256,0,25/02/2025 02:11:18,202242,3,questionnaire-7oy7,,43783509,BLIND,12757363,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1536x864,1519x695,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,categorical_hand,Right
7,1740449478348,25/02/2025 02:11:18,1740449478257,0,25/02/2025 02:11:18,202242,3,questionnaire-7oy7,,43783509,BLIND,12757363,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1536x864,1519x695,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,categorical_hand-quantised,2
8,1740449478348,25/02/2025 02:11:18,1740449478257,0,25/02/2025 02:11:18,202242,3,questionnaire-7oy7,,43783509,BLIND,12757363,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1536x864,1519x695,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,Education,Yes
9,1740449478348,25/02/2025 02:11:18,1740449478257,0,25/02/2025 02:11:18,202242,3,questionnaire-7oy7,,43783509,BLIND,12757363,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1536x864,1519x695,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,Education-quantised,1
10,1740449478348,25/02/2025 02:11:18,1740449478257,0,25/02/2025 02:11:18,202242,3,questionnaire-7oy7,,43783509,BLIND,12757363,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1536x864,1519x695,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,Bilingual,Yes
11,1740449478348,25/02/2025 02:11:18,1740449478258,0,25/02/2025 02:11:18,202242,3,questionnaire-7oy7,,43783509,BLIND,12757363,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1536x864,1519x695,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,Bilingual-quantised,1
12,1740449478348,25/02/2025 02:11:18,1740449478258,0,25/02/2025 02:11:18,202242,3,questionnaire-7oy7,,43783509,BLIND,12757363,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1536x864,1519x695,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,Bilingual-text,
13,1740449478348,25/02/2025 02:11:18,1740449478258,0,25/02/2025 02:11:18,202242,3,questionnaire-7oy7,,43783509,BLIND,12757363,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1536x864,1519x695,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,END QUESTIONNAIRE,10854
1,1740729705787,28/02/2025 08:01:45,1740729705705,0,28/02/2025 08:01:45,202242,3,questionnaire-7oy7,,43912898,BLIND,12793262,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.0.1,1470x956,1470x779,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,BEGIN QUESTIONNAIRE,
2,1740729727788,28/02/2025 08:02:07,1740729727720,0,28/02/2025 08:02:07,202242,3,questionnaire-7oy7,,43912898,BLIND,12793262,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.0.1,1470x956,1470x779,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,Age,19
3,1740729727845,28/02/2025 08:02:07,1740729727724,0,28/02/2025 08:02:07,202242,3,questionnaire-7oy7,,43912898,BLIND,12793262,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.0.1,1470x956,1470x779,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,Gender,Woman
4,1740729727845,28/02/2025 08:02:07,1740729727724,0,28/02/2025 08:02:07,202242,3,questionnaire-7oy7,,43912898,BLIND,12793262,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.0.1,1470x956,1470x779,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,Gender-quantised,2
5,1740729727845,28/02/2025 08:02:07,1740729727724,0,28/02/2025 08:02:07,202242,3,questionnaire-7oy7,,43912898,BLIND,12793262,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.0.1,1470x956,1470x779,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,Gender-text,
6,1740729727845,28/02/2025 08:02:07,1740729727724,0,28/02/2025 08:02:07,202242,3,questionnaire-7oy7,,43912898,BLIND,12793262,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.0.1,1470x956,1470x779,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,categorical_hand,Right
7,1740729727845,28/02/2025 08:02:07,1740729727724,0,28/02/2025 08:02:07,202242,3,questionnaire-7oy7,,43912898,BLIND,12793262,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.0.1,1470x956,1470x779,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,categorical_hand-quantised,2
8,1740729727845,28/02/2025 08:02:07,1740729727724,0,28/02/2025 08:02:07,202242,3,questionnaire-7oy7,,43912898,BLIND,12793262,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.0.1,1470x956,1470x779,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,Education,Yes
