Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,Manipulation: Randomise questionnaire elements?,Question Key,Response,randomiser-mq2e,branch-s3b7,branch-wcx7,branch-spxp
19,1755290172191,15/08/2025 20:36,1755290171822,1,15/08/2025 21:36,233799,28,questionnaire-opi6,,48713544,BLINDED,13963957,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 139.0.0.0,1280x800,1280x712,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 9 -quantised,4,probe_selfreport,Eligible,Voucher,Yes
20,1755290172191,15/08/2025 20:36,1755290171823,1,15/08/2025 21:36,233799,28,questionnaire-opi6,,48713544,BLINDED,13963957,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 139.0.0.0,1280x800,1280x712,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 10 ,Slightly Disagree,probe_selfreport,Eligible,Voucher,Yes
21,1755290172191,15/08/2025 20:36,1755290171823,1,15/08/2025 21:36,233799,28,questionnaire-opi6,,48713544,BLINDED,13963957,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 139.0.0.0,1280x800,1280x712,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 10 -quantised,3,probe_selfreport,Eligible,Voucher,Yes
22,1755290172191,15/08/2025 20:36,1755290171823,1,15/08/2025 21:36,233799,28,questionnaire-opi6,,48713544,BLINDED,13963957,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 139.0.0.0,1280x800,1280x712,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 11 ,Slightly Agree,probe_selfreport,Eligible,Voucher,Yes
23,1755290172230,15/08/2025 20:36,1755290171823,1,15/08/2025 21:36,233799,28,questionnaire-opi6,,48713544,BLINDED,13963957,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 139.0.0.0,1280x800,1280x712,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 11 -quantised,2,probe_selfreport,Eligible,Voucher,Yes
24,1755290172230,15/08/2025 20:36,1755290171823,1,15/08/2025 21:36,233799,28,questionnaire-opi6,,48713544,BLINDED,13963957,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 139.0.0.0,1280x800,1280x712,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 12 ,Definitely Agree,probe_selfreport,Eligible,Voucher,Yes
25,1755290172230,15/08/2025 20:36,1755290171823,1,15/08/2025 21:36,233799,28,questionnaire-opi6,,48713544,BLINDED,13963957,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 139.0.0.0,1280x800,1280x712,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 12 -quantised,1,probe_selfreport,Eligible,Voucher,Yes
26,1755290172230,15/08/2025 20:36,1755290171823,1,15/08/2025 21:36,233799,28,questionnaire-opi6,,48713544,BLINDED,13963957,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 139.0.0.0,1280x800,1280x712,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 13 ,Definitely Agree,probe_selfreport,Eligible,Voucher,Yes
27,1755290172230,15/08/2025 20:36,1755290171823,1,15/08/2025 21:36,233799,28,questionnaire-opi6,,48713544,BLINDED,13963957,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 139.0.0.0,1280x800,1280x712,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 13 -quantised,1,probe_selfreport,Eligible,Voucher,Yes
28,1755290172230,15/08/2025 20:36,1755290171824,1,15/08/2025 21:36,233799,28,questionnaire-opi6,,48713544,BLINDED,13963957,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 139.0.0.0,1280x800,1280x712,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 14 ,Definitely Agree,probe_selfreport,Eligible,Voucher,Yes
29,1755290172230,15/08/2025 20:36,1755290171824,1,15/08/2025 21:36,233799,28,questionnaire-opi6,,48713544,BLINDED,13963957,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 139.0.0.0,1280x800,1280x712,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 14 -quantised,1,probe_selfreport,Eligible,Voucher,Yes
30,1755290172230,15/08/2025 20:36,1755290171824,1,15/08/2025 21:36,233799,28,questionnaire-opi6,,48713544,BLINDED,13963957,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 139.0.0.0,1280x800,1280x712,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 15 ,Slightly Disagree,probe_selfreport,Eligible,Voucher,Yes
31,1755290172230,15/08/2025 20:36,1755290171824,1,15/08/2025 21:36,233799,28,questionnaire-opi6,,48713544,BLINDED,13963957,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 139.0.0.0,1280x800,1280x712,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 15 -quantised,3,probe_selfreport,Eligible,Voucher,Yes
32,1755290172230,15/08/2025 20:36,1755290171824,1,15/08/2025 21:36,233799,28,questionnaire-opi6,,48713544,BLINDED,13963957,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 139.0.0.0,1280x800,1280x712,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 16,Definitely Agree,probe_selfreport,Eligible,Voucher,Yes
33,1755290172230,15/08/2025 20:36,1755290171825,1,15/08/2025 21:36,233799,28,questionnaire-opi6,,48713544,BLINDED,13963957,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 139.0.0.0,1280x800,1280x712,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 16-quantised,1,probe_selfreport,Eligible,Voucher,Yes
34,1755290172230,15/08/2025 20:36,1755290171825,1,15/08/2025 21:36,233799,28,questionnaire-opi6,,48713544,BLINDED,13963957,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 139.0.0.0,1280x800,1280x712,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 17,Slightly Disagree,probe_selfreport,Eligible,Voucher,Yes
35,1755290172230,15/08/2025 20:36,1755290171826,1,15/08/2025 21:36,233799,28,questionnaire-opi6,,48713544,BLINDED,13963957,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 139.0.0.0,1280x800,1280x712,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 17-quantised,3,probe_selfreport,Eligible,Voucher,Yes
36,1755290172230,15/08/2025 20:36,1755290171826,1,15/08/2025 21:36,233799,28,questionnaire-opi6,,48713544,BLINDED,13963957,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 139.0.0.0,1280x800,1280x712,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 18,Definitely Agree,probe_selfreport,Eligible,Voucher,Yes
37,1755290172230,15/08/2025 20:36,1755290171826,1,15/08/2025 21:36,233799,28,questionnaire-opi6,,48713544,BLINDED,13963957,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 139.0.0.0,1280x800,1280x712,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 18-quantised,1,probe_selfreport,Eligible,Voucher,Yes
38,1755290172230,15/08/2025 20:36,1755290171826,1,15/08/2025 21:36,233799,28,questionnaire-opi6,,48713544,BLINDED,13963957,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 139.0.0.0,1280x800,1280x712,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 19 ,Slightly Disagree,probe_selfreport,Eligible,Voucher,Yes
39,1755290172230,15/08/2025 20:36,1755290171826,1,15/08/2025 21:36,233799,28,questionnaire-opi6,,48713544,BLINDED,13963957,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 139.0.0.0,1280x800,1280x712,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 19 -quantised,3,probe_selfreport,Eligible,Voucher,Yes
40,1755290172230,15/08/2025 20:36,1755290171827,1,15/08/2025 21:36,233799,28,questionnaire-opi6,,48713544,BLINDED,13963957,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 139.0.0.0,1280x800,1280x712,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 20,Definitely Agree,probe_selfreport,Eligible,Voucher,Yes
41,1755290172230,15/08/2025 20:36,1755290171827,1,15/08/2025 21:36,233799,28,questionnaire-opi6,,48713544,BLINDED,13963957,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 139.0.0.0,1280x800,1280x712,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 20-quantised,1,probe_selfreport,Eligible,Voucher,Yes
42,1755290172230,15/08/2025 20:36,1755290171827,1,15/08/2025 21:36,233799,28,questionnaire-opi6,,48713544,BLINDED,13963957,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 139.0.0.0,1280x800,1280x712,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 21,Definitely Disagree,probe_selfreport,Eligible,Voucher,Yes
43,1755290172320,15/08/2025 20:36,1755290171827,1,15/08/2025 21:36,233799,28,questionnaire-opi6,,48713544,BLINDED,13963957,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 139.0.0.0,1280x800,1280x712,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 21-quantised,4,probe_selfreport,Eligible,Voucher,Yes
44,1755290172320,15/08/2025 20:36,1755290171827,1,15/08/2025 21:36,233799,28,questionnaire-opi6,,48713544,BLINDED,13963957,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 139.0.0.0,1280x800,1280x712,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 22,Slightly Disagree,probe_selfreport,Eligible,Voucher,Yes
45,1755290172320,15/08/2025 20:36,1755290171828,1,15/08/2025 21:36,233799,28,questionnaire-opi6,,48713544,BLINDED,13963957,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 139.0.0.0,1280x800,1280x712,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 22-quantised,3,probe_selfreport,Eligible,Voucher,Yes
46,1755290172320,15/08/2025 20:36,1755290171828,1,15/08/2025 21:36,233799,28,questionnaire-opi6,,48713544,BLINDED,13963957,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 139.0.0.0,1280x800,1280x712,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 23 ,Definitely Agree,probe_selfreport,Eligible,Voucher,Yes
47,1755290172320,15/08/2025 20:36,1755290171828,1,15/08/2025 21:36,233799,28,questionnaire-opi6,,48713544,BLINDED,13963957,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 139.0.0.0,1280x800,1280x712,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 23 -quantised,1,probe_selfreport,Eligible,Voucher,Yes
48,1755290172320,15/08/2025 20:36,1755290171829,1,15/08/2025 21:36,233799,28,questionnaire-opi6,,48713544,BLINDED,13963957,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 139.0.0.0,1280x800,1280x712,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 24,Slightly Disagree,probe_selfreport,Eligible,Voucher,Yes
49,1755290172320,15/08/2025 20:36,1755290171829,1,15/08/2025 21:36,233799,28,questionnaire-opi6,,48713544,BLINDED,13963957,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 139.0.0.0,1280x800,1280x712,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 24-quantised,3,probe_selfreport,Eligible,Voucher,Yes
50,1755290172320,15/08/2025 20:36,1755290171829,1,15/08/2025 21:36,233799,28,questionnaire-opi6,,48713544,BLINDED,13963957,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 139.0.0.0,1280x800,1280x712,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 25,Definitely Disagree,probe_selfreport,Eligible,Voucher,Yes
51,1755290172320,15/08/2025 20:36,1755290171829,1,15/08/2025 21:36,233799,28,questionnaire-opi6,,48713544,BLINDED,13963957,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 139.0.0.0,1280x800,1280x712,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 25-quantised,4,probe_selfreport,Eligible,Voucher,Yes
52,1755290172320,15/08/2025 20:36,1755290171829,1,15/08/2025 21:36,233799,28,questionnaire-opi6,,48713544,BLINDED,13963957,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 139.0.0.0,1280x800,1280x712,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 26 ,Definitely Agree,probe_selfreport,Eligible,Voucher,Yes
53,1755290172320,15/08/2025 20:36,1755290171830,1,15/08/2025 21:36,233799,28,questionnaire-opi6,,48713544,BLINDED,13963957,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 139.0.0.0,1280x800,1280x712,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 26 -quantised,1,probe_selfreport,Eligible,Voucher,Yes
54,1755290172320,15/08/2025 20:36,1755290171830,1,15/08/2025 21:36,233799,28,questionnaire-opi6,,48713544,BLINDED,13963957,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 139.0.0.0,1280x800,1280x712,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 27 ,Slightly Agree,probe_selfreport,Eligible,Voucher,Yes
55,1755290172320,15/08/2025 20:36,1755290171830,1,15/08/2025 21:36,233799,28,questionnaire-opi6,,48713544,BLINDED,13963957,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 139.0.0.0,1280x800,1280x712,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 27 -quantised,2,probe_selfreport,Eligible,Voucher,Yes
56,1755290172320,15/08/2025 20:36,1755290171830,1,15/08/2025 21:36,233799,28,questionnaire-opi6,,48713544,BLINDED,13963957,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 139.0.0.0,1280x800,1280x712,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 28,Definitely Disagree,probe_selfreport,Eligible,Voucher,Yes
57,1755290172320,15/08/2025 20:36,1755290171831,1,15/08/2025 21:36,233799,28,questionnaire-opi6,,48713544,BLINDED,13963957,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 139.0.0.0,1280x800,1280x712,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 28-quantised,4,probe_selfreport,Eligible,Voucher,Yes
58,1755290172320,15/08/2025 20:36,1755290171831,1,15/08/2025 21:36,233799,28,questionnaire-opi6,,48713544,BLINDED,13963957,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 139.0.0.0,1280x800,1280x712,,,,The Autism Spectrum Quotient Adult's Version,2,No,END QUESTIONNAIRE,87130,probe_selfreport,Eligible,Voucher,Yes
END OF FILE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
