Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-8dr8,Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: instruct_num,Spreadsheet: instruct_text,Spreadsheet: block,Spreadsheet: block_number_text,Spreadsheet: item,Spreadsheet: item_text,Spreadsheet: probe,Spreadsheet: condition,Spreadsheet: condition_num,Spreadsheet: set,Spreadsheet: item_correct,Manipulation: Spreadsheet
19,1738440121953,01/02/2025 20:02:01,1738440121953,0,01/02/2025 20:02:01,201657,10,task-idt7,,42967032,BLIND,12524786,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1536x864,1536x730,,,0,Mind wandering task,9,set1,set1_eded_30,set1_eded_30,7,block,item,iz4mgl,1,response,46,3316.4000000000233,4682.8000000000175,4684.200000000012,3316.4000000000233,4682.8000000000175,4684.200000000012,1,3316.4000000000233,1367.7999999999884,0,,Single Number Entry,response,2,object-109,block,,,1,,3,34 + 12,1,Easy,1,1,46,
20,1738440125553,01/02/2025 20:02:05,1738440125553,0,01/02/2025 20:02:05,201657,10,task-idt7,,42967032,BLIND,12524786,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1536x864,1536x730,,,0,Mind wandering task,9,set1,set1_eded_30,set1_eded_30,1,probe,thought_probe,muxvwp,1,response,On Task,3599.899999999965,3583.1999999999825,3599.899999999965,3599.899999999965,3583.1999999999825,3599.899999999965,1,3599.899999999965,0,0,,Click Response,On Task,2,object-81,probe,,,1,,,,,,1,1,,
21,1738440133398,01/02/2025 20:02:13,1738440133398,0,01/02/2025 20:02:13,201657,10,task-idt7,,42967032,BLIND,12524786,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1536x864,1536x730,,,0,Mind wandering task,9,set1,set1_eded_30,set1_eded_30,8,block,item,iz4mgl,1,response,59,4399.400000000023,7848.900000000023,7862.999999999825,4399.400000000023,7848.900000000023,7862.999999999825,1,4399.400000000023,3463.599999999802,0,,Single Number Entry,response,2,object-109,block,,,1,,4,21 + 38,0,Easy,1,1,59,
22,1738440139882,01/02/2025 20:02:19,1738440139882,0,01/02/2025 20:02:19,201657,10,task-idt7,,42967032,BLIND,12524786,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1536x864,1536x730,,,0,Mind wandering task,9,set1,set1_eded_30,set1_eded_30,9,block,item,iz4mgl,1,response,89,3816.1999999999825,6482.599999999977,6497.499999999709,3816.1999999999825,6482.599999999977,6497.499999999709,1,3816.1999999999825,2681.2999999997264,0,,Single Number Entry,response,2,object-109,block,,,1,,5,37 + 52,0,Easy,1,1,89,
23,1738440145680,01/02/2025 20:02:25,1738440145680,0,01/02/2025 20:02:25,201657,10,task-idt7,,42967032,BLIND,12524786,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1536x864,1536x730,,,0,Mind wandering task,9,set1,set1_eded_30,set1_eded_30,10,block,item,iz4mgl,1,response,79,4349.400000000023,5799.100000000006,5813.0999999999185,4349.400000000023,5799.100000000006,5813.0999999999185,1,4349.400000000023,1463.6999999998952,0,,Single Number Entry,response,2,object-109,block,,,1,,6,43 + 36,0,Easy,1,1,79,
24,1738440156647,01/02/2025 20:02:36,1738440156647,0,01/02/2025 20:02:36,201657,10,task-idt7,,42967032,BLIND,12524786,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1536x864,1536x730,,,0,Mind wandering task,9,set1,set1_eded_30,set1_eded_30,11,block,item,iz4mgl,1,response,67,4616.100000000006,10965.300000000017,10981.100000000006,4616.100000000006,10965.300000000017,10981.100000000006,1,4616.100000000006,6365,0,,Single Number Entry,response,2,object-109,block,,,1,,7,43 + 24,0,Easy,1,1,67,
25,1738440161177,01/02/2025 20:02:41,1738440161177,0,01/02/2025 20:02:41,201657,10,task-idt7,,42967032,BLIND,12524786,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1536x864,1536x730,,,0,Mind wandering task,9,set1,set1_eded_30,set1_eded_30,12,block,item,iz4mgl,1,response,95,3099.5,4532.6999999999825,4545.799999999988,3099.5,4532.6999999999825,4545.799999999988,1,3099.5,1446.2999999999884,0,,Single Number Entry,response,2,object-109,block,,,1,,8,54 + 41,0,Easy,1,1,95,
26,1738440168930,01/02/2025 20:02:48,1738440168930,0,01/02/2025 20:02:48,201657,10,task-idt7,,42967032,BLIND,12524786,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1536x864,1536x730,,,0,Mind wandering task,9,set1,set1_eded_30,set1_eded_30,13,block,item,iz4mgl,1,response,15,4732.700000000012,7748.899999999994,7765.89999999982,4732.700000000012,7748.899999999994,7765.89999999982,1,4732.700000000012,3033.199999999808,0,,Single Number Entry,response,2,object-109,block,,,1,,9,67 - 52,0,Easy,1,1,15,
27,1738440182986,01/02/2025 20:03:02,1738440182986,0,01/02/2025 20:03:02,201657,10,task-idt7,,42967032,BLIND,12524786,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1536x864,1536x730,,,0,Mind wandering task,9,set1,set1_eded_30,set1_eded_30,14,block,item,iz4mgl,1,response,52,3399.600000000006,14064.900000000023,14072.899999999732,3399.600000000006,14064.900000000023,14072.899999999732,1,3399.600000000006,10673.299999999726,0,,Single Number Entry,response,2,object-109,block,,,1,,10,86 - 34,0,Easy,1,1,52,
28,1738440191573,01/02/2025 20:03:11,1738440191573,0,01/02/2025 20:03:11,201657,10,task-idt7,,42967032,BLIND,12524786,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1536x864,1536x730,,,0,Mind wandering task,9,set1,set1_eded_30,set1_eded_30,15,block,item,iz4mgl,1,response,32,3566.1999999999825,8582.199999999983,8595.599999999802,3566.1999999999825,8582.199999999983,8595.599999999802,1,3566.1999999999825,5029.39999999982,0,,Single Number Entry,response,2,object-109,block,,,1,,11,75 - 43,0,Easy,1,1,32,
29,1738440194571,01/02/2025 20:03:14,1738440194571,0,01/02/2025 20:03:14,201657,10,task-idt7,,42967032,BLIND,12524786,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1536x864,1536x730,,,0,Mind wandering task,9,set1,set1_eded_30,set1_eded_30,2,probe,thought_probe,muxvwp,1,response,Unintentional,3011.3999999998196,2999.2000000000116,3011.3999999998196,3011.3999999998196,2999.2000000000116,3011.3999999998196,1,3011.3999999998196,0,0,,Click Response,Unintentional,4,object-84,probe,,,1,,,,,,1,1,,
30,1738440203087,01/02/2025 20:03:23,1738440203087,0,01/02/2025 20:03:23,201657,10,task-idt7,,42967032,BLIND,12524786,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1536x864,1536x730,,,0,Mind wandering task,9,set1,set1_eded_30,set1_eded_30,16,block,item,iz4mgl,1,response,84,6266.1999999999825,8515.899999999994,8527.799999999901,6266.1999999999825,8515.899999999994,8527.799999999901,1,6266.1999999999825,2261.5999999999185,0,,Single Number Entry,response,2,object-109,block,,,1,,12,96 - 12,0,Easy,1,1,84,
31,1738440208537,01/02/2025 20:03:28,1738440208537,0,01/02/2025 20:03:28,201657,10,task-idt7,,42967032,BLIND,12524786,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1536x864,1536x730,,,0,Mind wandering task,9,set1,set1_eded_30,set1_eded_30,17,block,item,iz4mgl,1,response,53,2932.899999999994,5449.200000000012,5462.399999999907,2932.899999999994,5449.200000000012,5462.399999999907,1,2932.899999999994,2529.4999999999127,0,,Single Number Entry,response,2,object-109,block,,,1,,13,98 - 45,0,Easy,1,1,53,
32,1738440213882,01/02/2025 20:03:33,1738440213882,0,01/02/2025 20:03:33,201657,10,task-idt7,,42967032,BLIND,12524786,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1536x864,1536x730,,,0,Mind wandering task,9,set1,set1_eded_30,set1_eded_30,18,block,item,iz4mgl,1,response,45,3049.2999999999884,5349.399999999994,5357.599999999802,3049.2999999999884,5349.399999999994,5357.599999999802,1,3049.2999999999884,2308.2999999998137,0,,Single Number Entry,response,2,object-109,block,,,1,,14,69 - 24,0,Easy,1,1,45,
33,1738440219620,01/02/2025 20:03:39,1738440219620,0,01/02/2025 20:03:39,201657,10,task-idt7,,42967032,BLIND,12524786,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1536x864,1536x730,,,0,Mind wandering task,9,set1,set1_eded_30,set1_eded_30,19,block,item,iz4mgl,1,response,46,3599.5,5732.299999999988,5746.399999999994,3599.5,5732.299999999988,5746.399999999994,1,3599.5,2146.899999999994,0,,Single Number Entry,response,2,object-109,block,,,1,,15,59 - 13,0,Easy,1,1,46,
34,1738440222877,01/02/2025 20:03:42,1738440222877,0,01/02/2025 20:03:42,201657,10,task-idt7,,42967032,BLIND,12524786,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1536x864,1536x730,,,0,Mind wandering task,9,set1,set1_eded_30,set1_eded_30,20,block,item,iz4mgl,1,response,14,2100,3266.5,3271.600000000006,2100,3266.5,3271.600000000006,1,2100,1171.6000000000058,0,,Single Number Entry,response,2,object-109,block,,,1,,16,7 x 2,0,Easy,1,1,14,
35,1738440225552,01/02/2025 20:03:45,1738440225552,0,01/02/2025 20:03:45,201657,10,task-idt7,,42967032,BLIND,12524786,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1536x864,1536x730,,,0,Mind wandering task,9,set1,set1_eded_30,set1_eded_30,21,block,item,iz4mgl,1,response,18,1433.1000000000058,2665.899999999994,2679.6999999996333,1433.1000000000058,2665.899999999994,2679.6999999996333,1,1433.1000000000058,1246.5999999996275,0,,Single Number Entry,response,2,object-109,block,,,1,,17,6 x 3,0,Easy,1,1,18,
36,1738440227631,01/02/2025 20:03:47,1738440227631,0,01/02/2025 20:03:47,201657,10,task-idt7,,42967032,BLIND,12524786,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1536x864,1536x730,,,0,Mind wandering task,9,set1,set1_eded_30,set1_eded_30,22,block,item,iz4mgl,1,response,12,1333.5,2083.5,2093.0999999999185,1333.5,2083.5,2093.0999999999185,1,1333.5,759.5999999999185,0,,Single Number Entry,response,2,object-109,block,,,1,,18,6 x 2,0,Easy,1,1,12,
37,1738440245739,01/02/2025 20:04:05,1738440245739,0,01/02/2025 20:04:05,201657,10,task-idt7,,42967032,BLIND,12524786,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1536x864,1536x730,,,0,Mind wandering task,9,set1,set1_eded_30,set1_eded_30,23,block,item,iz4mgl,1,response,54,16630.79999999999,18097.100000000035,18113.40000000008,16630.79999999999,18097.100000000035,18113.40000000008,0,16630.79999999999,1482.6000000000931,0,,Single Number Entry,response,2,object-109,block,,,1,,19,6 x 8,0,Easy,1,1,48,
38,1738440256398,01/02/2025 20:04:16,1738440256398,0,01/02/2025 20:04:16,201657,10,task-idt7,,42967032,BLIND,12524786,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1536x864,1536x730,,,0,Mind wandering task,9,set1,set1_eded_30,set1_eded_30,24,block,item,iz4mgl,1,response,48,2966.399999999965,10665.699999999953,10679.499999999884,2966.399999999965,10665.699999999953,10679.499999999884,0,2966.399999999965,7713.0999999999185,0,,Single Number Entry,response,2,object-109,block,,,1,,20,6 x 7,0,Easy,1,1,42,
39,1738440260827,01/02/2025 20:04:20,1738440260827,0,01/02/2025 20:04:20,201657,10,task-idt7,,42967032,BLIND,12524786,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1536x864,1536x730,,,0,Mind wandering task,9,set1,set1_eded_30,set1_eded_30,25,block,item,iz4mgl,1,response,54,3716.100000000035,4432.400000000023,4442.400000000023,3716.100000000035,4432.400000000023,4442.400000000023,1,3716.100000000035,726.2999999999884,0,,Single Number Entry,response,2,object-109,block,,,1,,21,9 x 6,0,Easy,1,1,54,
40,1738440262145,01/02/2025 20:04:22,1738440262145,0,01/02/2025 20:04:22,201657,10,task-idt7,,42967032,BLIND,12524786,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1536x864,1536x730,,,0,Mind wandering task,9,set1,set1_eded_30,set1_eded_30,3,probe,thought_probe,muxvwp,1,response,On Task,1327.8999999999069,1316.5,1327.8999999999069,1327.8999999999069,1316.5,1327.8999999999069,1,1327.8999999999069,0,0,,Click Response,On Task,2,object-81,probe,,,1,,,,,,1,1,,
41,1738440267309,01/02/2025 20:04:27,1738440267309,0,01/02/2025 20:04:27,201657,10,task-idt7,,42967032,BLIND,12524786,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1536x864,1536x730,,,0,Mind wandering task,9,set1,set1_eded_30,set1_eded_30,26,block,item,iz4mgl,1,response,12,4266.400000000023,5166.200000000012,5176.0999999996275,4266.400000000023,5166.200000000012,5176.0999999996275,1,4266.400000000023,909.6999999996042,0,,Single Number Entry,response,2,object-109,block,,,1,,22,3 x 4,0,Easy,1,1,12,
42,1738440270028,01/02/2025 20:04:30,1738440270028,0,01/02/2025 20:04:30,201657,10,task-idt7,,42967032,BLIND,12524786,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1536x864,1536x730,,,0,Mind wandering task,9,set1,set1_eded_30,set1_eded_30,27,block,item,iz4mgl,1,response,24,2116.2000000000116,2716.399999999965,2728.499999999709,2116.2000000000116,2716.399999999965,2728.499999999709,1,2116.2000000000116,612.2999999996973,0,,Single Number Entry,response,2,object-109,block,,,1,,23,6 x 4,0,Easy,1,1,24,
43,1738440272688,01/02/2025 20:04:32,1738440272688,0,01/02/2025 20:04:32,201657,10,task-idt7,,42967032,BLIND,12524786,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1536x864,1536x730,,,0,Mind wandering task,9,set1,set1_eded_30,set1_eded_30,28,block,item,iz4mgl,1,response,2,2399.7000000000116,2666.4000000000233,2671.9999999996508,2399.7000000000116,2666.4000000000233,2671.9999999996508,1,2399.7000000000116,272.2999999996391,0,,Single Number Entry,response,2,object-109,block,,,1,,24,16 ÷ 8,0,Easy,1,1,2,
44,1738440274468,01/02/2025 20:04:34,1738440274468,0,01/02/2025 20:04:34,201657,10,task-idt7,,42967032,BLIND,12524786,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1536x864,1536x730,,,0,Mind wandering task,9,set1,set1_eded_30,set1_eded_30,29,block,item,iz4mgl,1,response,3,1533.0999999999767,1766.2999999999884,1782.7999999999884,1533.0999999999767,1766.2999999999884,1782.7999999999884,1,1533.0999999999767,249.70000000001164,0,,Single Number Entry,response,2,object-109,block,,,1,,25,27 ÷ 9,0,Easy,1,1,3,
