Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-8dr8,Randomise questionnaire elements?,Question Key,Response
1,1738437199721,01/02/2025 19:13:19,1738437199585,0,01/02/2025 19:13:19,201657,10,questionnaire-gzsc,,42966406,BLIND,12524620,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.7,1024x1366,1366x917,,,,Info sheet,4,set2,No,BEGIN QUESTIONNAIRE,
2,1738437202911,01/02/2025 19:13:22,1738437202817,0,01/02/2025 19:13:22,201657,10,questionnaire-gzsc,,42966406,BLIND,12524620,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.7,1024x1366,1366x917,,,,Info sheet,4,set2,No,END QUESTIONNAIRE,3233
1,1738439936226,01/02/2025 19:58:56,1738439934268,0,01/02/2025 19:58:54,201657,10,questionnaire-gzsc,,42967011,BLIND,12524786,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1536x864,1536x730,,,,Info sheet,4,set1,No,BEGIN QUESTIONNAIRE,
2,1738439969483,01/02/2025 19:59:29,1738439967581,0,01/02/2025 19:59:27,201657,10,questionnaire-gzsc,,42967011,BLIND,12524786,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1536x864,1519x730,,,,Info sheet,4,set1,No,END QUESTIONNAIRE,33313
1,1738449011247,01/02/2025 22:30:11,1738449009141,0,01/02/2025 22:30:09,201657,10,questionnaire-gzsc,,42968989,BLIND,12525331,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1536x864,1536x730,,,,Info sheet,4,set1,No,BEGIN QUESTIONNAIRE,
2,1738449171618,01/02/2025 22:32:51,1738449169571,0,01/02/2025 22:32:49,201657,10,questionnaire-gzsc,,42968989,BLIND,12525331,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1536x864,1519x730,,,,Info sheet,4,set1,No,END QUESTIONNAIRE,160430
1,1738505892952,02/02/2025 14:18:12,1738505892865,0,02/02/2025 14:18:12,201657,10,questionnaire-gzsc,,42975869,BLIND,12527224,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.1,1512x982,1290x781,,,,Info sheet,4,set2,No,BEGIN QUESTIONNAIRE,
2,1738505928470,02/02/2025 14:18:48,1738505928399,0,02/02/2025 14:18:48,201657,10,questionnaire-gzsc,,42975869,BLIND,12527224,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.1,1512x982,1275x781,,,,Info sheet,4,set2,No,END QUESTIONNAIRE,35534
1,1738597986639,03/02/2025 15:53:06,1738597985700,0,03/02/2025 15:53:05,201657,10,questionnaire-gzsc,,43010184,BLIND,12535707,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 129.0.0.0,1440x900,1440x778,,,,Info sheet,4,set1,No,BEGIN QUESTIONNAIRE,
2,1738597990232,03/02/2025 15:53:10,1738597989325,0,03/02/2025 15:53:09,201657,10,questionnaire-gzsc,,43010184,BLIND,12535707,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 129.0.0.0,1440x900,1440x778,,,,Info sheet,4,set1,No,END QUESTIONNAIRE,3625
1,1738606158576,03/02/2025 18:09:18,1738606158405,0,03/02/2025 18:09:18,201657,10,questionnaire-gzsc,,43016581,BLIND,12537636,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1440x900,1440x778,,,,Info sheet,4,set2,No,BEGIN QUESTIONNAIRE,
2,1738606160373,03/02/2025 18:09:20,1738606160249,0,03/02/2025 18:09:20,201657,10,questionnaire-gzsc,,43016581,BLIND,12537636,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1440x900,1440x778,,,,Info sheet,4,set2,No,END QUESTIONNAIRE,1844
