Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-8dr8,Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: instruct_num,Spreadsheet: instruct_text,Spreadsheet: block,Spreadsheet: block_number_text,Spreadsheet: item,Spreadsheet: item_text,Spreadsheet: probe,Spreadsheet: condition,Spreadsheet: condition_num,Spreadsheet: set,Spreadsheet: item_correct,Manipulation: Spreadsheet
11,1738437272700,01/02/2025 19:14:32,1738437272700,0,01/02/2025 19:14:32,201657,10,task-drth,,42966416,BLIND,12524620,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.7,1024x1366,1024x886,,,0,Mind wandering task,9,set2,set2_dede_30,set2_dede_30,1,block,item,iz4mgl,1,response,47,4944,6104,6121,4944,6104,6121,1,4944,1177,0,,Single Number Entry,response,2,object-109,block,,,0,,1,12 + 35,,,,2,47,
12,1738437280979,01/02/2025 19:14:40,1738437280979,0,01/02/2025 19:14:40,201657,10,task-drth,,42966416,BLIND,12524620,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.7,1024x1366,1024x886,,,0,Mind wandering task,9,set2,set2_dede_30,set2_dede_30,2,block,item,iz4mgl,1,response,37,7239,8294,8299,7239,8294,8299,1,7239,1060,0,,Single Number Entry,response,2,object-109,block,,,0,,2,89 - 52,,,,2,37,
13,1738437286665,01/02/2025 19:14:46,1738437286665,0,01/02/2025 19:14:46,201657,10,task-drth,,42966416,BLIND,12524620,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.7,1024x1366,1024x886,,,0,Mind wandering task,9,set2,set2_dede_30,set2_dede_30,3,block,item,iz4mgl,1,response,20,2706,5687,5691,2706,5687,5691,1,2706,2985,0,,Single Number Entry,response,2,object-109,block,,,0,,3,4 x 5,,,,2,20,
14,1738437297021,01/02/2025 19:14:57,1738437297021,0,01/02/2025 19:14:57,201657,10,task-drth,,42966416,BLIND,12524620,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.7,1024x1366,1024x886,,,0,Mind wandering task,9,set2,set2_dede_30,set2_dede_30,4,block,item,iz4mgl,1,response,9,9693,10356,10359.999999999993,9693,10356,10359.999999999993,1,9693,666.9999999999927,0,,Single Number Entry,response,2,object-109,block,,,0,,4,72 ÷ 8,,,,2,9,
15,1738437592207,01/02/2025 19:19:52,1738437592207,0,01/02/2025 19:19:52,201657,10,task-drth,,42966416,BLIND,12524620,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.7,1024x1366,1366x981,,,0,Mind wandering task,9,set2,set2_dede_30,set2_dede_30,8,instr,instr_text,19f9rf,1,continue,,243938,243921,243938,243938,243921,243938,1,243938,0,0,,Click To Continue,Continue Button,2,object-108,instr,8,Please click the button below to start answering questions.,,,,,,,,2,,
16,1738438643459,01/02/2025 19:37:23,1738438643459,0,01/02/2025 19:37:23,201657,10,task-drth,,42966416,BLIND,12524620,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.7,1024x1366,1366x981,,,0,Mind wandering task,9,set2,set2_dede_30,set2_dede_30,2,block_intro,Screen 1,j74kif,1,continue,,1051291,1051276,1051291,1051291,1051276,1051291,1,1051291,0,0,,Click To Continue,start,2,object-98,block_intro,,,1,Block 1,,,,,,,,
17,1738438650790,01/02/2025 19:37:30,1738438650790,0,01/02/2025 19:37:30,201657,10,task-drth,,42966416,BLIND,12524620,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.7,1024x1366,1366x981,,,0,Mind wandering task,9,set2,set2_dede_30,set2_dede_30,5,block,item,iz4mgl,1,response,71,6554,7321,7338,6554,7321,7338,1,6554,784,0,,Single Number Entry,response,2,object-109,block,,,1,,1,14 + 57,0,Difficult,2,2,71,
18,1738438734407,01/02/2025 19:38:54,1738438734407,0,01/02/2025 19:38:54,201657,10,task-drth,,42966416,BLIND,12524620,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.7,1024x1366,1366x981,,,0,Mind wandering task,9,set2,set2_dede_30,set2_dede_30,6,block,item,iz4mgl,1,response,84,82732,83632,83644,82732,83632,83644,1,82732,912,0,,Single Number Entry,response,2,object-109,block,,,1,,2,58 + 26,0,Difficult,2,2,84,
19,1738438747184,01/02/2025 19:39:07,1738438747184,0,01/02/2025 19:39:07,201657,10,task-drth,,42966416,BLIND,12524620,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.7,1024x1366,1366x981,,,0,Mind wandering task,9,set2,set2_dede_30,set2_dede_30,7,block,item,iz4mgl,1,response,53,12040,12774,12790,12040,12774,12790,1,12040,750,0,,Single Number Entry,response,2,object-109,block,,,1,,3,16 + 37,0,Difficult,2,2,53,
20,1738438752585,01/02/2025 19:39:12,1738438752585,0,01/02/2025 19:39:12,201657,10,task-drth,,42966416,BLIND,12524620,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.7,1024x1366,1366x981,,,0,Mind wandering task,9,set2,set2_dede_30,set2_dede_30,1,probe,thought_probe,muxvwp,1,response,Unintentional,5416,5403,5416,5416,5403,5416,1,5416,0,0,,Click Response,Unintentional,4,object-84,probe,,,1,,,,,,2,2,,
21,1738438757329,01/02/2025 19:39:17,1738438757329,0,01/02/2025 19:39:17,201657,10,task-drth,,42966416,BLIND,12524620,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.7,1024x1366,1366x981,,,0,Mind wandering task,9,set2,set2_dede_30,set2_dede_30,8,block,item,iz4mgl,1,response,41,4203,4736,4752,4203,4736,4752,1,4203,549,0,,Single Number Entry,response,2,object-109,block,,,1,,4,14 + 27,1,Difficult,2,2,41,
22,1738438781594,01/02/2025 19:39:41,1738438781594,0,01/02/2025 19:39:41,201657,10,task-drth,,42966416,BLIND,12524620,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.7,1024x1366,1366x981,,,0,Mind wandering task,9,set2,set2_dede_30,set2_dede_30,9,block,item,iz4mgl,1,response,92,15559,24265,24282,15559,24265,24282,0,15559,8723,0,,Single Number Entry,response,2,object-109,block,,,1,,5,19 + 74,0,Difficult,2,2,93,
23,1738438799743,01/02/2025 19:39:59,1738438799743,0,01/02/2025 19:39:59,201657,10,task-drth,,42966416,BLIND,12524620,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.7,1024x1366,1366x981,,,0,Mind wandering task,9,set2,set2_dede_30,set2_dede_30,10,block,item,iz4mgl,1,response,51,17710,18160,18172,17710,18160,18172,1,17710,462,0,,Single Number Entry,response,2,object-109,block,,,1,,6,14 + 37,0,Difficult,2,2,51,
24,1738438813374,01/02/2025 19:40:13,1738438813374,0,01/02/2025 19:40:13,201657,10,task-drth,,42966416,BLIND,12524620,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.7,1024x1366,1366x981,,,0,Mind wandering task,9,set2,set2_dede_30,set2_dede_30,11,block,item,iz4mgl,1,response,65,12607,13625,13642,12607,13625,13642,1,12607,1035,0,,Single Number Entry,response,2,object-109,block,,,1,,7,38 + 27,1,Difficult,2,2,65,
25,1738438818989,01/02/2025 19:40:18,1738438818989,0,01/02/2025 19:40:18,201657,10,task-drth,,42966416,BLIND,12524620,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.7,1024x1366,1366x981,,,0,Mind wandering task,9,set2,set2_dede_30,set2_dede_30,12,block,item,iz4mgl,1,response,85,4686,5619,5633,4686,5619,5633,1,4686,947,0,,Single Number Entry,response,2,object-109,block,,,1,,8,49 + 36,0,Difficult,2,2,85,
26,1738438834981,01/02/2025 19:40:34,1738438834981,0,01/02/2025 19:40:34,201657,10,task-drth,,42966416,BLIND,12524620,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.7,1024x1366,1366x981,,,0,Mind wandering task,9,set2,set2_dede_30,set2_dede_30,13,block,item,iz4mgl,1,response,48,15076,15993,16006,15076,15993,16006,1,15076,930,0,,Single Number Entry,response,2,object-109,block,,,1,,9,62 - 14,0,Difficult,2,2,48,
27,1738438841023,01/02/2025 19:40:41,1738438841023,0,01/02/2025 19:40:41,201657,10,task-drth,,42966416,BLIND,12524620,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.7,1024x1366,1366x981,,,0,Mind wandering task,9,set2,set2_dede_30,set2_dede_30,14,block,item,iz4mgl,1,response,27,5086,6037,6045,5086,6037,6045,1,5086,959,0,,Single Number Entry,response,2,object-109,block,,,1,,10,83 - 56,0,Difficult,2,2,27,
28,1738438846493,01/02/2025 19:40:46,1738438846493,0,01/02/2025 19:40:46,201657,10,task-drth,,42966416,BLIND,12524620,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.7,1024x1366,1366x981,,,0,Mind wandering task,9,set2,set2_dede_30,set2_dede_30,15,block,item,iz4mgl,1,response,13,4619,5470,5487,4619,5470,5487,1,4619,868,0,,Single Number Entry,response,2,object-109,block,,,1,,11,92 - 79,0,Difficult,2,2,13,
29,1738438847680,01/02/2025 19:40:47,1738438847680,0,01/02/2025 19:40:47,201657,10,task-drth,,42966416,BLIND,12524620,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.7,1024x1366,1366x981,,,0,Mind wandering task,9,set2,set2_dede_30,set2_dede_30,2,probe,thought_probe,muxvwp,1,response,On Task,1201,1184,1201,1201,1184,1201,1,1201,0,0,,Click Response,On Task,2,object-81,probe,,,1,,,,,,2,2,,
30,1738438853828,01/02/2025 19:40:53,1738438853828,0,01/02/2025 19:40:53,201657,10,task-drth,,42966416,BLIND,12524620,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.7,1024x1366,1366x981,,,0,Mind wandering task,9,set2,set2_dede_30,set2_dede_30,16,block,item,iz4mgl,1,response,28,4920,6153,6169,4920,6153,6169,1,4920,1249,0,,Single Number Entry,response,2,object-109,block,,,1,,12,67 - 39,0,Difficult,2,2,28,
31,1738438859326,01/02/2025 19:40:59,1738438859326,0,01/02/2025 19:40:59,201657,10,task-drth,,42966416,BLIND,12524620,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.7,1024x1366,1366x981,,,0,Mind wandering task,9,set2,set2_dede_30,set2_dede_30,17,block,item,iz4mgl,1,response,24,4486,5509,5515,4486,5509,5515,1,4486,1029,0,,Single Number Entry,response,2,object-109,block,,,1,,13,41 - 17,1,Difficult,2,2,24,
32,1738438866526,01/02/2025 19:41:06,1738438866526,0,01/02/2025 19:41:06,201657,10,task-drth,,42966416,BLIND,12524620,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.7,1024x1366,1366x981,,,0,Mind wandering task,9,set2,set2_dede_30,set2_dede_30,18,block,item,iz4mgl,1,response,47,4648,7203,7207,4648,7203,7207,1,4648,2559,0,,Single Number Entry,response,2,object-109,block,,,1,,14,86 - 39,0,Difficult,2,2,47,
33,1738438873315,01/02/2025 19:41:13,1738438873315,0,01/02/2025 19:41:13,201657,10,task-drth,,42966416,BLIND,12524620,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.7,1024x1366,1366x981,,,0,Mind wandering task,9,set2,set2_dede_30,set2_dede_30,19,block,item,iz4mgl,1,response,14,4165,6788,6792,4165,6788,6792,1,4165,2627,0,,Single Number Entry,response,2,object-109,block,,,1,,15,53 - 39,0,Difficult,2,2,14,
34,1738438879112,01/02/2025 19:41:19,1738438879112,0,01/02/2025 19:41:19,201657,10,task-drth,,42966416,BLIND,12524620,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.7,1024x1366,1366x981,,,0,Mind wandering task,9,set2,set2_dede_30,set2_dede_30,20,block,item,iz4mgl,1,response,34,4181,5782,5799,4181,5782,5799,1,4181,1618,0,,Single Number Entry,response,2,object-109,block,,,1,,16,17 x 2,0,Difficult,2,2,34,
35,1738438889500,01/02/2025 19:41:29,1738438889500,0,01/02/2025 19:41:29,201657,10,task-drth,,42966416,BLIND,12524620,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.7,1024x1366,1366x981,,,0,Mind wandering task,9,set2,set2_dede_30,set2_dede_30,21,block,item,iz4mgl,1,response,126,9005,10389,10406,9005,10389,10406,1,9005,1401,0,,Single Number Entry,response,2,object-109,block,,,1,,17,18 x 7,0,Difficult,2,2,126,
36,1738438894676,01/02/2025 19:41:34,1738438894676,0,01/02/2025 19:41:34,201657,10,task-drth,,42966416,BLIND,12524620,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.7,1024x1366,1366x981,,,0,Mind wandering task,9,set2,set2_dede_30,set2_dede_30,22,block,item,iz4mgl,1,response,144,3969,5170,5187,3969,5170,5187,1,3969,1218,0,,Single Number Entry,response,2,object-109,block,,,1,,18,9 x 16,0,Difficult,2,2,144,
37,1738438899441,01/02/2025 19:41:39,1738438899441,0,01/02/2025 19:41:39,201657,10,task-drth,,42966416,BLIND,12524620,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.7,1024x1366,1366x981,,,0,Mind wandering task,9,set2,set2_dede_30,set2_dede_30,23,block,item,iz4mgl,1,response,76,4136,4769,4785,4136,4769,4785,1,4136,649,0,,Single Number Entry,response,2,object-109,block,,,1,,19,19 x 4,0,Difficult,2,2,76,
38,1738438904790,01/02/2025 19:41:44,1738438904790,0,01/02/2025 19:41:44,201657,10,task-drth,,42966416,BLIND,12524620,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.7,1024x1366,1366x981,,,0,Mind wandering task,9,set2,set2_dede_30,set2_dede_30,24,block,item,iz4mgl,1,response,38,4219,5365,5370,4219,5365,5370,1,4219,1151,0,,Single Number Entry,response,2,object-109,block,,,1,,20,2 x 19,1,Difficult,2,2,38,
39,1738438911488,01/02/2025 19:41:51,1738438911488,0,01/02/2025 19:41:51,201657,10,task-drth,,42966416,BLIND,12524620,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.7,1024x1366,1366x981,,,0,Mind wandering task,9,set2,set2_dede_30,set2_dede_30,25,block,item,iz4mgl,1,response,96,5925,6697,6701,5925,6697,6701,1,5925,776,0,,Single Number Entry,response,2,object-109,block,,,1,,21,12 x 8,0,Difficult,2,2,96,
40,1738438914938,01/02/2025 19:41:54,1738438914938,0,01/02/2025 19:41:54,201657,10,task-drth,,42966416,BLIND,12524620,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.7,1024x1366,1366x981,,,0,Mind wandering task,9,set2,set2_dede_30,set2_dede_30,3,probe,thought_probe,muxvwp,1,response,On Task,3448,3431,3448,3448,3431,3448,1,3448,0,0,,Click Response,On Task,2,object-81,probe,,,1,,,,,,2,2,,
41,1738438917892,01/02/2025 19:41:57,1738438917892,0,01/02/2025 19:41:57,201657,10,task-drth,,42966416,BLIND,12524620,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.7,1024x1366,1366x981,,,0,Mind wandering task,9,set2,set2_dede_30,set2_dede_30,26,block,item,iz4mgl,1,response,45,2418,2951,2967,2418,2951,2967,1,2418,549,0,,Single Number Entry,response,2,object-109,block,,,1,,22,3 x 15,0,Difficult,2,2,45,
42,1738438927232,01/02/2025 19:42:07,1738438927232,0,01/02/2025 19:42:07,201657,10,task-drth,,42966416,BLIND,12524620,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.7,1024x1366,1366x981,,,0,Mind wandering task,9,set2,set2_dede_30,set2_dede_30,27,block,item,iz4mgl,1,response,133,8372,9339,9356,8372,9339,9356,1,8372,984,0,,Single Number Entry,response,2,object-109,block,,,1,,23,7 x 19,0,Difficult,2,2,133,
43,1738438933507,01/02/2025 19:42:13,1738438933507,0,01/02/2025 19:42:13,201657,10,task-drth,,42966416,BLIND,12524620,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.7,1024x1366,1366x981,,,0,Mind wandering task,9,set2,set2_dede_30,set2_dede_30,28,block,item,iz4mgl,1,response,14,5370,6287,6299.000000000233,5370,6287,6299.000000000233,1,5370,929.0000000002328,0,,Single Number Entry,response,2,object-109,block,,,1,,24,126 ÷ 9,0,Difficult,2,2,14,
44,1738438940312,01/02/2025 19:42:20,1738438940312,0,01/02/2025 19:42:20,201657,10,task-drth,,42966416,BLIND,12524620,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.7,1024x1366,1366x981,,,0,Mind wandering task,9,set2,set2_dede_30,set2_dede_30,29,block,item,iz4mgl,1,response,17,3627,6804,6817,3627,6804,6817,1,3627,3190,0,,Single Number Entry,response,2,object-109,block,,,1,,25,102 ÷ 6,0,Difficult,2,2,17,
45,1738438945564,01/02/2025 19:42:25,1738438945564,0,01/02/2025 19:42:25,201657,10,task-drth,,42966416,BLIND,12524620,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.7,1024x1366,1366x981,,,0,Mind wandering task,9,set2,set2_dede_30,set2_dede_30,30,block,item,iz4mgl,1,response,17,4236,5253,5265,4236,5253,5265,1,4236,1029,0,,Single Number Entry,response,2,object-109,block,,,1,,26,68 ÷ 4,0,Difficult,2,2,17,
46,1738438950063,01/02/2025 19:42:30,1738438950063,0,01/02/2025 19:42:30,201657,10,task-drth,,42966416,BLIND,12524620,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.7,1024x1366,1366x981,,,0,Mind wandering task,9,set2,set2_dede_30,set2_dede_30,31,block,item,iz4mgl,1,response,9,4069,4486,4503,4069,4486,4503,1,4069,434,0,,Single Number Entry,response,2,object-109,block,,,1,,27,135 ÷ 15,0,Difficult,2,2,9,
47,1738438954811,01/02/2025 19:42:34,1738438954811,0,01/02/2025 19:42:34,201657,10,task-drth,,42966416,BLIND,12524620,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.7,1024x1366,1366x981,,,0,Mind wandering task,9,set2,set2_dede_30,set2_dede_30,32,block,item,iz4mgl,1,response,14,3836,4753,4766,3836,4753,4766,1,3836,930,0,,Single Number Entry,response,2,object-109,block,,,1,,28,84 ÷ 6,0,Difficult,2,2,14,
48,1738438959642,01/02/2025 19:42:39,1738438959642,0,01/02/2025 19:42:39,201657,10,task-drth,,42966416,BLIND,12524620,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.7,1024x1366,1366x981,,,0,Mind wandering task,9,set2,set2_dede_30,set2_dede_30,33,block,item,iz4mgl,1,response,16,3552,4836,4850,3552,4836,4850,1,3552,1298,0,,Single Number Entry,response,2,object-109,block,,,1,,29,32 ÷ 2,0,Difficult,2,2,16,
49,1738438964753,01/02/2025 19:42:44,1738438964753,0,01/02/2025 19:42:44,201657,10,task-drth,,42966416,BLIND,12524620,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.7,1024x1366,1366x981,,,0,Mind wandering task,9,set2,set2_dede_30,set2_dede_30,34,block,item,iz4mgl,1,response,14,4069,5103,5120,4069,5103,5120,1,4069,1051,0,,Single Number Entry,response,2,object-109,block,,,1,,30,112 ÷ 8,0,Difficult,2,2,14,
50,1738438967444,01/02/2025 19:42:47,1738438967444,0,01/02/2025 19:42:47,201657,10,task-drth,,42966416,BLIND,12524620,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.7,1024x1366,1366x981,,,0,Mind wandering task,9,set2,set2_dede_30,set2_dede_30,4,probe,thought_probe,muxvwp,1,response,On Task,2713,2702,2713,2713,2702,2713,1,2713,0,0,,Click Response,On Task,2,object-81,probe,,,1,,,,,,2,2,,
51,1738438968603,01/02/2025 19:42:48,1738438968603,0,01/02/2025 19:42:48,201657,10,task-drth,,42966416,BLIND,12524620,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.7,1024x1366,1366x981,,,0,Mind wandering task,9,set2,set2_dede_30,set2_dede_30,1,break,break_text,7wfjc1,1,continue,,1166,1150,1166,1166,1150,1166,1,1166,0,0,,Click To Continue,Continue Button,2,object-104,break,,,1,,,,,,2,2,,
