Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-mq2e,branch-s3b7,Page,Page ID,Page Counter,Question,Response Type,Key,Response,Tag,OptionOrder,Object Name,Object Number,Object ID,Store: Voucher,Store: Prize,branch-dgjt
1,1753810900604,29/07/2025 17:41,1753814500604,1,29/07/2025 19:41,234742,9,questionnaire-rusm,,48406919,BLINDED,13892982,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.4,1470x956,1470x754,,,0,FB - VOUCHER CHOICE,3,selfreport_probe,Eligible,,,,,info,,BEGIN,,,,,,,,Voucher
5,1753810905955,29/07/2025 17:41,1753814505955,1,29/07/2025 19:41,234742,9,questionnaire-rusm,,48406919,BLINDED,13892982,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.4,1470x956,1470x754,,,0,FB - VOUCHER CHOICE,3,selfreport_probe,Eligible,Page 1,1pydpy,1,**Would you like to enter the prize draw?**,response,value,Yes,,Yes|No,Multiple Choice,2,object-21,,1,Voucher
6,1753810905955,29/07/2025 17:41,1753814505955,1,29/07/2025 19:41,234742,9,questionnaire-rusm,,48406919,BLINDED,13892982,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.4,1470x956,1470x754,,,0,FB - VOUCHER CHOICE,3,selfreport_probe,Eligible,Page 1,1pydpy,1,**Would you like to enter the prize draw?**,response,quantised,1,,Yes|No,Multiple Choice,2,object-21,,1,Voucher
7,1753810905955,29/07/2025 17:41,1753814505955,1,29/07/2025 19:41,234742,9,questionnaire-rusm,,48406919,BLINDED,13892982,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.4,1470x956,1470x754,,,0,FB - VOUCHER CHOICE,3,selfreport_probe,Eligible,,,,Prize,response,score,1,,,,,,,,Voucher
8,1753810905955,29/07/2025 17:41,1753814505955,1,29/07/2025 19:41,234742,9,questionnaire-rusm,,48406919,BLINDED,13892982,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.4,1470x956,1470x754,,,0,FB - VOUCHER CHOICE,3,selfreport_probe,Eligible,,,,,info,,END,5336,,,,,,,Voucher
1,1753894389682,30/07/2025 16:53,1753897989682,1,30/07/2025 18:53,234742,9,questionnaire-rusm,,48442890,BLINDED,13898927,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.5,1440x900,1264x742,,,0,FB - VOUCHER CHOICE,3,selfreport_probe,Eligible,,,,,info,,BEGIN,,,,,,,,Voucher
5,1753894403416,30/07/2025 16:53,1753898003416,1,30/07/2025 18:53,234742,9,questionnaire-rusm,,48442890,BLINDED,13898927,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.5,1440x900,1264x742,,,0,FB - VOUCHER CHOICE,3,selfreport_probe,Eligible,Page 1,1pydpy,1,**Would you like to enter the prize draw?**,response,value,Yes,,Yes|No,Multiple Choice,2,object-21,,1,Voucher
6,1753894403416,30/07/2025 16:53,1753898003416,1,30/07/2025 18:53,234742,9,questionnaire-rusm,,48442890,BLINDED,13898927,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.5,1440x900,1264x742,,,0,FB - VOUCHER CHOICE,3,selfreport_probe,Eligible,Page 1,1pydpy,1,**Would you like to enter the prize draw?**,response,quantised,1,,Yes|No,Multiple Choice,2,object-21,,1,Voucher
7,1753894403416,30/07/2025 16:53,1753898003416,1,30/07/2025 18:53,234742,9,questionnaire-rusm,,48442890,BLINDED,13898927,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.5,1440x900,1264x742,,,0,FB - VOUCHER CHOICE,3,selfreport_probe,Eligible,,,,Prize,response,score,1,,,,,,,,Voucher
8,1753894403416,30/07/2025 16:53,1753898003416,1,30/07/2025 18:53,234742,9,questionnaire-rusm,,48442890,BLINDED,13898927,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.5,1440x900,1264x742,,,0,FB - VOUCHER CHOICE,3,selfreport_probe,Eligible,,,,,info,,END,13713,,,,,,,Voucher
1,1753895241245,30/07/2025 17:07,1753870041245,-7,30/07/2025 03:07,234742,9,questionnaire-rusm,,48443419,BLINDED,13898999,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1958x1101,1958x922,,,0,FB - VOUCHER CHOICE,3,probe_selfreport,Eligible,,,,,info,,BEGIN,,,,,,,,Voucher
5,1753895248393,30/07/2025 17:07,1753870048393,-7,30/07/2025 03:07,234742,9,questionnaire-rusm,,48443419,BLINDED,13898999,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1958x1101,1958x922,,,0,FB - VOUCHER CHOICE,3,probe_selfreport,Eligible,Page 1,1pydpy,1,**Would you like to enter the prize draw?**,response,value,Yes,,Yes|No,Multiple Choice,2,object-21,,1,Voucher
6,1753895248393,30/07/2025 17:07,1753870048393,-7,30/07/2025 03:07,234742,9,questionnaire-rusm,,48443419,BLINDED,13898999,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1958x1101,1958x922,,,0,FB - VOUCHER CHOICE,3,probe_selfreport,Eligible,Page 1,1pydpy,1,**Would you like to enter the prize draw?**,response,quantised,1,,Yes|No,Multiple Choice,2,object-21,,1,Voucher
7,1753895248393,30/07/2025 17:07,1753870048393,-7,30/07/2025 03:07,234742,9,questionnaire-rusm,,48443419,BLINDED,13898999,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1958x1101,1958x922,,,0,FB - VOUCHER CHOICE,3,probe_selfreport,Eligible,,,,Prize,response,score,1,,,,,,,,Voucher
8,1753895248394,30/07/2025 17:07,1753870048394,-7,30/07/2025 03:07,234742,9,questionnaire-rusm,,48443419,BLINDED,13898999,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1958x1101,1958x922,,,0,FB - VOUCHER CHOICE,3,probe_selfreport,Eligible,,,,,info,,END,7085,,,,,,,Voucher
1,1753897511478,30/07/2025 17:45,1753901111478,1,30/07/2025 19:45,234742,9,questionnaire-rusm,,48444690,BLINDED,13899297,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1920x1080,1920x945,,,0,FB - VOUCHER CHOICE,3,selfreport_probe,Eligible,,,,,info,,BEGIN,,,,,,,,Voucher
5,1753897516122,30/07/2025 17:45,1753901116122,1,30/07/2025 19:45,234742,9,questionnaire-rusm,,48444690,BLINDED,13899297,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1920x1080,1920x945,,,0,FB - VOUCHER CHOICE,3,selfreport_probe,Eligible,Page 1,1pydpy,1,**Would you like to enter the prize draw?**,response,value,Yes,,Yes|No,Multiple Choice,2,object-21,,1,Voucher
6,1753897516122,30/07/2025 17:45,1753901116122,1,30/07/2025 19:45,234742,9,questionnaire-rusm,,48444690,BLINDED,13899297,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1920x1080,1920x945,,,0,FB - VOUCHER CHOICE,3,selfreport_probe,Eligible,Page 1,1pydpy,1,**Would you like to enter the prize draw?**,response,quantised,1,,Yes|No,Multiple Choice,2,object-21,,1,Voucher
7,1753897516122,30/07/2025 17:45,1753901116122,1,30/07/2025 19:45,234742,9,questionnaire-rusm,,48444690,BLINDED,13899297,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1920x1080,1920x945,,,0,FB - VOUCHER CHOICE,3,selfreport_probe,Eligible,,,,Prize,response,score,1,,,,,,,,Voucher
8,1753897516122,30/07/2025 17:45,1753901116122,1,30/07/2025 19:45,234742,9,questionnaire-rusm,,48444690,BLINDED,13899297,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1920x1080,1920x945,,,0,FB - VOUCHER CHOICE,3,selfreport_probe,Eligible,,,,,info,,END,4606,,,,,,,Voucher
1,1753898593611,30/07/2025 18:03,1753902193611,1,30/07/2025 20:03,234742,9,questionnaire-rusm,,48445003,BLINDED,13899320,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 137.0.0.0,3840x2160,1366x599,,,0,FB - VOUCHER CHOICE,3,probe_selfreport,Eligible,,,,,info,,BEGIN,,,,,,,,Voucher
5,1753898642758,30/07/2025 18:04,1753902242758,1,30/07/2025 20:04,234742,9,questionnaire-rusm,,48445003,BLINDED,13899320,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 137.0.0.0,3840x2160,1366x599,,,0,FB - VOUCHER CHOICE,3,probe_selfreport,Eligible,Page 1,1pydpy,1,**Would you like to enter the prize draw?**,response,value,Yes,,Yes|No,Multiple Choice,2,object-21,,1,Voucher
6,1753898642758,30/07/2025 18:04,1753902242758,1,30/07/2025 20:04,234742,9,questionnaire-rusm,,48445003,BLINDED,13899320,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 137.0.0.0,3840x2160,1366x599,,,0,FB - VOUCHER CHOICE,3,probe_selfreport,Eligible,Page 1,1pydpy,1,**Would you like to enter the prize draw?**,response,quantised,1,,Yes|No,Multiple Choice,2,object-21,,1,Voucher
7,1753898642759,30/07/2025 18:04,1753902242759,1,30/07/2025 20:04,234742,9,questionnaire-rusm,,48445003,BLINDED,13899320,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 137.0.0.0,3840x2160,1366x599,,,0,FB - VOUCHER CHOICE,3,probe_selfreport,Eligible,,,,Prize,response,score,1,,,,,,,,Voucher
8,1753898642760,30/07/2025 18:04,1753902242760,1,30/07/2025 20:04,234742,9,questionnaire-rusm,,48445003,BLINDED,13899320,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 137.0.0.0,3840x2160,1366x599,,,0,FB - VOUCHER CHOICE,3,probe_selfreport,Eligible,,,,,info,,END,49101,,,,,,,Voucher
1,1753899910790,30/07/2025 18:25,1753903510790,1,30/07/2025 20:25,234742,9,questionnaire-rusm,,48445557,BLINDED,13899490,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1536x864,1536x736,,,0,FB - VOUCHER CHOICE,3,selfreport_probe,Eligible,,,,,info,,BEGIN,,,,,,,,Voucher
5,1753899937793,30/07/2025 18:25,1753903537793,1,30/07/2025 20:25,234742,9,questionnaire-rusm,,48445557,BLINDED,13899490,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1536x864,1536x736,,,0,FB - VOUCHER CHOICE,3,selfreport_probe,Eligible,Page 1,1pydpy,1,**Would you like to enter the prize draw?**,response,value,Yes,,Yes|No,Multiple Choice,2,object-21,,1,Voucher
6,1753899937793,30/07/2025 18:25,1753903537793,1,30/07/2025 20:25,234742,9,questionnaire-rusm,,48445557,BLINDED,13899490,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1536x864,1536x736,,,0,FB - VOUCHER CHOICE,3,selfreport_probe,Eligible,Page 1,1pydpy,1,**Would you like to enter the prize draw?**,response,quantised,1,,Yes|No,Multiple Choice,2,object-21,,1,Voucher
7,1753899937793,30/07/2025 18:25,1753903537793,1,30/07/2025 20:25,234742,9,questionnaire-rusm,,48445557,BLINDED,13899490,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1536x864,1536x736,,,0,FB - VOUCHER CHOICE,3,selfreport_probe,Eligible,,,,Prize,response,score,1,,,,,,,,Voucher
8,1753899937793,30/07/2025 18:25,1753903537793,1,30/07/2025 20:25,234742,9,questionnaire-rusm,,48445557,BLINDED,13899490,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1536x864,1536x736,,,0,FB - VOUCHER CHOICE,3,selfreport_probe,Eligible,,,,,info,,END,26989,,,,,,,Voucher
1,1753901228456,30/07/2025 18:47,1753904828456,1,30/07/2025 20:47,234742,9,questionnaire-rusm,,48446065,BLINDED,13899548,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 130.0.0.0,393x873,1089x1895,,,0,FB - VOUCHER CHOICE,3,probe_selfreport,Eligible,,,,,info,,BEGIN,,,,,,,,Voucher
5,1753901268783,30/07/2025 18:47,1753904868783,1,30/07/2025 20:47,234742,9,questionnaire-rusm,,48446065,BLINDED,13899548,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 130.0.0.0,393x873,1089x1895,,,0,FB - VOUCHER CHOICE,3,probe_selfreport,Eligible,Page 1,1pydpy,1,**Would you like to enter the prize draw?**,response,value,Yes,,Yes|No,Multiple Choice,2,object-21,,1,Voucher
6,1753901268783,30/07/2025 18:47,1753904868783,1,30/07/2025 20:47,234742,9,questionnaire-rusm,,48446065,BLINDED,13899548,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 130.0.0.0,393x873,1089x1895,,,0,FB - VOUCHER CHOICE,3,probe_selfreport,Eligible,Page 1,1pydpy,1,**Would you like to enter the prize draw?**,response,quantised,1,,Yes|No,Multiple Choice,2,object-21,,1,Voucher
7,1753901268784,30/07/2025 18:47,1753904868784,1,30/07/2025 20:47,234742,9,questionnaire-rusm,,48446065,BLINDED,13899548,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 130.0.0.0,393x873,1089x1895,,,0,FB - VOUCHER CHOICE,3,probe_selfreport,Eligible,,,,Prize,response,score,1,,,,,,,,Voucher
8,1753901268786,30/07/2025 18:47,1753904868786,1,30/07/2025 20:47,234742,9,questionnaire-rusm,,48446065,BLINDED,13899548,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 130.0.0.0,393x873,1089x1895,,,0,FB - VOUCHER CHOICE,3,probe_selfreport,Eligible,,,,,info,,END,40169,,,,,,,Voucher
1,1753915956000,30/07/2025 22:52,1753890756000,-7,30/07/2025 08:52,234742,9,questionnaire-rusm,,48450286,BLINDED,13900380,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 137.0.0.0,1366x768,1366x641,,,0,FB - VOUCHER CHOICE,3,selfreport_probe,Eligible,,,,,info,,BEGIN,,,,,,,,Voucher
5,1753915979822,30/07/2025 22:52,1753890779822,-7,30/07/2025 08:52,234742,9,questionnaire-rusm,,48450286,BLINDED,13900380,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 137.0.0.0,1366x768,1366x641,,,0,FB - VOUCHER CHOICE,3,selfreport_probe,Eligible,Page 1,1pydpy,1,**Would you like to enter the prize draw?**,response,value,Yes,,Yes|No,Multiple Choice,2,object-21,,1,Voucher
6,1753915979822,30/07/2025 22:52,1753890779822,-7,30/07/2025 08:52,234742,9,questionnaire-rusm,,48450286,BLINDED,13900380,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 137.0.0.0,1366x768,1366x641,,,0,FB - VOUCHER CHOICE,3,selfreport_probe,Eligible,Page 1,1pydpy,1,**Would you like to enter the prize draw?**,response,quantised,1,,Yes|No,Multiple Choice,2,object-21,,1,Voucher
7,1753915979822,30/07/2025 22:52,1753890779822,-7,30/07/2025 08:52,234742,9,questionnaire-rusm,,48450286,BLINDED,13900380,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 137.0.0.0,1366x768,1366x641,,,0,FB - VOUCHER CHOICE,3,selfreport_probe,Eligible,,,,Prize,response,score,1,,,,,,,,Voucher
8,1753915979822,30/07/2025 22:52,1753890779822,-7,30/07/2025 08:52,234742,9,questionnaire-rusm,,48450286,BLINDED,13900380,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 137.0.0.0,1366x768,1366x641,,,0,FB - VOUCHER CHOICE,3,selfreport_probe,Eligible,,,,,info,,END,23783,,,,,,,Voucher
1,1753962562217,31/07/2025 11:49,1753966162217,1,31/07/2025 13:49,234742,9,questionnaire-rusm,,48459169,BLINDED,13902549,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.2,1440x900,1440x820,,,0,FB - VOUCHER CHOICE,3,probe_selfreport,Eligible,,,,,info,,BEGIN,,,,,,,,Voucher
5,1753962572238,31/07/2025 11:49,1753966172238,1,31/07/2025 13:49,234742,9,questionnaire-rusm,,48459169,BLINDED,13902549,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.2,1440x900,1440x820,,,0,FB - VOUCHER CHOICE,3,probe_selfreport,Eligible,Page 1,1pydpy,1,**Would you like to enter the prize draw?**,response,value,Yes,,Yes|No,Multiple Choice,2,object-21,,1,Voucher
6,1753962572238,31/07/2025 11:49,1753966172238,1,31/07/2025 13:49,234742,9,questionnaire-rusm,,48459169,BLINDED,13902549,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.2,1440x900,1440x820,,,0,FB - VOUCHER CHOICE,3,probe_selfreport,Eligible,Page 1,1pydpy,1,**Would you like to enter the prize draw?**,response,quantised,1,,Yes|No,Multiple Choice,2,object-21,,1,Voucher
7,1753962572239,31/07/2025 11:49,1753966172239,1,31/07/2025 13:49,234742,9,questionnaire-rusm,,48459169,BLINDED,13902549,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.2,1440x900,1440x820,,,0,FB - VOUCHER CHOICE,3,probe_selfreport,Eligible,,,,Prize,response,score,1,,,,,,,,Voucher
8,1753962572239,31/07/2025 11:49,1753966172239,1,31/07/2025 13:49,234742,9,questionnaire-rusm,,48459169,BLINDED,13902549,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.2,1440x900,1440x820,,,0,FB - VOUCHER CHOICE,3,probe_selfreport,Eligible,,,,,info,,END,9991,,,,,,,Voucher
1,1753973819848,31/07/2025 14:56,1753981019848,2,31/07/2025 18:56,234742,9,questionnaire-rusm,,48462609,BLINDED,13903684,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.3.1,1470x956,1470x816,,,0,FB - VOUCHER CHOICE,3,selfreport_probe,Eligible,,,,,info,,BEGIN,,,,,,,,Voucher
5,1753973830893,31/07/2025 14:57,1753981030893,2,31/07/2025 18:57,234742,9,questionnaire-rusm,,48462609,BLINDED,13903684,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.3.1,1470x956,1470x816,,,0,FB - VOUCHER CHOICE,3,selfreport_probe,Eligible,Page 1,1pydpy,1,**Would you like to enter the prize draw?**,response,value,Yes,,Yes|No,Multiple Choice,2,object-21,,1,Voucher
6,1753973830893,31/07/2025 14:57,1753981030893,2,31/07/2025 18:57,234742,9,questionnaire-rusm,,48462609,BLINDED,13903684,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.3.1,1470x956,1470x816,,,0,FB - VOUCHER CHOICE,3,selfreport_probe,Eligible,Page 1,1pydpy,1,**Would you like to enter the prize draw?**,response,quantised,1,,Yes|No,Multiple Choice,2,object-21,,1,Voucher
7,1753973830893,31/07/2025 14:57,1753981030893,2,31/07/2025 18:57,234742,9,questionnaire-rusm,,48462609,BLINDED,13903684,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.3.1,1470x956,1470x816,,,0,FB - VOUCHER CHOICE,3,selfreport_probe,Eligible,,,,Prize,response,score,1,,,,,,,,Voucher
8,1753973830893,31/07/2025 14:57,1753981030893,2,31/07/2025 18:57,234742,9,questionnaire-rusm,,48462609,BLINDED,13903684,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.3.1,1470x956,1470x816,,,0,FB - VOUCHER CHOICE,3,selfreport_probe,Eligible,,,,,info,,END,11029,,,,,,,Voucher
1,1753915387933,30/07/2025 22:43,1753918987933,1,31/07/2025 00:43,234742,9,questionnaire-rusm,,48463584,BLINDED,13903970,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 138.0.0.0,1440x900,1440x812,,,0,FB - VOUCHER CHOICE,3,probe_selfreport,Eligible,,,,,info,,BEGIN,,,,,,,,Voucher
5,1753915401390,30/07/2025 22:43,1753919001390,1,31/07/2025 00:43,234742,9,questionnaire-rusm,,48463584,BLINDED,13903970,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 138.0.0.0,1440x900,1440x812,,,0,FB - VOUCHER CHOICE,3,probe_selfreport,Eligible,Page 1,1pydpy,1,**Would you like to enter the prize draw?**,response,value,Yes,,Yes|No,Multiple Choice,2,object-21,,1,Voucher
6,1753915401390,30/07/2025 22:43,1753919001390,1,31/07/2025 00:43,234742,9,questionnaire-rusm,,48463584,BLINDED,13903970,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 138.0.0.0,1440x900,1440x812,,,0,FB - VOUCHER CHOICE,3,probe_selfreport,Eligible,Page 1,1pydpy,1,**Would you like to enter the prize draw?**,response,quantised,1,,Yes|No,Multiple Choice,2,object-21,,1,Voucher
7,1753915401390,30/07/2025 22:43,1753919001390,1,31/07/2025 00:43,234742,9,questionnaire-rusm,,48463584,BLINDED,13903970,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 138.0.0.0,1440x900,1440x812,,,0,FB - VOUCHER CHOICE,3,probe_selfreport,Eligible,,,,Prize,response,score,1,,,,,,,,Voucher
8,1753915401391,30/07/2025 22:43,1753919001391,1,31/07/2025 00:43,234742,9,questionnaire-rusm,,48463584,BLINDED,13903970,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 138.0.0.0,1440x900,1440x812,,,0,FB - VOUCHER CHOICE,3,probe_selfreport,Eligible,,,,,info,,END,13439,,,,,,,Voucher
1,1753980841543,31/07/2025 16:54,1753984441543,1,31/07/2025 18:54,234742,9,questionnaire-rusm,,48464725,BLINDED,13904200,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1739x979,1740x890,,,0,FB - VOUCHER CHOICE,3,selfreport_probe,Eligible,,,,,info,,BEGIN,,,,,,,,Voucher
5,1753980888923,31/07/2025 16:54,1753984488923,1,31/07/2025 18:54,234742,9,questionnaire-rusm,,48464725,BLINDED,13904200,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1739x979,1740x890,,,0,FB - VOUCHER CHOICE,3,selfreport_probe,Eligible,Page 1,1pydpy,1,**Would you like to enter the prize draw?**,response,value,Yes,,Yes|No,Multiple Choice,2,object-21,,1,Voucher
6,1753980888923,31/07/2025 16:54,1753984488923,1,31/07/2025 18:54,234742,9,questionnaire-rusm,,48464725,BLINDED,13904200,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1739x979,1740x890,,,0,FB - VOUCHER CHOICE,3,selfreport_probe,Eligible,Page 1,1pydpy,1,**Would you like to enter the prize draw?**,response,quantised,1,,Yes|No,Multiple Choice,2,object-21,,1,Voucher
7,1753980888924,31/07/2025 16:54,1753984488924,1,31/07/2025 18:54,234742,9,questionnaire-rusm,,48464725,BLINDED,13904200,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1739x979,1740x890,,,0,FB - VOUCHER CHOICE,3,selfreport_probe,Eligible,,,,Prize,response,score,1,,,,,,,,Voucher
8,1753980888924,31/07/2025 16:54,1753984488924,1,31/07/2025 18:54,234742,9,questionnaire-rusm,,48464725,BLINDED,13904200,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1739x979,1740x890,,,0,FB - VOUCHER CHOICE,3,selfreport_probe,Eligible,,,,,info,,END,47334,,,,,,,Voucher
1,1753987228652,31/07/2025 18:40,1753990828652,1,31/07/2025 20:40,234742,9,questionnaire-rusm,,48466478,BLINDED,13904660,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,FB - VOUCHER CHOICE,3,selfreport_probe,Eligible,,,,,info,,BEGIN,,,,,,,,Voucher
5,1753987232496,31/07/2025 18:40,1753990832496,1,31/07/2025 20:40,234742,9,questionnaire-rusm,,48466478,BLINDED,13904660,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,FB - VOUCHER CHOICE,3,selfreport_probe,Eligible,Page 1,1pydpy,1,**Would you like to enter the prize draw?**,response,value,Yes,,Yes|No,Multiple Choice,2,object-21,,1,Voucher
6,1753987232496,31/07/2025 18:40,1753990832496,1,31/07/2025 20:40,234742,9,questionnaire-rusm,,48466478,BLINDED,13904660,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,FB - VOUCHER CHOICE,3,selfreport_probe,Eligible,Page 1,1pydpy,1,**Would you like to enter the prize draw?**,response,quantised,1,,Yes|No,Multiple Choice,2,object-21,,1,Voucher
7,1753987232497,31/07/2025 18:40,1753990832497,1,31/07/2025 20:40,234742,9,questionnaire-rusm,,48466478,BLINDED,13904660,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,FB - VOUCHER CHOICE,3,selfreport_probe,Eligible,,,,Prize,response,score,1,,,,,,,,Voucher
8,1753987232497,31/07/2025 18:40,1753990832497,1,31/07/2025 20:40,234742,9,questionnaire-rusm,,48466478,BLINDED,13904660,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,FB - VOUCHER CHOICE,3,selfreport_probe,Eligible,,,,,info,,END,3822,,,,,,,Voucher
1,1754044737188,01/08/2025 10:38,1754048337188,1,01/08/2025 12:38,234742,9,questionnaire-rusm,,48474926,BLINDED,13907028,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.0.1,1440x900,1440x797,,,0,FB - VOUCHER CHOICE,3,selfreport_probe,Eligible,,,,,info,,BEGIN,,,,,,,,Voucher
5,1754044743310,01/08/2025 10:39,1754048343310,1,01/08/2025 12:39,234742,9,questionnaire-rusm,,48474926,BLINDED,13907028,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.0.1,1440x900,1440x797,,,0,FB - VOUCHER CHOICE,3,selfreport_probe,Eligible,Page 1,1pydpy,1,**Would you like to enter the prize draw?**,response,value,Yes,,Yes|No,Multiple Choice,2,object-21,,1,Voucher
6,1754044743310,01/08/2025 10:39,1754048343310,1,01/08/2025 12:39,234742,9,questionnaire-rusm,,48474926,BLINDED,13907028,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.0.1,1440x900,1440x797,,,0,FB - VOUCHER CHOICE,3,selfreport_probe,Eligible,Page 1,1pydpy,1,**Would you like to enter the prize draw?**,response,quantised,1,,Yes|No,Multiple Choice,2,object-21,,1,Voucher
7,1754044743310,01/08/2025 10:39,1754048343310,1,01/08/2025 12:39,234742,9,questionnaire-rusm,,48474926,BLINDED,13907028,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.0.1,1440x900,1440x797,,,0,FB - VOUCHER CHOICE,3,selfreport_probe,Eligible,,,,Prize,response,score,1,,,,,,,,Voucher
8,1754044743310,01/08/2025 10:39,1754048343310,1,01/08/2025 12:39,234742,9,questionnaire-rusm,,48474926,BLINDED,13907028,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.0.1,1440x900,1440x797,,,0,FB - VOUCHER CHOICE,3,selfreport_probe,Eligible,,,,,info,,END,6109,,,,,,,Voucher
1,1754043825874,01/08/2025 10:23,1754047425874,1,01/08/2025 12:23,234742,9,questionnaire-rusm,,48474698,BLINDED,13906995,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1920x1080,1912x962,,,0,FB - VOUCHER CHOICE,3,probe_selfreport,Eligible,,,,,info,,BEGIN,,,,,,,,Voucher
