Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-mq2e,branch-s3b7,Page,Page ID,Page Counter,Question,Response Type,Key,Response,Tag,OptionOrder,Object Name,Object Number,Object ID,branch-dgjt
1,1753972427372,31/07/2025 14:33,1753979627372,2,31/07/2025 18:33,234742,9,questionnaire-k4b1,,48462059,BLINDED,13903684,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.3.1,1470x956,1470x816,,,0,Task Welcome,4,selfreport_probe,Eligible,,,,,info,,BEGIN,,,,,,Voucher
3,1753972447610,31/07/2025 14:34,1753979647610,2,31/07/2025 18:34,234742,9,questionnaire-k4b1,,48462059,BLINDED,13903684,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.3.1,1470x956,1470x816,,,0,Task Welcome,4,selfreport_probe,Eligible,,,,,info,,END,20231,,,,,Voucher
1,1753914212468,30/07/2025 22:23,1753917812468,1,31/07/2025 00:23,234742,9,questionnaire-k4b1,,48463246,BLINDED,13903970,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 138.0.0.0,1440x900,1440x812,,,0,Task Welcome,4,probe_selfreport,Eligible,,,,,info,,BEGIN,,,,,,Voucher
3,1753914215298,30/07/2025 22:23,1753917815298,1,31/07/2025 00:23,234742,9,questionnaire-k4b1,,48463246,BLINDED,13903970,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 138.0.0.0,1440x900,1440x812,,,0,Task Welcome,4,probe_selfreport,Eligible,,,,,info,,END,2825,,,,,Voucher
1,1753978806255,31/07/2025 16:20,1753982406255,1,31/07/2025 18:20,234742,9,questionnaire-k4b1,,48464171,BLINDED,13904200,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1739x979,1740x890,,,0,Task Welcome,4,selfreport_probe,Eligible,,,,,info,,BEGIN,,,,,,Voucher
3,1753978905324,31/07/2025 16:21,1753982505324,1,31/07/2025 18:21,234742,9,questionnaire-k4b1,,48464171,BLINDED,13904200,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1739x979,1740x890,,,0,Task Welcome,4,selfreport_probe,Eligible,,,,,info,,END,99057,,,,,Voucher
1,1753985637970,31/07/2025 18:13,1753989237970,1,31/07/2025 20:13,234742,9,questionnaire-k4b1,,48466092,BLINDED,13904660,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,Task Welcome,4,selfreport_probe,Eligible,,,,,info,,BEGIN,,,,,,Voucher
3,1753985645654,31/07/2025 18:14,1753989245654,1,31/07/2025 20:14,234742,9,questionnaire-k4b1,,48466092,BLINDED,13904660,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,Task Welcome,4,selfreport_probe,Eligible,,,,,info,,END,7677,,,,,Voucher
1,1754042973697,01/08/2025 10:09,1754046573697,1,01/08/2025 12:09,234742,9,questionnaire-k4b1,,48474395,BLINDED,13907028,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.0.1,1440x900,1440x797,,,0,Task Welcome,4,selfreport_probe,Eligible,,,,,info,,BEGIN,,,,,,Voucher
3,1754042977382,01/08/2025 10:09,1754046577382,1,01/08/2025 12:09,234742,9,questionnaire-k4b1,,48474395,BLINDED,13907028,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.0.1,1440x900,1440x797,,,0,Task Welcome,4,selfreport_probe,Eligible,,,,,info,,END,3675,,,,,Voucher
1,1754042528627,01/08/2025 10:02,1754046128627,1,01/08/2025 12:02,234742,9,questionnaire-k4b1,,48474274,BLINDED,13906995,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1920x1080,1912x962,,,0,Task Welcome,4,probe_selfreport,Eligible,,,,,info,,BEGIN,,,,,,Voucher
3,1754042530512,01/08/2025 10:02,1754046130512,1,01/08/2025 12:02,234742,9,questionnaire-k4b1,,48474274,BLINDED,13906995,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1920x1080,1912x962,,,0,Task Welcome,4,probe_selfreport,Eligible,,,,,info,,END,1882,,,,,Voucher
1,1754044956742,01/08/2025 10:42,1754048556742,1,01/08/2025 12:42,234742,9,questionnaire-k4b1,,48474991,BLINDED,13907280,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 137.0.0.0,1536x864,1528x738,,,0,Task Welcome,4,probe_selfreport,Eligible,,,,,info,,BEGIN,,,,,,No Voucher
3,1754044960301,01/08/2025 10:42,1754048560301,1,01/08/2025 12:42,234742,9,questionnaire-k4b1,,48474991,BLINDED,13907280,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 137.0.0.0,1536x864,1528x738,,,0,Task Welcome,4,probe_selfreport,Eligible,,,,,info,,END,3554,,,,,No Voucher
1,1754045639739,01/08/2025 10:53,1754049239739,1,01/08/2025 12:53,234742,9,questionnaire-k4b1,,48475132,BLINDED,13907333,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1280x720,1280x566,,,0,Task Welcome,4,probe_selfreport,Eligible,,,,,info,,BEGIN,,,,,,Voucher
3,1754045641728,01/08/2025 10:54,1754049241728,1,01/08/2025 12:54,234742,9,questionnaire-k4b1,,48475132,BLINDED,13907333,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1280x720,1280x566,,,0,Task Welcome,4,probe_selfreport,Eligible,,,,,info,,END,1983,,,,,Voucher
1,1754047735485,01/08/2025 11:28,1754051335485,1,01/08/2025 13:28,234742,9,questionnaire-k4b1,,48475756,BLINDED,13907541,,rejected - time limit reached,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 138.0.0.0,1470x956,1456x831,,,0,Task Welcome,4,probe_selfreport,Eligible,,,,,info,,BEGIN,,,,,,
3,1754047740165,01/08/2025 11:29,1754051340165,1,01/08/2025 13:29,234742,9,questionnaire-k4b1,,48475756,BLINDED,13907541,,rejected - time limit reached,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 138.0.0.0,1470x956,1456x831,,,0,Task Welcome,4,probe_selfreport,Eligible,,,,,info,,END,4678,,,,,
1,1754048782858,01/08/2025 11:46,1754052382858,1,01/08/2025 13:46,234742,9,questionnaire-k4b1,,48476145,BLINDED,13907670,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1680x1050,1680x970,,,0,Task Welcome,4,probe_selfreport,Eligible,,,,,info,,BEGIN,,,,,,No Voucher
3,1754048796694,01/08/2025 11:46,1754052396694,1,01/08/2025 13:46,234742,9,questionnaire-k4b1,,48476145,BLINDED,13907670,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1680x1050,1680x970,,,0,Task Welcome,4,probe_selfreport,Eligible,,,,,info,,END,13809,,,,,No Voucher
1,1754049045130,01/08/2025 11:50,1754052645130,1,01/08/2025 13:50,234742,9,questionnaire-k4b1,,48476255,BLINDED,13907689,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.3.1,1470x956,1470x840,,,0,Task Welcome,4,selfreport_probe,Eligible,,,,,info,,BEGIN,,,,,,Voucher
3,1754049048913,01/08/2025 11:50,1754052648913,1,01/08/2025 13:50,234742,9,questionnaire-k4b1,,48476255,BLINDED,13907689,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.3.1,1470x956,1470x840,,,0,Task Welcome,4,selfreport_probe,Eligible,,,,,info,,END,3776,,,,,Voucher
1,1754052189068,01/08/2025 12:43,1754055789068,1,01/08/2025 14:43,234742,9,questionnaire-k4b1,,48477595,BLINDED,13908207,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1536x864,1536x695,,,0,Task Welcome,4,probe_selfreport,Eligible,,,,,info,,BEGIN,,,,,,Voucher
3,1754052193156,01/08/2025 12:43,1754055793156,1,01/08/2025 14:43,234742,9,questionnaire-k4b1,,48477595,BLINDED,13908207,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1536x864,1536x695,,,0,Task Welcome,4,probe_selfreport,Eligible,,,,,info,,END,4084,,,,,Voucher
1,1754063557923,01/08/2025 15:52,1754067157923,1,01/08/2025 17:52,234742,9,questionnaire-k4b1,,48482674,BLINDED,13909522,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 120.0.0.0,1536x864,1495x707,,,0,Task Welcome,4,probe_selfreport,Eligible,,,,,info,,BEGIN,,,,,,Voucher
3,1754063559952,01/08/2025 15:52,1754067159952,1,01/08/2025 17:52,234742,9,questionnaire-k4b1,,48482674,BLINDED,13909522,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 120.0.0.0,1536x864,1495x707,,,0,Task Welcome,4,probe_selfreport,Eligible,,,,,info,,END,2026,,,,,Voucher
1,1754066126008,01/08/2025 16:35,1754069726008,1,01/08/2025 18:35,234742,9,questionnaire-k4b1,,48483386,BLINDED,13909736,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 137.0.0.0,1536x864,1536x695,,,0,Task Welcome,4,selfreport_probe,Eligible,,,,,info,,BEGIN,,,,,,Voucher
3,1754066128575,01/08/2025 16:35,1754069728575,1,01/08/2025 18:35,234742,9,questionnaire-k4b1,,48483386,BLINDED,13909736,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 137.0.0.0,1536x864,1536x695,,,0,Task Welcome,4,selfreport_probe,Eligible,,,,,info,,END,2562,,,,,Voucher
1,1754067381578,01/08/2025 16:56,1754070981578,1,01/08/2025 18:56,234742,9,questionnaire-k4b1,,48483617,BLINDED,13909813,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x746,,,0,Task Welcome,4,probe_selfreport,Eligible,,,,,info,,BEGIN,,,,,,No Voucher
3,1754067383393,01/08/2025 16:56,1754070983393,1,01/08/2025 18:56,234742,9,questionnaire-k4b1,,48483617,BLINDED,13909813,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x746,,,0,Task Welcome,4,probe_selfreport,Eligible,,,,,info,,END,1799,,,,,No Voucher
1,1754125452595,02/08/2025 09:04,1754129052595,1,02/08/2025 11:04,234742,9,questionnaire-k4b1,,48488277,BLINDED,13911092,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.6,1470x956,1470x839,,,0,Task Welcome,4,selfreport_probe,Eligible,,,,,info,,BEGIN,,,,,,Voucher
3,1754125455371,02/08/2025 09:04,1754129055371,1,02/08/2025 11:04,234742,9,questionnaire-k4b1,,48488277,BLINDED,13911092,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.6,1470x956,1470x839,,,0,Task Welcome,4,selfreport_probe,Eligible,,,,,info,,END,2766,,,,,Voucher
1,1754164835414,02/08/2025 20:00,1754168435414,1,02/08/2025 22:00,234742,9,questionnaire-k4b1,,48493063,BLINDED,13912295,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x738,,,0,Task Welcome,4,probe_selfreport,Eligible,,,,,info,,BEGIN,,,,,,Voucher
3,1754164839308,02/08/2025 20:00,1754168439308,1,02/08/2025 22:00,234742,9,questionnaire-k4b1,,48493063,BLINDED,13912295,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x738,,,0,Task Welcome,4,probe_selfreport,Eligible,,,,,info,,END,3892,,,,,Voucher
1,1754256200024,03/08/2025 21:23,1754259800024,1,03/08/2025 23:23,234742,9,questionnaire-k4b1,,48501501,BLINDED,13914804,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 120.0.0.0,1536x864,1534x743,,,0,Task Welcome,4,selfreport_probe,Eligible,,,,,info,,BEGIN,,,,,,Voucher
3,1754256203247,03/08/2025 21:23,1754259803247,1,03/08/2025 23:23,234742,9,questionnaire-k4b1,,48501501,BLINDED,13914804,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 120.0.0.0,1536x864,1534x743,,,0,Task Welcome,4,selfreport_probe,Eligible,,,,,info,,END,3217,,,,,Voucher
1,1754309134802,04/08/2025 12:05,1754312734802,1,04/08/2025 14:05,234742,9,questionnaire-k4b1,,48515077,BLINDED,13919253,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1280x720,1272x594,,,0,Task Welcome,4,probe_selfreport,Eligible,,,,,info,,BEGIN,,,,,,Voucher
3,1754309140731,04/08/2025 12:05,1754312740731,1,04/08/2025 14:05,234742,9,questionnaire-k4b1,,48515077,BLINDED,13919253,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1280x720,1272x594,,,0,Task Welcome,4,probe_selfreport,Eligible,,,,,info,,END,5925,,,,,Voucher
1,1754312782753,04/08/2025 13:06,1754316382753,1,04/08/2025 15:06,234742,9,questionnaire-k4b1,,48516831,BLINDED,13919855,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1504x1003,1504x868,,,0,Task Welcome,4,probe_selfreport,Eligible,,,,,info,,BEGIN,,,,,,Voucher
3,1754312785529,04/08/2025 13:06,1754316385529,1,04/08/2025 15:06,234742,9,questionnaire-k4b1,,48516831,BLINDED,13919855,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1504x1003,1504x868,,,0,Task Welcome,4,probe_selfreport,Eligible,,,,,info,,END,2763,,,,,Voucher
1,1754314498645,04/08/2025 13:34,1754318098645,1,04/08/2025 15:34,234742,9,questionnaire-k4b1,,48517522,BLINDED,13920088,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 138.0.0.0,1440x900,1306x669,,,0,Task Welcome,4,selfreport_probe,Eligible,,,,,info,,BEGIN,,,,,,Voucher
3,1754314500552,04/08/2025 13:35,1754318100552,1,04/08/2025 15:35,234742,9,questionnaire-k4b1,,48517522,BLINDED,13920088,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 138.0.0.0,1440x900,1306x669,,,0,Task Welcome,4,selfreport_probe,Eligible,,,,,info,,END,1903,,,,,Voucher
1,1754315694583,04/08/2025 13:54,1754319294583,1,04/08/2025 15:54,234742,9,questionnaire-k4b1,,48517959,BLINDED,13920225,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1920x1080,1920x919,,,0,Task Welcome,4,selfreport_probe,Eligible,,,,,info,,BEGIN,,,,,,Voucher
3,1754315699274,04/08/2025 13:54,1754319299274,1,04/08/2025 15:54,234742,9,questionnaire-k4b1,,48517959,BLINDED,13920225,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1920x1080,1920x919,,,0,Task Welcome,4,selfreport_probe,Eligible,,,,,info,,END,4687,,,,,Voucher
1,1754389562007,05/08/2025 10:26,1754393162007,1,05/08/2025 12:26,234742,9,questionnaire-k4b1,,48530684,BLINDED,13924121,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x746,,,0,Task Welcome,4,selfreport_probe,Eligible,,,,,info,,BEGIN,,,,,,Voucher
3,1754389567196,05/08/2025 10:26,1754393167196,1,05/08/2025 12:26,234742,9,questionnaire-k4b1,,48530684,BLINDED,13924121,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x746,,,0,Task Welcome,4,selfreport_probe,Eligible,,,,,info,,END,5184,,,,,Voucher
1,1753278977280,23/07/2025 13:56,1753282577280,1,23/07/2025 15:56,234742,9,questionnaire-k4b1,,48267194,BLINDED,13865493,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,Task Welcome,4,probe_selfreport,Eligible,,,,,info,,BEGIN,,,,,,Voucher
3,1753278980502,23/07/2025 13:56,1753282580502,1,23/07/2025 15:56,234742,9,questionnaire-k4b1,,48267194,BLINDED,13865493,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,Task Welcome,4,probe_selfreport,Eligible,,,,,info,,END,3216,,,,,Voucher
1,1754400869511,05/08/2025 13:34,1754404469511,1,05/08/2025 15:34,234742,9,questionnaire-k4b1,,48533822,BLINDED,13925040,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.1.1,1440x900,1440x820,,,0,Task Welcome,4,probe_selfreport,Eligible,,,,,info,,BEGIN,,,,,,Voucher
3,1754400873653,05/08/2025 13:34,1754404473653,1,05/08/2025 15:34,234742,9,questionnaire-k4b1,,48533822,BLINDED,13925040,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.1.1,1440x900,1440x820,,,0,Task Welcome,4,probe_selfreport,Eligible,,,,,info,,END,4133,,,,,Voucher
1,1754408640901,05/08/2025 15:44,1754412240901,1,05/08/2025 17:44,234742,9,questionnaire-k4b1,,48536352,BLINDED,13925905,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1920x1200,1920x1039,,,0,Task Welcome,4,probe_selfreport,Eligible,,,,,info,,BEGIN,,,,,,Voucher
3,1754408643620,05/08/2025 15:44,1754412243620,1,05/08/2025 17:44,234742,9,questionnaire-k4b1,,48536352,BLINDED,13925905,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1920x1200,1920x1039,,,0,Task Welcome,4,probe_selfreport,Eligible,,,,,info,,END,2707,,,,,Voucher
1,1754421548797,05/08/2025 19:19,1754425148797,1,05/08/2025 21:19,234742,9,questionnaire-k4b1,,48540201,BLINDED,13926988,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 136.0.0.0,1536x864,1536x730,,,0,Task Welcome,4,selfreport_probe,Eligible,,,,,info,,BEGIN,,,,,,No Voucher
3,1754421551020,05/08/2025 19:19,1754425151020,1,05/08/2025 21:19,234742,9,questionnaire-k4b1,,48540201,BLINDED,13926988,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 136.0.0.0,1536x864,1536x730,,,0,Task Welcome,4,selfreport_probe,Eligible,,,,,info,,END,2192,,,,,No Voucher
1,1754484159453,06/08/2025 12:42,1754487759453,1,06/08/2025 14:42,234742,9,questionnaire-k4b1,,48548407,BLINDED,13929615,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1920x1080,1920x945,,,0,Task Welcome,4,selfreport_probe,Eligible,,,,,info,,BEGIN,,,,,,Voucher
3,1754484161131,06/08/2025 12:42,1754487761131,1,06/08/2025 14:42,234742,9,questionnaire-k4b1,,48548407,BLINDED,13929615,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1920x1080,1920x945,,,0,Task Welcome,4,selfreport_probe,Eligible,,,,,info,,END,1668,,,,,Voucher
1,1754551977682,07/08/2025 07:32,1754555577682,1,07/08/2025 09:32,234742,9,questionnaire-k4b1,,48569047,BLINDED,13933305,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,Task Welcome,4,probe_selfreport,Eligible,,,,,info,,BEGIN,,,,,,Voucher
3,1754551980942,07/08/2025 07:33,1754555580942,1,07/08/2025 09:33,234742,9,questionnaire-k4b1,,48569047,BLINDED,13933305,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,Task Welcome,4,probe_selfreport,Eligible,,,,,info,,END,3247,,,,,Voucher
1,1754570331956,07/08/2025 12:38,1754573931956,1,07/08/2025 14:38,234742,9,questionnaire-k4b1,,48579208,BLINDED,13935420,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,Task Welcome,4,selfreport_probe,Eligible,,,,,info,,BEGIN,,,,,,No Voucher
3,1754570344480,07/08/2025 12:39,1754573944480,1,07/08/2025 14:39,234742,9,questionnaire-k4b1,,48579208,BLINDED,13935420,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,Task Welcome,4,selfreport_probe,Eligible,,,,,info,,END,12512,,,,,No Voucher
1,1754742029827,09/08/2025 12:20,1754745629827,1,09/08/2025 14:20,234742,9,questionnaire-k4b1,,48616866,BLINDED,13942867,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6.1,1440x900,1313x692,,,0,Task Welcome,4,selfreport_probe,Eligible,,,,,info,,BEGIN,,,,,,Voucher
3,1754742156140,09/08/2025 12:22,1754745756140,1,09/08/2025 14:22,234742,9,questionnaire-k4b1,,48616866,BLINDED,13942867,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6.1,1440x900,1313x692,,,0,Task Welcome,4,selfreport_probe,Eligible,,,,,info,,END,126304,,,,,Voucher
1,1754838550764,10/08/2025 15:09,1754842150764,1,10/08/2025 17:09,234742,9,questionnaire-k4b1,,48627732,BLINDED,13944689,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1920x1080,1920x953,,,0,Task Welcome,4,probe_selfreport,Eligible,,,,,info,,BEGIN,,,,,,Voucher
3,1754838554955,10/08/2025 15:09,1754842154955,1,10/08/2025 17:09,234742,9,questionnaire-k4b1,,48627732,BLINDED,13944689,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1920x1080,1920x953,,,0,Task Welcome,4,probe_selfreport,Eligible,,,,,info,,END,4187,,,,,Voucher
1,1755055714448,13/08/2025 03:28,1755059314448,1,13/08/2025 05:28,234742,9,questionnaire-k4b1,,48669125,BLINDED,13953935,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 138.0.0.0,1512x982,1494x693,,,0,Task Welcome,4,selfreport_probe,Eligible,,,,,info,,BEGIN,,,,,,Voucher
3,1755055719793,13/08/2025 03:28,1755059319793,1,13/08/2025 05:28,234742,9,questionnaire-k4b1,,48669125,BLINDED,13953935,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 138.0.0.0,1512x982,1494x693,,,0,Task Welcome,4,selfreport_probe,Eligible,,,,,info,,END,5341,,,,,Voucher
1,1753546947714,26/07/2025 16:22,1753550547714,1,26/07/2025 18:22,234742,9,questionnaire-k4b1,,48326474,BLINDED,13878596,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,Task Welcome,4,selfreport_probe,Eligible,,,,,info,,BEGIN,,,,,,Voucher
3,1753546950394,26/07/2025 16:22,1753550550394,1,26/07/2025 18:22,234742,9,questionnaire-k4b1,,48326474,BLINDED,13878596,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,Task Welcome,4,selfreport_probe,Eligible,,,,,info,,END,2670,,,,,Voucher
1,1754328796201,04/08/2025 17:33,1754332396201,1,04/08/2025 19:33,234742,9,questionnaire-k4b1,,48522520,BLINDED,13921803,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1280x800,1225x676,,,0,Task Welcome,4,probe_selfreport,Eligible,,,,,info,,BEGIN,,,,,,Voucher
3,1754328798614,04/08/2025 17:33,1754332398614,1,04/08/2025 19:33,234742,9,questionnaire-k4b1,,48522520,BLINDED,13921803,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1280x800,1225x676,,,0,Task Welcome,4,probe_selfreport,Eligible,,,,,info,,END,2407,,,,,Voucher
END OF FILE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
