Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,Manipulation: Randomise questionnaire elements?,Question Key,Response,randomiser-mq2e,branch-s3b7,branch-dgjt
48,1754043145894,01/08/2025 10:12,1754043145667,1,01/08/2025 11:12,234742,9,questionnaire-opi6,,48474442,BLINDED,13906995,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1920x1080,1897x962,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 24,Definitely Agree,probe_selfreport,Eligible,Voucher
49,1754043145894,01/08/2025 10:12,1754043145668,1,01/08/2025 11:12,234742,9,questionnaire-opi6,,48474442,BLINDED,13906995,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1920x1080,1897x962,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 24-quantised,1,probe_selfreport,Eligible,Voucher
50,1754043145894,01/08/2025 10:12,1754043145668,1,01/08/2025 11:12,234742,9,questionnaire-opi6,,48474442,BLINDED,13906995,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1920x1080,1897x962,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 25,Slightly Disagree,probe_selfreport,Eligible,Voucher
51,1754043145894,01/08/2025 10:12,1754043145668,1,01/08/2025 11:12,234742,9,questionnaire-opi6,,48474442,BLINDED,13906995,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1920x1080,1897x962,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 25-quantised,3,probe_selfreport,Eligible,Voucher
52,1754043145894,01/08/2025 10:12,1754043145669,1,01/08/2025 11:12,234742,9,questionnaire-opi6,,48474442,BLINDED,13906995,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1920x1080,1897x962,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 26 ,Slightly Agree,probe_selfreport,Eligible,Voucher
53,1754043145894,01/08/2025 10:12,1754043145669,1,01/08/2025 11:12,234742,9,questionnaire-opi6,,48474442,BLINDED,13906995,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1920x1080,1897x962,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 26 -quantised,2,probe_selfreport,Eligible,Voucher
54,1754043145894,01/08/2025 10:12,1754043145670,1,01/08/2025 11:12,234742,9,questionnaire-opi6,,48474442,BLINDED,13906995,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1920x1080,1897x962,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 27 ,Definitely Agree,probe_selfreport,Eligible,Voucher
55,1754043145894,01/08/2025 10:12,1754043145670,1,01/08/2025 11:12,234742,9,questionnaire-opi6,,48474442,BLINDED,13906995,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1920x1080,1897x962,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 27 -quantised,1,probe_selfreport,Eligible,Voucher
56,1754043145894,01/08/2025 10:12,1754043145670,1,01/08/2025 11:12,234742,9,questionnaire-opi6,,48474442,BLINDED,13906995,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1920x1080,1897x962,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 28,Slightly Agree,probe_selfreport,Eligible,Voucher
57,1754043145894,01/08/2025 10:12,1754043145671,1,01/08/2025 11:12,234742,9,questionnaire-opi6,,48474442,BLINDED,13906995,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1920x1080,1897x962,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 28-quantised,2,probe_selfreport,Eligible,Voucher
58,1754043145894,01/08/2025 10:12,1754043145671,1,01/08/2025 11:12,234742,9,questionnaire-opi6,,48474442,BLINDED,13906995,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1920x1080,1897x962,,,,The Autism Spectrum Quotient Adult's Version,2,No,END QUESTIONNAIRE,63972,probe_selfreport,Eligible,Voucher
1,1754045584490,01/08/2025 10:53,1754045583899,1,01/08/2025 11:53,234742,9,questionnaire-opi6,,48475090,BLINDED,13907280,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 137.0.0.0,1536x864,1528x738,,,,The Autism Spectrum Quotient Adult's Version,2,No,BEGIN QUESTIONNAIRE,,probe_selfreport,Eligible,No Voucher
2,1754045673360,01/08/2025 10:54,1754045672740,1,01/08/2025 11:54,234742,9,questionnaire-opi6,,48475090,BLINDED,13907280,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 137.0.0.0,1536x864,1513x738,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 1 ,Slightly Agree,probe_selfreport,Eligible,No Voucher
3,1754045673478,01/08/2025 10:54,1754045672741,1,01/08/2025 11:54,234742,9,questionnaire-opi6,,48475090,BLINDED,13907280,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 137.0.0.0,1536x864,1513x738,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 1 -quantised,2,probe_selfreport,Eligible,No Voucher
4,1754045673478,01/08/2025 10:54,1754045672742,1,01/08/2025 11:54,234742,9,questionnaire-opi6,,48475090,BLINDED,13907280,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 137.0.0.0,1536x864,1513x738,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 2 ,Slightly Disagree,probe_selfreport,Eligible,No Voucher
5,1754045673478,01/08/2025 10:54,1754045672742,1,01/08/2025 11:54,234742,9,questionnaire-opi6,,48475090,BLINDED,13907280,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 137.0.0.0,1536x864,1513x738,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 2 -quantised,3,probe_selfreport,Eligible,No Voucher
6,1754045673478,01/08/2025 10:54,1754045672742,1,01/08/2025 11:54,234742,9,questionnaire-opi6,,48475090,BLINDED,13907280,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 137.0.0.0,1536x864,1513x738,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 3 ,Definitely Disagree,probe_selfreport,Eligible,No Voucher
7,1754045673478,01/08/2025 10:54,1754045672742,1,01/08/2025 11:54,234742,9,questionnaire-opi6,,48475090,BLINDED,13907280,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 137.0.0.0,1536x864,1513x738,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 3 -quantised,4,probe_selfreport,Eligible,No Voucher
8,1754045673478,01/08/2025 10:54,1754045672742,1,01/08/2025 11:54,234742,9,questionnaire-opi6,,48475090,BLINDED,13907280,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 137.0.0.0,1536x864,1513x738,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 4 ,Definitely Agree,probe_selfreport,Eligible,No Voucher
9,1754045673478,01/08/2025 10:54,1754045672742,1,01/08/2025 11:54,234742,9,questionnaire-opi6,,48475090,BLINDED,13907280,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 137.0.0.0,1536x864,1513x738,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 4 -quantised,1,probe_selfreport,Eligible,No Voucher
10,1754045673478,01/08/2025 10:54,1754045672742,1,01/08/2025 11:54,234742,9,questionnaire-opi6,,48475090,BLINDED,13907280,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 137.0.0.0,1536x864,1513x738,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 5,Slightly Agree,probe_selfreport,Eligible,No Voucher
11,1754045673478,01/08/2025 10:54,1754045672742,1,01/08/2025 11:54,234742,9,questionnaire-opi6,,48475090,BLINDED,13907280,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 137.0.0.0,1536x864,1513x738,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 5-quantised,2,probe_selfreport,Eligible,No Voucher
12,1754045673478,01/08/2025 10:54,1754045672742,1,01/08/2025 11:54,234742,9,questionnaire-opi6,,48475090,BLINDED,13907280,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 137.0.0.0,1536x864,1513x738,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 6 ,Slightly Agree,probe_selfreport,Eligible,No Voucher
13,1754045673478,01/08/2025 10:54,1754045672743,1,01/08/2025 11:54,234742,9,questionnaire-opi6,,48475090,BLINDED,13907280,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 137.0.0.0,1536x864,1513x738,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 6 -quantised,2,probe_selfreport,Eligible,No Voucher
14,1754045673478,01/08/2025 10:54,1754045672743,1,01/08/2025 11:54,234742,9,questionnaire-opi6,,48475090,BLINDED,13907280,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 137.0.0.0,1536x864,1513x738,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 7,Slightly Agree,probe_selfreport,Eligible,No Voucher
15,1754045673478,01/08/2025 10:54,1754045672743,1,01/08/2025 11:54,234742,9,questionnaire-opi6,,48475090,BLINDED,13907280,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 137.0.0.0,1536x864,1513x738,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 7-quantised,2,probe_selfreport,Eligible,No Voucher
16,1754045673478,01/08/2025 10:54,1754045672743,1,01/08/2025 11:54,234742,9,questionnaire-opi6,,48475090,BLINDED,13907280,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 137.0.0.0,1536x864,1513x738,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 8 ,Definitely Agree,probe_selfreport,Eligible,No Voucher
17,1754045673478,01/08/2025 10:54,1754045672743,1,01/08/2025 11:54,234742,9,questionnaire-opi6,,48475090,BLINDED,13907280,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 137.0.0.0,1536x864,1513x738,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 8 -quantised,1,probe_selfreport,Eligible,No Voucher
18,1754045673478,01/08/2025 10:54,1754045672743,1,01/08/2025 11:54,234742,9,questionnaire-opi6,,48475090,BLINDED,13907280,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 137.0.0.0,1536x864,1513x738,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 9 ,Slightly Agree,probe_selfreport,Eligible,No Voucher
19,1754045673478,01/08/2025 10:54,1754045672743,1,01/08/2025 11:54,234742,9,questionnaire-opi6,,48475090,BLINDED,13907280,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 137.0.0.0,1536x864,1513x738,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 9 -quantised,2,probe_selfreport,Eligible,No Voucher
20,1754045673478,01/08/2025 10:54,1754045672743,1,01/08/2025 11:54,234742,9,questionnaire-opi6,,48475090,BLINDED,13907280,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 137.0.0.0,1536x864,1513x738,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 10 ,Slightly Disagree,probe_selfreport,Eligible,No Voucher
21,1754045673478,01/08/2025 10:54,1754045672744,1,01/08/2025 11:54,234742,9,questionnaire-opi6,,48475090,BLINDED,13907280,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 137.0.0.0,1536x864,1513x738,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 10 -quantised,3,probe_selfreport,Eligible,No Voucher
22,1754045673478,01/08/2025 10:54,1754045672744,1,01/08/2025 11:54,234742,9,questionnaire-opi6,,48475090,BLINDED,13907280,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 137.0.0.0,1536x864,1513x738,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 11 ,Slightly Agree,probe_selfreport,Eligible,No Voucher
23,1754045673571,01/08/2025 10:54,1754045672744,1,01/08/2025 11:54,234742,9,questionnaire-opi6,,48475090,BLINDED,13907280,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 137.0.0.0,1536x864,1513x738,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 11 -quantised,2,probe_selfreport,Eligible,No Voucher
24,1754045673571,01/08/2025 10:54,1754045672744,1,01/08/2025 11:54,234742,9,questionnaire-opi6,,48475090,BLINDED,13907280,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 137.0.0.0,1536x864,1513x738,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 12 ,Slightly Agree,probe_selfreport,Eligible,No Voucher
25,1754045673571,01/08/2025 10:54,1754045672744,1,01/08/2025 11:54,234742,9,questionnaire-opi6,,48475090,BLINDED,13907280,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 137.0.0.0,1536x864,1513x738,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 12 -quantised,2,probe_selfreport,Eligible,No Voucher
26,1754045673571,01/08/2025 10:54,1754045672744,1,01/08/2025 11:54,234742,9,questionnaire-opi6,,48475090,BLINDED,13907280,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 137.0.0.0,1536x864,1513x738,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 13 ,Slightly Agree,probe_selfreport,Eligible,No Voucher
27,1754045673571,01/08/2025 10:54,1754045672744,1,01/08/2025 11:54,234742,9,questionnaire-opi6,,48475090,BLINDED,13907280,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 137.0.0.0,1536x864,1513x738,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 13 -quantised,2,probe_selfreport,Eligible,No Voucher
28,1754045673571,01/08/2025 10:54,1754045672745,1,01/08/2025 11:54,234742,9,questionnaire-opi6,,48475090,BLINDED,13907280,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 137.0.0.0,1536x864,1513x738,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 14 ,Slightly Disagree,probe_selfreport,Eligible,No Voucher
29,1754045673571,01/08/2025 10:54,1754045672745,1,01/08/2025 11:54,234742,9,questionnaire-opi6,,48475090,BLINDED,13907280,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 137.0.0.0,1536x864,1513x738,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 14 -quantised,3,probe_selfreport,Eligible,No Voucher
30,1754045673571,01/08/2025 10:54,1754045672745,1,01/08/2025 11:54,234742,9,questionnaire-opi6,,48475090,BLINDED,13907280,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 137.0.0.0,1536x864,1513x738,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 15 ,Slightly Disagree,probe_selfreport,Eligible,No Voucher
31,1754045673571,01/08/2025 10:54,1754045672745,1,01/08/2025 11:54,234742,9,questionnaire-opi6,,48475090,BLINDED,13907280,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 137.0.0.0,1536x864,1513x738,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 15 -quantised,3,probe_selfreport,Eligible,No Voucher
32,1754045673571,01/08/2025 10:54,1754045672745,1,01/08/2025 11:54,234742,9,questionnaire-opi6,,48475090,BLINDED,13907280,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 137.0.0.0,1536x864,1513x738,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 16,Slightly Disagree,probe_selfreport,Eligible,No Voucher
33,1754045673571,01/08/2025 10:54,1754045672745,1,01/08/2025 11:54,234742,9,questionnaire-opi6,,48475090,BLINDED,13907280,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 137.0.0.0,1536x864,1513x738,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 16-quantised,3,probe_selfreport,Eligible,No Voucher
34,1754045673571,01/08/2025 10:54,1754045672745,1,01/08/2025 11:54,234742,9,questionnaire-opi6,,48475090,BLINDED,13907280,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 137.0.0.0,1536x864,1513x738,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 17,Slightly Disagree,probe_selfreport,Eligible,No Voucher
35,1754045673571,01/08/2025 10:54,1754045672746,1,01/08/2025 11:54,234742,9,questionnaire-opi6,,48475090,BLINDED,13907280,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 137.0.0.0,1536x864,1513x738,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 17-quantised,3,probe_selfreport,Eligible,No Voucher
36,1754045673571,01/08/2025 10:54,1754045672746,1,01/08/2025 11:54,234742,9,questionnaire-opi6,,48475090,BLINDED,13907280,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 137.0.0.0,1536x864,1513x738,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 18,Definitely Agree,probe_selfreport,Eligible,No Voucher
37,1754045673571,01/08/2025 10:54,1754045672746,1,01/08/2025 11:54,234742,9,questionnaire-opi6,,48475090,BLINDED,13907280,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 137.0.0.0,1536x864,1513x738,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 18-quantised,1,probe_selfreport,Eligible,No Voucher
38,1754045673571,01/08/2025 10:54,1754045672746,1,01/08/2025 11:54,234742,9,questionnaire-opi6,,48475090,BLINDED,13907280,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 137.0.0.0,1536x864,1513x738,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 19 ,Definitely Disagree,probe_selfreport,Eligible,No Voucher
39,1754045673571,01/08/2025 10:54,1754045672746,1,01/08/2025 11:54,234742,9,questionnaire-opi6,,48475090,BLINDED,13907280,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 137.0.0.0,1536x864,1513x738,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 19 -quantised,4,probe_selfreport,Eligible,No Voucher
40,1754045673571,01/08/2025 10:54,1754045672746,1,01/08/2025 11:54,234742,9,questionnaire-opi6,,48475090,BLINDED,13907280,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 137.0.0.0,1536x864,1513x738,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 20,Definitely Agree,probe_selfreport,Eligible,No Voucher
41,1754045673571,01/08/2025 10:54,1754045672747,1,01/08/2025 11:54,234742,9,questionnaire-opi6,,48475090,BLINDED,13907280,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 137.0.0.0,1536x864,1513x738,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 20-quantised,1,probe_selfreport,Eligible,No Voucher
42,1754045673571,01/08/2025 10:54,1754045672747,1,01/08/2025 11:54,234742,9,questionnaire-opi6,,48475090,BLINDED,13907280,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 137.0.0.0,1536x864,1513x738,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 21,Slightly Disagree,probe_selfreport,Eligible,No Voucher
43,1754045673648,01/08/2025 10:54,1754045672747,1,01/08/2025 11:54,234742,9,questionnaire-opi6,,48475090,BLINDED,13907280,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 137.0.0.0,1536x864,1513x738,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 21-quantised,3,probe_selfreport,Eligible,No Voucher
44,1754045673648,01/08/2025 10:54,1754045672747,1,01/08/2025 11:54,234742,9,questionnaire-opi6,,48475090,BLINDED,13907280,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 137.0.0.0,1536x864,1513x738,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 22,Definitely Disagree,probe_selfreport,Eligible,No Voucher
45,1754045673648,01/08/2025 10:54,1754045672747,1,01/08/2025 11:54,234742,9,questionnaire-opi6,,48475090,BLINDED,13907280,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 137.0.0.0,1536x864,1513x738,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 22-quantised,4,probe_selfreport,Eligible,No Voucher
46,1754045673648,01/08/2025 10:54,1754045672748,1,01/08/2025 11:54,234742,9,questionnaire-opi6,,48475090,BLINDED,13907280,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 137.0.0.0,1536x864,1513x738,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 23 ,Slightly Agree,probe_selfreport,Eligible,No Voucher
47,1754045673648,01/08/2025 10:54,1754045672748,1,01/08/2025 11:54,234742,9,questionnaire-opi6,,48475090,BLINDED,13907280,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 137.0.0.0,1536x864,1513x738,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 23 -quantised,2,probe_selfreport,Eligible,No Voucher
48,1754045673648,01/08/2025 10:54,1754045672748,1,01/08/2025 11:54,234742,9,questionnaire-opi6,,48475090,BLINDED,13907280,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 137.0.0.0,1536x864,1513x738,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 24,Definitely Disagree,probe_selfreport,Eligible,No Voucher
49,1754045673648,01/08/2025 10:54,1754045672748,1,01/08/2025 11:54,234742,9,questionnaire-opi6,,48475090,BLINDED,13907280,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 137.0.0.0,1536x864,1513x738,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 24-quantised,4,probe_selfreport,Eligible,No Voucher
50,1754045673648,01/08/2025 10:54,1754045672748,1,01/08/2025 11:54,234742,9,questionnaire-opi6,,48475090,BLINDED,13907280,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 137.0.0.0,1536x864,1513x738,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 25,Definitely Disagree,probe_selfreport,Eligible,No Voucher
51,1754045673648,01/08/2025 10:54,1754045672749,1,01/08/2025 11:54,234742,9,questionnaire-opi6,,48475090,BLINDED,13907280,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 137.0.0.0,1536x864,1513x738,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 25-quantised,4,probe_selfreport,Eligible,No Voucher
52,1754045673648,01/08/2025 10:54,1754045672749,1,01/08/2025 11:54,234742,9,questionnaire-opi6,,48475090,BLINDED,13907280,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 137.0.0.0,1536x864,1513x738,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 26 ,Definitely Disagree,probe_selfreport,Eligible,No Voucher
53,1754045673648,01/08/2025 10:54,1754045672749,1,01/08/2025 11:54,234742,9,questionnaire-opi6,,48475090,BLINDED,13907280,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 137.0.0.0,1536x864,1513x738,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 26 -quantised,4,probe_selfreport,Eligible,No Voucher
54,1754045673648,01/08/2025 10:54,1754045672749,1,01/08/2025 11:54,234742,9,questionnaire-opi6,,48475090,BLINDED,13907280,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 137.0.0.0,1536x864,1513x738,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 27 ,Slightly Disagree,probe_selfreport,Eligible,No Voucher
55,1754045673648,01/08/2025 10:54,1754045672749,1,01/08/2025 11:54,234742,9,questionnaire-opi6,,48475090,BLINDED,13907280,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 137.0.0.0,1536x864,1513x738,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 27 -quantised,3,probe_selfreport,Eligible,No Voucher
56,1754045673648,01/08/2025 10:54,1754045672750,1,01/08/2025 11:54,234742,9,questionnaire-opi6,,48475090,BLINDED,13907280,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 137.0.0.0,1536x864,1513x738,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 28,Definitely Disagree,probe_selfreport,Eligible,No Voucher
57,1754045673648,01/08/2025 10:54,1754045672750,1,01/08/2025 11:54,234742,9,questionnaire-opi6,,48475090,BLINDED,13907280,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 137.0.0.0,1536x864,1513x738,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 28-quantised,4,probe_selfreport,Eligible,No Voucher
58,1754045673648,01/08/2025 10:54,1754045672750,1,01/08/2025 11:54,234742,9,questionnaire-opi6,,48475090,BLINDED,13907280,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 137.0.0.0,1536x864,1513x738,,,,The Autism Spectrum Quotient Adult's Version,2,No,END QUESTIONNAIRE,88851,probe_selfreport,Eligible,No Voucher
1,1754046275518,01/08/2025 11:04,1754046275436,1,01/08/2025 12:04,234742,9,questionnaire-opi6,,48475306,BLINDED,13907333,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1280x720,1280x566,,,,The Autism Spectrum Quotient Adult's Version,2,No,BEGIN QUESTIONNAIRE,,probe_selfreport,Eligible,Voucher
2,1754046397592,01/08/2025 11:06,1754046397558,1,01/08/2025 12:06,234742,9,questionnaire-opi6,,48475306,BLINDED,13907333,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1280x720,1265x566,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 1 ,Slightly Disagree,probe_selfreport,Eligible,Voucher
3,1754046397641,01/08/2025 11:06,1754046397560,1,01/08/2025 12:06,234742,9,questionnaire-opi6,,48475306,BLINDED,13907333,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1280x720,1265x566,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 1 -quantised,3,probe_selfreport,Eligible,Voucher
4,1754046397641,01/08/2025 11:06,1754046397560,1,01/08/2025 12:06,234742,9,questionnaire-opi6,,48475306,BLINDED,13907333,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1280x720,1265x566,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 2 ,Slightly Disagree,probe_selfreport,Eligible,Voucher
5,1754046397641,01/08/2025 11:06,1754046397560,1,01/08/2025 12:06,234742,9,questionnaire-opi6,,48475306,BLINDED,13907333,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1280x720,1265x566,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 2 -quantised,3,probe_selfreport,Eligible,Voucher
6,1754046397641,01/08/2025 11:06,1754046397560,1,01/08/2025 12:06,234742,9,questionnaire-opi6,,48475306,BLINDED,13907333,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1280x720,1265x566,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 3 ,Slightly Disagree,probe_selfreport,Eligible,Voucher
7,1754046397641,01/08/2025 11:06,1754046397560,1,01/08/2025 12:06,234742,9,questionnaire-opi6,,48475306,BLINDED,13907333,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1280x720,1265x566,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 3 -quantised,3,probe_selfreport,Eligible,Voucher
8,1754046397641,01/08/2025 11:06,1754046397560,1,01/08/2025 12:06,234742,9,questionnaire-opi6,,48475306,BLINDED,13907333,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1280x720,1265x566,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 4 ,Definitely Disagree,probe_selfreport,Eligible,Voucher
9,1754046397641,01/08/2025 11:06,1754046397560,1,01/08/2025 12:06,234742,9,questionnaire-opi6,,48475306,BLINDED,13907333,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1280x720,1265x566,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 4 -quantised,4,probe_selfreport,Eligible,Voucher
10,1754046397641,01/08/2025 11:06,1754046397561,1,01/08/2025 12:06,234742,9,questionnaire-opi6,,48475306,BLINDED,13907333,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1280x720,1265x566,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 5,Slightly Agree,probe_selfreport,Eligible,Voucher
