Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,Manipulation: Randomise questionnaire elements?,Question Key,Response,randomiser-mq2e,branch-s3b7,branch-dgjt
13,1753475161266,25/07/2025 20:26,1753475160998,1,25/07/2025 21:26,234742,9,questionnaire-opi6,,48318271,BLINDED,13876896,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.5,1440x900,1440x837,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 6 -quantised,1,probe_selfreport,Eligible,Voucher
14,1753475161266,25/07/2025 20:26,1753475160998,1,25/07/2025 21:26,234742,9,questionnaire-opi6,,48318271,BLINDED,13876896,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.5,1440x900,1440x837,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 7,Definitely Agree,probe_selfreport,Eligible,Voucher
15,1753475161266,25/07/2025 20:26,1753475160998,1,25/07/2025 21:26,234742,9,questionnaire-opi6,,48318271,BLINDED,13876896,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.5,1440x900,1440x837,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 7-quantised,1,probe_selfreport,Eligible,Voucher
16,1753475161266,25/07/2025 20:26,1753475160998,1,25/07/2025 21:26,234742,9,questionnaire-opi6,,48318271,BLINDED,13876896,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.5,1440x900,1440x837,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 8 ,Slightly Agree,probe_selfreport,Eligible,Voucher
17,1753475161266,25/07/2025 20:26,1753475160998,1,25/07/2025 21:26,234742,9,questionnaire-opi6,,48318271,BLINDED,13876896,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.5,1440x900,1440x837,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 8 -quantised,2,probe_selfreport,Eligible,Voucher
18,1753475161266,25/07/2025 20:26,1753475160998,1,25/07/2025 21:26,234742,9,questionnaire-opi6,,48318271,BLINDED,13876896,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.5,1440x900,1440x837,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 9 ,Slightly Disagree,probe_selfreport,Eligible,Voucher
19,1753475161266,25/07/2025 20:26,1753475160998,1,25/07/2025 21:26,234742,9,questionnaire-opi6,,48318271,BLINDED,13876896,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.5,1440x900,1440x837,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 9 -quantised,3,probe_selfreport,Eligible,Voucher
20,1753475161266,25/07/2025 20:26,1753475160998,1,25/07/2025 21:26,234742,9,questionnaire-opi6,,48318271,BLINDED,13876896,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.5,1440x900,1440x837,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 10 ,Slightly Agree,probe_selfreport,Eligible,Voucher
21,1753475161266,25/07/2025 20:26,1753475160998,1,25/07/2025 21:26,234742,9,questionnaire-opi6,,48318271,BLINDED,13876896,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.5,1440x900,1440x837,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 10 -quantised,2,probe_selfreport,Eligible,Voucher
22,1753475161266,25/07/2025 20:26,1753475160998,1,25/07/2025 21:26,234742,9,questionnaire-opi6,,48318271,BLINDED,13876896,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.5,1440x900,1440x837,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 11 ,Definitely Agree,probe_selfreport,Eligible,Voucher
23,1753475161325,25/07/2025 20:26,1753475160998,1,25/07/2025 21:26,234742,9,questionnaire-opi6,,48318271,BLINDED,13876896,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.5,1440x900,1440x837,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 11 -quantised,1,probe_selfreport,Eligible,Voucher
24,1753475161325,25/07/2025 20:26,1753475160999,1,25/07/2025 21:26,234742,9,questionnaire-opi6,,48318271,BLINDED,13876896,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.5,1440x900,1440x837,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 12 ,Slightly Disagree,probe_selfreport,Eligible,Voucher
25,1753475161325,25/07/2025 20:26,1753475160999,1,25/07/2025 21:26,234742,9,questionnaire-opi6,,48318271,BLINDED,13876896,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.5,1440x900,1440x837,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 12 -quantised,3,probe_selfreport,Eligible,Voucher
26,1753475161325,25/07/2025 20:26,1753475160999,1,25/07/2025 21:26,234742,9,questionnaire-opi6,,48318271,BLINDED,13876896,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.5,1440x900,1440x837,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 13 ,Slightly Agree,probe_selfreport,Eligible,Voucher
27,1753475161325,25/07/2025 20:26,1753475160999,1,25/07/2025 21:26,234742,9,questionnaire-opi6,,48318271,BLINDED,13876896,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.5,1440x900,1440x837,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 13 -quantised,2,probe_selfreport,Eligible,Voucher
28,1753475161325,25/07/2025 20:26,1753475160999,1,25/07/2025 21:26,234742,9,questionnaire-opi6,,48318271,BLINDED,13876896,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.5,1440x900,1440x837,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 14 ,Slightly Agree,probe_selfreport,Eligible,Voucher
29,1753475161325,25/07/2025 20:26,1753475160999,1,25/07/2025 21:26,234742,9,questionnaire-opi6,,48318271,BLINDED,13876896,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.5,1440x900,1440x837,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 14 -quantised,2,probe_selfreport,Eligible,Voucher
30,1753475161325,25/07/2025 20:26,1753475160999,1,25/07/2025 21:26,234742,9,questionnaire-opi6,,48318271,BLINDED,13876896,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.5,1440x900,1440x837,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 15 ,Slightly Agree,probe_selfreport,Eligible,Voucher
31,1753475161325,25/07/2025 20:26,1753475160999,1,25/07/2025 21:26,234742,9,questionnaire-opi6,,48318271,BLINDED,13876896,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.5,1440x900,1440x837,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 15 -quantised,2,probe_selfreport,Eligible,Voucher
32,1753475161325,25/07/2025 20:26,1753475160999,1,25/07/2025 21:26,234742,9,questionnaire-opi6,,48318271,BLINDED,13876896,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.5,1440x900,1440x837,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 16,Definitely Agree,probe_selfreport,Eligible,Voucher
33,1753475161325,25/07/2025 20:26,1753475160999,1,25/07/2025 21:26,234742,9,questionnaire-opi6,,48318271,BLINDED,13876896,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.5,1440x900,1440x837,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 16-quantised,1,probe_selfreport,Eligible,Voucher
34,1753475161325,25/07/2025 20:26,1753475160999,1,25/07/2025 21:26,234742,9,questionnaire-opi6,,48318271,BLINDED,13876896,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.5,1440x900,1440x837,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 17,Definitely Agree,probe_selfreport,Eligible,Voucher
35,1753475161325,25/07/2025 20:26,1753475160999,1,25/07/2025 21:26,234742,9,questionnaire-opi6,,48318271,BLINDED,13876896,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.5,1440x900,1440x837,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 17-quantised,1,probe_selfreport,Eligible,Voucher
36,1753475161325,25/07/2025 20:26,1753475160999,1,25/07/2025 21:26,234742,9,questionnaire-opi6,,48318271,BLINDED,13876896,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.5,1440x900,1440x837,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 18,Definitely Agree,probe_selfreport,Eligible,Voucher
37,1753475161325,25/07/2025 20:26,1753475160999,1,25/07/2025 21:26,234742,9,questionnaire-opi6,,48318271,BLINDED,13876896,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.5,1440x900,1440x837,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 18-quantised,1,probe_selfreport,Eligible,Voucher
38,1753475161325,25/07/2025 20:26,1753475160999,1,25/07/2025 21:26,234742,9,questionnaire-opi6,,48318271,BLINDED,13876896,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.5,1440x900,1440x837,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 19 ,Definitely Disagree,probe_selfreport,Eligible,Voucher
39,1753475161325,25/07/2025 20:26,1753475160999,1,25/07/2025 21:26,234742,9,questionnaire-opi6,,48318271,BLINDED,13876896,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.5,1440x900,1440x837,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 19 -quantised,4,probe_selfreport,Eligible,Voucher
40,1753475161325,25/07/2025 20:26,1753475160999,1,25/07/2025 21:26,234742,9,questionnaire-opi6,,48318271,BLINDED,13876896,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.5,1440x900,1440x837,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 20,Definitely Agree,probe_selfreport,Eligible,Voucher
41,1753475161325,25/07/2025 20:26,1753475160999,1,25/07/2025 21:26,234742,9,questionnaire-opi6,,48318271,BLINDED,13876896,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.5,1440x900,1440x837,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 20-quantised,1,probe_selfreport,Eligible,Voucher
42,1753475161325,25/07/2025 20:26,1753475160999,1,25/07/2025 21:26,234742,9,questionnaire-opi6,,48318271,BLINDED,13876896,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.5,1440x900,1440x837,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 21,Slightly Disagree,probe_selfreport,Eligible,Voucher
43,1753475161386,25/07/2025 20:26,1753475161000,1,25/07/2025 21:26,234742,9,questionnaire-opi6,,48318271,BLINDED,13876896,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.5,1440x900,1440x837,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 21-quantised,3,probe_selfreport,Eligible,Voucher
44,1753475161386,25/07/2025 20:26,1753475161000,1,25/07/2025 21:26,234742,9,questionnaire-opi6,,48318271,BLINDED,13876896,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.5,1440x900,1440x837,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 22,Slightly Disagree,probe_selfreport,Eligible,Voucher
45,1753475161386,25/07/2025 20:26,1753475161000,1,25/07/2025 21:26,234742,9,questionnaire-opi6,,48318271,BLINDED,13876896,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.5,1440x900,1440x837,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 22-quantised,3,probe_selfreport,Eligible,Voucher
46,1753475161386,25/07/2025 20:26,1753475161000,1,25/07/2025 21:26,234742,9,questionnaire-opi6,,48318271,BLINDED,13876896,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.5,1440x900,1440x837,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 23 ,Slightly Agree,probe_selfreport,Eligible,Voucher
47,1753475161386,25/07/2025 20:26,1753475161000,1,25/07/2025 21:26,234742,9,questionnaire-opi6,,48318271,BLINDED,13876896,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.5,1440x900,1440x837,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 23 -quantised,2,probe_selfreport,Eligible,Voucher
48,1753475161386,25/07/2025 20:26,1753475161000,1,25/07/2025 21:26,234742,9,questionnaire-opi6,,48318271,BLINDED,13876896,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.5,1440x900,1440x837,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 24,Slightly Disagree,probe_selfreport,Eligible,Voucher
49,1753475161386,25/07/2025 20:26,1753475161000,1,25/07/2025 21:26,234742,9,questionnaire-opi6,,48318271,BLINDED,13876896,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.5,1440x900,1440x837,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 24-quantised,3,probe_selfreport,Eligible,Voucher
50,1753475161386,25/07/2025 20:26,1753475161000,1,25/07/2025 21:26,234742,9,questionnaire-opi6,,48318271,BLINDED,13876896,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.5,1440x900,1440x837,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 25,Slightly Disagree,probe_selfreport,Eligible,Voucher
51,1753475161386,25/07/2025 20:26,1753475161000,1,25/07/2025 21:26,234742,9,questionnaire-opi6,,48318271,BLINDED,13876896,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.5,1440x900,1440x837,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 25-quantised,3,probe_selfreport,Eligible,Voucher
52,1753475161386,25/07/2025 20:26,1753475161000,1,25/07/2025 21:26,234742,9,questionnaire-opi6,,48318271,BLINDED,13876896,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.5,1440x900,1440x837,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 26 ,Definitely Disagree,probe_selfreport,Eligible,Voucher
53,1753475161386,25/07/2025 20:26,1753475161000,1,25/07/2025 21:26,234742,9,questionnaire-opi6,,48318271,BLINDED,13876896,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.5,1440x900,1440x837,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 26 -quantised,4,probe_selfreport,Eligible,Voucher
54,1753475161386,25/07/2025 20:26,1753475161000,1,25/07/2025 21:26,234742,9,questionnaire-opi6,,48318271,BLINDED,13876896,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.5,1440x900,1440x837,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 27 ,Slightly Agree,probe_selfreport,Eligible,Voucher
55,1753475161386,25/07/2025 20:26,1753475161000,1,25/07/2025 21:26,234742,9,questionnaire-opi6,,48318271,BLINDED,13876896,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.5,1440x900,1440x837,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 27 -quantised,2,probe_selfreport,Eligible,Voucher
56,1753475161386,25/07/2025 20:26,1753475161000,1,25/07/2025 21:26,234742,9,questionnaire-opi6,,48318271,BLINDED,13876896,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.5,1440x900,1440x837,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 28,Slightly Disagree,probe_selfreport,Eligible,Voucher
57,1753475161386,25/07/2025 20:26,1753475161000,1,25/07/2025 21:26,234742,9,questionnaire-opi6,,48318271,BLINDED,13876896,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.5,1440x900,1440x837,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 28-quantised,3,probe_selfreport,Eligible,Voucher
58,1753475161386,25/07/2025 20:26,1753475161000,1,25/07/2025 21:26,234742,9,questionnaire-opi6,,48318271,BLINDED,13876896,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.5,1440x900,1440x837,,,,The Autism Spectrum Quotient Adult's Version,2,No,END QUESTIONNAIRE,421886,probe_selfreport,Eligible,Voucher
1,1753549731601,26/07/2025 17:08,1753549730491,1,26/07/2025 18:08,234742,9,questionnaire-opi6,,48326690,BLINDED,13878626,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 137.0.0.0,1366x768,1366x633,,,,The Autism Spectrum Quotient Adult's Version,2,No,BEGIN QUESTIONNAIRE,,probe_selfreport,Eligible,Voucher
2,1753549908138,26/07/2025 17:11,1753549906922,1,26/07/2025 18:11,234742,9,questionnaire-opi6,,48326690,BLINDED,13878626,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 137.0.0.0,1366x768,1366x633,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 1 ,Slightly Agree,probe_selfreport,Eligible,Voucher
3,1753549908229,26/07/2025 17:11,1753549906926,1,26/07/2025 18:11,234742,9,questionnaire-opi6,,48326690,BLINDED,13878626,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 137.0.0.0,1366x768,1366x633,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 1 -quantised,2,probe_selfreport,Eligible,Voucher
4,1753549908229,26/07/2025 17:11,1753549906926,1,26/07/2025 18:11,234742,9,questionnaire-opi6,,48326690,BLINDED,13878626,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 137.0.0.0,1366x768,1366x633,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 2 ,Definitely Disagree,probe_selfreport,Eligible,Voucher
5,1753549908229,26/07/2025 17:11,1753549906926,1,26/07/2025 18:11,234742,9,questionnaire-opi6,,48326690,BLINDED,13878626,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 137.0.0.0,1366x768,1366x633,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 2 -quantised,4,probe_selfreport,Eligible,Voucher
6,1753549908229,26/07/2025 17:11,1753549906927,1,26/07/2025 18:11,234742,9,questionnaire-opi6,,48326690,BLINDED,13878626,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 137.0.0.0,1366x768,1366x633,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 3 ,Slightly Agree,probe_selfreport,Eligible,Voucher
7,1753549908229,26/07/2025 17:11,1753549906927,1,26/07/2025 18:11,234742,9,questionnaire-opi6,,48326690,BLINDED,13878626,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 137.0.0.0,1366x768,1366x633,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 3 -quantised,2,probe_selfreport,Eligible,Voucher
8,1753549908229,26/07/2025 17:11,1753549906927,1,26/07/2025 18:11,234742,9,questionnaire-opi6,,48326690,BLINDED,13878626,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 137.0.0.0,1366x768,1366x633,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 4 ,Slightly Agree,probe_selfreport,Eligible,Voucher
9,1753549908229,26/07/2025 17:11,1753549906927,1,26/07/2025 18:11,234742,9,questionnaire-opi6,,48326690,BLINDED,13878626,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 137.0.0.0,1366x768,1366x633,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 4 -quantised,2,probe_selfreport,Eligible,Voucher
10,1753549908229,26/07/2025 17:11,1753549906928,1,26/07/2025 18:11,234742,9,questionnaire-opi6,,48326690,BLINDED,13878626,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 137.0.0.0,1366x768,1366x633,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 5,Definitely Agree,probe_selfreport,Eligible,Voucher
11,1753549908229,26/07/2025 17:11,1753549906928,1,26/07/2025 18:11,234742,9,questionnaire-opi6,,48326690,BLINDED,13878626,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 137.0.0.0,1366x768,1366x633,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 5-quantised,1,probe_selfreport,Eligible,Voucher
12,1753549908229,26/07/2025 17:11,1753549906928,1,26/07/2025 18:11,234742,9,questionnaire-opi6,,48326690,BLINDED,13878626,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 137.0.0.0,1366x768,1366x633,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 6 ,Slightly Disagree,probe_selfreport,Eligible,Voucher
13,1753549908229,26/07/2025 17:11,1753549906929,1,26/07/2025 18:11,234742,9,questionnaire-opi6,,48326690,BLINDED,13878626,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 137.0.0.0,1366x768,1366x633,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 6 -quantised,3,probe_selfreport,Eligible,Voucher
14,1753549908229,26/07/2025 17:11,1753549906929,1,26/07/2025 18:11,234742,9,questionnaire-opi6,,48326690,BLINDED,13878626,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 137.0.0.0,1366x768,1366x633,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 7,Definitely Disagree,probe_selfreport,Eligible,Voucher
15,1753549908229,26/07/2025 17:11,1753549906930,1,26/07/2025 18:11,234742,9,questionnaire-opi6,,48326690,BLINDED,13878626,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 137.0.0.0,1366x768,1366x633,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 7-quantised,4,probe_selfreport,Eligible,Voucher
16,1753549908229,26/07/2025 17:11,1753549906930,1,26/07/2025 18:11,234742,9,questionnaire-opi6,,48326690,BLINDED,13878626,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 137.0.0.0,1366x768,1366x633,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 8 ,Slightly Agree,probe_selfreport,Eligible,Voucher
17,1753549908229,26/07/2025 17:11,1753549906930,1,26/07/2025 18:11,234742,9,questionnaire-opi6,,48326690,BLINDED,13878626,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 137.0.0.0,1366x768,1366x633,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 8 -quantised,2,probe_selfreport,Eligible,Voucher
18,1753549908229,26/07/2025 17:11,1753549906931,1,26/07/2025 18:11,234742,9,questionnaire-opi6,,48326690,BLINDED,13878626,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 137.0.0.0,1366x768,1366x633,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 9 ,Definitely Agree,probe_selfreport,Eligible,Voucher
19,1753549908229,26/07/2025 17:11,1753549906931,1,26/07/2025 18:11,234742,9,questionnaire-opi6,,48326690,BLINDED,13878626,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 137.0.0.0,1366x768,1366x633,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 9 -quantised,1,probe_selfreport,Eligible,Voucher
20,1753549908229,26/07/2025 17:11,1753549906932,1,26/07/2025 18:11,234742,9,questionnaire-opi6,,48326690,BLINDED,13878626,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 137.0.0.0,1366x768,1366x633,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 10 ,Definitely Disagree,probe_selfreport,Eligible,Voucher
21,1753549908229,26/07/2025 17:11,1753549906932,1,26/07/2025 18:11,234742,9,questionnaire-opi6,,48326690,BLINDED,13878626,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 137.0.0.0,1366x768,1366x633,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 10 -quantised,4,probe_selfreport,Eligible,Voucher
22,1753549908229,26/07/2025 17:11,1753549906932,1,26/07/2025 18:11,234742,9,questionnaire-opi6,,48326690,BLINDED,13878626,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 137.0.0.0,1366x768,1366x633,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 11 ,Slightly Agree,probe_selfreport,Eligible,Voucher
23,1753549908327,26/07/2025 17:11,1753549906933,1,26/07/2025 18:11,234742,9,questionnaire-opi6,,48326690,BLINDED,13878626,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 137.0.0.0,1366x768,1366x633,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 11 -quantised,2,probe_selfreport,Eligible,Voucher
24,1753549908327,26/07/2025 17:11,1753549906933,1,26/07/2025 18:11,234742,9,questionnaire-opi6,,48326690,BLINDED,13878626,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 137.0.0.0,1366x768,1366x633,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 12 ,Definitely Agree,probe_selfreport,Eligible,Voucher
25,1753549908327,26/07/2025 17:11,1753549906934,1,26/07/2025 18:11,234742,9,questionnaire-opi6,,48326690,BLINDED,13878626,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 137.0.0.0,1366x768,1366x633,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 12 -quantised,1,probe_selfreport,Eligible,Voucher
26,1753549908327,26/07/2025 17:11,1753549906934,1,26/07/2025 18:11,234742,9,questionnaire-opi6,,48326690,BLINDED,13878626,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 137.0.0.0,1366x768,1366x633,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 13 ,Definitely Disagree,probe_selfreport,Eligible,Voucher
27,1753549908327,26/07/2025 17:11,1753549906935,1,26/07/2025 18:11,234742,9,questionnaire-opi6,,48326690,BLINDED,13878626,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 137.0.0.0,1366x768,1366x633,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 13 -quantised,4,probe_selfreport,Eligible,Voucher
28,1753549908327,26/07/2025 17:11,1753549906935,1,26/07/2025 18:11,234742,9,questionnaire-opi6,,48326690,BLINDED,13878626,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 137.0.0.0,1366x768,1366x633,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 14 ,Definitely Disagree,probe_selfreport,Eligible,Voucher
29,1753549908327,26/07/2025 17:11,1753549906935,1,26/07/2025 18:11,234742,9,questionnaire-opi6,,48326690,BLINDED,13878626,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 137.0.0.0,1366x768,1366x633,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 14 -quantised,4,probe_selfreport,Eligible,Voucher
30,1753549908327,26/07/2025 17:11,1753549906936,1,26/07/2025 18:11,234742,9,questionnaire-opi6,,48326690,BLINDED,13878626,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 137.0.0.0,1366x768,1366x633,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 15 ,Definitely Disagree,probe_selfreport,Eligible,Voucher
31,1753549908327,26/07/2025 17:11,1753549906936,1,26/07/2025 18:11,234742,9,questionnaire-opi6,,48326690,BLINDED,13878626,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 137.0.0.0,1366x768,1366x633,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 15 -quantised,4,probe_selfreport,Eligible,Voucher
