Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-3edb,checkpoint-sudm,branch-hm4e,branch-vf4a,Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: instruct_num,Spreadsheet: instruct_text,Spreadsheet: passage,Spreadsheet: line,Spreadsheet: line_text,Spreadsheet: probe,Spreadsheet: condition,Spreadsheet: condition_num,Spreadsheet: set,Spreadsheet: question_text,Spreadsheet: correct_response,Spreadsheet: response_a,Spreadsheet: response_b,Spreadsheet: response_c,Spreadsheet: response_d,Spreadsheet: response_e,Spreadsheet: ,Spreadsheet: __EMPTY,Spreadsheet: __EMPTY_1,Spreadsheet: __EMPTY_2,Spreadsheet: blockType,Manipulation: Spreadsheet
93,1741097575946,04/03/2025 14:12:55,1741097575946,0,04/03/2025 14:12:55,201675,16,task-d2yz,,44045865,BLIND,12533363,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1920x1080,1920x945,Consent,,0,Mind wandering task,10,Digital A,Consent,Over 17,English as 1st language,Digital A,Digital A,15,comprehension,Comprehension questions,ers3wv,1,response,c,1968.1999999985565,1966.8000000000466,1968.1999999985565,1968.1999999985565,1966.8000000000466,1968.1999999985565,1,1968.1999999985565,0,0,,Click Response,response C,4,object-68,comprehension,,,5,3,,,,,,This passage is mainly about,c,ergot,drugs,fungi,antibiotics,cheese,,,,,,
94,1741097581034,04/03/2025 14:13:01,1741097581034,0,04/03/2025 14:13:01,201675,16,task-d2yz,,44045865,BLIND,12533363,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1920x1080,1920x945,Consent,,0,Mind wandering task,10,Digital A,Consent,Over 17,English as 1st language,Digital A,Digital A,16,comprehension,Comprehension questions,ers3wv,1,response,d,5089.5,5083.199999999953,5089.5,5089.5,5083.199999999953,5089.5,1,5089.5,0,0,,Click Response,response D,5,object-69,comprehension,,,5,4,,,,,,LSD is specifically mentioned to show that ergot,d,needs to be further controlled,needs further research,has medicinal value,is of current interest,is dangerous,,,,,,
95,1741097583106,04/03/2025 14:13:03,1741097583106,0,04/03/2025 14:13:03,201675,16,task-d2yz,,44045865,BLIND,12533363,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1920x1080,1920x945,Consent,,0,Mind wandering task,10,Digital A,Consent,Over 17,English as 1st language,Digital A,Digital A,52,passages,Sentences,3emlxf,1,response,space,2078.1999999985565,2066.8000000000466,2078.1999999985565,2078.1999999985565,2066.8000000000466,2078.1999999985565,1,2078.1999999985565,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,7,0,Passage 7,0,Difficult,1,1,,,,,,,,,,,,,
96,1741097588866,04/03/2025 14:13:08,1741097588866,0,04/03/2025 14:13:08,201675,16,task-d2yz,,44045865,BLIND,12533363,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1920x1080,1920x945,Consent,,0,Mind wandering task,10,Digital A,Consent,Over 17,English as 1st language,Digital A,Digital A,53,passages,Sentences,3emlxf,1,response,space,5771.19999999553,5766.699999999953,5771.19999999553,5771.19999999553,5766.699999999953,5771.19999999553,1,5771.19999999553,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,7,1,Once in a while you will hear about an artist recognized as a master during his own lifetime but then almost forgotten soon after his death.,0,Difficult,1,1,,,,,,,,,,,,,
97,1741097597298,04/03/2025 14:13:17,1741097597298,0,04/03/2025 14:13:17,201675,16,task-d2yz,,44045865,BLIND,12533363,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1920x1080,1920x945,Consent,,0,Mind wandering task,10,Digital A,Consent,Over 17,English as 1st language,Digital A,Digital A,54,passages,Sentences,3emlxf,1,response,space,8436.499999995576,8433.600000000093,8436.499999995576,8436.499999995576,8433.600000000093,8436.499999995576,1,8436.499999995576,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,7,2,"A good example is the painter Domenicos Theotocopoulos, known because of his Greek ancestry as El Greco.",0,Difficult,1,1,,,,,,,,,,,,,
98,1741097601386,04/03/2025 14:13:21,1741097601386,0,04/03/2025 14:13:21,201675,16,task-d2yz,,44045865,BLIND,12533363,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1920x1080,1920x945,Consent,,0,Mind wandering task,10,Digital A,Consent,Over 17,English as 1st language,Digital A,Digital A,55,passages,Sentences,3emlxf,1,response,space,4091.1999999999534,4083,4091.1999999999534,4091.1999999999534,4083,4091.1999999999534,1,4091.1999999999534,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,7,3,"After pursuing his early career in Italy, El Greco settled in the Spanish city of Toledo, where he prospered for the rest of his life.",1,Difficult,1,1,,,,,,,,,,,,,
99,1741097602906,04/03/2025 14:13:22,1741097602906,0,04/03/2025 14:13:22,201675,16,task-d2yz,,44045865,BLIND,12533363,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1920x1080,1920x945,Consent,,0,Mind wandering task,10,Digital A,Consent,Over 17,English as 1st language,Digital A,Digital A,13,probe,Thought probe,muxvwp,1,response,On Task,1528.0999999984633,1516.7999999999302,1528.0999999984633,1528.0999999984633,1516.7999999999302,1528.0999999984633,1,1528.0999999984633,0,0,,Click Response,On Task,2,object-81,probe,,,,,,,,,,,,,,,,,,,,,,
100,1741097606754,04/03/2025 14:13:26,1741097606754,0,04/03/2025 14:13:26,201675,16,task-d2yz,,44045865,BLIND,12533363,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1920x1080,1920x945,Consent,,0,Mind wandering task,10,Digital A,Consent,Over 17,English as 1st language,Digital A,Digital A,56,passages,Sentences,3emlxf,1,response,space,3859.199999997043,3849.9000000000233,3859.199999997043,3859.199999997043,3849.9000000000233,3859.199999997043,1,3859.199999997043,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,7,4,"But after his death, El Greco was forgotten by history for nearly three hundred years, until he was rediscovered by artists and critics of the twentieth century.",0,Difficult,1,1,,,,,,,,,,,,,
101,1741097611762,04/03/2025 14:13:31,1741097611762,0,04/03/2025 14:13:31,201675,16,task-d2yz,,44045865,BLIND,12533363,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1920x1080,1920x945,Consent,,0,Mind wandering task,10,Digital A,Consent,Over 17,English as 1st language,Digital A,Digital A,57,passages,Sentences,3emlxf,1,response,space,5016.599999999977,5000,5016.599999999977,5016.599999999977,5000,5016.599999999977,1,5016.599999999977,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,7,5,"The power of El Greco’s intensely emotional style can be felt most strongly in his later canvases, such as the famous View of Toledo painted in 1610, only a few years before death.",0,Difficult,1,1,,,,,,,,,,,,,
102,1741097618978,04/03/2025 14:13:38,1741097618978,0,04/03/2025 14:13:38,201675,16,task-d2yz,,44045865,BLIND,12533363,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1920x1080,1920x945,Consent,,0,Mind wandering task,10,Digital A,Consent,Over 17,English as 1st language,Digital A,Digital A,58,passages,Sentences,3emlxf,1,response,space,7233.10000000149,7216.800000000047,7233.10000000149,7233.10000000149,7216.800000000047,7233.10000000149,1,7233.10000000149,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,7,6,"One notices in this strange landscape how the eerie, silvery buildings take on a ghostlike stillness next to the explosive light of the sky and the writhing forms of the countryside below.",0,Difficult,1,1,,,,,,,,,,,,,
103,1741097622978,04/03/2025 14:13:42,1741097622978,0,04/03/2025 14:13:42,201675,16,task-d2yz,,44045865,BLIND,12533363,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1920x1080,1920x945,Consent,,0,Mind wandering task,10,Digital A,Consent,Over 17,English as 1st language,Digital A,Digital A,59,passages,Sentences,3emlxf,1,response,space,4016.399999999907,3999.79999999993,4016.399999999907,4016.399999999907,3999.79999999993,4016.399999999907,1,4016.399999999907,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,7,7,"Curiously enough, another important artist of about the same time was scorned even by many of his own contemporaries.",0,Difficult,1,1,,,,,,,,,,,,,
104,1741097627138,04/03/2025 14:13:47,1741097627138,0,04/03/2025 14:13:47,201675,16,task-d2yz,,44045865,BLIND,12533363,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1920x1080,1920x945,Consent,,0,Mind wandering task,10,Digital A,Consent,Over 17,English as 1st language,Digital A,Digital A,60,passages,Sentences,3emlxf,1,response,space,4176.599999995553,4166.800000000047,4176.599999995553,4176.599999995553,4166.800000000047,4176.599999995553,1,4176.599999995553,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,7,8,"This artist was Caravaggio, a self-taught painter who had come to Rome around 1590 from a small town in Lombardy.",0,Difficult,1,1,,,,,,,,,,,,,
105,1741097632810,04/03/2025 14:13:52,1741097632810,0,04/03/2025 14:13:52,201675,16,task-d2yz,,44045865,BLIND,12533363,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1920x1080,1920x945,Consent,,0,Mind wandering task,10,Digital A,Consent,Over 17,English as 1st language,Digital A,Digital A,61,passages,Sentences,3emlxf,1,response,space,5681.8999999969965,5666.699999999953,5681.8999999969965,5681.8999999969965,5666.699999999953,5681.8999999969965,1,5681.8999999969965,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,7,9,"Caravaggio’s critics complained that he treated exalted religious subjects in a low, vulgar style, because he included in his paintings the faces and figures from the street of common people.",0,Difficult,1,1,,,,,,,,,,,,,
106,1741097636170,04/03/2025 14:13:56,1741097636170,0,04/03/2025 14:13:56,201675,16,task-d2yz,,44045865,BLIND,12533363,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1920x1080,1920x945,Consent,,0,Mind wandering task,10,Digital A,Consent,Over 17,English as 1st language,Digital A,Digital A,62,passages,Sentences,3emlxf,1,response,space,3375.299999998533,3366.5999999999767,3375.299999998533,3375.299999998533,3366.5999999999767,3375.299999998533,1,3375.299999998533,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,7,10,"By using stark contrasts of light and shadow, Caravaggio managed to conjure up unforgettable scenes of dramatic realism.",1,Difficult,1,1,,,,,,,,,,,,,
107,1741097637650,04/03/2025 14:13:57,1741097637650,0,04/03/2025 14:13:57,201675,16,task-d2yz,,44045865,BLIND,12533363,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1920x1080,1920x945,Consent,,0,Mind wandering task,10,Digital A,Consent,Over 17,English as 1st language,Digital A,Digital A,14,probe,Thought probe,muxvwp,1,response,On Task,1488.5999999970663,1483.4000000000233,1488.5999999970663,1488.5999999970663,1483.4000000000233,1488.5999999970663,1,1488.5999999970663,0,0,,Click Response,On Task,2,object-81,probe,,,,,,,,,,,,,,,,,,,,,,
108,1741097638858,04/03/2025 14:13:58,1741097638858,0,04/03/2025 14:13:58,201675,16,task-d2yz,,44045865,BLIND,12533363,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1920x1080,1920x945,Consent,,0,Mind wandering task,10,Digital A,Consent,Over 17,English as 1st language,Digital A,Digital A,4,instr_comprehension,Comprehension instruction,ki2jxw,1,response,space,1213.099999995553,1199.9000000000233,1213.099999995553,1213.099999995553,1199.9000000000233,1213.099999995553,1,1213.099999995553,0,0,,Keyboard Response,Keyboard Response,2,object-78,instr_comprehension,,,,,,,,,,,,,,,,,,,,,,
109,1741097641018,04/03/2025 14:14:01,1741097641018,0,04/03/2025 14:14:01,201675,16,task-d2yz,,44045865,BLIND,12533363,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1920x1080,1920x945,Consent,,0,Mind wandering task,10,Digital A,Consent,Over 17,English as 1st language,Digital A,Digital A,17,comprehension,Comprehension questions,ers3wv,1,response,a,2173.10000000149,2166.6999999999534,2173.10000000149,2173.10000000149,2166.6999999999534,2173.10000000149,1,2173.10000000149,0,0,,Click Response,response A,2,object-66,comprehension,,,7,1,,,,,,"In his paintings, Caravaggio included",a,common people,strange landscapes,"eerie, silvery buildings",ghosts,corpses,,,,,,
110,1741097646522,04/03/2025 14:14:06,1741097646522,0,04/03/2025 14:14:06,201675,16,task-d2yz,,44045865,BLIND,12533363,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1920x1080,1920x945,Consent,,0,Mind wandering task,10,Digital A,Consent,Over 17,English as 1st language,Digital A,Digital A,18,comprehension,Comprehension questions,ers3wv,1,response,a,5511.099999997066,5500,5511.099999997066,5511.099999997066,5500,5511.099999997066,1,5511.099999997066,0,0,,Click Response,response E,6,object-70,comprehension,,,7,2,,,,,,El Greco pursued his early career in,a,Italy,Greece,Lombardy,Rome,Toledo,,,,,,
111,1741097652354,04/03/2025 14:14:12,1741097652354,0,04/03/2025 14:14:12,201675,16,task-d2yz,,44045865,BLIND,12533363,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1920x1080,1920x945,Consent,,0,Mind wandering task,10,Digital A,Consent,Over 17,English as 1st language,Digital A,Digital A,19,comprehension,Comprehension questions,ers3wv,1,response,b,5842.699999998556,5833.400000000023,5842.699999998556,5842.699999998556,5833.400000000023,5842.699999998556,1,5842.699999998556,0,0,,Click Response,response B,3,object-67,comprehension,,,7,3,,,,,,Apparently a major technique of Caravaggio’s was,b,using exalted religious subjects,using stark contrasts,using cadavers,using ghostlike stillness,none of the above,,,,,,
112,1741097659850,04/03/2025 14:14:19,1741097659850,0,04/03/2025 14:14:19,201675,16,task-d2yz,,44045865,BLIND,12533363,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1920x1080,1920x945,Consent,,0,Mind wandering task,10,Digital A,Consent,Over 17,English as 1st language,Digital A,Digital A,20,comprehension,Comprehension questions,ers3wv,1,response,c,7505.199999997043,7499.900000000023,7505.199999997043,7505.199999997043,7499.900000000023,7505.199999997043,1,7505.199999997043,0,0,,Click Response,response C,4,object-68,comprehension,,,7,4,,,,,,The principal idea discussed in this passage concerns,c,El Greco,Caravaggio,contemporary approval of artists,the travels of painters,the prosperity of artists,,,,,,
113,1741097664370,04/03/2025 14:14:24,1741097664370,0,04/03/2025 14:14:24,201675,16,task-d2yz,,44045865,BLIND,12533363,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1920x1080,1920x945,Consent,,0,Mind wandering task,10,Digital A,Consent,Over 17,English as 1st language,Digital A,Digital A,11,instr_passages,Text,zppu2h,1,response,space,4525.39999999851,4516.800000000047,4525.39999999851,4525.39999999851,4516.800000000047,4525.39999999851,1,4525.39999999851,0,0,,Keyboard Response,Keyboard Response,2,object-25,instr_passages,,"You will now move onto the on-paper reading task.<br><br> This will involve reading the passages on-paper, and responding to the questions on the screen when prompted.<br><br>Please press the space bar to continue.",,,,,,,,,,,,,,,,,,,,
114,1741097674042,04/03/2025 14:14:34,1741097674042,0,04/03/2025 14:14:34,201675,16,task-d2yz,,44045865,BLIND,12533363,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1920x1080,1920x945,Consent,,0,Mind wandering task,10,Digital A,Consent,Over 17,English as 1st language,Digital A,Digital A,12,instr_passages,Text,zppu2h,1,response,space,9680.300000001444,9666.5,9680.300000001444,9680.300000001444,9666.5,9680.300000001444,1,9680.300000001444,0,0,,Keyboard Response,Keyboard Response,2,object-25,instr_passages,4,"In this on-paper task, you will read 4 passages and answer reading comprehension questions for each passage. <br><br> THE PASSAGES WILL BE PRESENTED IN A SENTENCE-BY-SENTENCE FASHION. PLEASE READ THE SENTENCES AT YOUR NORMAL READING PACE. ONCE YOU HAVE FINISHED READING ONE SENTENCE, TURN THE PAGE TO MOVE ON TO THE NEXT SENTENCE. Once you've read the sentence you MAY NOT GO BACK.<br><br> Please press the space bar to continue.",,,,,,,,,,,,,,,,,,,,
115,1741097679113,04/03/2025 14:14:39,1741097679113,0,04/03/2025 14:14:39,201675,16,task-d2yz,,44045865,BLIND,12533363,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1920x1080,1920x945,Consent,,0,Mind wandering task,10,Digital A,Consent,Over 17,English as 1st language,Digital A,Digital A,13,instr_passages,Text,zppu2h,1,response,space,5085.599999998463,5083.79999999993,5085.599999998463,5085.599999998463,5083.79999999993,5085.599999998463,1,5085.599999998463,0,0,,Keyboard Response,Keyboard Response,2,object-25,instr_passages,5,"THE SET OF READING COMPREHENSION QUESTIONS FOR THAT PARTICULAR PASSAGE YOU’VE FINISHED READING WILL APPEAR AFTER EACH PASSAGE, not all together at the end. Like the sentences, once you've answered the questions you MAY NOT GO BACK TO CHANGE YOUR ANSWER.
<br><br> 
Please press the space bar to continue.",,,,,,,,,,,,,,,,,,,,
116,1741097687442,04/03/2025 14:14:47,1741097687442,0,04/03/2025 14:14:47,201675,16,task-d2yz,,44045865,BLIND,12533363,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1920x1080,1920x945,Consent,,0,Mind wandering task,10,Digital A,Consent,Over 17,English as 1st language,Digital A,Digital A,14,instr_passages,Text,zppu2h,1,response,space,8330.299999998533,8316.20000000007,8330.299999998533,8330.299999998533,8316.20000000007,8330.299999998533,1,8330.299999998533,0,0,,Keyboard Response,Keyboard Response,2,object-25,instr_passages,6,"Additionally, while you are reading you will be randomly interrupted and asked to answer this question on the computer screen: “WHICH OF THE FOLLOWING RESPONSES BEST CHARACTERISES YOUR MENTAL STATE JUST PRIOR TO THE PRESENTATION OF THIS SENTENCE?"" You would have to choose either “On task”, ""Intentionally mind wandering"" or ""Unintentionally mind wandering"" by clicking on the appropriate option.<br><br> Please press the space bar to continue.",,,,,,,,,,,,,,,,,,,,
117,1741097722146,04/03/2025 14:15:22,1741097722146,0,04/03/2025 14:15:22,201675,16,task-d2yz,,44045865,BLIND,12533363,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1920x1080,1920x945,Consent,,0,Mind wandering task,10,Digital A,Consent,Over 17,English as 1st language,Digital A,Digital A,15,instr_passages,Text,zppu2h,1,response,space,34718.19999999995,34716.69999999995,34718.19999999995,34718.19999999995,34716.69999999995,34718.19999999995,1,34718.19999999995,0,0,,Keyboard Response,Keyboard Response,2,object-25,instr_passages,8,Please turn the first page and begin reading the first passage.<br><br>Please press the space bar to continue.,,,,,,,,,,,,,,,,,,,,
118,1741097724026,04/03/2025 14:15:24,1741097724026,0,04/03/2025 14:15:24,201675,16,task-d2yz,,44045865,BLIND,12533363,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1920x1080,1920x945,Consent,,0,Mind wandering task,10,Digital A,Consent,Over 17,English as 1st language,Digital A,Digital A,1,probe_physical,Thought probe (physical),ucvclj,1,response,On Task,1881.1000000014901,1866.8000000000466,1881.1000000014901,1881.1000000014901,1866.8000000000466,1881.1000000014901,1,1881.1000000014901,0,0,,Click Response,On Task,2,object-87,probe_physical,,,,,,,,,,,,,,,,,,,,,,
119,1741097726490,04/03/2025 14:15:26,1741097726490,0,04/03/2025 14:15:26,201675,16,task-d2yz,,44045865,BLIND,12533363,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1920x1080,1920x945,Consent,,0,Mind wandering task,10,Digital A,Consent,Over 17,English as 1st language,Digital A,Digital A,1,probe_physical,Return to physical text,5jjhzp,2,continue,,2478.6999999999534,2466.79999999993,2478.6999999999534,2478.6999999999534,2466.79999999993,2478.6999999999534,1,2478.6999999999534,0,0,,Click To Continue,Continue Button,2,object-94,probe_physical,,,,,,,,,,,,,,,,,,,,,,
120,1741097729802,04/03/2025 14:15:29,1741097729802,0,04/03/2025 14:15:29,201675,16,task-d2yz,,44045865,BLIND,12533363,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1920x1080,1920x945,Consent,,0,Mind wandering task,10,Digital A,Consent,Over 17,English as 1st language,Digital A,Digital A,2,probe_physical,Thought probe (physical),ucvclj,1,response,On Task,3323.4000000000233,3316.5,3323.4000000000233,3323.4000000000233,3316.5,3323.4000000000233,1,3323.4000000000233,0,0,,Click Response,On Task,2,object-87,probe_physical,,,,,,,,,,,,,,,,,,,,,,
121,1741097761402,04/03/2025 14:16:01,1741097761402,0,04/03/2025 14:16:01,201675,16,task-d2yz,,44045865,BLIND,12533363,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1920x1080,1920x945,Consent,,0,Mind wandering task,10,Digital A,Consent,Over 17,English as 1st language,Digital A,Digital A,2,probe_physical,Return to physical text,5jjhzp,2,continue,,31607.400000000023,31600.099999999977,31607.400000000023,31607.400000000023,31600.099999999977,31607.400000000023,1,31607.400000000023,0,0,,Click To Continue,Continue Button,2,object-94,probe_physical,,,,,,,,,,,,,,,,,,,,,,
122,1741097807410,04/03/2025 14:16:47,1741097807410,0,04/03/2025 14:16:47,201675,16,task-d2yz,,44045865,BLIND,12533363,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1920x1080,1920x945,Consent,,0,Mind wandering task,10,Digital A,Consent,Over 17,English as 1st language,Digital A,Digital A,5,instr_comprehension,Comprehension instruction,ki2jxw,1,response,space,46014.999999995576,46000.30000000005,46014.999999995576,46014.999999995576,46000.30000000005,46014.999999995576,1,46014.999999995576,0,0,,Keyboard Response,Keyboard Response,2,object-78,instr_comprehension,,,,,,,,,,,,,,,,,,,,,,
123,1741097814306,04/03/2025 14:16:54,1741097814306,0,04/03/2025 14:16:54,201675,16,task-d2yz,,44045865,BLIND,12533363,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1920x1080,1920x945,Consent,,0,Mind wandering task,10,Digital A,Consent,Over 17,English as 1st language,Digital A,Digital A,21,comprehension,Comprehension questions,ers3wv,1,response,c,6910.79999999702,6899.699999999953,6910.79999999702,6910.79999999702,6899.699999999953,6910.79999999702,1,6910.79999999702,0,0,,Click Response,response C,4,object-68,comprehension,,,2,1,,,,,,Our economic well-being is determined largely by how many factors?,c,One,Two,Three,Four,Five,,,,,,
124,1741097817290,04/03/2025 14:16:57,1741097817290,0,04/03/2025 14:16:57,201675,16,task-d2yz,,44045865,BLIND,12533363,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1920x1080,1920x945,Consent,,0,Mind wandering task,10,Digital A,Consent,Over 17,English as 1st language,Digital A,Digital A,22,comprehension,Comprehension questions,ers3wv,1,response,d,2995.0999999970663,2983.5,2995.0999999970663,2995.0999999970663,2983.5,2995.0999999970663,1,2995.0999999970663,0,0,,Click Response,response D,5,object-69,comprehension,,,2,2,,,,,,One major factor mentioned as affecting our economic well-being was,d,high wages,low interest rates,technology,employment,foreign trade,,,,,,
125,1741097822426,04/03/2025 14:17:02,1741097822426,0,04/03/2025 14:17:02,201675,16,task-d2yz,,44045865,BLIND,12533363,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1920x1080,1920x945,Consent,,0,Mind wandering task,10,Digital A,Consent,Over 17,English as 1st language,Digital A,Digital A,23,comprehension,Comprehension questions,ers3wv,1,response,d,5147.699999998556,5133.300000000047,5147.699999998556,5147.699999998556,5133.300000000047,5147.699999998556,1,5147.699999998556,0,0,,Click Response,response D,5,object-69,comprehension,,,2,3,,,,,,The purpose of this passage is to,d,persuade,guide,evaluate,inform,interest,,,,,,
126,1741097827650,04/03/2025 14:17:07,1741097827650,0,04/03/2025 14:17:07,201675,16,task-d2yz,,44045865,BLIND,12533363,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1920x1080,1920x945,Consent,,0,Mind wandering task,10,Digital A,Consent,Over 17,English as 1st language,Digital A,Digital A,24,comprehension,Comprehension questions,ers3wv,1,response,e,5237.89999999851,5233.300000000047,5237.89999999851,5237.89999999851,5233.300000000047,5237.89999999851,1,5237.89999999851,0,0,,Click Response,response B,3,object-67,comprehension,,,2,4,,,,,,The chief emphasis is on,e,defining marketing,principles of marketing,opportunities in marketing,kinds of jobs in marketing,the economic significance of marketing,,,,,,
127,1741097834954,04/03/2025 14:17:14,1741097834954,0,04/03/2025 14:17:14,201675,16,task-d2yz,,44045865,BLIND,12533363,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1920x1080,1920x945,Consent,,0,Mind wandering task,10,Digital A,Consent,Over 17,English as 1st language,Digital A,Digital A,63,passages,Sentences,3emlxf,1,response,space,7309.199999999953,7300,7309.199999999953,7309.199999999953,7300,7309.199999999953,1,7309.199999999953,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,,,Passage 4,,,,,,,,,,,,,,,,,
128,1741097837994,04/03/2025 14:17:17,1741097837994,0,04/03/2025 14:17:17,201675,16,task-d2yz,,44045865,BLIND,12533363,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1920x1080,1920x945,Consent,,0,Mind wandering task,10,Digital A,Consent,Over 17,English as 1st language,Digital A,Digital A,3,probe_physical,Thought probe (physical),ucvclj,1,response,On Task,3048.999999996973,3033.5,3048.999999996973,3048.999999996973,3033.5,3048.999999996973,1,3048.999999996973,0,0,,Click Response,On Task,2,object-87,probe_physical,,,,,,,,,,,,,,,,,,,,,,
129,1741097877074,04/03/2025 14:17:57,1741097877074,0,04/03/2025 14:17:57,201675,16,task-d2yz,,44045865,BLIND,12533363,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1920x1080,1920x945,Consent,,0,Mind wandering task,10,Digital A,Consent,Over 17,English as 1st language,Digital A,Digital A,3,probe_physical,Return to physical text,5jjhzp,2,continue,,39095.69999999995,39083.29999999993,39095.69999999995,39095.69999999995,39083.29999999993,39095.69999999995,1,39095.69999999995,0,0,,Click To Continue,Continue Button,2,object-94,probe_physical,,,,,,,,,,,,,,,,,,,,,,
130,1741097877946,04/03/2025 14:17:57,1741097877946,0,04/03/2025 14:17:57,201675,16,task-d2yz,,44045865,BLIND,12533363,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1920x1080,1920x945,Consent,,0,Mind wandering task,10,Digital A,Consent,Over 17,English as 1st language,Digital A,Digital A,4,probe_physical,Thought probe (physical),ucvclj,1,response,On Task,884.4000000000233,883.2000000000698,884.4000000000233,884.4000000000233,883.2000000000698,884.4000000000233,1,884.4000000000233,0,0,,Click Response,On Task,2,object-87,probe_physical,,,,,,,,,,,,,,,,,,,,,,
131,1741097890955,04/03/2025 14:18:10,1741097890955,0,04/03/2025 14:18:10,201675,16,task-d2yz,,44045865,BLIND,12533363,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1920x1080,1920x945,Consent,,0,Mind wandering task,10,Digital A,Consent,Over 17,English as 1st language,Digital A,Digital A,4,probe_physical,Return to physical text,5jjhzp,2,continue,,13009.499999996973,13000.099999999977,13009.499999996973,13009.499999996973,13000.099999999977,13009.499999996973,1,13009.499999996973,0,0,,Click To Continue,Continue Button,2,object-94,probe_physical,,,,,,,,,,,,,,,,,,,,,,
