Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-3edb,checkpoint-sudm,branch-hm4e,branch-vf4a,Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: instruct_num,Spreadsheet: instruct_text,Spreadsheet: passage,Spreadsheet: line,Spreadsheet: line_text,Spreadsheet: probe,Spreadsheet: condition,Spreadsheet: condition_num,Spreadsheet: set,Spreadsheet: question_text,Spreadsheet: correct_response,Spreadsheet: response_a,Spreadsheet: response_b,Spreadsheet: response_c,Spreadsheet: response_d,Spreadsheet: response_e,Spreadsheet: ,Spreadsheet: __EMPTY,Spreadsheet: __EMPTY_1,Spreadsheet: __EMPTY_2,Spreadsheet: blockType,Manipulation: Spreadsheet
150,1741088378724,04/03/2025 11:39:38,1741088378724,0,04/03/2025 11:39:38,201675,16,task-j2gm,,44038318,BLIND,12533361,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 133.0.0.0,1920x1080,921x919,Consent,,0,Mind wandering task,10,Physical A,Consent,Over 17,English as 1st language,Physical A,Physical A,54,passages,Sentences,3emlxf,1,response,space,9214.500000002328,9199.600000000093,9214.500000002328,9214.500000002328,9199.600000000093,9214.500000002328,1,9214.500000002328,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,8,8,"Put another way, the experimenter has under his control all the variables that can influence the results.",1,Difficult,1,2,,,,,,,,,,,,,
151,1741088393308,04/03/2025 11:39:53,1741088393308,0,04/03/2025 11:39:53,201675,16,task-j2gm,,44038318,BLIND,12533361,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 133.0.0.0,1920x1080,921x919,Consent,,0,Mind wandering task,10,Physical A,Consent,Over 17,English as 1st language,Physical A,Physical A,13,probe,Thought probe,muxvwp,1,response,Unintentional,14599,14583.399999999907,14599,14599,14583.399999999907,14599,1,14599,0,0,,Click Response,Unintentional,4,object-84,probe,,,,,,,,,,,,,,,,,,,,,,
152,1741088396308,04/03/2025 11:39:56,1741088396308,0,04/03/2025 11:39:56,201675,16,task-j2gm,,44038318,BLIND,12533361,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 133.0.0.0,1920x1080,921x919,Consent,,0,Mind wandering task,10,Physical A,Consent,Over 17,English as 1st language,Physical A,Physical A,55,passages,Sentences,3emlxf,1,response,space,3015.400000000838,3000,3015.400000000838,3015.400000000838,3000,3015.400000000838,1,3015.400000000838,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,8,9,Whether he can exactly identify these variables is another question.,0,Difficult,1,2,,,,,,,,,,,,,
153,1741088403989,04/03/2025 11:40:03,1741088403989,0,04/03/2025 11:40:03,201675,16,task-j2gm,,44038318,BLIND,12533361,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 133.0.0.0,1920x1080,921x919,Consent,,0,Mind wandering task,10,Physical A,Consent,Over 17,English as 1st language,Physical A,Physical A,56,passages,Sentences,3emlxf,1,response,space,7695.900000000838,7683.5,7695.900000000838,7695.900000000838,7683.5,7695.900000000838,1,7695.900000000838,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,8,10,"Thus, entirely unambiguous results are not yielded by experimental designs, merely results that are less ambiguous than those associated with correlational designs.",0,Difficult,1,2,,,,,,,,,,,,,
154,1741088405396,04/03/2025 11:40:05,1741088405396,0,04/03/2025 11:40:05,201675,16,task-j2gm,,44038318,BLIND,12533361,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 133.0.0.0,1920x1080,921x919,Consent,,0,Mind wandering task,10,Physical A,Consent,Over 17,English as 1st language,Physical A,Physical A,8,instr_comprehension,Comprehension instruction,ki2jxw,1,response,space,1420.0000000023283,1416.6000000000931,1420.0000000023283,1420.0000000023283,1416.6000000000931,1420.0000000023283,1,1420.0000000023283,0,0,,Keyboard Response,Keyboard Response,2,object-78,instr_comprehension,,,,,,,,,,,,,,,,,,,,,,
155,1741088412269,04/03/2025 11:40:12,1741088412269,0,04/03/2025 11:40:12,201675,16,task-j2gm,,44038318,BLIND,12533361,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 133.0.0.0,1920x1080,921x919,Consent,,0,Mind wandering task,10,Physical A,Consent,Over 17,English as 1st language,Physical A,Physical A,33,comprehension,Comprehension questions,ers3wv,1,response,e,6875.60000000149,6866.5,6875.60000000149,6875.60000000149,6866.5,6875.60000000149,1,6875.60000000149,0,0,,Click Response,response E,6,object-70,comprehension,,,8,1,,,,,,Specific mention is made of,e,psychogenesis,psychoynamics,psychobiology,psychotherapy,none of the above,,,,,,
156,1741088415549,04/03/2025 11:40:15,1741088415549,0,04/03/2025 11:40:15,201675,16,task-j2gm,,44038318,BLIND,12533361,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 133.0.0.0,1920x1080,921x919,Consent,,0,Mind wandering task,10,Physical A,Consent,Over 17,English as 1st language,Physical A,Physical A,34,comprehension,Comprehension questions,ers3wv,1,response,b,3289.199999999255,3283.399999999907,3289.199999999255,3289.199999999255,3283.399999999907,3289.199999999255,1,3289.199999999255,0,0,,Click Response,response C,4,object-68,comprehension,,,8,2,,,,,,How many research design patterns were discussed?,b,Oneonly,Two,Three,Four,Five,,,,,,
157,1741088422748,04/03/2025 11:40:22,1741088422748,0,04/03/2025 11:40:22,201675,16,task-j2gm,,44038318,BLIND,12533361,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 133.0.0.0,1920x1080,921x919,Consent,,0,Mind wandering task,10,Physical A,Consent,Over 17,English as 1st language,Physical A,Physical A,35,comprehension,Comprehension questions,ers3wv,1,response,a,7205.500000002328,7200,7205.500000002328,7205.500000002328,7200,7205.500000002328,1,7205.500000002328,0,0,,Click Response,response A,2,object-66,comprehension,,,8,3,,,,,,"As used in this passage, the phrase put another way means",a,rephrasing,enumeration,using details,reasoning,illustration,,,,,,
158,1741088430357,04/03/2025 11:40:30,1741088430357,0,04/03/2025 11:40:30,201675,16,task-j2gm,,44038318,BLIND,12533361,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 133.0.0.0,1920x1080,921x919,Consent,,0,Mind wandering task,10,Physical A,Consent,Over 17,English as 1st language,Physical A,Physical A,36,comprehension,Comprehension questions,ers3wv,1,response,e,7614.100000000093,7600,7614.100000000093,7614.100000000093,7600,7614.100000000093,1,7614.100000000093,0,0,,Click Response,response E,6,object-70,comprehension,,,8,4,,,,,,In this passage the authors imply that heavy smoking is probably caused by,e,tension,nervousness,habit,social pressure,all the above and more,,,,,,
159,1741088433164,04/03/2025 11:40:33,1741088433164,0,04/03/2025 11:40:33,201675,16,task-j2gm,,44038318,BLIND,12533361,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 133.0.0.0,1920x1080,921x919,Consent,,0,Mind wandering task,10,Physical A,Consent,Over 17,English as 1st language,Physical A,Physical A,1,finish,Thank you,xuq6te,1,continue,,2821.5000000023283,2816.8000000000466,2821.5000000023283,2821.5000000023283,2816.8000000000466,2821.5000000023283,1,2821.5000000023283,0,0,,Click To Continue,Continue Button,2,object-75,finish,,,,,,,,,,,,,,,,,,,,,,
160,1741088433165,04/03/2025 11:40:33,1741088433165,0,04/03/2025 11:40:33,201675,16,task-j2gm,,44038318,BLIND,12533361,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 133.0.0.0,1920x1080,921x919,Consent,,0,Mind wandering task,10,Physical A,Consent,Over 17,English as 1st language,Physical A,Physical A,,,,,,info,END,,,1879724,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1741190924965,05/03/2025 16:08:44,1741190924965,0,05/03/2025 16:08:44,201675,16,task-j2gm,,44093689,BLIND,12533364,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 133.0.0.0,1920x1080,1912x954,Consent,,0,Mind wandering task,10,Physical A,Consent,Over 17,English as 1st language,Physical A,Physical A,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1741190932586,05/03/2025 16:08:52,1741190932586,0,05/03/2025 16:08:52,201675,16,task-j2gm,,44093689,BLIND,12533364,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 133.0.0.0,1920x1080,1912x954,Consent,,0,Mind wandering task,10,Physical A,Consent,Over 17,English as 1st language,Physical A,Physical A,1,start,Welcome,vo3k26,1,continue,,7630.7999999985095,7616.799999999999,7630.7999999985095,7630.7999999985095,7616.799999999999,7630.7999999985095,1,7630.7999999985095,0,0,,Click To Continue,Continue Button,2,object-14,start,,,,,,,,,,,,,,,,,,,,,,
3,1741190969275,05/03/2025 16:09:29,1741190969275,0,05/03/2025 16:09:29,201675,16,task-j2gm,,44093689,BLIND,12533364,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 133.0.0.0,1920x1080,1912x954,Consent,,0,Mind wandering task,10,Physical A,Consent,Over 17,English as 1st language,Physical A,Physical A,1,instr_passages,Text,zppu2h,1,response,space,36703.39999999702,36699.9,36703.39999999702,36703.39999999702,36699.9,36703.39999999702,1,36703.39999999702,0,0,,Keyboard Response,Keyboard Response,2,object-25,instr_passages,,"Before you begin...<br><br>Please raise your hand and ask a researcher for the Set A paper task. Ensure you have passages 1, 3, 5 and 7 before continuing.<br><br>Please press the space bar to continue.",,,,,,,,,,,,,,,,,,,,
4,1741191001569,05/03/2025 16:10:01,1741191001569,0,05/03/2025 16:10:01,201675,16,task-j2gm,,44093689,BLIND,12533364,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 133.0.0.0,1920x1080,1912x954,Consent,,0,Mind wandering task,10,Physical A,Consent,Over 17,English as 1st language,Physical A,Physical A,2,instr_passages,Text,zppu2h,1,response,space,32297.499999997017,32283.59999999999,32297.499999997017,32297.499999997017,32283.59999999999,32297.499999997017,1,32297.499999997017,0,0,,Keyboard Response,Keyboard Response,2,object-25,instr_passages,1,"TASK INSTRUCTIONS - PLEASE READ CAREFULLY! The goal of this study is to learn how mind wandering is affected by task length, social media use and reading medium. <br><br> Mind wandering is a term used to describe what occurs when your attention wanders from a task. Sometimes when your mind wanders, you begin thinking about personal events or concerns rather than your task. At other times, your mind can wander because you are bored or tired and you don’t really know what you’re thinking about; all you know is that you are no longer thinking about your task.<br><br>Please press the space bar to continue.",,,,,,,,,,,,,,,,,,,,
5,1741191010969,05/03/2025 16:10:10,1741191010969,0,05/03/2025 16:10:10,201675,16,task-j2gm,,44093689,BLIND,12533364,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 133.0.0.0,1920x1080,1912x954,Consent,,0,Mind wandering task,10,Physical A,Consent,Over 17,English as 1st language,Physical A,Physical A,3,instr_passages,Text,zppu2h,1,response,space,9413.600000000006,9399.800000000003,9413.600000000006,9413.600000000006,9399.800000000003,9413.600000000006,1,9413.600000000006,0,0,,Keyboard Response,Keyboard Response,2,object-25,instr_passages,2,"Importantly, mind wandering can occur either because you INTENTIONALLY decided to think about things that are unrelated to the task, OR because your thoughts UNINTENTIONALLY drifted away to task-unrelated thoughts, despite your best intentions to focus on the task. <br><br> Please press the space bar to continue.",,,,,,,,,,,,,,,,,,,instr_passages,
6,1741191027201,05/03/2025 16:10:27,1741191027201,0,05/03/2025 16:10:27,201675,16,task-j2gm,,44093689,BLIND,12533364,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 133.0.0.0,1920x1080,1912x954,Consent,,0,Mind wandering task,10,Physical A,Consent,Over 17,English as 1st language,Physical A,Physical A,4,instr_passages,Text,zppu2h,1,response,space,16245.999999995533,16233.400000000009,16245.999999995533,16245.999999995533,16233.400000000009,16245.999999995533,1,16245.999999995533,0,0,,Keyboard Response,Keyboard Response,2,object-25,instr_passages,3,"Being ON TASK means that you were focused on completing the task and were not thinking about anything unrelated to the task. Some examples of ON TASK thoughts include thoughts about your performance on the task, thoughts about the digits, or thoughts about your response. <br><br> Please press the space bar to continue.",,,,,,,,,,,,,,,,,,,instr_passages,
7,1741191038825,05/03/2025 16:10:38,1741191038825,0,05/03/2025 16:10:38,201675,16,task-j2gm,,44093689,BLIND,12533364,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 133.0.0.0,1920x1080,1912x954,Consent,,0,Mind wandering task,10,Physical A,Consent,Over 17,English as 1st language,Physical A,Physical A,5,instr_passages,Text,zppu2h,1,response,space,11636.499999994034,11633.299999999988,11636.499999994034,11636.499999994034,11633.299999999988,11636.499999994034,1,11636.499999994034,0,0,,Keyboard Response,Keyboard Response,2,object-25,instr_passages,,"You have been randomly assigned into this condition. You will complete the on-paper reading task first. <br><br> This will involve reading the passages on-paper, and responding to the questions on the screen when prompted.<br><br>Please press the space bar to continue.",,,,,,,,,,,,,,,,,,,,
8,1741191061817,05/03/2025 16:11:01,1741191061817,0,05/03/2025 16:11:01,201675,16,task-j2gm,,44093689,BLIND,12533364,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 133.0.0.0,1920x1080,1912x954,Consent,,0,Mind wandering task,10,Physical A,Consent,Over 17,English as 1st language,Physical A,Physical A,6,instr_passages,Text,zppu2h,1,response,space,22995.699999994045,22983.5,22995.699999994045,22995.699999994045,22983.5,22995.699999994045,1,22995.699999994045,0,0,,Keyboard Response,Keyboard Response,2,object-25,instr_passages,4,"In this on-paper task, you will read 4 passages and answer reading comprehension questions for each passage. <br><br> THE PASSAGES WILL BE PRESENTED IN A SENTENCE-BY-SENTENCE FASHION. PLEASE READ THE SENTENCES AT YOUR NORMAL READING PACE. ONCE YOU HAVE FINISHED READING ONE SENTENCE, TURN THE PAGE TO MOVE ON TO THE NEXT SENTENCE. Once you've read the sentence you MAY NOT GO BACK.<br><br> Please press the space bar to continue.",,,,,,,,,,,,,,,,,,,,
9,1741191072185,05/03/2025 16:11:12,1741191072185,0,05/03/2025 16:11:12,201675,16,task-j2gm,,44093689,BLIND,12533364,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 133.0.0.0,1920x1080,1912x954,Consent,,0,Mind wandering task,10,Physical A,Consent,Over 17,English as 1st language,Physical A,Physical A,7,instr_passages,Text,zppu2h,1,response,space,10380.100000000006,10366.700000000012,10380.100000000006,10380.100000000006,10366.700000000012,10380.100000000006,1,10380.100000000006,0,0,,Keyboard Response,Keyboard Response,2,object-25,instr_passages,5,"THE SET OF READING COMPREHENSION QUESTIONS FOR THAT PARTICULAR PASSAGE YOU’VE FINISHED READING WILL APPEAR AFTER EACH PASSAGE, not all together at the end. Like the sentences, once you've answered the questions you MAY NOT GO BACK TO CHANGE YOUR ANSWER.
<br><br> 
Please press the space bar to continue.",,,,,,,,,,,,,,,,,,,,
10,1741191099337,05/03/2025 16:11:39,1741191099337,0,05/03/2025 16:11:39,201675,16,task-j2gm,,44093689,BLIND,12533364,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 133.0.0.0,1920x1080,1912x954,Consent,,0,Mind wandering task,10,Physical A,Consent,Over 17,English as 1st language,Physical A,Physical A,8,instr_passages,Text,zppu2h,1,response,space,27165.199999997014,27150,27165.199999997014,27165.199999997014,27150,27165.199999997014,1,27165.199999997014,0,0,,Keyboard Response,Keyboard Response,2,object-25,instr_passages,6,"Additionally, while you are reading you will be randomly interrupted and asked to answer this question on the computer screen: “WHICH OF THE FOLLOWING RESPONSES BEST CHARACTERISES YOUR MENTAL STATE JUST PRIOR TO THE PRESENTATION OF THIS SENTENCE?"" You would have to choose either “On task”, ""Intentionally mind wandering"" or ""Unintentionally mind wandering"" by clicking on the appropriate option.<br><br> Please press the space bar to continue.",,,,,,,,,,,,,,,,,,,,
11,1741191112529,05/03/2025 16:11:52,1741191112529,0,05/03/2025 16:11:52,201675,16,task-j2gm,,44093689,BLIND,12533364,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 133.0.0.0,1920x1080,1912x954,Consent,,0,Mind wandering task,10,Physical A,Consent,Over 17,English as 1st language,Physical A,Physical A,9,instr_passages,Text,zppu2h,1,response,space,13206.799999998504,13200,13206.799999998504,13206.799999998504,13200,13206.799999998504,1,13206.799999998504,0,0,,Keyboard Response,Keyboard Response,2,object-25,instr_passages,7,"This entire task is self-paced. However, each task should take around 15 minutes to complete (30 minutes overall). Please try to do the task all the way through instead of taking too many small breaks in between. The task isn't long so you should be able to do it without taking any breaks. <br><br> Please press the space bar to continue.",,,,,,,,,,,,,,,,,,,,
12,1741191132977,05/03/2025 16:12:12,1741191132977,0,05/03/2025 16:12:12,201675,16,task-j2gm,,44093689,BLIND,12533364,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 133.0.0.0,1920x1080,1912x954,Consent,,0,Mind wandering task,10,Physical A,Consent,Over 17,English as 1st language,Physical A,Physical A,10,instr_passages,Text,zppu2h,1,response,space,20455.099999995524,20450.29999999999,20455.099999995524,20455.099999995524,20450.29999999999,20455.099999995524,1,20455.099999995524,0,0,,Keyboard Response,Keyboard Response,2,object-25,instr_passages,8,Please turn the first page and begin reading the first passage.<br><br>Please press the space bar to continue.,,,,,,,,,,,,,,,,,,,,
13,1741191191193,05/03/2025 16:13:11,1741191191193,0,05/03/2025 16:13:11,201675,16,task-j2gm,,44093689,BLIND,12533364,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 133.0.0.0,1920x1080,1912x954,Consent,,0,Mind wandering task,10,Physical A,Consent,Over 17,English as 1st language,Physical A,Physical A,1,passages,Sentences,3emlxf,1,response,space,58220.899999997026,58216.69999999998,58220.899999997026,58220.899999997026,58216.69999999998,58220.899999997026,1,58220.899999997026,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,,,Passage 1,,,,,,,,,,,,,,,,,
14,1741191203289,05/03/2025 16:13:23,1741191203289,0,05/03/2025 16:13:23,201675,16,task-j2gm,,44093689,BLIND,12533364,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 133.0.0.0,1920x1080,1912x954,Consent,,0,Mind wandering task,10,Physical A,Consent,Over 17,English as 1st language,Physical A,Physical A,1,probe_physical,Thought probe (physical),ucvclj,1,response,On Task,12099.700000000012,12083.200000000012,12099.700000000012,12099.700000000012,12083.200000000012,12099.700000000012,1,12099.700000000012,0,0,,Click Response,On Task,2,object-87,probe_physical,,,,,,,,,,,,,,,,,,,,,,
15,1741191205537,05/03/2025 16:13:25,1741191205537,0,05/03/2025 16:13:25,201675,16,task-j2gm,,44093689,BLIND,12533364,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 133.0.0.0,1920x1080,1912x954,Consent,,0,Mind wandering task,10,Physical A,Consent,Over 17,English as 1st language,Physical A,Physical A,1,probe_physical,Return to physical text,5jjhzp,2,continue,,2265.0999999985215,2250.100000000035,2265.0999999985215,2265.0999999985215,2250.100000000035,2265.0999999985215,1,2265.0999999985215,0,0,,Click To Continue,Continue Button,2,object-94,probe_physical,,,,,,,,,,,,,,,,,,,,,,
16,1741191211313,05/03/2025 16:13:31,1741191211313,0,05/03/2025 16:13:31,201675,16,task-j2gm,,44093689,BLIND,12533364,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 133.0.0.0,1920x1080,1912x954,Consent,,0,Mind wandering task,10,Physical A,Consent,Over 17,English as 1st language,Physical A,Physical A,2,probe_physical,Thought probe (physical),ucvclj,1,response,On Task,5791.199999994016,5783.299999999988,5791.199999994016,5791.199999994016,5783.299999999988,5791.199999994016,1,5791.199999994016,0,0,,Click Response,On Task,2,object-87,probe_physical,,,,,,,,,,,,,,,,,,,,,,
17,1741191248777,05/03/2025 16:14:08,1741191248777,0,05/03/2025 16:14:08,201675,16,task-j2gm,,44093689,BLIND,12533364,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 133.0.0.0,1920x1080,1912x954,Consent,,0,Mind wandering task,10,Physical A,Consent,Over 17,English as 1st language,Physical A,Physical A,2,probe_physical,Return to physical text,5jjhzp,2,continue,,37471.89999999403,37466.70000000001,37471.89999999403,37471.89999999403,37466.70000000001,37471.89999999403,1,37471.89999999403,0,0,,Click To Continue,Continue Button,2,object-94,probe_physical,,,,,,,,,,,,,,,,,,,,,,
18,1741191253857,05/03/2025 16:14:13,1741191253857,0,05/03/2025 16:14:13,201675,16,task-j2gm,,44093689,BLIND,12533364,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 133.0.0.0,1920x1080,1912x954,Consent,,0,Mind wandering task,10,Physical A,Consent,Over 17,English as 1st language,Physical A,Physical A,3,probe_physical,Thought probe (physical),ucvclj,1,response,On Task,5085.299999995506,5083.5,5085.299999995506,5085.299999995506,5083.5,5085.299999995506,1,5085.299999995506,0,0,,Click Response,On Task,2,object-87,probe_physical,,,,,,,,,,,,,,,,,,,,,,
19,1741191401929,05/03/2025 16:16:41,1741191401929,0,05/03/2025 16:16:41,201675,16,task-j2gm,,44093689,BLIND,12533364,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 133.0.0.0,1920x1080,1912x954,Consent,,0,Mind wandering task,10,Physical A,Consent,Over 17,English as 1st language,Physical A,Physical A,3,probe_physical,Return to physical text,5jjhzp,2,continue,,148073.59999999998,148066.89999999997,148073.59999999998,148073.59999999998,148066.89999999997,148073.59999999998,1,148073.59999999998,0,0,,Click To Continue,Continue Button,2,object-94,probe_physical,,,,,,,,,,,,,,,,,,,,,,
20,1741191405849,05/03/2025 16:16:45,1741191405849,0,05/03/2025 16:16:45,201675,16,task-j2gm,,44093689,BLIND,12533364,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 133.0.0.0,1920x1080,1912x954,Consent,,0,Mind wandering task,10,Physical A,Consent,Over 17,English as 1st language,Physical A,Physical A,4,probe_physical,Thought probe (physical),ucvclj,1,response,On Task,3926.3999999955413,3916.600000000035,3926.3999999955413,3926.3999999955413,3916.600000000035,3926.3999999955413,1,3926.3999999955413,0,0,,Click Response,On Task,2,object-87,probe_physical,,,,,,,,,,,,,,,,,,,,,,
21,1741191408409,05/03/2025 16:16:48,1741191408409,0,05/03/2025 16:16:48,201675,16,task-j2gm,,44093689,BLIND,12533364,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 133.0.0.0,1920x1080,1912x954,Consent,,0,Mind wandering task,10,Physical A,Consent,Over 17,English as 1st language,Physical A,Physical A,4,probe_physical,Return to physical text,5jjhzp,2,continue,,2569.7999999955064,2566.899999999965,2569.7999999955064,2569.7999999955064,2566.899999999965,2569.7999999955064,1,2569.7999999955064,0,0,,Click To Continue,Continue Button,2,object-94,probe_physical,,,,,,,,,,,,,,,,,,,,,,
22,1741191440121,05/03/2025 16:17:20,1741191440121,0,05/03/2025 16:17:20,201675,16,task-j2gm,,44093689,BLIND,12533364,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 133.0.0.0,1920x1080,1912x954,Consent,,0,Mind wandering task,10,Physical A,Consent,Over 17,English as 1st language,Physical A,Physical A,5,probe_physical,Thought probe (physical),ucvclj,1,response,On Task,31715.20000000001,31700,31715.20000000001,31715.20000000001,31700,31715.20000000001,1,31715.20000000001,0,0,,Click Response,On Task,2,object-87,probe_physical,,,,,,,,,,,,,,,,,,,,,,
23,1741191457361,05/03/2025 16:17:37,1741191457361,0,05/03/2025 16:17:37,201675,16,task-j2gm,,44093689,BLIND,12533364,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 133.0.0.0,1920x1080,1912x954,Consent,,0,Mind wandering task,10,Physical A,Consent,Over 17,English as 1st language,Physical A,Physical A,5,probe_physical,Return to physical text,5jjhzp,2,continue,,17255.09999999852,17249.79999999999,17255.09999999852,17255.09999999852,17249.79999999999,17255.09999999852,1,17255.09999999852,0,0,,Click To Continue,Continue Button,2,object-94,probe_physical,,,,,,,,,,,,,,,,,,,,,,
24,1741191458641,05/03/2025 16:17:38,1741191458641,0,05/03/2025 16:17:38,201675,16,task-j2gm,,44093689,BLIND,12533364,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 133.0.0.0,1920x1080,1912x954,Consent,,0,Mind wandering task,10,Physical A,Consent,Over 17,English as 1st language,Physical A,Physical A,6,probe_physical,Thought probe (physical),ucvclj,1,response,Unintentional,1285.2999999985332,1283.5,1285.2999999985332,1285.2999999985332,1283.5,1285.2999999985332,1,1285.2999999985332,0,0,,Click Response,Unintentional,4,object-89,probe_physical,,,,,,,,,,,,,,,,,,,,,,
25,1741191580850,05/03/2025 16:19:40,1741191580850,0,05/03/2025 16:19:40,201675,16,task-j2gm,,44093689,BLIND,12533364,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 133.0.0.0,1920x1080,1912x954,Consent,,0,Mind wandering task,10,Physical A,Consent,Over 17,English as 1st language,Physical A,Physical A,6,probe_physical,Return to physical text,5jjhzp,2,continue,,122210.19999999704,122200.09999999998,122210.19999999704,122210.19999999704,122200.09999999998,122210.19999999704,1,122210.19999999704,0,0,,Click To Continue,Continue Button,2,object-94,probe_physical,,,,,,,,,,,,,,,,,,,,,,
26,1741191586897,05/03/2025 16:19:46,1741191586897,0,05/03/2025 16:19:46,201675,16,task-j2gm,,44093689,BLIND,12533364,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 133.0.0.0,1920x1080,1912x954,Consent,,0,Mind wandering task,10,Physical A,Consent,Over 17,English as 1st language,Physical A,Physical A,7,probe_physical,Thought probe (physical),ucvclj,1,response,On Task,6057.800000000047,6050.300000000047,6057.800000000047,6057.800000000047,6050.300000000047,6057.800000000047,1,6057.800000000047,0,0,,Click Response,On Task,2,object-87,probe_physical,,,,,,,,,,,,,,,,,,,,,,
27,1741191596778,05/03/2025 16:19:56,1741191596778,0,05/03/2025 16:19:56,201675,16,task-j2gm,,44093689,BLIND,12533364,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 133.0.0.0,1920x1080,1912x954,Consent,,0,Mind wandering task,10,Physical A,Consent,Over 17,English as 1st language,Physical A,Physical A,7,probe_physical,Return to physical text,5jjhzp,2,continue,,9887.69999999553,9883.199999999953,9887.69999999553,9887.69999999553,9883.199999999953,9887.69999999553,1,9887.69999999553,0,0,,Click To Continue,Continue Button,2,object-94,probe_physical,,,,,,,,,,,,,,,,,,,,,,
28,1741191601906,05/03/2025 16:20:01,1741191601906,0,05/03/2025 16:20:01,201675,16,task-j2gm,,44093689,BLIND,12533364,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 133.0.0.0,1920x1080,1912x954,Consent,,0,Mind wandering task,10,Physical A,Consent,Over 17,English as 1st language,Physical A,Physical A,1,instr_comprehension,Comprehension instruction,ki2jxw,1,response,space,5132.599999997066,5116.800000000047,5132.599999997066,5132.599999997066,5116.800000000047,5132.599999997066,1,5132.599999997066,0,0,,Keyboard Response,Keyboard Response,2,object-78,instr_comprehension,,,,,,,,,,,,,,,,,,,,,,
29,1741191615554,05/03/2025 16:20:15,1741191615554,0,05/03/2025 16:20:15,201675,16,task-j2gm,,44093689,BLIND,12533364,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 133.0.0.0,1920x1080,1912x954,Consent,,0,Mind wandering task,10,Physical A,Consent,Over 17,English as 1st language,Physical A,Physical A,1,comprehension,Comprehension questions,ers3wv,1,response,b,13663.79999999702,13650,13663.79999999702,13663.79999999702,13650,13663.79999999702,1,13663.79999999702,0,0,,Click Response,response B,3,object-67,comprehension,,,1,1,,,,,,Flush was the name of the Brownings’,b,cat,dog,canary,turtle,thrush,,,,,,
