Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-3edb,checkpoint-sudm,branch-hm4e,branch-vf4a,Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: instruct_num,Spreadsheet: instruct_text,Spreadsheet: passage,Spreadsheet: line,Spreadsheet: line_text,Spreadsheet: probe,Spreadsheet: condition,Spreadsheet: condition_num,Spreadsheet: set,Spreadsheet: question_text,Spreadsheet: correct_response,Spreadsheet: response_a,Spreadsheet: response_b,Spreadsheet: response_c,Spreadsheet: response_d,Spreadsheet: response_e,Spreadsheet: ,Spreadsheet: __EMPTY,Spreadsheet: __EMPTY_1,Spreadsheet: __EMPTY_2,Spreadsheet: blockType,Manipulation: Spreadsheet
1,1740747788702,28/02/2025 13:03:08,1740747788702,0,28/02/2025 13:03:08,201675,16,task-6rlz,,43919853,BLIND,12533360,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1920x1080,1920x945,Consent,,0,Mind wandering task,10,Digital B,Consent,Over 17,English as 1st language,Digital B,Digital B,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1740747791248,28/02/2025 13:03:11,1740747791248,0,28/02/2025 13:03:11,201675,16,task-6rlz,,43919853,BLIND,12533360,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1920x1080,1920x945,Consent,,0,Mind wandering task,10,Digital B,Consent,Over 17,English as 1st language,Digital B,Digital B,1,start,Welcome,vo3k26,1,continue,,2556.90000000298,2550,2556.90000000298,2556.90000000298,2550,2556.90000000298,1,2556.90000000298,0,0,,Click To Continue,Continue Button,2,object-14,start,,,,,,,,,,,,,,,,,,,,,,
3,1740747826672,28/02/2025 13:03:46,1740747826672,0,28/02/2025 13:03:46,201675,16,task-6rlz,,43919853,BLIND,12533360,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1920x1080,1920x945,Consent,,0,Mind wandering task,10,Digital B,Consent,Over 17,English as 1st language,Digital B,Digital B,1,instr_passages,Text,zppu2h,1,response,space,35432.00000000074,35416.799999999996,35432.00000000074,35432.00000000074,35416.799999999996,35432.00000000074,1,35432.00000000074,0,0,,Keyboard Response,Keyboard Response,2,object-25,instr_passages,,"Before you begin...<br><br>Please raise your hand and ask a researcher for the Set A paper task. Ensure you have passages 1, 3, 5 and 7 before continuing.<br><br>Please press the space bar to continue.",,,,,,,,,,,,,,,,,,,,
4,1740747835831,28/02/2025 13:03:55,1740747835831,0,28/02/2025 13:03:55,201675,16,task-6rlz,,43919853,BLIND,12533360,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1920x1080,1920x945,Consent,,0,Mind wandering task,10,Digital B,Consent,Over 17,English as 1st language,Digital B,Digital B,2,instr_passages,Text,zppu2h,1,response,space,9173.500000001492,9166.700000000004,9173.500000001492,9173.500000001492,9166.700000000004,9173.500000001492,1,9173.500000001492,0,0,,Keyboard Response,Keyboard Response,2,object-25,instr_passages,1,"TASK INSTRUCTIONS - PLEASE READ CAREFULLY! The goal of this study is to learn how mind wandering is affected by task length, social media use and reading medium. <br><br> Mind wandering is a term used to describe what occurs when your attention wanders from a task. Sometimes when your mind wanders, you begin thinking about personal events or concerns rather than your task. At other times, your mind can wander because you are bored or tired and you don’t really know what you’re thinking about; all you know is that you are no longer thinking about your task.<br><br>Please press the space bar to continue.",,,,,,,,,,,,,,,,,,,,
5,1740747842055,28/02/2025 13:04:02,1740747842055,0,28/02/2025 13:04:02,201675,16,task-6rlz,,43919853,BLIND,12533360,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1920x1080,1920x945,Consent,,0,Mind wandering task,10,Digital B,Consent,Over 17,English as 1st language,Digital B,Digital B,3,instr_passages,Text,zppu2h,1,response,space,6231.000000000742,6216.799999999996,6231.000000000742,6231.000000000742,6216.799999999996,6231.000000000742,1,6231.000000000742,0,0,,Keyboard Response,Keyboard Response,2,object-25,instr_passages,2,"Importantly, mind wandering can occur either because you INTENTIONALLY decided to think about things that are unrelated to the task, OR because your thoughts UNINTENTIONALLY drifted away to task-unrelated thoughts, despite your best intentions to focus on the task. <br><br> Please press the space bar to continue.",,,,,,,,,,,,,,,,,,,instr_passages,
6,1740747847263,28/02/2025 13:04:07,1740747847263,0,28/02/2025 13:04:07,201675,16,task-6rlz,,43919853,BLIND,12533360,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1920x1080,1920x945,Consent,,0,Mind wandering task,10,Digital B,Consent,Over 17,English as 1st language,Digital B,Digital B,4,instr_passages,Text,zppu2h,1,response,space,5221.9000000000015,5216.4000000000015,5221.9000000000015,5221.9000000000015,5216.4000000000015,5221.9000000000015,1,5221.9000000000015,0,0,,Keyboard Response,Keyboard Response,2,object-25,instr_passages,3,"Being ON TASK means that you were focused on completing the task and were not thinking about anything unrelated to the task. Some examples of ON TASK thoughts include thoughts about your performance on the task, thoughts about the digits, or thoughts about your response. <br><br> Please press the space bar to continue.",,,,,,,,,,,,,,,,,,,instr_passages,
7,1740747851255,28/02/2025 13:04:11,1740747851255,0,28/02/2025 13:04:11,201675,16,task-6rlz,,43919853,BLIND,12533360,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1920x1080,1920x945,Consent,,0,Mind wandering task,10,Digital B,Consent,Over 17,English as 1st language,Digital B,Digital B,5,instr_passages,Text,zppu2h,1,response,space,3997.60000000149,3983.300000000003,3997.60000000149,3997.60000000149,3983.300000000003,3997.60000000149,1,3997.60000000149,0,0,,Keyboard Response,Keyboard Response,2,object-25,instr_passages,,You have been randomly assigned into this condition. You will complete the online reading task first. <br><br> This will be completed entirely on the computer.<br><br>Please press the space bar to continue.,,,,,,,,,,,,,,,,,,,,
8,1740747858703,28/02/2025 13:04:18,1740747858703,0,28/02/2025 13:04:18,201675,16,task-6rlz,,43919853,BLIND,12533360,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1920x1080,1920x945,Consent,,0,Mind wandering task,10,Digital B,Consent,Over 17,English as 1st language,Digital B,Digital B,6,instr_passages,Text,zppu2h,1,response,space,7462.400000002977,7450.099999999991,7462.400000002977,7462.400000002977,7450.099999999991,7462.400000002977,1,7462.400000002977,0,0,,Keyboard Response,Keyboard Response,2,object-25,instr_passages,4,"In this online task, you will read 4 passages and answer reading comprehension questions for each passage. <br><br> THE PASSAGES WILL BE PRESENTED IN A SENTENCE-BY-SENTENCE FASHION. PLEASE READ THE SENTENCES AT YOUR NORMAL READING PACE. ONCE YOU HAVE FINISHED READING ONE SENTENCE, PRESS THE SPACE BAR TO MOVE ON TO THE NEXT SENTENCE. Once you've read the sentence you MAY NOT GO BACK.<br><br> Please press the space bar to continue.",,,,,,,,,,,,,,,,,,,,
9,1740747867231,28/02/2025 13:04:27,1740747867231,0,28/02/2025 13:04:27,201675,16,task-6rlz,,43919853,BLIND,12533360,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1920x1080,1920x945,Consent,,0,Mind wandering task,10,Digital B,Consent,Over 17,English as 1st language,Digital B,Digital B,7,instr_passages,Text,zppu2h,1,response,space,8540.600000000006,8533.400000000009,8540.600000000006,8540.600000000006,8533.400000000009,8540.600000000006,1,8540.600000000006,0,0,,Keyboard Response,Keyboard Response,2,object-25,instr_passages,5,"THE SET OF READING COMPREHENSION QUESTIONS FOR THAT PARTICULAR PASSAGE YOU’VE FINISHED READING WILL APPEAR AFTER EACH PASSAGE, not all together at the end. Like the sentences, once you've answered the questions you MAY NOT GO BACK TO CHANGE YOUR ANSWER.
<br><br> 
Please press the space bar to continue.",,,,,,,,,,,,,,,,,,,,
10,1740747873342,28/02/2025 13:04:33,1740747873342,0,28/02/2025 13:04:33,201675,16,task-6rlz,,43919853,BLIND,12533360,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1920x1080,1920x945,Consent,,0,Mind wandering task,10,Digital B,Consent,Over 17,English as 1st language,Digital B,Digital B,8,instr_passages,Text,zppu2h,1,response,space,6118.600000002232,6116.699999999997,6118.600000002232,6118.600000002232,6116.699999999997,6118.600000002232,1,6118.600000002232,0,0,,Keyboard Response,Keyboard Response,2,object-25,instr_passages,6,"Additionally, while you are reading you will be randomly interrupted and asked “WHICH OF THE FOLLOWING RESPONSES BEST CHARACTERISES YOUR MENTAL STATE JUST PRIOR TO THE PRESENTATION OF THIS SCREEN?"" You would have to choose either “On task”, ""Intentionally mind wandering"" or ""Unintentionally mind wandering"" by clicking on the appropriate option.<br><br> Please press the space bar to continue.",,,,,,,,,,,,,,,,,,,,
11,1740747884567,28/02/2025 13:04:44,1740747884567,0,28/02/2025 13:04:44,201675,16,task-6rlz,,43919853,BLIND,12533360,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1920x1080,1920x945,Consent,,0,Mind wandering task,10,Digital B,Consent,Over 17,English as 1st language,Digital B,Digital B,9,instr_passages,Text,zppu2h,1,response,space,11226.20000000298,11217,11226.20000000298,11226.20000000298,11217,11226.20000000298,1,11226.20000000298,0,0,,Keyboard Response,Keyboard Response,2,object-25,instr_passages,7,"This entire task is self-paced. However, each task should take around 15 minutes to complete (30 minutes overall). Please try to do the task all the way through instead of taking too many small breaks in between. The task isn't long so you should be able to do it without taking any breaks. <br><br> Please press the space bar to continue.",,,,,,,,,,,,,,,,,,,,
12,1740747886079,28/02/2025 13:04:46,1740747886079,0,28/02/2025 13:04:46,201675,16,task-6rlz,,43919853,BLIND,12533360,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1920x1080,1920x945,Consent,,0,Mind wandering task,10,Digital B,Consent,Over 17,English as 1st language,Digital B,Digital B,10,instr_passages,Text,zppu2h,1,response,space,1521.300000000745,1516.3999999999942,1521.300000000745,1521.300000000745,1516.3999999999942,1521.300000000745,1,1521.300000000745,0,0,,Keyboard Response,Keyboard Response,2,object-25,instr_passages,8,Please press the space bar to start reading the first passage.,,,,,,,,,,,,,,,,,,,,
13,1740747887631,28/02/2025 13:04:47,1740747887631,0,28/02/2025 13:04:47,201675,16,task-6rlz,,43919853,BLIND,12533360,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1920x1080,1920x945,Consent,,0,Mind wandering task,10,Digital B,Consent,Over 17,English as 1st language,Digital B,Digital B,1,passages,Sentences,3emlxf,1,response,space,1556.700000001496,1549.9000000000087,1556.700000001496,1556.700000001496,1549.9000000000087,1556.700000001496,1,1556.700000001496,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,2,0,Passage 2,0,Difficult,1,2,,,,,,,,,,,,,
14,1740747900887,28/02/2025 13:05:00,1740747900887,0,28/02/2025 13:05:00,201675,16,task-6rlz,,43919853,BLIND,12533360,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1920x1080,1920x945,Consent,,0,Mind wandering task,10,Digital B,Consent,Over 17,English as 1st language,Digital B,Digital B,2,passages,Sentences,3emlxf,1,response,space,13262.800000001487,13250.199999999997,13262.800000001487,13262.800000001487,13250.199999999997,13262.800000001487,1,13262.800000001487,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,2,1,The performance of those business activities that direct the flow of goods and services from producer to consumer or user is called marketing. ,0,Difficult,1,2,,,,,,,,,,,,,
15,1740747905942,28/02/2025 13:05:05,1740747905942,0,28/02/2025 13:05:05,201675,16,task-6rlz,,43919853,BLIND,12533360,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1920x1080,1920x945,Consent,,0,Mind wandering task,10,Digital B,Consent,Over 17,English as 1st language,Digital B,Digital B,3,passages,Sentences,3emlxf,1,response,space,5068.300000000745,5066.5,5068.300000000745,5068.300000000745,5066.5,5068.300000000745,1,5068.300000000745,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,2,2,Marketing is the connecting link between the producer and the consumer or user.,0,Difficult,1,2,,,,,,,,,,,,,
16,1740747910759,28/02/2025 13:05:10,1740747910759,0,28/02/2025 13:05:10,201675,16,task-6rlz,,43919853,BLIND,12533360,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1920x1080,1920x945,Consent,,0,Mind wandering task,10,Digital B,Consent,Over 17,English as 1st language,Digital B,Digital B,4,passages,Sentences,3emlxf,1,response,space,4818.10000000149,4816.699999999997,4818.10000000149,4818.10000000149,4816.699999999997,4818.10000000149,1,4818.10000000149,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,2,3,Production and consumption are brought together by the marketing system.,0,Difficult,1,2,,,,,,,,,,,,,
17,1740747917616,28/02/2025 13:05:17,1740747917616,0,28/02/2025 13:05:17,201675,16,task-6rlz,,43919853,BLIND,12533360,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1920x1080,1920x945,Consent,,0,Mind wandering task,10,Digital B,Consent,Over 17,English as 1st language,Digital B,Digital B,5,passages,Sentences,3emlxf,1,response,space,6859.000000002983,6849.800000000003,6859.000000002983,6859.000000002983,6849.800000000003,6859.000000002983,1,6859.000000002983,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,2,4,Wholesaling or retailing activities are directly engaged in by approximately one in every six gainfully employed persons.,0,Difficult,1,2,,,,,,,,,,,,,
18,1740747925519,28/02/2025 13:05:25,1740747925519,0,28/02/2025 13:05:25,201675,16,task-6rlz,,43919853,BLIND,12533360,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1920x1080,1920x945,Consent,,0,Mind wandering task,10,Digital B,Consent,Over 17,English as 1st language,Digital B,Digital B,6,passages,Sentences,3emlxf,1,response,space,7911.5,7900.100000000006,7911.5,7911.5,7900.100000000006,7911.5,1,7911.5,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,2,5,"This ratio does not take into account other persons who are serving marketing through transportation, communication, and office vocations.",0,Difficult,1,2,,,,,,,,,,,,,
19,1740747932471,28/02/2025 13:05:32,1740747932471,0,28/02/2025 13:05:32,201675,16,task-6rlz,,43919853,BLIND,12533360,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1920x1080,1920x945,Consent,,0,Mind wandering task,10,Digital B,Consent,Over 17,English as 1st language,Digital B,Digital B,7,passages,Sentences,3emlxf,1,response,space,6964.000000001484,6950,6964.000000001484,6964.000000001484,6950,6964.000000001484,1,6964.000000001484,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,2,6,Opportunities for many kinds of positions requiring a wide range of skills and abilities is provided by marketing.,0,Difficult,1,2,,,,,,,,,,,,,
20,1740747942319,28/02/2025 13:05:42,1740747942319,0,28/02/2025 13:05:42,201675,16,task-6rlz,,43919853,BLIND,12533360,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1920x1080,1920x945,Consent,,0,Mind wandering task,10,Digital B,Consent,Over 17,English as 1st language,Digital B,Digital B,8,passages,Sentences,3emlxf,1,response,space,9861.500000001484,9850.100000000006,9861.500000001484,9861.500000001484,9850.100000000006,9861.500000001484,1,9861.500000001484,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,2,7,"Although one naturally thinks of merchandising as being the primary occupation in marketing, there are opportunities in management, advertising, market and product research, and purchasing.",0,Difficult,1,2,,,,,,,,,,,,,
21,1740747948351,28/02/2025 13:05:48,1740747948351,0,28/02/2025 13:05:48,201675,16,task-6rlz,,43919853,BLIND,12533360,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1920x1080,1920x945,Consent,,0,Mind wandering task,10,Digital B,Consent,Over 17,English as 1st language,Digital B,Digital B,9,passages,Sentences,3emlxf,1,response,space,6043.500000002969,6033.399999999994,6043.500000002969,6043.500000002969,6033.399999999994,6043.500000002969,1,6043.500000002969,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,2,8,"The economic well-being of one’s country is determined largely by productivity, consumption, and employment. ",1,Difficult,1,2,,,,,,,,,,,,,
22,1740747954646,28/02/2025 13:05:54,1740747954646,0,28/02/2025 13:05:54,201675,16,task-6rlz,,43919853,BLIND,12533360,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1920x1080,1920x945,Consent,,0,Mind wandering task,10,Digital B,Consent,Over 17,English as 1st language,Digital B,Digital B,1,probe,Thought probe,muxvwp,1,response,On Task,6305.800000002229,6299.899999999994,6305.800000002229,6305.800000002229,6299.899999999994,6305.800000002229,1,6305.800000002229,0,0,,Click Response,On Task,2,object-81,probe,,,,,,,,,,,,,,,,,,,,,,
23,1740747959447,28/02/2025 13:05:59,1740747959447,0,28/02/2025 13:05:59,201675,16,task-6rlz,,43919853,BLIND,12533360,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1920x1080,1920x945,Consent,,0,Mind wandering task,10,Digital B,Consent,Over 17,English as 1st language,Digital B,Digital B,10,passages,Sentences,3emlxf,1,response,space,4806.300000000745,4800.200000000012,4806.300000000745,4806.300000000745,4800.200000000012,4806.300000000745,1,4806.300000000745,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,2,9,All three are affected by the efficiency of the marketing process.,0,Difficult,1,2,,,,,,,,,,,,,
24,1740747964631,28/02/2025 13:06:04,1740747964631,0,28/02/2025 13:06:04,201675,16,task-6rlz,,43919853,BLIND,12533360,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1920x1080,1920x945,Consent,,0,Mind wandering task,10,Digital B,Consent,Over 17,English as 1st language,Digital B,Digital B,11,passages,Sentences,3emlxf,1,response,space,5189.9000000014785,5183.099999999977,5189.9000000014785,5189.9000000014785,5183.099999999977,5189.9000000014785,1,5189.9000000014785,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,2,10,"If marketing stimulates appetite, people will consume goods at a high rate.",0,Difficult,1,2,,,,,,,,,,,,,
25,1740747973942,28/02/2025 13:06:13,1740747973942,0,28/02/2025 13:06:13,201675,16,task-6rlz,,43919853,BLIND,12533360,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1920x1080,1920x945,Consent,,0,Mind wandering task,10,Digital B,Consent,Over 17,English as 1st language,Digital B,Digital B,12,passages,Sentences,3emlxf,1,response,space,9318.700000000012,9316.800000000017,9318.700000000012,9318.700000000012,9316.800000000017,9318.700000000012,1,9318.700000000012,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,2,11,"High consumption requires high productivity to meet the requirements of people, and high productivity and high-level activity in marketing combined result in high employment.",1,Difficult,1,2,,,,,,,,,,,,,
26,1740747977519,28/02/2025 13:06:17,1740747977519,0,28/02/2025 13:06:17,201675,16,task-6rlz,,43919853,BLIND,12533360,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1920x1080,1920x945,Consent,,0,Mind wandering task,10,Digital B,Consent,Over 17,English as 1st language,Digital B,Digital B,2,probe,Thought probe,muxvwp,1,response,On Task,3578.2000000007392,3566.6999999999825,3578.2000000007392,3578.2000000007392,3566.6999999999825,3578.2000000007392,1,3578.2000000007392,0,0,,Click Response,On Task,2,object-81,probe,,,,,,,,,,,,,,,,,,,,,,
27,1740747984207,28/02/2025 13:06:24,1740747984207,0,28/02/2025 13:06:24,201675,16,task-6rlz,,43919853,BLIND,12533360,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1920x1080,1920x945,Consent,,0,Mind wandering task,10,Digital B,Consent,Over 17,English as 1st language,Digital B,Digital B,13,passages,Sentences,3emlxf,1,response,space,6699.300000001502,6683.400000000023,6699.300000001502,6699.300000001502,6683.400000000023,6699.300000001502,1,6699.300000001502,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,2,12,"Indirectly, marketing is a key to a high level of economic living for the people.",0,Difficult,1,2,,,,,,,,,,,,,
28,1740747988959,28/02/2025 13:06:28,1740747988959,0,28/02/2025 13:06:28,201675,16,task-6rlz,,43919853,BLIND,12533360,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1920x1080,1920x945,Consent,,0,Mind wandering task,10,Digital B,Consent,Over 17,English as 1st language,Digital B,Digital B,1,instr_comprehension,Comprehension instruction,ki2jxw,1,response,space,4767.799999999988,4766.599999999977,4767.799999999988,4767.799999999988,4766.599999999977,4767.799999999988,1,4767.799999999988,0,0,,Keyboard Response,Keyboard Response,2,object-78,instr_comprehension,,,,,,,,,,,,,,,,,,,,,,
29,1740747994231,28/02/2025 13:06:34,1740747994231,0,28/02/2025 13:06:34,201675,16,task-6rlz,,43919853,BLIND,12533360,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1920x1080,1920x945,Consent,,0,Mind wandering task,10,Digital B,Consent,Over 17,English as 1st language,Digital B,Digital B,1,comprehension,Comprehension questions,ers3wv,1,response,c,5273.600000002247,5266.700000000012,5273.600000002247,5273.600000002247,5266.700000000012,5273.600000002247,1,5273.600000002247,0,0,,Click Response,response C,4,object-68,comprehension,,,2,1,,,,,,Our economic well-being is determined largely by how many factors?,c,One,Two,Three,Four,Five,,,,,,
30,1740748003999,28/02/2025 13:06:43,1740748003999,0,28/02/2025 13:06:43,201675,16,task-6rlz,,43919853,BLIND,12533360,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1920x1080,1920x945,Consent,,0,Mind wandering task,10,Digital B,Consent,Over 17,English as 1st language,Digital B,Digital B,2,comprehension,Comprehension questions,ers3wv,1,response,d,9774.70000000298,9766.700000000012,9774.70000000298,9774.70000000298,9766.700000000012,9774.70000000298,1,9774.70000000298,0,0,,Click Response,response A,2,object-66,comprehension,,,2,2,,,,,,One major factor mentioned as affecting our economic well-being was,d,high wages,low interest rates,technology,employment,foreign trade,,,,,,
31,1740748007767,28/02/2025 13:06:47,1740748007767,0,28/02/2025 13:06:47,201675,16,task-6rlz,,43919853,BLIND,12533360,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1920x1080,1920x945,Consent,,0,Mind wandering task,10,Digital B,Consent,Over 17,English as 1st language,Digital B,Digital B,3,comprehension,Comprehension questions,ers3wv,1,response,d,3776.1000000007334,3766.5999999999767,3776.1000000007334,3776.1000000007334,3766.5999999999767,3776.1000000007334,1,3776.1000000007334,0,0,,Click Response,response D,5,object-69,comprehension,,,2,3,,,,,,The purpose of this passage is to,d,persuade,guide,evaluate,inform,interest,,,,,,
32,1740748013479,28/02/2025 13:06:53,1740748013479,0,28/02/2025 13:06:53,201675,16,task-6rlz,,43919853,BLIND,12533360,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1920x1080,1920x945,Consent,,0,Mind wandering task,10,Digital B,Consent,Over 17,English as 1st language,Digital B,Digital B,4,comprehension,Comprehension questions,ers3wv,1,response,e,5721.300000001502,5716.700000000012,5721.300000001502,5721.300000001502,5716.700000000012,5721.300000001502,1,5721.300000001502,0,0,,Click Response,response E,6,object-70,comprehension,,,2,4,,,,,,The chief emphasis is on,e,defining marketing,principles of marketing,opportunities in marketing,kinds of jobs in marketing,the economic significance of marketing,,,,,,
33,1740748018071,28/02/2025 13:06:58,1740748018071,0,28/02/2025 13:06:58,201675,16,task-6rlz,,43919853,BLIND,12533360,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1920x1080,1920x945,Consent,,0,Mind wandering task,10,Digital B,Consent,Over 17,English as 1st language,Digital B,Digital B,14,passages,Sentences,3emlxf,1,response,space,4597,4583.399999999994,4597,4597,4583.399999999994,4597,1,4597,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,4,0,Passage 4,0,Difficult,1,2,,,,,,,,,,,,,
34,1740748023887,28/02/2025 13:07:03,1740748023887,0,28/02/2025 13:07:03,201675,16,task-6rlz,,43919853,BLIND,12533360,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1920x1080,1920x945,Consent,,0,Mind wandering task,10,Digital B,Consent,Over 17,English as 1st language,Digital B,Digital B,15,passages,Sentences,3emlxf,1,response,space,5829.200000001496,5816.700000000012,5829.200000001496,5829.200000001496,5816.700000000012,5829.200000001496,1,5829.200000001496,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,4,1,"Even most skeptics, because they seem to share the hope that there is life on Mars, endeavor slavishly not to discount the possibility.",0,Difficult,1,2,,,,,,,,,,,,,
35,1740748029327,28/02/2025 13:07:09,1740748029327,0,28/02/2025 13:07:09,201675,16,task-6rlz,,43919853,BLIND,12533360,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1920x1080,1920x945,Consent,,0,Mind wandering task,10,Digital B,Consent,Over 17,English as 1st language,Digital B,Digital B,16,passages,Sentences,3emlxf,1,response,space,5452.600000002974,5449.899999999994,5452.600000002974,5452.600000002974,5449.899999999994,5452.600000002974,1,5452.600000002974,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,4,2,But it was a comedown in the mid-1960’s when scientists involved in the Mars exploration studied photographs taken by some of the early Mariner space flights.,0,Difficult,1,2,,,,,,,,,,,,,
36,1740748032247,28/02/2025 13:07:12,1740748032247,0,28/02/2025 13:07:12,201675,16,task-6rlz,,43919853,BLIND,12533360,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1920x1080,1920x945,Consent,,0,Mind wandering task,10,Digital B,Consent,Over 17,English as 1st language,Digital B,Digital B,17,passages,Sentences,3emlxf,1,response,space,2923,2916.600000000006,2923,2923,2916.600000000006,2923,1,2923,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,4,3,No canals.,0,Difficult,1,2,,,,,,,,,,,,,
37,1740748034615,28/02/2025 13:07:14,1740748034615,0,28/02/2025 13:07:14,201675,16,task-6rlz,,43919853,BLIND,12533360,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1920x1080,1920x945,Consent,,0,Mind wandering task,10,Digital B,Consent,Over 17,English as 1st language,Digital B,Digital B,18,passages,Sentences,3emlxf,1,response,space,2374.1000000029744,2366.6999999999825,2374.1000000029744,2374.1000000029744,2366.6999999999825,2374.1000000029744,1,2374.1000000029744,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,4,4,No seas.,0,Difficult,1,2,,,,,,,,,,,,,
38,1740748037438,28/02/2025 13:07:17,1740748037438,0,28/02/2025 13:07:17,201675,16,task-6rlz,,43919853,BLIND,12533360,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1920x1080,1920x945,Consent,,0,Mind wandering task,10,Digital B,Consent,Over 17,English as 1st language,Digital B,Digital B,19,passages,Sentences,3emlxf,1,response,space,2831.100000002247,2816.600000000006,2831.100000002247,2831.100000002247,2816.600000000006,2831.100000002247,1,2831.100000002247,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,4,5,No busy Martian engineers.,0,Difficult,1,2,,,,,,,,,,,,,
