Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,Manipulation: Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: instr_text,Spreadsheet: digit,Spreadsheet: correct,Spreadsheet: random_blocks,Spreadsheet: random_trials,Spreadsheet: size,randomiser-mq2e,branch-s3b7,branch-dgjt
139,1753198021637,22/07/2025 15:27,1753201621637,1,22/07/2025 17:27,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,25,trial,mask,y6xgix,2,response,space,827.8999999284861,815.9000000000233,827.8999999284861,827.8999999284861,815.9000000000233,827.8999999284861,1,0,0,space,Keyboard Response,response,3,object-75,trial,,6,space,,1,110,probe_selfreport,Eligible,Voucher
140,1753198021908,22/07/2025 15:27,1753201621908,1,22/07/2025 17:27,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,26,trial,digit,9l7l5c,1,timedOut,,200.5999999284686,199.69999999998254,200.5999999284686,200.5999999284686,199.69999999998254,200.5999999284686,1,0,0,,Time Limit,screen,0,screen,trial,,7,space,,1,150,probe_selfreport,Eligible,Voucher
141,1753198022809,22/07/2025 15:27,1753201622809,1,22/07/2025 17:27,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,26,trial,mask,y6xgix,2,response,noresponse,899.2000000000116,899.2000000000116,899.2000000000116,899.2000000000116,899.2000000000116,899.2000000000116,1,0,0,,Time Limit,screen,0,screen,trial,,7,space,,1,150,probe_selfreport,Eligible,Voucher
142,1753198023007,22/07/2025 15:27,1753201623007,1,22/07/2025 17:27,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,27,trial,digit,9l7l5c,1,timedOut,,200.59999990463257,199.70000000001164,200.59999990463257,200.59999990463257,199.70000000001164,200.59999990463257,1,0,0,,Time Limit,screen,0,screen,trial,,1,space,,1,90,probe_selfreport,Eligible,Voucher
143,1753198023106,22/07/2025 15:27,1753201623106,1,22/07/2025 17:27,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,27,trial,mask,y6xgix,2,response,space,99.49999992846278,83.29999999998836,99.49999992846278,99.49999992846278,83.29999999998836,99.49999992846278,1,0,0,space,Keyboard Response,response,3,object-75,trial,,1,space,,1,90,probe_selfreport,Eligible,Voucher
144,1753198024106,22/07/2025 15:27,1753201624106,1,22/07/2025 17:27,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,28,trial,digit,9l7l5c,1,timedOut,,200.6999999046384,199.80000000001746,200.6999999046384,200.6999999046384,199.80000000001746,200.6999999046384,1,0,0,,Time Limit,screen,0,screen,trial,,9,space,4,4,130,probe_selfreport,Eligible,Voucher
145,1753198024144,22/07/2025 15:27,1753201624144,1,22/07/2025 17:27,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,28,trial,mask,y6xgix,2,response,space,38.29999999998836,33.39999999999418,38.29999999998836,38.29999999998836,33.39999999999418,38.29999999998836,1,0,0,space,Keyboard Response,response,3,object-75,trial,,9,space,4,4,130,probe_selfreport,Eligible,Voucher
146,1753198025205,22/07/2025 15:27,1753201625205,1,22/07/2025 17:27,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,29,trial,digit,9l7l5c,1,timedOut,,200.6999999046384,199.80000000001746,200.6999999046384,200.6999999046384,199.80000000001746,200.6999999046384,1,0,0,,Time Limit,screen,0,screen,trial,,2,space,4,4,100,probe_selfreport,Eligible,Voucher
147,1753198025886,22/07/2025 15:27,1753201625886,1,22/07/2025 17:27,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,29,trial,mask,y6xgix,2,response,space,681.6999999761465,666,681.6999999761465,681.6999999761465,666,681.6999999761465,1,0,0,space,Keyboard Response,response,3,object-75,trial,,2,space,4,4,100,probe_selfreport,Eligible,Voucher
148,1753198026304,22/07/2025 15:27,1753201626304,1,22/07/2025 17:27,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,30,trial,digit,9l7l5c,1,timedOut,,200.89999992848607,199.90000000002328,200.89999992848607,200.89999992848607,199.90000000002328,200.89999992848607,1,0,0,,Time Limit,screen,0,screen,trial,,5,space,4,4,110,probe_selfreport,Eligible,Voucher
149,1753198027127,22/07/2025 15:27,1753201627127,1,22/07/2025 17:27,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,30,trial,mask,y6xgix,2,response,space,823.1999999761465,815.7999999999884,823.1999999761465,823.1999999761465,815.7999999999884,823.1999999761465,1,0,0,space,Keyboard Response,response,3,object-75,trial,,5,space,4,4,110,probe_selfreport,Eligible,Voucher
150,1753198027403,22/07/2025 15:27,1753201627403,1,22/07/2025 17:27,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,31,trial,digit,9l7l5c,1,timedOut,,200.59999997616978,199.80000000001746,200.59999997616978,200.59999997616978,199.80000000001746,200.59999997616978,1,0,0,,Time Limit,screen,0,screen,trial,,6,space,4,4,150,probe_selfreport,Eligible,Voucher
151,1753198028302,22/07/2025 15:27,1753201628302,1,22/07/2025 17:27,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,31,trial,mask,y6xgix,2,response,noresponse,898.8999999999942,898.8999999999942,898.8999999999942,898.8999999999942,898.8999999999942,898.8999999999942,1,0,0,,Time Limit,screen,0,screen,trial,,6,space,4,4,150,probe_selfreport,Eligible,Voucher
152,1753198028502,22/07/2025 15:27,1753201628502,1,22/07/2025 17:27,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,32,trial,digit,9l7l5c,1,timedOut,,201,200.10000000000582,201,201,200.10000000000582,201,1,0,0,,Time Limit,screen,0,screen,trial,,8,space,4,4,100,probe_selfreport,Eligible,Voucher
153,1753198028525,22/07/2025 15:27,1753201628525,1,22/07/2025 17:27,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,32,trial,mask,y6xgix,2,response,space,23.29999997615232,16.60000000000582,23.29999997615232,23.29999997615232,16.60000000000582,23.29999997615232,1,0,0,space,Keyboard Response,response,3,object-75,trial,,8,space,4,4,100,probe_selfreport,Eligible,Voucher
154,1753198029594,22/07/2025 15:27,1753201629594,1,22/07/2025 17:27,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,33,trial,digit,9l7l5c,1,response,space,193.2999999046442,183.10000000000582,193.2999999046442,193.2999999046442,183.10000000000582,193.2999999046442,1,0,0,space,Keyboard Response,response,3,object-176,trial,,7,space,4,4,140,probe_selfreport,Eligible,Voucher
155,1753198030502,22/07/2025 15:27,1753201630502,1,22/07/2025 17:27,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,33,trial,mask,y6xgix,2,response,noresponse,899.1000000000058,899.1000000000058,899.1000000000058,899.1000000000058,899.1000000000058,899.1000000000058,1,0,0,,Time Limit,screen,0,screen,trial,,7,space,4,4,140,probe_selfreport,Eligible,Voucher
156,1753198030638,22/07/2025 15:27,1753201630638,1,22/07/2025 17:27,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,34,trial,digit,9l7l5c,1,response,space,138.5999999284686,133.29999999998836,138.5999999284686,138.5999999284686,133.29999999998836,138.5999999284686,1,0,0,space,Keyboard Response,response,3,object-176,trial,,1,space,4,4,150,probe_selfreport,Eligible,Voucher
157,1753198031600,22/07/2025 15:27,1753201631600,1,22/07/2025 17:27,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,34,trial,mask,y6xgix,2,response,noresponse,899.2000000000116,899.2000000000116,899.2000000000116,899.2000000000116,899.2000000000116,899.2000000000116,1,0,0,,Time Limit,screen,0,screen,trial,,1,space,4,4,150,probe_selfreport,Eligible,Voucher
158,1753198031728,22/07/2025 15:27,1753201631728,1,22/07/2025 17:27,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,35,trial,digit,9l7l5c,1,response,space,129.29999999998836,116.59999999997672,129.29999999998836,129.29999999998836,116.59999999997672,129.29999999998836,1,0,0,space,Keyboard Response,response,3,object-176,trial,,4,space,4,4,100,probe_selfreport,Eligible,Voucher
159,1753198032699,22/07/2025 15:27,1753201632699,1,22/07/2025 17:27,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,35,trial,mask,y6xgix,2,response,noresponse,899.3000000000175,899.3000000000175,899.3000000000175,899.3000000000175,899.3000000000175,899.3000000000175,1,0,0,,Time Limit,screen,0,screen,trial,,4,space,4,4,100,probe_selfreport,Eligible,Voucher
160,1753198032899,22/07/2025 15:27,1753201632899,1,22/07/2025 17:27,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,36,trial,digit,9l7l5c,1,timedOut,,201.6999999761465,200.19999999998254,201.6999999761465,201.6999999761465,200.19999999998254,201.6999999761465,1,0,0,,Time Limit,screen,0,screen,trial,,3,noresponse,4,,100,probe_selfreport,Eligible,Voucher
161,1753198033385,22/07/2025 15:27,1753201633385,1,22/07/2025 17:27,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,36,trial,mask,y6xgix,2,response,noresponse,487.3999999523221,482.5,487.3999999523221,487.3999999523221,482.5,487.3999999523221,1,0,0,space,Keyboard Response,response,3,object-75,trial,,3,noresponse,4,,100,probe_selfreport,Eligible,Voucher
162,1753198033997,22/07/2025 15:27,1753201633997,1,22/07/2025 17:27,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,37,trial,digit,9l7l5c,1,timedOut,,200.79999999998836,199.79999999998836,200.79999999998836,200.79999999998836,199.79999999998836,200.79999999998836,1,0,0,,Time Limit,screen,0,screen,trial,,1,space,21,21,170,probe_selfreport,Eligible,Voucher
163,1753198034102,22/07/2025 15:27,1753201634102,1,22/07/2025 17:27,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,37,trial,mask,y6xgix,2,response,space,106.19999992847443,100,106.19999992847443,106.19999992847443,100,106.19999992847443,1,0,0,space,Keyboard Response,response,3,object-75,trial,,1,space,21,21,170,probe_selfreport,Eligible,Voucher
164,1753198035096,22/07/2025 15:27,1753201635096,1,22/07/2025 17:27,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,38,trial,digit,9l7l5c,1,timedOut,,200.69999995231046,199.79999999998836,200.69999995231046,200.69999995231046,199.79999999998836,200.69999995231046,1,0,0,,Time Limit,screen,0,screen,trial,,6,space,21,21,140,probe_selfreport,Eligible,Voucher
165,1753198035949,22/07/2025 15:27,1753201635949,1,22/07/2025 17:27,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,38,trial,mask,y6xgix,2,response,space,853.7999999284802,849,853.7999999284802,853.7999999284802,849,853.7999999284802,1,0,0,space,Keyboard Response,response,3,object-75,trial,,6,space,21,21,140,probe_selfreport,Eligible,Voucher
166,1753198036195,22/07/2025 15:27,1753201636195,1,22/07/2025 17:27,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,39,trial,digit,9l7l5c,1,timedOut,,200.09999995230464,199.39999999999418,200.09999995230464,200.09999995230464,199.39999999999418,200.09999995230464,1,0,0,,Time Limit,screen,0,screen,trial,,2,space,21,21,160,probe_selfreport,Eligible,Voucher
167,1753198037095,22/07/2025 15:27,1753201637095,1,22/07/2025 17:27,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,39,trial,mask,y6xgix,2,response,noresponse,899.1000000000058,899.1000000000058,899.1000000000058,899.1000000000058,899.1000000000058,899.1000000000058,1,0,0,,Time Limit,screen,0,screen,trial,,2,space,21,21,160,probe_selfreport,Eligible,Voucher
168,1753198037294,22/07/2025 15:27,1753201637294,1,22/07/2025 17:27,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,40,trial,digit,9l7l5c,1,timedOut,,200.99999992846278,199.79999999998836,200.99999992846278,200.99999992846278,199.79999999998836,200.99999992846278,1,0,0,,Time Limit,screen,0,screen,trial,,5,space,21,21,90,probe_selfreport,Eligible,Voucher
169,1753198037350,22/07/2025 15:27,1753201637350,1,22/07/2025 17:27,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,40,trial,mask,y6xgix,2,response,space,57.199999928474426,50,57.199999928474426,57.199999928474426,50,57.199999928474426,1,0,0,space,Keyboard Response,response,3,object-75,trial,,5,space,21,21,90,probe_selfreport,Eligible,Voucher
170,1753198038393,22/07/2025 15:27,1753201638393,1,22/07/2025 17:27,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,41,trial,digit,9l7l5c,1,timedOut,,200.99999992846278,200.19999999998254,200.99999992846278,200.99999992846278,200.19999999998254,200.99999992846278,1,0,0,,Time Limit,screen,0,screen,trial,,9,space,21,21,170,probe_selfreport,Eligible,Voucher
171,1753198038541,22/07/2025 15:27,1753201638541,1,22/07/2025 17:27,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,41,trial,mask,y6xgix,2,response,space,148.99999997616396,133.20000000001164,148.99999997616396,148.99999997616396,133.20000000001164,148.99999997616396,1,0,0,space,Keyboard Response,response,3,object-75,trial,,9,space,21,21,170,probe_selfreport,Eligible,Voucher
172,1753198039492,22/07/2025 15:27,1753201639492,1,22/07/2025 17:27,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,42,trial,digit,9l7l5c,1,timedOut,,200.8999999523221,199.89999999999418,200.8999999523221,200.8999999523221,199.89999999999418,200.8999999523221,1,0,0,,Time Limit,screen,0,screen,trial,,3,noresponse,21,,170,probe_selfreport,Eligible,Voucher
173,1753198040235,22/07/2025 15:27,1753201640235,1,22/07/2025 17:27,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,42,trial,mask,y6xgix,2,response,noresponse,743.7000000000116,732.8000000000175,743.7000000000116,743.7000000000116,732.8000000000175,743.7000000000116,1,0,0,space,Keyboard Response,response,3,object-75,trial,,3,noresponse,21,,170,probe_selfreport,Eligible,Voucher
174,1753198040591,22/07/2025 15:27,1753201640591,1,22/07/2025 17:27,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,43,trial,digit,9l7l5c,1,timedOut,,200.69999995231046,199.69999999998254,200.69999995231046,200.69999995231046,199.69999999998254,200.69999995231046,1,0,0,,Time Limit,screen,0,screen,trial,,8,space,21,21,100,probe_selfreport,Eligible,Voucher
175,1753198041490,22/07/2025 15:27,1753201641490,1,22/07/2025 17:27,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,43,trial,mask,y6xgix,2,response,noresponse,899.2000000000116,899.2000000000116,899.2000000000116,899.2000000000116,899.2000000000116,899.2000000000116,1,0,0,,Time Limit,screen,0,screen,trial,,8,space,21,21,100,probe_selfreport,Eligible,Voucher
176,1753198041691,22/07/2025 15:27,1753201641691,1,22/07/2025 17:27,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,44,trial,digit,9l7l5c,1,timedOut,,201.69999992847443,199.79999999998836,201.69999992847443,201.69999992847443,199.79999999998836,201.69999992847443,1,0,0,,Time Limit,screen,0,screen,trial,,4,space,21,21,160,probe_selfreport,Eligible,Voucher
177,1753198041788,22/07/2025 15:27,1753201641788,1,22/07/2025 17:27,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,44,trial,mask,y6xgix,2,response,space,98.70000000001164,83.30000000001746,98.70000000001164,98.70000000001164,83.30000000001746,98.70000000001164,1,0,0,space,Keyboard Response,response,3,object-75,trial,,4,space,21,21,160,probe_selfreport,Eligible,Voucher
178,1753198042790,22/07/2025 15:27,1753201642790,1,22/07/2025 17:27,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,45,trial,digit,9l7l5c,1,timedOut,,202.20000000001164,200.10000000000582,202.20000000001164,202.20000000001164,200.10000000000582,202.20000000001164,1,0,0,,Time Limit,screen,0,screen,trial,,7,space,21,21,150,probe_selfreport,Eligible,Voucher
179,1753198042848,22/07/2025 15:27,1753201642848,1,22/07/2025 17:27,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,45,trial,mask,y6xgix,2,response,space,59.60000000000582,49.70000000001164,59.60000000000582,59.60000000000582,49.70000000001164,59.60000000000582,1,0,0,space,Keyboard Response,response,3,object-75,trial,,7,space,21,21,150,probe_selfreport,Eligible,Voucher
180,1753198046064,22/07/2025 15:27,1753201646064,1,22/07/2025 17:27,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,4,probe,screen1,zdzjkm,1,response,,2376.1999999284744,2364.5,2376.1999999284744,2376.1999999284744,2364.5,2376.1999999284744,1,0,0,on task,Click Response,resp_onTask,2,object-133,probe,,,,,,,probe_selfreport,Eligible,Voucher
181,1753198051048,22/07/2025 15:27,1753201651048,1,22/07/2025 17:27,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,4,probe,ready,gcqbye,2,timedOut,,4996.199999928474,4995.299999999988,4996.199999928474,4996.199999928474,4995.299999999988,4996.199999928474,1,0,0,,Time Limit,screen,0,screen,probe,,,,,,,probe_selfreport,Eligible,Voucher
182,1753198051248,22/07/2025 15:27,1753201651248,1,22/07/2025 17:27,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,46,trial,digit,9l7l5c,1,timedOut,,200.49999995232793,199.80000000001746,200.49999995232793,200.49999995232793,199.80000000001746,200.49999995232793,1,0,0,,Time Limit,screen,0,screen,trial,,5,space,29,29,170,probe_selfreport,Eligible,Voucher
183,1753198051600,22/07/2025 15:27,1753201651600,1,22/07/2025 17:27,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,46,trial,mask,y6xgix,2,response,space,352.5999999284686,349.8999999999942,352.5999999284686,352.5999999284686,349.8999999999942,352.5999999284686,1,0,0,space,Keyboard Response,response,3,object-75,trial,,5,space,29,29,170,probe_selfreport,Eligible,Voucher
184,1753198052347,22/07/2025 15:27,1753201652347,1,22/07/2025 17:27,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,47,trial,digit,9l7l5c,1,timedOut,,200.6999999761465,199.79999999998836,200.6999999761465,200.6999999761465,199.79999999998836,200.6999999761465,1,0,0,,Time Limit,screen,0,screen,trial,,6,space,29,29,90,probe_selfreport,Eligible,Voucher
185,1753198052425,22/07/2025 15:27,1753201652425,1,22/07/2025 17:27,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,47,trial,mask,y6xgix,2,response,space,79.39999997615814,66.60000000000582,79.39999997615814,79.39999997615814,66.60000000000582,79.39999997615814,1,0,0,space,Keyboard Response,response,3,object-75,trial,,6,space,29,29,90,probe_selfreport,Eligible,Voucher
186,1753198053282,22/07/2025 15:27,1753201653282,1,22/07/2025 17:27,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,48,trial,digit,9l7l5c,1,response,space,37.099999928468606,33.39999999999418,37.099999928468606,37.099999928468606,33.39999999999418,37.099999928468606,1,0,0,space,Keyboard Response,response,3,object-176,trial,,8,space,29,29,170,probe_selfreport,Eligible,Voucher
187,1753198054345,22/07/2025 15:27,1753201654345,1,22/07/2025 17:27,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,48,trial,mask,y6xgix,2,response,noresponse,899.1000000000058,899.1000000000058,899.1000000000058,899.1000000000058,899.1000000000058,899.1000000000058,1,0,0,,Time Limit,screen,0,screen,trial,,8,space,29,29,170,probe_selfreport,Eligible,Voucher
188,1753198054545,22/07/2025 15:27,1753201654545,1,22/07/2025 17:27,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,49,trial,digit,9l7l5c,1,timedOut,,200.89999999999418,199.79999999998836,200.89999999999418,200.89999999999418,199.79999999998836,200.89999999999418,1,0,0,,Time Limit,screen,0,screen,trial,,9,space,29,29,90,probe_selfreport,Eligible,Voucher
