Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,Manipulation: Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: instr_text,Spreadsheet: digit,Spreadsheet: correct,Spreadsheet: random_blocks,Spreadsheet: random_trials,Spreadsheet: size,randomiser-mq2e,branch-s3b7,branch-dgjt
537,1753198306476,22/07/2025 15:31,1753201906476,1,22/07/2025 17:31,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,11,probe,ready,gcqbye,2,timedOut,,4996.599999999977,4995.599999999977,4996.599999999977,4996.599999999977,4995.599999999977,4996.599999999977,1,0,0,,Time Limit,screen,0,screen,probe,,,,,,,probe_selfreport,Eligible,Voucher
538,1753198306676,22/07/2025 15:31,1753201906676,1,22/07/2025 17:31,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,217,trial,digit,9l7l5c,1,timedOut,,200.69999992847443,199.59999999997672,200.69999992847443,200.69999992847443,199.59999999997672,200.69999992847443,1,0,0,,Time Limit,screen,0,screen,trial,,5,space,2,2,90,probe_selfreport,Eligible,Voucher
539,1753198307015,22/07/2025 15:31,1753201907015,1,22/07/2025 17:31,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,217,trial,mask,y6xgix,2,response,space,340.2999999761814,333.20000000001164,340.2999999761814,340.2999999761814,333.20000000001164,340.2999999761814,1,0,0,space,Keyboard Response,response,3,object-75,trial,,5,space,2,2,90,probe_selfreport,Eligible,Voucher
540,1753198307719,22/07/2025 15:31,1753201907719,1,22/07/2025 17:31,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,218,trial,digit,9l7l5c,1,response,space,144.89999997615814,133.09999999997672,144.89999997615814,144.89999997615814,133.09999999997672,144.89999997615814,1,0,0,space,Keyboard Response,response,3,object-176,trial,,2,space,2,2,150,probe_selfreport,Eligible,Voucher
541,1753198308674,22/07/2025 15:31,1753201908674,1,22/07/2025 17:31,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,218,trial,mask,y6xgix,2,response,noresponse,899.2000000000116,899.2000000000116,899.2000000000116,899.2000000000116,899.2000000000116,899.2000000000116,1,0,0,,Time Limit,screen,0,screen,trial,,2,space,2,2,150,probe_selfreport,Eligible,Voucher
542,1753198308875,22/07/2025 15:31,1753201908875,1,22/07/2025 17:31,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,219,trial,digit,9l7l5c,1,timedOut,,201.899999952293,199.89999999996508,201.899999952293,201.899999952293,199.89999999996508,201.899999952293,1,0,0,,Time Limit,screen,0,screen,trial,,1,space,2,2,150,probe_selfreport,Eligible,Voucher
543,1753198309773,22/07/2025 15:31,1753201909773,1,22/07/2025 17:31,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,219,trial,mask,y6xgix,2,response,noresponse,899.1000000000349,899.1000000000349,899.1000000000349,899.1000000000349,899.1000000000349,899.1000000000349,1,0,0,,Time Limit,screen,0,screen,trial,,1,space,2,2,150,probe_selfreport,Eligible,Voucher
544,1753198309973,22/07/2025 15:31,1753201909973,1,22/07/2025 17:31,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,220,trial,digit,9l7l5c,1,timedOut,,200.99999997613486,199.79999999998836,200.99999997613486,200.99999997613486,199.79999999998836,200.99999997613486,1,0,0,,Time Limit,screen,0,screen,trial,,4,space,2,2,110,probe_selfreport,Eligible,Voucher
545,1753198310132,22/07/2025 15:31,1753201910132,1,22/07/2025 17:31,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,220,trial,mask,y6xgix,2,response,space,160.1999999761465,149.79999999998836,160.1999999761465,160.1999999761465,149.79999999998836,160.1999999761465,1,0,0,space,Keyboard Response,response,3,object-75,trial,,4,space,2,2,110,probe_selfreport,Eligible,Voucher
546,1753198311073,22/07/2025 15:31,1753201911073,1,22/07/2025 17:31,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,221,trial,digit,9l7l5c,1,timedOut,,201.79999992845114,199.69999999995343,201.79999992845114,201.79999992845114,199.69999999995343,201.79999992845114,1,0,0,,Time Limit,screen,0,screen,trial,,7,space,2,2,160,probe_selfreport,Eligible,Voucher
547,1753198311091,22/07/2025 15:31,1753201911091,1,22/07/2025 17:31,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,221,trial,mask,y6xgix,2,response,space,20.59999992849771,16.70000000001164,20.59999992849771,20.59999992849771,16.70000000001164,20.59999992849771,1,0,0,space,Keyboard Response,response,3,object-75,trial,,7,space,2,2,160,probe_selfreport,Eligible,Voucher
548,1753198312076,22/07/2025 15:31,1753201912076,1,22/07/2025 17:31,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,222,trial,digit,9l7l5c,1,response,space,105.49999995232793,99.70000000001164,105.49999995232793,105.49999995232793,99.70000000001164,105.49999995232793,1,0,0,space,Keyboard Response,response,3,object-176,trial,,9,space,2,2,110,probe_selfreport,Eligible,Voucher
549,1753198313070,22/07/2025 15:31,1753201913070,1,22/07/2025 17:31,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,222,trial,mask,y6xgix,2,response,noresponse,899.0999999999767,899.0999999999767,899.0999999999767,899.0999999999767,899.0999999999767,899.0999999999767,1,0,0,,Time Limit,screen,0,screen,trial,,9,space,2,2,110,probe_selfreport,Eligible,Voucher
550,1753198313145,22/07/2025 15:31,1753201913145,1,22/07/2025 17:31,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,223,trial,digit,9l7l5c,1,response,noresponse,76.20000000001164,66.60000000003492,76.20000000001164,76.20000000001164,66.60000000003492,76.20000000001164,1,0,0,space,Keyboard Response,response,3,object-176,trial,,3,noresponse,2,,170,probe_selfreport,Eligible,Voucher
551,1753198314124,22/07/2025 15:31,1753201914124,1,22/07/2025 17:31,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,223,trial,mask,y6xgix,2,response,noresponse,855.1999999761465,849.2000000000116,855.1999999761465,855.1999999761465,849.2000000000116,855.1999999761465,1,0,0,space,Keyboard Response,response,3,object-75,trial,,3,noresponse,2,,170,probe_selfreport,Eligible,Voucher
552,1753198314369,22/07/2025 15:31,1753201914369,1,22/07/2025 17:31,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,224,trial,digit,9l7l5c,1,timedOut,,200.79999999998836,199.89999999996508,200.79999999998836,200.79999999998836,199.89999999996508,200.79999999998836,1,0,0,,Time Limit,screen,0,screen,trial,,6,space,2,2,170,probe_selfreport,Eligible,Voucher
553,1753198315268,22/07/2025 15:31,1753201915268,1,22/07/2025 17:31,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,224,trial,mask,y6xgix,2,response,noresponse,899.3000000000466,899.3000000000466,899.3000000000466,899.3000000000466,899.3000000000466,899.3000000000466,1,0,0,,Time Limit,screen,0,screen,trial,,6,space,2,2,170,probe_selfreport,Eligible,Voucher
554,1753198315468,22/07/2025 15:31,1753201915468,1,22/07/2025 17:31,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,225,trial,digit,9l7l5c,1,timedOut,,200.59999999997672,199.69999999995343,200.59999999997672,200.59999999997672,199.69999999995343,200.59999999997672,1,0,0,,Time Limit,screen,0,screen,trial,,8,space,2,2,110,probe_selfreport,Eligible,Voucher
555,1753198315503,22/07/2025 15:31,1753201915503,1,22/07/2025 17:31,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,225,trial,mask,y6xgix,2,response,space,35.799999976181425,33,35.799999976181425,35.799999976181425,33,35.799999976181425,1,0,0,space,Keyboard Response,response,3,object-75,trial,,8,space,2,2,110,probe_selfreport,Eligible,Voucher
556,1753198316567,22/07/2025 15:31,1753201916567,1,22/07/2025 17:31,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,226,trial,digit,9l7l5c,1,timedOut,,201,200.09999999997672,201,201,200.09999999997672,201,1,0,0,,Time Limit,screen,0,screen,trial,,1,space,8,8,140,probe_selfreport,Eligible,Voucher
557,1753198316694,22/07/2025 15:31,1753201916694,1,22/07/2025 17:31,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,226,trial,mask,y6xgix,2,response,space,127.69999995233957,116.60000000003492,127.69999995233957,127.69999995233957,116.60000000003492,127.69999995233957,1,0,0,space,Keyboard Response,response,3,object-75,trial,,1,space,8,8,140,probe_selfreport,Eligible,Voucher
558,1753198317667,22/07/2025 15:31,1753201917667,1,22/07/2025 17:31,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,227,trial,digit,9l7l5c,1,timedOut,,201.79999999998836,199.79999999998836,201.79999999998836,201.79999999998836,199.79999999998836,201.79999999998836,1,0,0,,Time Limit,screen,0,screen,trial,,6,space,8,8,140,probe_selfreport,Eligible,Voucher
559,1753198317681,22/07/2025 15:31,1753201917681,1,22/07/2025 17:31,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,227,trial,mask,y6xgix,2,response,space,16.59999990463257,0,16.59999990463257,16.59999990463257,0,16.59999990463257,1,0,0,space,Keyboard Response,response,3,object-75,trial,,6,space,8,8,140,probe_selfreport,Eligible,Voucher
560,1753198318684,22/07/2025 15:31,1753201918684,1,22/07/2025 17:31,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,228,trial,digit,9l7l5c,1,response,space,120.09999997616978,116.60000000003492,120.09999997616978,120.09999997616978,116.60000000003492,120.09999997616978,1,0,0,space,Keyboard Response,response,3,object-176,trial,,5,space,8,8,140,probe_selfreport,Eligible,Voucher
561,1753198319663,22/07/2025 15:31,1753201919663,1,22/07/2025 17:31,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,228,trial,mask,y6xgix,2,response,noresponse,899.2000000000116,899.2000000000116,899.2000000000116,899.2000000000116,899.2000000000116,899.2000000000116,1,0,0,,Time Limit,screen,0,screen,trial,,5,space,8,8,140,probe_selfreport,Eligible,Voucher
562,1753198319688,22/07/2025 15:31,1753201919688,1,22/07/2025 17:31,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,229,trial,digit,9l7l5c,1,response,space,24.99999997613486,16.899999999965075,24.99999997613486,24.99999997613486,16.899999999965075,24.99999997613486,1,0,0,space,Keyboard Response,response,3,object-176,trial,,4,space,8,8,120,probe_selfreport,Eligible,Voucher
563,1753198320764,22/07/2025 15:32,1753201920764,1,22/07/2025 17:32,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,229,trial,mask,y6xgix,2,response,noresponse,899.4000000000233,899.4000000000233,899.4000000000233,899.4000000000233,899.4000000000233,899.4000000000233,1,0,0,,Time Limit,screen,0,screen,trial,,4,space,8,8,120,probe_selfreport,Eligible,Voucher
564,1753198320851,22/07/2025 15:32,1753201920851,1,22/07/2025 17:32,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,230,trial,digit,9l7l5c,1,response,space,89.19999990460929,83.09999999997672,89.19999990460929,89.19999990460929,83.09999999997672,89.19999990460929,1,0,0,space,Keyboard Response,response,3,object-176,trial,,8,space,8,8,110,probe_selfreport,Eligible,Voucher
565,1753198321863,22/07/2025 15:32,1753201921863,1,22/07/2025 17:32,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,230,trial,mask,y6xgix,2,response,noresponse,899.0999999999767,899.0999999999767,899.0999999999767,899.0999999999767,899.0999999999767,899.0999999999767,1,0,0,,Time Limit,screen,0,screen,trial,,8,space,8,8,110,probe_selfreport,Eligible,Voucher
566,1753198321982,22/07/2025 15:32,1753201921982,1,22/07/2025 17:32,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,231,trial,digit,9l7l5c,1,response,space,120.90000000002328,116.80000000004657,120.90000000002328,120.90000000002328,116.80000000004657,120.90000000002328,1,0,0,space,Keyboard Response,response,3,object-176,trial,,9,space,8,8,140,probe_selfreport,Eligible,Voucher
567,1753198322961,22/07/2025 15:32,1753201922961,1,22/07/2025 17:32,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,231,trial,mask,y6xgix,2,response,noresponse,899.1999999999534,899.1999999999534,899.1999999999534,899.1999999999534,899.1999999999534,899.1999999999534,1,0,0,,Time Limit,screen,0,screen,trial,,9,space,8,8,140,probe_selfreport,Eligible,Voucher
568,1753198322997,22/07/2025 15:32,1753201922997,1,22/07/2025 17:32,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,232,trial,digit,9l7l5c,1,response,space,16.599999999976717,0,16.599999999976717,16.599999999976717,0,16.599999999976717,1,0,0,space,Keyboard Response,response,3,object-176,trial,,2,space,8,8,90,probe_selfreport,Eligible,Voucher
569,1753198324060,22/07/2025 15:32,1753201924060,1,22/07/2025 17:32,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,232,trial,mask,y6xgix,2,response,noresponse,899,899,899,899,899,899,1,0,0,,Time Limit,screen,0,screen,trial,,2,space,8,8,90,probe_selfreport,Eligible,Voucher
570,1753198324076,22/07/2025 15:32,1753201924076,1,22/07/2025 17:32,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,233,trial,digit,9l7l5c,1,response,space,16.599999999976717,0,16.599999999976717,16.599999999976717,0,16.599999999976717,1,0,0,space,Keyboard Response,response,3,object-176,trial,,7,space,8,8,170,probe_selfreport,Eligible,Voucher
571,1753198325159,22/07/2025 15:32,1753201925159,1,22/07/2025 17:32,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,233,trial,mask,y6xgix,2,response,noresponse,899.1999999999534,899.1999999999534,899.1999999999534,899.1999999999534,899.1999999999534,899.1999999999534,1,0,0,,Time Limit,screen,0,screen,trial,,7,space,8,8,170,probe_selfreport,Eligible,Voucher
572,1753198325359,22/07/2025 15:32,1753201925359,1,22/07/2025 17:32,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,234,trial,digit,9l7l5c,1,timedOut,,200.5999999284977,199.80000000004657,200.5999999284977,200.5999999284977,199.80000000004657,200.5999999284977,1,0,0,,Time Limit,screen,0,screen,trial,,3,noresponse,8,,170,probe_selfreport,Eligible,Voucher
573,1753198325514,22/07/2025 15:32,1753201925514,1,22/07/2025 17:32,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,234,trial,mask,y6xgix,2,response,noresponse,156.399999952293,149.5,156.399999952293,156.399999952293,149.5,156.399999952293,1,0,0,space,Keyboard Response,response,3,object-75,trial,,3,noresponse,8,,170,probe_selfreport,Eligible,Voucher
574,1753198326458,22/07/2025 15:32,1753201926458,1,22/07/2025 17:32,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,235,trial,digit,9l7l5c,1,timedOut,,200.69999992847443,199.79999999998836,200.69999992847443,200.69999992847443,199.79999999998836,200.69999992847443,1,0,0,,Time Limit,screen,0,screen,trial,,7,space,24,24,140,probe_selfreport,Eligible,Voucher
575,1753198326534,22/07/2025 15:32,1753201926534,1,22/07/2025 17:32,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,235,trial,mask,y6xgix,2,response,space,77.29999990464421,66.60000000003492,77.29999990464421,77.29999990464421,66.60000000003492,77.29999990464421,1,0,0,space,Keyboard Response,response,3,object-75,trial,,7,space,24,24,140,probe_selfreport,Eligible,Voucher
576,1753198327557,22/07/2025 15:32,1753201927557,1,22/07/2025 17:32,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,236,trial,digit,9l7l5c,1,timedOut,,200.89999997615814,200,200.89999997615814,200.89999997615814,200,200.89999997615814,1,0,0,,Time Limit,screen,0,screen,trial,,2,space,24,24,120,probe_selfreport,Eligible,Voucher
577,1753198327668,22/07/2025 15:32,1753201927668,1,22/07/2025 17:32,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,236,trial,mask,y6xgix,2,response,space,112.09999990463257,99.70000000001164,112.09999990463257,112.09999990463257,99.70000000001164,112.09999990463257,1,0,0,space,Keyboard Response,response,3,object-75,trial,,2,space,24,24,120,probe_selfreport,Eligible,Voucher
578,1753198328655,22/07/2025 15:32,1753201928655,1,22/07/2025 17:32,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,237,trial,digit,9l7l5c,1,timedOut,,200.59999990463257,199.90000000002328,200.59999990463257,200.59999990463257,199.90000000002328,200.59999990463257,1,0,0,,Time Limit,screen,0,screen,trial,,6,space,24,24,130,probe_selfreport,Eligible,Voucher
579,1753198328912,22/07/2025 15:32,1753201928912,1,22/07/2025 17:32,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,237,trial,mask,y6xgix,2,response,space,257.29999992845114,249.59999999997672,257.29999992845114,257.29999992845114,249.59999999997672,257.29999992845114,1,0,0,space,Keyboard Response,response,3,object-75,trial,,6,space,24,24,130,probe_selfreport,Eligible,Voucher
580,1753198329756,22/07/2025 15:32,1753201929756,1,22/07/2025 17:32,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,238,trial,digit,9l7l5c,1,timedOut,,201.89999997615814,200.09999999997672,201.89999997615814,201.89999997615814,200.09999999997672,201.89999997615814,1,0,0,,Time Limit,screen,0,screen,trial,,9,space,24,24,140,probe_selfreport,Eligible,Voucher
581,1753198329851,22/07/2025 15:32,1753201929851,1,22/07/2025 17:32,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,238,trial,mask,y6xgix,2,response,space,97.19999995233957,83,97.19999995233957,97.19999995233957,83,97.19999995233957,1,0,0,space,Keyboard Response,response,3,object-75,trial,,9,space,24,24,140,probe_selfreport,Eligible,Voucher
582,1753198330854,22/07/2025 15:32,1753201930854,1,22/07/2025 17:32,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,239,trial,digit,9l7l5c,1,timedOut,,201.19999990460929,199.89999999996508,201.19999990460929,201.19999990460929,199.89999999996508,201.19999990460929,1,0,0,,Time Limit,screen,0,screen,trial,,8,space,24,24,100,probe_selfreport,Eligible,Voucher
583,1753198330998,22/07/2025 15:32,1753201930998,1,22/07/2025 17:32,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,239,trial,mask,y6xgix,2,response,space,145.2999999046442,133.10000000003492,145.2999999046442,145.2999999046442,133.10000000003492,145.2999999046442,1,0,0,space,Keyboard Response,response,3,object-75,trial,,8,space,24,24,100,probe_selfreport,Eligible,Voucher
584,1753198331794,22/07/2025 15:32,1753201931794,1,22/07/2025 17:32,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,240,trial,digit,9l7l5c,1,response,space,42.5,33.20000000001164,42.5,42.5,33.20000000001164,42.5,1,0,0,space,Keyboard Response,response,3,object-176,trial,,5,space,24,24,100,probe_selfreport,Eligible,Voucher
585,1753198332852,22/07/2025 15:32,1753201932852,1,22/07/2025 17:32,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,240,trial,mask,y6xgix,2,response,noresponse,899.2000000000116,899.2000000000116,899.2000000000116,899.2000000000116,899.2000000000116,899.2000000000116,1,0,0,,Time Limit,screen,0,screen,trial,,5,space,24,24,100,probe_selfreport,Eligible,Voucher
586,1753198332869,22/07/2025 15:32,1753201932869,1,22/07/2025 17:32,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,241,trial,digit,9l7l5c,1,response,space,16.600000000034925,0,16.600000000034925,16.600000000034925,0,16.600000000034925,1,0,0,space,Keyboard Response,response,3,object-176,trial,,1,space,24,24,160,probe_selfreport,Eligible,Voucher
