Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-mq2e,branch-s3b7,branch-dgjt,Page,Page ID,Page Counter,Question,Response Type,Key,Response,Tag,OptionOrder,Object Name,Object Number,Object ID
1,1753198701873,22/07/2025 15:38,1753202301873,1,22/07/2025 17:38,234742,8,questionnaire-nimi,,48249298,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,Break Screen,2,probe_selfreport,Eligible,Voucher,,,,,info,,BEGIN,,,,,
3,1753198707451,22/07/2025 15:38,1753202307451,1,22/07/2025 17:38,234742,8,questionnaire-nimi,,48249298,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,Break Screen,2,probe_selfreport,Eligible,Voucher,,,,,info,,END,5566,,,,
END OF FILE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
