Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-mq2e,Manipulation: Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: instr_text,Spreadsheet: digit,Spreadsheet: correct,Spreadsheet: random_blocks,Spreadsheet: random_trials,Spreadsheet: size,branch-s3b7,branch-dgjt
97,1753198821030,22/07/2025 15:40,1753202421030,1,22/07/2025 17:40,234742,8,task-ucpj,,48249299,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2 - Self report,5,probe_selfreport,spreadsheet_sr,spreadsheet_sr,9,trial,digit,9l7l5c,1,timedOut,,201.90000002384477,199.90000000000873,201.90000002384477,201.90000002384477,199.90000000000873,201.90000002384477,1,0,0,,Time Limit,screen,0,screen,trial,,4,space,,,130,Eligible,Voucher
98,1753198821176,22/07/2025 15:40,1753202421176,1,22/07/2025 17:40,234742,8,task-ucpj,,48249299,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2 - Self report,5,probe_selfreport,spreadsheet_sr,spreadsheet_sr,9,trial,mask,y6xgix,2,response,space,148.00000002383604,133,148.00000002383604,148.00000002383604,133,148.00000002383604,1,0,0,space,Keyboard Response,response,3,object-75,trial,,4,space,,,130,Eligible,Voucher
99,1753198822128,22/07/2025 15:40,1753202422128,1,22/07/2025 17:40,234742,8,task-ucpj,,48249299,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2 - Self report,5,probe_selfreport,spreadsheet_sr,spreadsheet_sr,10,trial,digit,9l7l5c,1,timedOut,,200.70000002384768,199.70000000001164,200.70000002384768,200.70000002384768,199.70000000001164,200.70000002384768,1,0,0,,Time Limit,screen,0,screen,trial,,8,space,,,110,Eligible,Voucher
100,1753198822347,22/07/2025 15:40,1753202422347,1,22/07/2025 17:40,234742,8,task-ucpj,,48249299,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2 - Self report,5,probe_selfreport,spreadsheet_sr,spreadsheet_sr,10,trial,mask,y6xgix,2,response,space,219.79999997615232,216.1999999999971,219.79999997615232,219.79999997615232,216.1999999999971,219.79999997615232,1,0,0,space,Keyboard Response,response,3,object-75,trial,,8,space,,,110,Eligible,Voucher
101,1753198823175,22/07/2025 15:40,1753202423175,1,22/07/2025 17:40,234742,8,task-ucpj,,48249299,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2 - Self report,5,probe_selfreport,spreadsheet_sr,spreadsheet_sr,11,trial,digit,9l7l5c,1,response,space,148.49999992847734,133.1999999999971,148.49999992847734,148.49999992847734,133.1999999999971,148.49999992847734,1,0,0,space,Keyboard Response,response,3,object-176,trial,,2,space,,,140,Eligible,Voucher
102,1753198824126,22/07/2025 15:40,1753202424126,1,22/07/2025 17:40,234742,8,task-ucpj,,48249299,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2 - Self report,5,probe_selfreport,spreadsheet_sr,spreadsheet_sr,11,trial,mask,y6xgix,2,response,noresponse,898.8999999999942,898.8999999999942,898.8999999999942,898.8999999999942,898.8999999999942,898.8999999999942,1,0,0,,Time Limit,screen,0,screen,trial,,2,space,,,140,Eligible,Voucher
103,1753198824158,22/07/2025 15:40,1753202424158,1,22/07/2025 17:40,234742,8,task-ucpj,,48249299,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2 - Self report,5,probe_selfreport,spreadsheet_sr,spreadsheet_sr,12,trial,digit,9l7l5c,1,response,space,32.99999997616396,16.70000000001164,32.99999997616396,32.99999997616396,16.70000000001164,32.99999997616396,1,0,0,space,Keyboard Response,response,3,object-176,trial,,4,space,,,170,Eligible,Voucher
104,1753198825225,22/07/2025 15:40,1753202425225,1,22/07/2025 17:40,234742,8,task-ucpj,,48249299,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2 - Self report,5,probe_selfreport,spreadsheet_sr,spreadsheet_sr,12,trial,mask,y6xgix,2,response,noresponse,899.2999999999884,899.2999999999884,899.2999999999884,899.2999999999884,899.2999999999884,899.2999999999884,1,0,0,,Time Limit,screen,0,screen,trial,,4,space,,,170,Eligible,Voucher
105,1753198825247,22/07/2025 15:40,1753202425247,1,22/07/2025 17:40,234742,8,task-ucpj,,48249299,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2 - Self report,5,probe_selfreport,spreadsheet_sr,spreadsheet_sr,13,trial,digit,9l7l5c,1,response,space,16.39999999999418,0,16.39999999999418,16.39999999999418,0,16.39999999999418,1,0,0,space,Keyboard Response,response,3,object-176,trial,,7,space,,,120,Eligible,Voucher
106,1753198826305,22/07/2025 15:40,1753202426305,1,22/07/2025 17:40,234742,8,task-ucpj,,48249299,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2 - Self report,5,probe_selfreport,spreadsheet_sr,spreadsheet_sr,13,trial,mask,y6xgix,2,response,space,881,865.8999999999942,881,881,865.8999999999942,881,1,0,0,space,Keyboard Response,response,3,object-75,trial,,7,space,,,120,Eligible,Voucher
107,1753198826524,22/07/2025 15:40,1753202426524,1,22/07/2025 17:40,234742,8,task-ucpj,,48249299,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2 - Self report,5,probe_selfreport,spreadsheet_sr,spreadsheet_sr,14,trial,digit,9l7l5c,1,timedOut,,200.8999999523221,200,200.8999999523221,200.8999999523221,200,200.8999999523221,1,0,0,,Time Limit,screen,0,screen,trial,,3,noresponse,,,160,Eligible,Voucher
108,1753198827420,22/07/2025 15:40,1753202427420,1,22/07/2025 17:40,234742,8,task-ucpj,,48249299,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2 - Self report,5,probe_selfreport,spreadsheet_sr,spreadsheet_sr,14,trial,mask,y6xgix,2,response,noresponse,897.1000000000058,882.3000000000029,897.1000000000058,897.1000000000058,882.3000000000029,897.1000000000058,1,0,0,space,Keyboard Response,response,3,object-75,trial,,3,noresponse,,,160,Eligible,Voucher
109,1753198827624,22/07/2025 15:40,1753202427624,1,22/07/2025 17:40,234742,8,task-ucpj,,48249299,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2 - Self report,5,probe_selfreport,spreadsheet_sr,spreadsheet_sr,15,trial,digit,9l7l5c,1,timedOut,,201.59999997615523,199.8000000000029,201.59999997615523,201.59999997615523,199.8000000000029,201.59999997615523,1,0,0,,Time Limit,screen,0,screen,trial,,5,space,,,170,Eligible,Voucher
110,1753198828405,22/07/2025 15:40,1753202428405,1,22/07/2025 17:40,234742,8,task-ucpj,,48249299,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2 - Self report,5,probe_selfreport,spreadsheet_sr,spreadsheet_sr,15,trial,mask,y6xgix,2,response,space,783.1999999999971,766.3999999999942,783.1999999999971,783.1999999999971,766.3999999999942,783.1999999999971,1,0,0,space,Keyboard Response,response,3,object-75,trial,,5,space,,,170,Eligible,Voucher
111,1753198828722,22/07/2025 15:40,1753202428722,1,22/07/2025 17:40,234742,8,task-ucpj,,48249299,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2 - Self report,5,probe_selfreport,spreadsheet_sr,spreadsheet_sr,16,trial,digit,9l7l5c,1,timedOut,,200.79999997615232,199.79999999998836,200.79999997615232,200.79999997615232,199.79999999998836,200.79999997615232,1,0,0,,Time Limit,screen,0,screen,trial,,4,space,,,140,Eligible,Voucher
112,1753198829622,22/07/2025 15:40,1753202429622,1,22/07/2025 17:40,234742,8,task-ucpj,,48249299,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2 - Self report,5,probe_selfreport,spreadsheet_sr,spreadsheet_sr,16,trial,mask,y6xgix,2,response,noresponse,899.1000000000058,899.1000000000058,899.1000000000058,899.1000000000058,899.1000000000058,899.1000000000058,1,0,0,,Time Limit,screen,0,screen,trial,,4,space,,,140,Eligible,Voucher
113,1753198829821,22/07/2025 15:40,1753202429821,1,22/07/2025 17:40,234742,8,task-ucpj,,48249299,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2 - Self report,5,probe_selfreport,spreadsheet_sr,spreadsheet_sr,17,trial,digit,9l7l5c,1,timedOut,,200.89999997615814,199.8000000000029,200.89999997615814,200.89999997615814,199.8000000000029,200.89999997615814,1,0,0,,Time Limit,screen,0,screen,trial,,1,space,,,120,Eligible,Voucher
114,1753198830339,22/07/2025 15:40,1753202430339,1,22/07/2025 17:40,234742,8,task-ucpj,,48249299,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2 - Self report,5,probe_selfreport,spreadsheet_sr,spreadsheet_sr,17,trial,mask,y6xgix,2,response,space,519.0999999761552,516.5999999999913,519.0999999761552,519.0999999761552,516.5999999999913,519.0999999761552,1,0,0,space,Keyboard Response,response,3,object-75,trial,,1,space,,,120,Eligible,Voucher
115,1753198830920,22/07/2025 15:40,1753202430920,1,22/07/2025 17:40,234742,8,task-ucpj,,48249299,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2 - Self report,5,probe_selfreport,spreadsheet_sr,spreadsheet_sr,18,trial,digit,9l7l5c,1,timedOut,,200.69999995231046,199.79999999998836,200.69999995231046,200.69999995231046,199.79999999998836,200.69999995231046,1,0,0,,Time Limit,screen,0,screen,trial,,5,space,,,120,Eligible,Voucher
116,1753198831438,22/07/2025 15:40,1753202431438,1,22/07/2025 17:40,234742,8,task-ucpj,,48249299,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2 - Self report,5,probe_selfreport,spreadsheet_sr,spreadsheet_sr,18,trial,mask,y6xgix,2,response,space,519.2000000238477,516.2000000000116,519.2000000238477,519.2000000238477,516.2000000000116,519.2000000238477,1,0,0,space,Keyboard Response,response,3,object-75,trial,,5,space,,,120,Eligible,Voucher
117,1753198833198,22/07/2025 15:40,1753202433198,1,22/07/2025 17:40,234742,8,task-ucpj,,48249299,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2 - Self report,5,probe_selfreport,spreadsheet_sr,spreadsheet_sr,4,instruction1,screen1,755tgm,1,continue,,1379.5,1365.5,1379.5,1379.5,1365.5,1379.5,1,0,0,,Click To Continue,next,3,object-4,instruction1,"## Well done, you've now completed all practice blocks.
<br/><br/>
## You are now ready to complete the task.
<br/><br/>
## This will take approximately 5 minutes.",,,,,,Eligible,Voucher
118,1753198838180,22/07/2025 15:40,1753202438180,1,22/07/2025 17:40,234742,8,task-ucpj,,48249299,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2 - Self report,5,probe_selfreport,spreadsheet_sr,spreadsheet_sr,4,ready,screen1,vndsmx,1,timedOut,,4996.199999928474,4995.300000000003,4996.199999928474,4996.199999928474,4995.300000000003,4996.199999928474,1,0,0,,Time Limit,screen,0,screen,ready,,,,,,,Eligible,Voucher
119,1753198838307,22/07/2025 15:40,1753202438307,1,22/07/2025 17:40,234742,8,task-ucpj,,48249299,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2 - Self report,5,probe_selfreport,spreadsheet_sr,spreadsheet_sr,19,trial,digit,9l7l5c,1,response,space,127.89999992847152,116.39999999999418,127.89999992847152,127.89999992847152,116.39999999999418,127.89999992847152,1,0,0,space,Keyboard Response,response,3,object-176,trial,,5,space,,1,120,Eligible,Voucher
120,1753198839279,22/07/2025 15:40,1753202439279,1,22/07/2025 17:40,234742,8,task-ucpj,,48249299,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2 - Self report,5,probe_selfreport,spreadsheet_sr,spreadsheet_sr,19,trial,mask,y6xgix,2,response,noresponse,899.1999999999971,899.1999999999971,899.1999999999971,899.1999999999971,899.1999999999971,899.1999999999971,1,0,0,,Time Limit,screen,0,screen,trial,,5,space,,1,120,Eligible,Voucher
121,1753198839479,22/07/2025 15:40,1753202439479,1,22/07/2025 17:40,234742,8,task-ucpj,,48249299,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2 - Self report,5,probe_selfreport,spreadsheet_sr,spreadsheet_sr,20,trial,digit,9l7l5c,1,timedOut,,200.69999997616105,199.8000000000029,200.69999997616105,200.69999997616105,199.8000000000029,200.69999997616105,1,0,0,,Time Limit,screen,0,screen,trial,,6,space,,1,90,Eligible,Voucher
122,1753198839519,22/07/2025 15:40,1753202439519,1,22/07/2025 17:40,234742,8,task-ucpj,,48249299,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2 - Self report,5,probe_selfreport,spreadsheet_sr,spreadsheet_sr,20,trial,mask,y6xgix,2,response,space,41.39999997615814,33.30000000000291,41.39999997615814,41.39999997615814,33.30000000000291,41.39999997615814,1,0,0,space,Keyboard Response,response,3,object-75,trial,,6,space,,1,90,Eligible,Voucher
123,1753198840498,22/07/2025 15:40,1753202440498,1,22/07/2025 17:40,234742,8,task-ucpj,,48249299,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2 - Self report,5,probe_selfreport,spreadsheet_sr,spreadsheet_sr,21,trial,digit,9l7l5c,1,response,space,120.90000002383022,116.59999999997672,120.90000002383022,120.90000002383022,116.59999999997672,120.90000002383022,1,0,0,space,Keyboard Response,response,3,object-176,trial,,2,space,,1,90,Eligible,Voucher
124,1753198841478,22/07/2025 15:40,1753202441478,1,22/07/2025 17:40,234742,8,task-ucpj,,48249299,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2 - Self report,5,probe_selfreport,spreadsheet_sr,spreadsheet_sr,21,trial,mask,y6xgix,2,response,noresponse,899.2000000000116,899.2000000000116,899.2000000000116,899.2000000000116,899.2000000000116,899.2000000000116,1,0,0,,Time Limit,screen,0,screen,trial,,2,space,,1,90,Eligible,Voucher
125,1753198841612,22/07/2025 15:40,1753202441612,1,22/07/2025 17:40,234742,8,task-ucpj,,48249299,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2 - Self report,5,probe_selfreport,spreadsheet_sr,spreadsheet_sr,22,trial,digit,9l7l5c,1,response,space,136.40000002383022,133.09999999997672,136.40000002383022,136.40000002383022,133.09999999997672,136.40000002383022,1,0,0,space,Keyboard Response,response,3,object-176,trial,,8,space,,1,120,Eligible,Voucher
126,1753198842576,22/07/2025 15:40,1753202442576,1,22/07/2025 17:40,234742,8,task-ucpj,,48249299,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2 - Self report,5,probe_selfreport,spreadsheet_sr,spreadsheet_sr,22,trial,mask,y6xgix,2,response,noresponse,899.3000000000175,899.3000000000175,899.3000000000175,899.3000000000175,899.3000000000175,899.3000000000175,1,0,0,,Time Limit,screen,0,screen,trial,,8,space,,1,120,Eligible,Voucher
127,1753198842776,22/07/2025 15:40,1753202442776,1,22/07/2025 17:40,234742,8,task-ucpj,,48249299,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2 - Self report,5,probe_selfreport,spreadsheet_sr,spreadsheet_sr,23,trial,digit,9l7l5c,1,timedOut,,200.6999999761465,199.79999999998836,200.6999999761465,200.6999999761465,199.79999999998836,200.6999999761465,1,0,0,,Time Limit,screen,0,screen,trial,,9,space,,1,140,Eligible,Voucher
128,1753198842798,22/07/2025 15:40,1753202442798,1,22/07/2025 17:40,234742,8,task-ucpj,,48249299,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2 - Self report,5,probe_selfreport,spreadsheet_sr,spreadsheet_sr,23,trial,mask,y6xgix,2,response,space,22.799999952316284,16.60000000000582,22.799999952316284,22.799999952316284,16.60000000000582,22.799999952316284,1,0,0,space,Keyboard Response,response,3,object-75,trial,,9,space,,1,140,Eligible,Voucher
129,1753198843791,22/07/2025 15:40,1753202443791,1,22/07/2025 17:40,234742,8,task-ucpj,,48249299,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2 - Self report,5,probe_selfreport,spreadsheet_sr,spreadsheet_sr,24,trial,digit,9l7l5c,1,response,noresponse,116.39999999999418,99.79999999998836,116.39999999999418,116.39999999999418,99.79999999998836,116.39999999999418,1,0,0,space,Keyboard Response,response,3,object-176,trial,,3,noresponse,,,140,Eligible,Voucher
130,1753198844774,22/07/2025 15:40,1753202444774,1,22/07/2025 17:40,234742,8,task-ucpj,,48249299,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2 - Self report,5,probe_selfreport,spreadsheet_sr,spreadsheet_sr,24,trial,mask,y6xgix,2,response,noresponse,899.2000000000116,899.2000000000116,899.2000000000116,899.2000000000116,899.2000000000116,899.2000000000116,1,0,0,,Time Limit,screen,0,screen,trial,,3,noresponse,,,140,Eligible,Voucher
131,1753198844906,22/07/2025 15:40,1753202444906,1,22/07/2025 17:40,234742,8,task-ucpj,,48249299,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2 - Self report,5,probe_selfreport,spreadsheet_sr,spreadsheet_sr,25,trial,digit,9l7l5c,1,response,space,132.89999999999418,116.39999999999418,132.89999999999418,132.89999999999418,116.39999999999418,132.89999999999418,1,0,0,space,Keyboard Response,response,3,object-176,trial,,4,space,,1,140,Eligible,Voucher
132,1753198845873,22/07/2025 15:40,1753202445873,1,22/07/2025 17:40,234742,8,task-ucpj,,48249299,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2 - Self report,5,probe_selfreport,spreadsheet_sr,spreadsheet_sr,25,trial,mask,y6xgix,2,response,noresponse,899.3999999999942,899.3999999999942,899.3999999999942,899.3999999999942,899.3999999999942,899.3999999999942,1,0,0,,Time Limit,screen,0,screen,trial,,4,space,,1,140,Eligible,Voucher
133,1753198846072,22/07/2025 15:40,1753202446072,1,22/07/2025 17:40,234742,8,task-ucpj,,48249299,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2 - Self report,5,probe_selfreport,spreadsheet_sr,spreadsheet_sr,26,trial,digit,9l7l5c,1,timedOut,,200.69999995231046,199.79999999998836,200.69999995231046,200.69999995231046,199.79999999998836,200.69999995231046,1,0,0,,Time Limit,screen,0,screen,trial,,7,space,,1,100,Eligible,Voucher
134,1753198846097,22/07/2025 15:40,1753202446097,1,22/07/2025 17:40,234742,8,task-ucpj,,48249299,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2 - Self report,5,probe_selfreport,spreadsheet_sr,spreadsheet_sr,26,trial,mask,y6xgix,2,response,space,25.299999928480247,16.800000000017462,25.299999928480247,25.299999928480247,16.800000000017462,25.299999928480247,1,0,0,space,Keyboard Response,response,3,object-75,trial,,7,space,,1,100,Eligible,Voucher
135,1753198847089,22/07/2025 15:40,1753202447089,1,22/07/2025 17:40,234742,8,task-ucpj,,48249299,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2 - Self report,5,probe_selfreport,spreadsheet_sr,spreadsheet_sr,27,trial,digit,9l7l5c,1,response,space,118.09999995230464,116.29999999998836,118.09999995230464,118.09999995230464,116.29999999998836,118.09999995230464,1,0,0,space,Keyboard Response,response,3,object-176,trial,,1,space,,1,150,Eligible,Voucher
136,1753198848070,22/07/2025 15:40,1753202448070,1,22/07/2025 17:40,234742,8,task-ucpj,,48249299,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2 - Self report,5,probe_selfreport,spreadsheet_sr,spreadsheet_sr,27,trial,mask,y6xgix,2,response,noresponse,898.8000000000175,898.8000000000175,898.8000000000175,898.8000000000175,898.8000000000175,898.8000000000175,1,0,0,,Time Limit,screen,0,screen,trial,,1,space,,1,150,Eligible,Voucher
137,1753198848173,22/07/2025 15:40,1753202448173,1,22/07/2025 17:40,234742,8,task-ucpj,,48249299,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2 - Self report,5,probe_selfreport,spreadsheet_sr,spreadsheet_sr,28,trial,digit,9l7l5c,1,response,space,104.09999995230464,99.89999999999418,104.09999995230464,104.09999995230464,99.89999999999418,104.09999995230464,1,0,0,space,Keyboard Response,response,3,object-176,trial,,7,space,7,7,150,Eligible,Voucher
138,1753198849171,22/07/2025 15:40,1753202449171,1,22/07/2025 17:40,234742,8,task-ucpj,,48249299,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2 - Self report,5,probe_selfreport,spreadsheet_sr,spreadsheet_sr,28,trial,mask,y6xgix,2,response,noresponse,899.2999999999884,899.2999999999884,899.2999999999884,899.2999999999884,899.2999999999884,899.2999999999884,1,0,0,,Time Limit,screen,0,screen,trial,,7,space,7,7,150,Eligible,Voucher
139,1753198849212,22/07/2025 15:40,1753202449212,1,22/07/2025 17:40,234742,8,task-ucpj,,48249299,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2 - Self report,5,probe_selfreport,spreadsheet_sr,spreadsheet_sr,29,trial,digit,9l7l5c,1,response,space,16.60000000000582,0,16.60000000000582,16.60000000000582,0,16.60000000000582,1,0,0,space,Keyboard Response,response,3,object-176,trial,,8,space,7,7,130,Eligible,Voucher
140,1753198850226,22/07/2025 15:40,1753202450226,1,22/07/2025 17:40,234742,8,task-ucpj,,48249299,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2 - Self report,5,probe_selfreport,spreadsheet_sr,spreadsheet_sr,29,trial,mask,y6xgix,2,response,space,857.0999999761698,849.2000000000116,857.0999999761698,857.0999999761698,849.2000000000116,857.0999999761698,1,0,0,space,Keyboard Response,response,3,object-75,trial,,8,space,7,7,130,Eligible,Voucher
141,1753198850470,22/07/2025 15:40,1753202450470,1,22/07/2025 17:40,234742,8,task-ucpj,,48249299,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2 - Self report,5,probe_selfreport,spreadsheet_sr,spreadsheet_sr,30,trial,digit,9l7l5c,1,timedOut,,201.8999999523221,199.89999999999418,201.8999999523221,201.8999999523221,199.89999999999418,201.8999999523221,1,0,0,,Time Limit,screen,0,screen,trial,,1,space,7,7,160,Eligible,Voucher
142,1753198851368,22/07/2025 15:40,1753202451368,1,22/07/2025 17:40,234742,8,task-ucpj,,48249299,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2 - Self report,5,probe_selfreport,spreadsheet_sr,spreadsheet_sr,30,trial,mask,y6xgix,2,response,noresponse,899.2000000000116,899.2000000000116,899.2000000000116,899.2000000000116,899.2000000000116,899.2000000000116,1,0,0,,Time Limit,screen,0,screen,trial,,1,space,7,7,160,Eligible,Voucher
143,1753198851569,22/07/2025 15:40,1753202451569,1,22/07/2025 17:40,234742,8,task-ucpj,,48249299,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2 - Self report,5,probe_selfreport,spreadsheet_sr,spreadsheet_sr,31,trial,digit,9l7l5c,1,timedOut,,201.89999997615814,199.79999999998836,201.89999997615814,201.89999997615814,199.79999999998836,201.89999997615814,1,0,0,,Time Limit,screen,0,screen,trial,,9,space,7,7,160,Eligible,Voucher
144,1753198851633,22/07/2025 15:40,1753202451633,1,22/07/2025 17:40,234742,8,task-ucpj,,48249299,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2 - Self report,5,probe_selfreport,spreadsheet_sr,spreadsheet_sr,31,trial,mask,y6xgix,2,response,space,66.20000000001164,49.90000000002328,66.20000000001164,66.20000000001164,49.90000000002328,66.20000000001164,1,0,0,space,Keyboard Response,response,3,object-75,trial,,9,space,7,7,160,Eligible,Voucher
