Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-tloe,branch-b7np,randomiser-oo54,randomiser-5zfx,randomiser-rrwr,randomiser-39gv,branch-m511,quota-so7f,quota-bi7i,Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: instruct_num,Spreadsheet: instruct_text,Spreadsheet: passage,Spreadsheet: line,Spreadsheet: line_text,Spreadsheet: probe,Spreadsheet: condition,Spreadsheet: condition_num,Spreadsheet: set,Spreadsheet: question_text,Spreadsheet: correct_response,Spreadsheet: response_a,Spreadsheet: response_b,Spreadsheet: response_c,Spreadsheet: response_d,Spreadsheet: response_e,Spreadsheet: ,Spreadsheet: __EMPTY,Spreadsheet: __EMPTY_1,Spreadsheet: __EMPTY_2,Manipulation: Spreadsheet
105,1705982331248,23/01/2024 03:58:51,1705982331248,0,23/01/2024 03:58:51,158033,3,task-ppjy,,34396277,BLIND,10166217,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1280x720,1280x585,,,0,Mind wandering task,5,,control,,,,set 2,Controls,ACCEPT,,set2_easy,15,comprehension,Comprehension questions,ers3wv,1,response,c,5147.500000190688,5145.899999999907,5147.500000190688,5147.500000190688,5145.899999999907,5147.500000190688,1,5147.500000190688,0,0,,Click Response,response C,4,object-68,comprehension,,,3,3,,,,,,This passage is mainly about,c,ergot,drugs,fungi,antibiotics,cheese,,,,,
106,1705982338827,23/01/2024 03:58:58,1705982338827,0,23/01/2024 03:58:58,158033,3,task-ppjy,,34396277,BLIND,10166217,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1280x720,1280x585,,,0,Mind wandering task,5,,control,,,,set 2,Controls,ACCEPT,,set2_easy,16,comprehension,Comprehension questions,ers3wv,1,response,d,7580.100000190781,7577.100000000093,7580.100000190781,7580.100000190781,7577.100000000093,7580.100000190781,1,7580.100000190781,0,0,,Click Response,response C,4,object-68,comprehension,,,3,4,,,,,,LSD is specifically mentioned to show that ergot,d,needs to be further controlled,needs further research,has medicinal value,is of current interest,is dangerous,,,,,
107,1705982340332,23/01/2024 03:59:00,1705982340332,0,23/01/2024 03:59:00,158033,3,task-ppjy,,34396277,BLIND,10166217,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1280x720,1280x585,,,0,Mind wandering task,5,,control,,,,set 2,Controls,ACCEPT,,set2_easy,68,passages,Sentences,3emlxf,1,response,,1508.4000000476371,1498.7999999999302,1508.4000000476371,1508.4000000476371,1498.7999999999302,1508.4000000476371,1,1508.4000000476371,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,4,0,Passage 4,0,Easy,2,2,,,,,,,,,,,,
108,1705982348152,23/01/2024 03:59:08,1705982348152,0,23/01/2024 03:59:08,158033,3,task-ppjy,,34396277,BLIND,10166217,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1280x720,1280x585,,,0,Mind wandering task,5,,control,,,,set 2,Controls,ACCEPT,,set2_easy,69,passages,Sentences,3emlxf,1,response,,7829.200000190758,7826.800000000047,7829.200000190758,7829.200000190758,7826.800000000047,7829.200000190758,1,7829.200000190758,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,4,1,"Once in a while you will hear about an artist who was recognized as a master during his lifetime, but was then almost forgotten after his death.",0,Easy,2,2,,,,,,,,,,,,
109,1705982352831,23/01/2024 03:59:12,1705982352831,0,23/01/2024 03:59:12,158033,3,task-ppjy,,34396277,BLIND,10166217,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1280x720,1280x585,,,0,Mind wandering task,5,,control,,,,set 2,Controls,ACCEPT,,set2_easy,70,passages,Sentences,3emlxf,1,response,,4681.900000190712,4679.400000000023,4681.900000190712,4681.900000190712,4679.400000000023,4681.900000190712,1,4681.900000190712,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,4,2,"A good example is the painter, Domenicos Theotocopoulos.",0,Easy,2,2,,,,,,,,,,,,
110,1705982358520,23/01/2024 03:59:18,1705982358520,0,23/01/2024 03:59:18,158033,3,task-ppjy,,34396277,BLIND,10166217,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1280x720,1280x585,,,0,Mind wandering task,5,,control,,,,set 2,Controls,ACCEPT,,set2_easy,71,passages,Sentences,3emlxf,1,response,,5691.500000190688,5678.79999999993,5691.500000190688,5691.500000190688,5678.79999999993,5691.500000190688,1,5691.500000190688,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,4,3,He was known as El Greco because of his Greek ancestry.,0,Easy,2,2,,,,,,,,,,,,
111,1705982367090,23/01/2024 03:59:27,1705982367090,0,23/01/2024 03:59:27,158033,3,task-ppjy,,34396277,BLIND,10166217,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1280x720,1280x585,,,0,Mind wandering task,5,,control,,,,set 2,Controls,ACCEPT,,set2_easy,72,passages,Sentences,3emlxf,1,response,,8582.500000143074,8576.20000000007,8582.500000143074,8582.500000143074,8576.20000000007,8582.500000143074,1,8582.500000143074,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,4,4,"After pursuing his early career in Italy, El Greco settled in the Spanish city of Toledo, where he prospered for the rest of his life.",1,Easy,2,2,,,,,,,,,,,,
112,1705982368771,23/01/2024 03:59:28,1705982368771,0,23/01/2024 03:59:28,158033,3,task-ppjy,,34396277,BLIND,10166217,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1280x720,1280x585,,,0,Mind wandering task,5,,control,,,,set 2,Controls,ACCEPT,,set2_easy,13,probe,Thought probe,muxvwp,1,response,no,1687.1000000953209,1682.0999999999767,1687.1000000953209,1687.1000000953209,1682.0999999999767,1687.1000000953209,1,1687.1000000953209,0,0,,Click Response,response,3,object-82,probe,,,,,,,,,,,,,,,,,,,,,
113,1705982372758,23/01/2024 03:59:32,1705982372758,0,23/01/2024 03:59:32,158033,3,task-ppjy,,34396277,BLIND,10166217,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1280x720,1280x585,,,0,Mind wandering task,5,,control,,,,set 2,Controls,ACCEPT,,set2_easy,73,passages,Sentences,3emlxf,1,response,,3992.0999999999767,3979.9000000000233,3992.0999999999767,3992.0999999999767,3979.9000000000233,3992.0999999999767,1,3992.0999999999767,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,4,5,He prospered there for the rest of his life.,0,Easy,2,2,,,,,,,,,,,,
114,1705982386210,23/01/2024 03:59:46,1705982386210,0,23/01/2024 03:59:46,158033,3,task-ppjy,,34396277,BLIND,10166217,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1280x720,1280x585,,,0,Mind wandering task,5,,control,,,,set 2,Controls,ACCEPT,,set2_easy,74,passages,Sentences,3emlxf,1,response,,13464.300000143005,13455.79999999993,13464.300000143005,13464.300000143005,13455.79999999993,13464.300000143005,1,13464.300000143005,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,4,6,History forgot El Greco for nearly three hundred years.,0,Easy,2,2,,,,,,,,,,,,
115,1705982389311,23/01/2024 03:59:49,1705982389311,0,23/01/2024 03:59:49,158033,3,task-ppjy,,34396277,BLIND,10166217,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1280x720,1280x585,,,0,Mind wandering task,5,,control,,,,set 2,Controls,ACCEPT,,set2_easy,75,passages,Sentences,3emlxf,1,response,,3109.4000000000233,3097.3000000000466,3109.4000000000233,3109.4000000000233,3097.3000000000466,3109.4000000000233,1,3109.4000000000233,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,4,7,"Then, artists and critics of the twentieth century rediscovered him.",0,Easy,2,2,,,,,,,,,,,,
116,1705982395783,23/01/2024 03:59:55,1705982395783,0,23/01/2024 03:59:55,158033,3,task-ppjy,,34396277,BLIND,10166217,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1280x720,1280x585,,,0,Mind wandering task,5,,control,,,,set 2,Controls,ACCEPT,,set2_easy,76,passages,Sentences,3emlxf,1,response,,6484.200000143028,6478.199999999953,6484.200000143028,6484.200000143028,6478.199999999953,6484.200000143028,1,6484.200000143028,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,4,8,"The power of El Greco’s intensely emotional style can be felt most strongly in his later paintings, such as the famous View of Toledo.",0,Easy,2,2,,,,,,,,,,,,
117,1705982405722,23/01/2024 04:00:05,1705982405722,0,23/01/2024 04:00:05,158033,3,task-ppjy,,34396277,BLIND,10166217,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1280x720,1280x585,,,0,Mind wandering task,5,,control,,,,set 2,Controls,ACCEPT,,set2_easy,77,passages,Sentences,3emlxf,1,response,,9944.80000009539,9941.599999999977,9944.80000009539,9944.80000009539,9941.599999999977,9944.80000009539,1,9944.80000009539,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,4,9,"He painted this canvas in 1610, only a few years before his death.",0,Easy,2,2,,,,,,,,,,,,
118,1705982407091,23/01/2024 04:00:07,1705982407091,0,23/01/2024 04:00:07,158033,3,task-ppjy,,34396277,BLIND,10166217,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1280x720,1280x585,,,0,Mind wandering task,5,,control,,,,set 2,Controls,ACCEPT,,set2_easy,78,passages,Sentences,3emlxf,1,response,,1372.5000000477303,1365.7000000000698,1372.5000000477303,1372.5000000477303,1365.7000000000698,1372.5000000477303,1,1372.5000000477303,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,4,10,It is a strange landscape.,0,Easy,2,2,,,,,,,,,,,,
119,1705982417299,23/01/2024 04:00:17,1705982417299,0,23/01/2024 04:00:17,158033,3,task-ppjy,,34396277,BLIND,10166217,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1280x720,1280x585,,,0,Mind wandering task,5,,control,,,,set 2,Controls,ACCEPT,,set2_easy,79,passages,Sentences,3emlxf,1,response,,10214.099999999977,10208.099999999977,10214.099999999977,10214.099999999977,10208.099999999977,10214.099999999977,1,10214.099999999977,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,4,11,"One notices that eerie, silvery buildings take on a ghostlike stillness next to the explosive light of the sky and the writhing forms of the countryside below.",0,Easy,2,2,,,,,,,,,,,,
120,1705982421557,23/01/2024 04:00:21,1705982421557,0,23/01/2024 04:00:21,158033,3,task-ppjy,,34396277,BLIND,10166217,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1280x720,1280x585,,,0,Mind wandering task,5,,control,,,,set 2,Controls,ACCEPT,,set2_easy,80,passages,Sentences,3emlxf,1,response,,4264.800000190735,4263.099999999977,4264.800000190735,4264.800000190735,4263.099999999977,4264.800000190735,1,4264.800000190735,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,4,12,"Curiously, about the same time, another important artist was scorned even by many of his contemporaries.",0,Easy,2,2,,,,,,,,,,,,
121,1705982423245,23/01/2024 04:00:23,1705982423245,0,23/01/2024 04:00:23,158033,3,task-ppjy,,34396277,BLIND,10166217,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1280x720,1280x585,,,0,Mind wandering task,5,,control,,,,set 2,Controls,ACCEPT,,set2_easy,81,passages,Sentences,3emlxf,1,response,,1688.9000000000233,1682,1688.9000000000233,1688.9000000000233,1682,1688.9000000000233,1,1688.9000000000233,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,4,13,This artist was Caravaggio.,0,Easy,2,2,,,,,,,,,,,,
122,1705982429452,23/01/2024 04:00:29,1705982429452,0,23/01/2024 04:00:29,158033,3,task-ppjy,,34396277,BLIND,10166217,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1280x720,1280x585,,,0,Mind wandering task,5,,control,,,,set 2,Controls,ACCEPT,,set2_easy,82,passages,Sentences,3emlxf,1,response,,6214.000000143074,6211.599999999977,6214.000000143074,6214.000000143074,6211.599999999977,6214.000000143074,1,6214.000000143074,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,4,14,He was a self-taught painter who came to Rome around 1590 from a small town in Lombardy.,0,Easy,2,2,,,,,,,,,,,,
123,1705982446044,23/01/2024 04:00:46,1705982446044,0,23/01/2024 04:00:46,158033,3,task-ppjy,,34396277,BLIND,10166217,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1280x720,1280x585,,,0,Mind wandering task,5,,control,,,,set 2,Controls,ACCEPT,,set2_easy,83,passages,Sentences,3emlxf,1,response,,16594.60000019078,16586.400000000023,16594.60000019078,16594.60000019078,16586.400000000023,16594.60000019078,1,16594.60000019078,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,4,15,"Caravaggio’s critics complained that he treated sacred religious subjects in a low, vulgar way by including the faces and figures of common people in his paintings.",0,Easy,2,2,,,,,,,,,,,,
124,1705982450908,23/01/2024 04:00:50,1705982450908,0,23/01/2024 04:00:50,158033,3,task-ppjy,,34396277,BLIND,10166217,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1280x720,1280x585,,,0,Mind wandering task,5,,control,,,,set 2,Controls,ACCEPT,,set2_easy,84,passages,Sentences,3emlxf,1,response,,4871.800000095391,4862.70000000007,4871.800000095391,4871.800000095391,4862.70000000007,4871.800000095391,1,4871.800000095391,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,4,16,"By using stark contrasts of light and shadow, Caravaggio managed to conjure up unforgettable scenes of dramatic realism.",1,Easy,2,2,,,,,,,,,,,,
125,1705982452445,23/01/2024 04:00:52,1705982452445,0,23/01/2024 04:00:52,158033,3,task-ppjy,,34396277,BLIND,10166217,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1280x720,1280x585,,,0,Mind wandering task,5,,control,,,,set 2,Controls,ACCEPT,,set2_easy,14,probe,Thought probe,muxvwp,1,response,no,1546.1000000953209,1531.8999999999069,1546.1000000953209,1546.1000000953209,1531.8999999999069,1546.1000000953209,1,1546.1000000953209,0,0,,Click Response,response,3,object-82,probe,,,,,,,,,,,,,,,,,,,,,
126,1705982454057,23/01/2024 04:00:54,1705982454057,0,23/01/2024 04:00:54,158033,3,task-ppjy,,34396277,BLIND,10166217,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1280x720,1280x585,,,0,Mind wandering task,5,,control,,,,set 2,Controls,ACCEPT,,set2_easy,4,instr_comprehension,Comprehension instruction,ki2jxw,1,response,,1626.5000000477303,1615.4000000000233,1626.5000000477303,1626.5000000477303,1615.4000000000233,1626.5000000477303,1,1626.5000000477303,0,0,,Keyboard Response,Keyboard Response,2,object-78,instr_comprehension,,,,,,,,,,,,,,,,,,,,,
127,1705982460079,23/01/2024 04:01:00,1705982460079,0,23/01/2024 04:01:00,158033,3,task-ppjy,,34396277,BLIND,10166217,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1280x720,1280x585,,,0,Mind wandering task,5,,control,,,,set 2,Controls,ACCEPT,,set2_easy,17,comprehension,Comprehension questions,ers3wv,1,response,a,6033.500000143074,6028.400000000023,6033.500000143074,6033.500000143074,6028.400000000023,6033.500000143074,1,6033.500000143074,0,0,,Click Response,response A,2,object-66,comprehension,,,4,1,,,,,,"In his paintings, Caravaggio included",a,common people,strange landscapes,"eerie, silvery buildings",ghosts,corpses,,,,,
128,1705982463125,23/01/2024 04:01:03,1705982463125,0,23/01/2024 04:01:03,158033,3,task-ppjy,,34396277,BLIND,10166217,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1280x720,1280x585,,,0,Mind wandering task,5,,control,,,,set 2,Controls,ACCEPT,,set2_easy,18,comprehension,Comprehension questions,ers3wv,1,response,a,3050.4000000953674,3047.5,3050.4000000953674,3050.4000000953674,3047.5,3050.4000000953674,1,3050.4000000953674,0,0,,Click Response,response E,6,object-70,comprehension,,,4,2,,,,,,El Greco pursued his early career in,a,Italy,Greece,Lombardy,Rome,Toledo,,,,,
129,1705982482698,23/01/2024 04:01:22,1705982482698,0,23/01/2024 04:01:22,158033,3,task-ppjy,,34396277,BLIND,10166217,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1280x720,1280x585,,,0,Mind wandering task,5,,control,,,,set 2,Controls,ACCEPT,,set2_easy,19,comprehension,Comprehension questions,ers3wv,1,response,b,19577.200000047684,19567.300000000047,19577.200000047684,19577.200000047684,19567.300000000047,19577.200000047684,1,19577.200000047684,0,0,,Click Response,response B,3,object-67,comprehension,,,4,3,,,,,,Apparently a major technique of Caravaggio’s was,b,using exalted religious subjects,using stark contrasts,using cadavers,using ghostlike stillness,none of the above,,,,,
130,1705982491802,23/01/2024 04:01:31,1705982491802,0,23/01/2024 04:01:31,158033,3,task-ppjy,,34396277,BLIND,10166217,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1280x720,1280x585,,,0,Mind wandering task,5,,control,,,,set 2,Controls,ACCEPT,,set2_easy,20,comprehension,Comprehension questions,ers3wv,1,response,c,9113.500000190688,9109.099999999977,9113.500000190688,9113.500000190688,9109.099999999977,9113.500000190688,1,9113.500000190688,0,0,,Click Response,response E,6,object-70,comprehension,,,4,4,,,,,,The principal idea discussed in this passage concerns,c,El Greco,Caravaggio,contemporary approval of artists,the travels of painters,the prosperity of artists,,,,,
131,1705982493059,23/01/2024 04:01:33,1705982493059,0,23/01/2024 04:01:33,158033,3,task-ppjy,,34396277,BLIND,10166217,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1280x720,1280x585,,,0,Mind wandering task,5,,control,,,,set 2,Controls,ACCEPT,,set2_easy,1,finish,Thank you,xuq6te,1,continue,,1261.5999999999767,1249,1261.5999999999767,1261.5999999999767,1249,1261.5999999999767,1,1261.5999999999767,0,0,,Click To Continue,Continue Button,2,object-75,finish,,,,,,,,,,,,,,,,,,,,,
132,1705982493066,23/01/2024 04:01:33,1705982493066,0,23/01/2024 04:01:33,158033,3,task-ppjy,,34396277,BLIND,10166217,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1280x720,1280x585,,,0,Mind wandering task,5,,control,,,,set 2,Controls,ACCEPT,,set2_easy,,,,,,5,END,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1706271657449,26/01/2024 12:20:57,1706271657449,0,26/01/2024 12:20:57,158033,3,task-ppjy,,34506550,BLIND,10202447,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 121.0,2144x1206,2144x1026,,,0,Mind wandering task,5,,adhd,set 2,,,,Neurodiverse,,ACCEPT,set2_easy,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1706271659950,26/01/2024 12:20:59,1706271659950,0,26/01/2024 12:20:59,158033,3,task-ppjy,,34506550,BLIND,10202447,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 121.0,2144x1206,2144x1026,,,0,Mind wandering task,5,,adhd,set 2,,,,Neurodiverse,,ACCEPT,set2_easy,1,start,Welcome,vo3k26,1,continue,,2507.620000000001,2490.9800000000005,2507.620000000001,2507.620000000001,2490.9800000000005,2507.620000000001,1,2507.620000000001,0,0,,Click To Continue,Continue Button,2,object-14,start,,,,,,,,,,,,,,,,,,,,,
3,1706271672527,26/01/2024 12:21:12,1706271672527,0,26/01/2024 12:21:12,158033,3,task-ppjy,,34506550,BLIND,10202447,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 121.0,2144x1206,2144x1026,,,0,Mind wandering task,5,,adhd,set 2,,,,Neurodiverse,,ACCEPT,set2_easy,1,instr_passages,Text,zppu2h,1,response,,12594.48,12588.8,12594.48,12594.48,12588.8,12594.48,1,12594.48,0,0,,Keyboard Response,Keyboard Response,2,object-25,instr_passages,1,"TASK INSTRUCTIONS - PLEASE READ CAREFULLY!

The goal of this study is to learn how mind wandering affects how you learn information during reading. <br><br> Mind wandering is a term used to describe what occurs when your attention wanders from a task.
 Sometimes when your mind wanders, you begin thinking about personal events or concerns rather than your task. At other times, your mind can wander because you are bored or tired and you don’t really know what you’re thinking about; all you know is that you are no longer thinking about your task.
<br><br>
Please press the space bar to continue.",,,,,,,,,,,,,,,,,,,
4,1706271684008,26/01/2024 12:21:24,1706271684008,0,26/01/2024 12:21:24,158033,3,task-ppjy,,34506550,BLIND,10202447,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 121.0,2144x1206,2144x1026,,,0,Mind wandering task,5,,adhd,set 2,,,,Neurodiverse,,ACCEPT,set2_easy,2,instr_passages,Text,zppu2h,1,response,,11485.68,11473.54,11485.68,11485.68,11473.54,11485.68,1,11485.68,0,0,,Keyboard Response,Keyboard Response,2,object-25,instr_passages,2,"In this task, you will read 4 passages and answer reading comprehension questions for each passage. <br><br> THE PASSAGES WILL BE PRESENTED IN A SENTENCE-BY-SENTENCE FASHION. PLEASE READ THE SENTENCES AT YOUR NORMAL READING PACE. ONCE YOU HAVE FINISHED READING ONE SENTENCE, PRESS THE SPACE BAR TO MOVE ON TO THE NEXT SENTENCE. Once you've read the sentence you MAY NOT GO BACK.<br><br> Please press the space bar to continue.",,,,,,,,,,,,,,,,,,,
5,1706271691538,26/01/2024 12:21:31,1706271691538,0,26/01/2024 12:21:31,158033,3,task-ppjy,,34506550,BLIND,10202447,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 121.0,2144x1206,2144x1026,,,0,Mind wandering task,5,,adhd,set 2,,,,Neurodiverse,,ACCEPT,set2_easy,3,instr_passages,Text,zppu2h,1,response,,7542.139999999999,7526.379999999997,7542.139999999999,7542.139999999999,7526.379999999997,7542.139999999999,1,7542.139999999999,0,0,,Keyboard Response,Keyboard Response,2,object-25,instr_passages,3,"THE SET OF READING COMPREHENSION QUESTIONS FOR THAT PARTICULAR PASSAGE YOU’VE FINISHED READING WILL APPEAR AFTER EACH PASSAGE, not all together at the end. Like the sentences, once you've answered the questions you MAY NOT GO BACK TO CHANGE YOUR ANSWER.
<br><br> 
Please press the space bar to continue.",,,,,,,,,,,,,,,,,,,
6,1706271697318,26/01/2024 12:21:37,1706271697318,0,26/01/2024 12:21:37,158033,3,task-ppjy,,34506550,BLIND,10202447,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 121.0,2144x1206,2144x1026,,,0,Mind wandering task,5,,adhd,set 2,,,,Neurodiverse,,ACCEPT,set2_easy,4,instr_passages,Text,zppu2h,1,response,,5795.120000000003,5778.480000000003,5795.120000000003,5795.120000000003,5778.480000000003,5795.120000000003,1,5795.120000000003,0,0,,Keyboard Response,Keyboard Response,2,object-25,instr_passages,4,"Additionally, while you are reading you will be randomly interrupted and asked “WERE YOU MIND WANDERING WHEN YOU READ THE PREVIOUS SENTENCE?"" You would have to choose either “Yes” or ""No"" by clicking on the appropriate option.<br><br> Please press the space bar to continue.",,,,,,,,,,,,,,,,,,,
7,1706271710118,26/01/2024 12:21:50,1706271710118,0,26/01/2024 12:21:50,158033,3,task-ppjy,,34506550,BLIND,10202447,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 121.0,2144x1206,2144x1026,,,0,Mind wandering task,5,,adhd,set 2,,,,Neurodiverse,,ACCEPT,set2_easy,5,instr_passages,Text,zppu2h,1,response,,12817.279999999999,12807.18,12817.279999999999,12817.279999999999,12807.18,12817.279999999999,1,12817.279999999999,0,0,,Keyboard Response,Keyboard Response,2,object-25,instr_passages,6,"This entire task is self-paced. Though of course you should try NOT TO go over the task's ending time of 20 minutes. So try to do the task all the way through instead of taking too many small breaks in between. The task isn't long, so you should be able to do it without taking any breaks. <br><br> Please press the space bar to continue.",,,,,,,,,,,,,,,,,,,
8,1706271712050,26/01/2024 12:21:52,1706271712050,0,26/01/2024 12:21:52,158033,3,task-ppjy,,34506550,BLIND,10202447,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 121.0,2144x1206,2144x1026,,,0,Mind wandering task,5,,adhd,set 2,,,,Neurodiverse,,ACCEPT,set2_easy,6,instr_passages,Text,zppu2h,1,response,,1942.0999999999985,1931.1199999999953,1942.0999999999985,1942.0999999999985,1931.1199999999953,1942.0999999999985,1,1942.0999999999985,0,0,,Keyboard Response,Keyboard Response,2,object-25,instr_passages,7,Please press the space bar to start reading the first passage.,,,,,,,,,,,,,,,,,,,
9,1706271714894,26/01/2024 12:21:54,1706271714894,0,26/01/2024 12:21:54,158033,3,task-ppjy,,34506550,BLIND,10202447,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 121.0,2144x1206,2144x1026,,,0,Mind wandering task,5,,adhd,set 2,,,,Neurodiverse,,ACCEPT,set2_easy,1,passages,Sentences,3emlxf,1,response,,2855.980000000003,2848.560000000005,2855.980000000003,2855.980000000003,2848.560000000005,2855.980000000003,1,2855.980000000003,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,0,Passage 1,0,Easy,2,2,,,,,,,,,,,,
10,1706271718990,26/01/2024 12:21:58,1706271718990,0,26/01/2024 12:21:58,158033,3,task-ppjy,,34506550,BLIND,10202447,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 121.0,2144x1206,2144x1026,,,0,Mind wandering task,5,,adhd,set 2,,,,Neurodiverse,,ACCEPT,set2_easy,2,passages,Sentences,3emlxf,1,response,,4103.419999999998,4095.2999999999956,4103.419999999998,4103.419999999998,4095.2999999999956,4103.419999999998,1,4103.419999999998,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,1,Elizabeth Barrett was wise enough to see that Browning was a fine poet.,0,Easy,2,2,,,,,,,,,,,,
11,1706271727625,26/01/2024 12:22:07,1706271727625,0,26/01/2024 12:22:07,158033,3,task-ppjy,,34506550,BLIND,10202447,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 121.0,2144x1206,2144x1026,,,0,Mind wandering task,5,,adhd,set 2,,,,Neurodiverse,,ACCEPT,set2_easy,3,passages,Sentences,3emlxf,1,response,,8641.120000000003,8627.04,8641.120000000003,8641.120000000003,8627.04,8641.120000000003,1,8641.120000000003,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,2,"The young man with the lemon-colored gloves and long dark hair and high-strung, restless manner who had visited her in 1846 had been moved to write to her because she had praised his poetry.",1,Easy,2,2,,,,,,,,,,,,
12,1706271735829,26/01/2024 12:22:15,1706271735829,0,26/01/2024 12:22:15,158033,3,task-ppjy,,34506550,BLIND,10202447,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 121.0,2144x1206,2144x1026,,,0,Mind wandering task,5,,adhd,set 2,,,,Neurodiverse,,ACCEPT,set2_easy,1,probe,Thought probe,muxvwp,1,response,yes,8220.080000000002,8210.680000000008,8220.080000000002,8220.080000000002,8210.680000000008,8220.080000000002,1,8220.080000000002,0,0,,Click Response,response,2,object-81,probe,,,,,,,,,,,,,,,,,,,,,
