Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-3edb,checkpoint-sudm,branch-hm4e,branch-vf4a,checkpoint-35ov,Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: instruct_num,Spreadsheet: instruct_text,Spreadsheet: passage,Spreadsheet: line,Spreadsheet: line_text,Spreadsheet: probe,Spreadsheet: condition,Spreadsheet: condition_num,Spreadsheet: set,Spreadsheet: question_text,Spreadsheet: correct_response,Spreadsheet: response_a,Spreadsheet: response_b,Spreadsheet: response_c,Spreadsheet: response_d,Spreadsheet: response_e,Spreadsheet: ,Spreadsheet: __EMPTY,Spreadsheet: __EMPTY_1,Spreadsheet: __EMPTY_2,Manipulation: Spreadsheet
35,1722212804263,29/07/2024 00:26:44,1722216404263,1,29/07/2024 02:26:44,180633,7,task-353c,,39247164,BLIND,11510881,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x729,Prize Draw,,0,Mind wandering task,11,Set2,Consent,Over 18,Proficiency English,Prize Draw,set2,set2,23,passages,Sentences,3emlxf,1,response,space,385.8000000953689,383.5,385.8000000953689,385.8000000953689,383.5,385.8000000953689,1,385.8000000953689,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,22,She blossomed in a life of delicate happiness for fifteen years.,0,Easy,2,2,,,,,,,,,,,,
36,1722212804562,29/07/2024 00:26:44,1722216404562,1,29/07/2024 02:26:44,180633,7,task-353c,,39247164,BLIND,11510881,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x729,Prize Draw,,0,Mind wandering task,11,Set2,Consent,Over 18,Proficiency English,Prize Draw,set2,set2,24,passages,Sentences,3emlxf,1,response,space,302.10000004768517,300,302.10000004768517,302.10000004768517,300,302.10000004768517,1,302.10000004768517,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,23,"She found friends in Italy, most of them cultured Americans.",0,Easy,2,2,,,,,,,,,,,,
37,1722212804850,29/07/2024 00:26:44,1722216404850,1,29/07/2024 02:26:44,180633,7,task-353c,,39247164,BLIND,11510881,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x729,Prize Draw,,0,Mind wandering task,11,Set2,Consent,Over 18,Proficiency English,Prize Draw,set2,set2,25,passages,Sentences,3emlxf,1,response,space,289.8000000953689,283.20000000000437,289.8000000953689,289.8000000953689,283.20000000000437,289.8000000953689,1,289.8000000953689,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,24,Hawthorne saw the Browning's there: the New England thinker and essayist Margaret Fuller visited them.,1,Easy,2,2,,,,,,,,,,,,
38,1722212805850,29/07/2024 00:26:45,1722216405850,1,29/07/2024 02:26:45,180633,7,task-353c,,39247164,BLIND,11510881,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x729,Prize Draw,,0,Mind wandering task,11,Set2,Consent,Over 18,Proficiency English,Prize Draw,set2,set2,3,probe,Thought probe,muxvwp,1,response,On Task,1006.4999999523134,1000,1006.4999999523134,1006.4999999523134,1000,1006.4999999523134,1,1006.4999999523134,0,0,,Click Response,On Task,2,object-81,probe,,,,,,,,,,,,,,,,,,,,,
39,1722212807768,29/07/2024 00:26:47,1722216407768,1,29/07/2024 02:26:47,180633,7,task-353c,,39247164,BLIND,11510881,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x729,Prize Draw,,0,Mind wandering task,11,Set2,Consent,Over 18,Proficiency English,Prize Draw,set2,set2,26,passages,Sentences,3emlxf,1,response,space,1924.9000000476808,1916.5,1924.9000000476808,1924.9000000476808,1916.5,1924.9000000476808,1,1924.9000000476808,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,25,The painter Story and the young sculptress Harriet Hosmer came.,0,Easy,2,2,,,,,,,,,,,,
40,1722212808257,29/07/2024 00:26:48,1722216408257,1,29/07/2024 02:26:48,180633,7,task-353c,,39247164,BLIND,11510881,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x729,Prize Draw,,0,Mind wandering task,11,Set2,Consent,Over 18,Proficiency English,Prize Draw,set2,set2,27,passages,Sentences,3emlxf,1,response,space,496.9000000476808,483.29999999999563,496.9000000476808,496.9000000476808,483.29999999999563,496.9000000476808,1,496.9000000476808,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,26,"One caller records that Robert Browning was “simple, natural, and playful,” and that Mrs. Browning was all “genius and sensibility.”",1,Easy,2,2,,,,,,,,,,,,
41,1722212809371,29/07/2024 00:26:49,1722216409371,1,29/07/2024 02:26:49,180633,7,task-353c,,39247164,BLIND,11510881,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x729,Prize Draw,,0,Mind wandering task,11,Set2,Consent,Over 18,Proficiency English,Prize Draw,set2,set2,4,probe,Thought probe,muxvwp,1,response,On Task,1127.6999999523177,1116.800000000003,1127.6999999523177,1127.6999999523177,1116.800000000003,1127.6999999523177,1,1127.6999999523177,0,0,,Click Response,On Task,2,object-81,probe,,,,,,,,,,,,,,,,,,,,,
42,1722212810159,29/07/2024 00:26:50,1722216410159,1,29/07/2024 02:26:50,180633,7,task-353c,,39247164,BLIND,11510881,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x729,Prize Draw,,0,Mind wandering task,11,Set2,Consent,Over 18,Proficiency English,Prize Draw,set2,set2,28,passages,Sentences,3emlxf,1,response,space,799.3999999523148,783.0999999999985,799.3999999523148,799.3999999523148,783.0999999999985,799.3999999523148,1,799.3999999523148,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,27,"Daytimes Browning walked forth with Elizabeth's little dog Flush, but he seldom could be lured from his home evenings.",1,Easy,2,2,,,,,,,,,,,,
43,1722212811254,29/07/2024 00:26:51,1722216411254,1,29/07/2024 02:26:51,180633,7,task-353c,,39247164,BLIND,11510881,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x729,Prize Draw,,0,Mind wandering task,11,Set2,Consent,Over 18,Proficiency English,Prize Draw,set2,set2,5,probe,Thought probe,muxvwp,1,response,On Task,1110.5,1099.9000000000015,1110.5,1110.5,1099.9000000000015,1110.5,1,1110.5,0,0,,Click Response,On Task,2,object-81,probe,,,,,,,,,,,,,,,,,,,,,
44,1722212813537,29/07/2024 00:26:53,1722216413537,1,29/07/2024 02:26:53,180633,7,task-353c,,39247164,BLIND,11510881,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x729,Prize Draw,,0,Mind wandering task,11,Set2,Consent,Over 18,Proficiency English,Prize Draw,set2,set2,29,passages,Sentences,3emlxf,1,response,space,2294.000000095366,2283.4000000000015,2294.000000095366,2294.000000095366,2283.4000000000015,2294.000000095366,1,2294.000000095366,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,28,"One privileged intruder, coming frequently at night to join the poets over hot chestnuts and mulled wine, found talk good and laughter plentiful.",1,Easy,2,2,,,,,,,,,,,,
45,1722212814068,29/07/2024 00:26:54,1722216414068,1,29/07/2024 02:26:54,180633,7,task-353c,,39247164,BLIND,11510881,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x729,Prize Draw,,0,Mind wandering task,11,Set2,Consent,Over 18,Proficiency English,Prize Draw,set2,set2,6,probe,Thought probe,muxvwp,1,response,On Task,541.9999999523134,533.2999999999956,541.9999999523134,541.9999999523134,533.2999999999956,541.9999999523134,1,541.9999999523134,0,0,,Click Response,On Task,2,object-81,probe,,,,,,,,,,,,,,,,,,,,,
46,1722212814937,29/07/2024 00:26:54,1722216414937,1,29/07/2024 02:26:54,180633,7,task-353c,,39247164,BLIND,11510881,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x729,Prize Draw,,0,Mind wandering task,11,Set2,Consent,Over 18,Proficiency English,Prize Draw,set2,set2,30,passages,Sentences,3emlxf,1,response,space,877.3000000953689,866.8000000000029,877.3000000953689,877.3000000953689,866.8000000000029,877.3000000953689,1,877.3000000953689,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,29,He found the talk good and the laughter plentiful.,0,Easy,2,2,,,,,,,,,,,,
47,1722212815549,29/07/2024 00:26:55,1722216415549,1,29/07/2024 02:26:55,180633,7,task-353c,,39247164,BLIND,11510881,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x729,Prize Draw,,0,Mind wandering task,11,Set2,Consent,Over 18,Proficiency English,Prize Draw,set2,set2,31,passages,Sentences,3emlxf,1,response,space,622.500000095366,616.5999999999985,622.500000095366,622.500000095366,616.5999999999985,622.500000095366,1,622.500000095366,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,30,"The Brownings had a son, Robert Weidemann Browning, during the third year of their stay in Italy.",0,Easy,2,2,,,,,,,,,,,,
48,1722212816265,29/07/2024 00:26:56,1722216416265,1,29/07/2024 02:26:56,180633,7,task-353c,,39247164,BLIND,11510881,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x729,Prize Draw,,0,Mind wandering task,11,Set2,Consent,Over 18,Proficiency English,Prize Draw,set2,set2,32,passages,Sentences,3emlxf,1,response,space,721.7000000476837,716.5999999999985,721.7000000476837,721.7000000476837,716.5999999999985,721.7000000476837,1,721.7000000476837,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,31,But a strain of dark dread began to creep through this happy life.,0,Easy,2,2,,,,,,,,,,,,
49,1722212816864,29/07/2024 00:26:56,1722216416864,1,29/07/2024 02:26:56,180633,7,task-353c,,39247164,BLIND,11510881,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x729,Prize Draw,,0,Mind wandering task,11,Set2,Consent,Over 18,Proficiency English,Prize Draw,set2,set2,33,passages,Sentences,3emlxf,1,response,space,603.8000000953689,600,603.8000000953689,603.8000000953689,600,603.8000000953689,1,603.8000000953689,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,32,Elizabeth Browning’s father died still disapproving of her marriage.,0,Easy,2,2,,,,,,,,,,,,
50,1722212817281,29/07/2024 00:26:57,1722216417281,1,29/07/2024 02:26:57,180633,7,task-353c,,39247164,BLIND,11510881,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x729,Prize Draw,,0,Mind wandering task,11,Set2,Consent,Over 18,Proficiency English,Prize Draw,set2,set2,34,passages,Sentences,3emlxf,1,response,space,420.69999995231774,416.59999999999854,420.69999995231774,420.69999995231774,416.59999999999854,420.69999995231774,1,420.69999995231774,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,33,He had refused to see her or to allow any of his family to see her.,0,Easy,2,2,,,,,,,,,,,,
51,1722212817931,29/07/2024 00:26:57,1722216417931,1,29/07/2024 02:26:57,180633,7,task-353c,,39247164,BLIND,11510881,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x729,Prize Draw,,0,Mind wandering task,11,Set2,Consent,Over 18,Proficiency English,Prize Draw,set2,set2,35,passages,Sentences,3emlxf,1,response,space,654.7000000953703,650.1000000000058,654.7000000953703,654.7000000953703,650.1000000000058,654.7000000953703,1,654.7000000953703,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,34,Elizabeth’s dearly loved sister died and left three children who were all younger than her own boy.,0,Easy,2,2,,,,,,,,,,,,
52,1722212818402,29/07/2024 00:26:58,1722216418402,1,29/07/2024 02:26:58,180633,7,task-353c,,39247164,BLIND,11510881,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x729,Prize Draw,,0,Mind wandering task,11,Set2,Consent,Over 18,Proficiency English,Prize Draw,set2,set2,36,passages,Sentences,3emlxf,1,response,space,474.9999999523134,466.59999999999854,474.9999999523134,474.9999999523134,466.59999999999854,474.9999999523134,1,474.9999999523134,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,35,Elizabeth drooped and grieved a little and Robert shielded her from ordinary visitors.,0,Easy,2,2,,,,,,,,,,,,
53,1722212818792,29/07/2024 00:26:58,1722216418792,1,29/07/2024 02:26:58,180633,7,task-353c,,39247164,BLIND,11510881,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x729,Prize Draw,,0,Mind wandering task,11,Set2,Consent,Over 18,Proficiency English,Prize Draw,set2,set2,37,passages,Sentences,3emlxf,1,response,space,398.500000095366,383.29999999999563,398.500000095366,398.500000095366,383.29999999999563,398.500000095366,1,398.500000095366,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,36,She had a sudden and alarming attack of sickness but was not considered in any danger.,0,Easy,2,2,,,,,,,,,,,,
54,1722212819203,29/07/2024 00:26:59,1722216419203,1,29/07/2024 02:26:59,180633,7,task-353c,,39247164,BLIND,11510881,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x729,Prize Draw,,0,Mind wandering task,11,Set2,Consent,Over 18,Proficiency English,Prize Draw,set2,set2,38,passages,Sentences,3emlxf,1,response,space,426.3000000000029,416.6000000000058,426.3000000000029,426.3000000000029,416.6000000000058,426.3000000000029,1,426.3000000000029,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,37,"One night, soon after, she awoke from a troubled sleep, apparently with no idea that she was about to leave Robert.",0,Easy,2,2,,,,,,,,,,,,
55,1722212819918,29/07/2024 00:26:59,1722216419918,1,29/07/2024 02:26:59,180633,7,task-353c,,39247164,BLIND,11510881,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x729,Prize Draw,,0,Mind wandering task,11,Set2,Consent,Over 18,Proficiency English,Prize Draw,set2,set2,39,passages,Sentences,3emlxf,1,response,space,724.6999999999971,716.5999999999985,724.6999999999971,724.6999999999971,716.5999999999985,724.6999999999971,1,724.6999999999971,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,38,"She spoke tenderly about her love for him. In his arms, her head drooped as though in a faint, but it was the end.",0,Easy,2,2,,,,,,,,,,,,
56,1722212820384,29/07/2024 00:27:00,1722216420384,1,29/07/2024 02:27:00,180633,7,task-353c,,39247164,BLIND,11510881,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x729,Prize Draw,,0,Mind wandering task,11,Set2,Consent,Over 18,Proficiency English,Prize Draw,set2,set2,40,passages,Sentences,3emlxf,1,response,space,474.500000095366,466.6999999999971,474.500000095366,474.500000095366,466.6999999999971,474.500000095366,1,474.500000095366,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,39,"Profound and lasting was Browning's grief. “Looking back,” he said, “I see that we have been all the time walking over a torrent on a straw.”",1,Easy,2,2,,,,,,,,,,,,
57,1722212821149,29/07/2024 00:27:01,1722216421149,1,29/07/2024 02:27:01,180633,7,task-353c,,39247164,BLIND,11510881,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x729,Prize Draw,,0,Mind wandering task,11,Set2,Consent,Over 18,Proficiency English,Prize Draw,set2,set2,7,probe,Thought probe,muxvwp,1,response,On Task,773.1999999523177,766.7000000000044,773.1999999523177,773.1999999523177,766.7000000000044,773.1999999523177,1,773.1999999523177,0,0,,Click Response,On Task,2,object-81,probe,,,,,,,,,,,,,,,,,,,,,
58,1722212821549,29/07/2024 00:27:01,1722216421549,1,29/07/2024 02:27:01,180633,7,task-353c,,39247164,BLIND,11510881,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x729,Prize Draw,,0,Mind wandering task,11,Set2,Consent,Over 18,Proficiency English,Prize Draw,set2,set2,1,instr_comprehension,Comprehension instruction,ki2jxw,1,response,space,406.1999999999971,399.8999999999942,406.1999999999971,406.1999999999971,399.8999999999942,406.1999999999971,1,406.1999999999971,0,0,,Keyboard Response,Keyboard Response,2,object-78,instr_comprehension,,,,,,,,,,,,,,,,,,,,,
59,1722212825444,29/07/2024 00:27:05,1722216425444,1,29/07/2024 02:27:05,180633,7,task-353c,,39247164,BLIND,11510881,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x729,Prize Draw,,0,Mind wandering task,11,Set2,Consent,Over 18,Proficiency English,Prize Draw,set2,set2,1,comprehension,Comprehension questions,ers3wv,1,response,b,3899.099999952319,3883.4000000000015,3899.099999952319,3899.099999952319,3883.4000000000015,3899.099999952319,1,3899.099999952319,0,0,,Click Response,response B,3,object-67,comprehension,,,1,1,,,,,,Flush was the name of the Brownings’,b,cat,dog,canary,turtle,thrush,,,,,
60,1722212834411,29/07/2024 00:27:14,1722216434411,1,29/07/2024 02:27:14,180633,7,task-353c,,39247164,BLIND,11510881,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x729,Prize Draw,,0,Mind wandering task,11,Set2,Consent,Over 18,Proficiency English,Prize Draw,set2,set2,2,comprehension,Comprehension questions,ers3wv,1,response,a,8984.900000000001,8982.700000000004,8984.900000000001,8984.900000000001,8982.700000000004,8984.900000000001,1,8984.900000000001,0,0,,Click Response,response D,5,object-69,comprehension,,,1,2,,,,,,At night the Brownings often enjoyed,a,hot chestnuts,a tart with clotted cream,strawberries and cream,café au lait,cheese soufflé,,,,,
61,1722212838478,29/07/2024 00:27:18,1722216438478,1,29/07/2024 02:27:18,180633,7,task-353c,,39247164,BLIND,11510881,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x729,Prize Draw,,0,Mind wandering task,11,Set2,Consent,Over 18,Proficiency English,Prize Draw,set2,set2,3,comprehension,Comprehension questions,ers3wv,1,response,e,4068.699999999997,4066.5,4068.699999999997,4068.699999999997,4066.5,4068.699999999997,1,4068.699999999997,0,0,,Click Response,response B,3,object-67,comprehension,,,1,3,,,,,,The Brownings saw,e,Coleridge,Byron,Walt Whitman,Poe,Hawthorne,,,,,
62,1722212841207,29/07/2024 00:27:21,1722216441207,1,29/07/2024 02:27:21,180633,7,task-353c,,39247164,BLIND,11510881,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x729,Prize Draw,,0,Mind wandering task,11,Set2,Consent,Over 18,Proficiency English,Prize Draw,set2,set2,4,comprehension,Comprehension questions,ers3wv,1,response,c,2731.9999999523134,2716.699999999997,2731.9999999523134,2731.9999999523134,2716.699999999997,2731.9999999523134,1,2731.9999999523134,0,0,,Click Response,response C,4,object-68,comprehension,,,1,4,,,,,,Browning wrote to Miss Barrett because she had,c,invited him to visit,written him for advice,praised his poetry,sent him one of her own poems,sent a friend to meet him,,,,,
63,1722212848866,29/07/2024 00:27:28,1722216448866,1,29/07/2024 02:27:28,180633,7,task-353c,,39247164,BLIND,11510881,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x729,Prize Draw,,0,Mind wandering task,11,Set2,Consent,Over 18,Proficiency English,Prize Draw,set2,set2,5,comprehension,Comprehension questions,ers3wv,1,response,b,7673.900000095367,7666.300000000003,7673.900000095367,7673.900000095367,7666.300000000003,7673.900000095367,1,7673.900000095367,0,0,,Click Response,response A,2,object-66,comprehension,,,1,5,,,,,,The authors of this passage placed most attention on the Brownings’,b,literary efforts,personal relationship,social contacts,problems,early meeting,,,,,
64,1722212851186,29/07/2024 00:27:31,1722216451186,1,29/07/2024 02:27:31,180633,7,task-353c,,39247164,BLIND,11510881,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x729,Prize Draw,,0,Mind wandering task,11,Set2,Consent,Over 18,Proficiency English,Prize Draw,set2,set2,6,comprehension,Comprehension questions,ers3wv,1,response,e,2327.8000001430482,2316.899999999994,2327.8000001430482,2327.8000001430482,2316.899999999994,2327.8000001430482,1,2327.8000001430482,0,0,,Click Response,response C,4,object-68,comprehension,,,1,6,,,,,,What best describes the Brownings’ early days abroad?,e,Travel,Relaxation,Creative activity,Intellectual stimulation,Happiness,,,,,
65,1722212858952,29/07/2024 00:27:38,1722216458952,1,29/07/2024 02:27:38,180633,7,task-353c,,39247164,BLIND,11510881,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x729,Prize Draw,,0,Mind wandering task,11,Set2,Consent,Over 18,Proficiency English,Prize Draw,set2,set2,7,comprehension,Comprehension questions,ers3wv,1,response,b,7776.20000009537,7766.400000000009,7776.20000009537,7776.20000009537,7766.400000000009,7776.20000009537,1,7776.20000009537,0,0,,Click Response,response E,6,object-70,comprehension,,,1,7,,,,,,You would assume that Browning,b,found it easy to see Elizabeth,carefully avoided Mr. Barrett,begged Mr. Barrett’s consent to marry,understood Mr. Barrett,got Elizabeth to ask her father’s consent,,,,,
66,1722212861346,29/07/2024 00:27:41,1722216461346,1,29/07/2024 02:27:41,180633,7,task-353c,,39247164,BLIND,11510881,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x729,Prize Draw,,0,Mind wandering task,11,Set2,Consent,Over 18,Proficiency English,Prize Draw,set2,set2,8,comprehension,Comprehension questions,ers3wv,1,response,a,2404.8000000953616,2400,2404.8000000953616,2404.8000000953616,2400,2404.8000000953616,1,2404.8000000953616,0,0,,Click Response,response E,6,object-70,comprehension,,,1,8,,,,,,"In the “torrent on a straw” quotation, the word straw probably refers to",a,the frailty of life,weakness of character,sorrow,happiness,the fleeting nature of fame,,,,,
67,1722212862135,29/07/2024 00:27:42,1722216462135,1,29/07/2024 02:27:42,180633,7,task-353c,,39247164,BLIND,11510881,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x729,Prize Draw,,0,Mind wandering task,11,Set2,Consent,Over 18,Proficiency English,Prize Draw,set2,set2,41,passages,Sentences,3emlxf,1,response,space,792.8000000953616,782.8999999999942,792.8000000953616,792.8000000953616,782.8999999999942,792.8000000953616,1,792.8000000953616,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,2,0,Passage 2,0,Difficult,1,2,,,,,,,,,,,,
68,1722212866704,29/07/2024 00:27:46,1722216466704,1,29/07/2024 02:27:46,180633,7,task-353c,,39247164,BLIND,11510881,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x729,Prize Draw,,0,Mind wandering task,11,Set2,Consent,Over 18,Proficiency English,Prize Draw,set2,set2,42,passages,Sentences,3emlxf,1,response,space,4579,4566.5,4579,4579,4566.5,4579,1,4579,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,2,1,The performance of those business activities that direct the flow of goods and services from producer to consumer or user is called marketing. ,0,Difficult,1,2,,,,,,,,,,,,
69,1722212869437,29/07/2024 00:27:49,1722216469437,1,29/07/2024 02:27:49,180633,7,task-353c,,39247164,BLIND,11510881,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x729,Prize Draw,,0,Mind wandering task,11,Set2,Consent,Over 18,Proficiency English,Prize Draw,set2,set2,43,passages,Sentences,3emlxf,1,response,space,2745.4000000953674,2733.800000000003,2745.4000000953674,2745.4000000953674,2733.800000000003,2745.4000000953674,1,2745.4000000953674,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,2,2,Marketing is the connecting link between the producer and the consumer or user.,0,Difficult,1,2,,,,,,,,,,,,
70,1722212872470,29/07/2024 00:27:52,1722216472470,1,29/07/2024 02:27:52,180633,7,task-353c,,39247164,BLIND,11510881,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x729,Prize Draw,,0,Mind wandering task,11,Set2,Consent,Over 18,Proficiency English,Prize Draw,set2,set2,44,passages,Sentences,3emlxf,1,response,space,3044.6000000953645,3032.800000000003,3044.6000000953645,3044.6000000953645,3032.800000000003,3044.6000000953645,1,3044.6000000953645,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,2,3,Production and consumption are brought together by the marketing system.,0,Difficult,1,2,,,,,,,,,,,,
71,1722212875180,29/07/2024 00:27:55,1722216475180,1,29/07/2024 02:27:55,180633,7,task-353c,,39247164,BLIND,11510881,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x729,Prize Draw,,0,Mind wandering task,11,Set2,Consent,Over 18,Proficiency English,Prize Draw,set2,set2,45,passages,Sentences,3emlxf,1,response,space,2722.6999999523105,2716.5,2722.6999999523105,2722.6999999523105,2716.5,2722.6999999523105,1,2722.6999999523105,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,2,4,Wholesaling or retailing activities are directly engaged in by approximately one in every six gainfully employed persons.,0,Difficult,1,2,,,,,,,,,,,,
72,1722212880196,29/07/2024 00:28:00,1722216480196,1,29/07/2024 02:28:00,180633,7,task-353c,,39247164,BLIND,11510881,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x729,Prize Draw,,0,Mind wandering task,11,Set2,Consent,Over 18,Proficiency English,Prize Draw,set2,set2,46,passages,Sentences,3emlxf,1,response,space,5022.000000143045,5016.399999999994,5022.000000143045,5022.000000143045,5016.399999999994,5022.000000143045,1,5022.000000143045,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,2,5,"This ratio does not take into account other persons who are serving marketing through transportation, communication, and office vocations.",0,Difficult,1,2,,,,,,,,,,,,
73,1722212882699,29/07/2024 00:28:02,1722216482699,1,29/07/2024 02:28:02,180633,7,task-353c,,39247164,BLIND,11510881,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x729,Prize Draw,,0,Mind wandering task,11,Set2,Consent,Over 18,Proficiency English,Prize Draw,set2,set2,47,passages,Sentences,3emlxf,1,response,space,2508.5,2500,2508.5,2508.5,2500,2508.5,1,2508.5,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,2,6,Opportunities for many kinds of positions requiring a wide range of skills and abilities is provided by marketing.,0,Difficult,1,2,,,,,,,,,,,,
74,1722212884948,29/07/2024 00:28:04,1722216484948,1,29/07/2024 02:28:04,180633,7,task-353c,,39247164,BLIND,11510881,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x729,Prize Draw,,0,Mind wandering task,11,Set2,Consent,Over 18,Proficiency English,Prize Draw,set2,set2,48,passages,Sentences,3emlxf,1,response,space,2257.100000143051,2250,2257.100000143051,2257.100000143051,2250,2257.100000143051,1,2257.100000143051,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,2,7,"Although one naturally thinks of merchandising as being the primary occupation in marketing, there are opportunities in management, advertising, market and product research, and purchasing.",0,Difficult,1,2,,,,,,,,,,,,
