Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-3edb,checkpoint-sudm,branch-hm4e,branch-vf4a,checkpoint-35ov,Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: instruct_num,Spreadsheet: instruct_text,Spreadsheet: passage,Spreadsheet: line,Spreadsheet: line_text,Spreadsheet: probe,Spreadsheet: condition,Spreadsheet: condition_num,Spreadsheet: set,Spreadsheet: question_text,Spreadsheet: correct_response,Spreadsheet: response_a,Spreadsheet: response_b,Spreadsheet: response_c,Spreadsheet: response_d,Spreadsheet: response_e,Spreadsheet: ,Spreadsheet: __EMPTY,Spreadsheet: __EMPTY_1,Spreadsheet: __EMPTY_2,Manipulation: Spreadsheet
31,1721985446597,26/07/2024 09:17:26,1721989046597,1,26/07/2024 11:17:26,180633,7,task-n8kh,,39212583,BLIND,11503016,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x738,Prize Draw,,0,Mind wandering task,11,Set1,Consent,Over 18,Proficiency English,Prize Draw,set1,set1,19,passages,Sentences,3emlxf,1,response,space,12359.000000095344,12356.599999999977,12359.000000095344,12359.000000095344,12356.599999999977,12359.000000095344,1,12359.000000095344,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,18,Hawthorne saw the Browning's there: the New England thinker and essayist Margaret Fuller visited them.,1,Difficult,1,1,,,,,,,,,,,,
32,1721985449235,26/07/2024 09:17:29,1721989049235,1,26/07/2024 11:17:29,180633,7,task-n8kh,,39212583,BLIND,11503016,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x738,Prize Draw,,0,Mind wandering task,11,Set1,Consent,Over 18,Proficiency English,Prize Draw,set1,set1,3,probe,Thought probe,muxvwp,1,response,On Task,2640.800000190735,2631.0999999999767,2640.800000190735,2640.800000190735,2631.0999999999767,2640.800000190735,1,2640.800000190735,0,0,,Click Response,On Task,2,object-81,probe,,,,,,,,,,,,,,,,,,,,,
33,1721985458441,26/07/2024 09:17:38,1721989058441,1,26/07/2024 11:17:38,180633,7,task-n8kh,,39212583,BLIND,11503016,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x738,Prize Draw,,0,Mind wandering task,11,Set1,Consent,Over 18,Proficiency English,Prize Draw,set1,set1,20,passages,Sentences,3emlxf,1,response,space,9215.700000190758,9209.200000000012,9215.700000190758,9215.700000190758,9209.200000000012,9215.700000190758,1,9215.700000190758,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,19,"The painter Story came, and the young sculptress Harriet Hosmer. ",0,Difficult,1,1,,,,,,,,,,,,
34,1721985467209,26/07/2024 09:17:47,1721989067209,1,26/07/2024 11:17:47,180633,7,task-n8kh,,39212583,BLIND,11503016,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x738,Prize Draw,,0,Mind wandering task,11,Set1,Consent,Over 18,Proficiency English,Prize Draw,set1,set1,21,passages,Sentences,3emlxf,1,response,space,8774.200000000012,8759.400000000023,8774.200000000012,8774.200000000012,8759.400000000023,8774.200000000012,1,8774.200000000012,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,20,"One caller records that Robert Browning was “simple, natural, and playful,” and that Mrs. Browning was all ""genius and sensibility.”",1,Difficult,1,1,,,,,,,,,,,,
35,1721985468826,26/07/2024 09:17:48,1721989068826,1,26/07/2024 11:17:48,180633,7,task-n8kh,,39212583,BLIND,11503016,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x738,Prize Draw,,0,Mind wandering task,11,Set1,Consent,Over 18,Proficiency English,Prize Draw,set1,set1,4,probe,Thought probe,muxvwp,1,response,On Task,1631.6000001907232,1615.2999999999884,1631.6000001907232,1631.6000001907232,1615.2999999999884,1631.6000001907232,1,1631.6000001907232,0,0,,Click Response,On Task,2,object-81,probe,,,,,,,,,,,,,,,,,,,,,
36,1721985482954,26/07/2024 09:18:02,1721989082954,1,26/07/2024 11:18:02,180633,7,task-n8kh,,39212583,BLIND,11503016,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x738,Prize Draw,,0,Mind wandering task,11,Set1,Consent,Over 18,Proficiency English,Prize Draw,set1,set1,22,passages,Sentences,3emlxf,1,response,space,14145,14138.400000000023,14145,14145,14138.400000000023,14145,1,14145,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,21,"Daytimes Browning walked forth with Elizabeth's little dog Flush, but he seldom could be lured from his home evenings. ",1,Difficult,1,1,,,,,,,,,,,,
37,1721985485420,26/07/2024 09:18:05,1721989085420,1,26/07/2024 11:18:05,180633,7,task-n8kh,,39212583,BLIND,11503016,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x738,Prize Draw,,0,Mind wandering task,11,Set1,Consent,Over 18,Proficiency English,Prize Draw,set1,set1,5,probe,Thought probe,muxvwp,1,response,On Task,2472.0999999999767,2464.6999999999534,2472.0999999999767,2472.0999999999767,2464.6999999999534,2472.0999999999767,1,2472.0999999999767,0,0,,Click Response,On Task,2,object-81,probe,,,,,,,,,,,,,,,,,,,,,
38,1721985504693,26/07/2024 09:18:24,1721989104693,1,26/07/2024 11:18:24,180633,7,task-n8kh,,39212583,BLIND,11503016,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x738,Prize Draw,,0,Mind wandering task,11,Set1,Consent,Over 18,Proficiency English,Prize Draw,set1,set1,23,passages,Sentences,3emlxf,1,response,space,19280.400000000023,19267.599999999977,19280.400000000023,19280.400000000023,19267.599999999977,19280.400000000023,1,19280.400000000023,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,22,"One privileged intruder, coming frequently at night to join the poets over hot chestnuts and mulled wine, found talk good and laughter plentiful.",1,Difficult,1,1,,,,,,,,,,,,
39,1721985506195,26/07/2024 09:18:26,1721989106195,1,26/07/2024 11:18:26,180633,7,task-n8kh,,39212583,BLIND,11503016,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x738,Prize Draw,,0,Mind wandering task,11,Set1,Consent,Over 18,Proficiency English,Prize Draw,set1,set1,6,probe,Thought probe,muxvwp,1,response,On Task,1514.9000001430977,1498.7000000000698,1514.9000001430977,1514.9000001430977,1498.7000000000698,1514.9000001430977,1,1514.9000001430977,0,0,,Click Response,On Task,2,object-81,probe,,,,,,,,,,,,,,,,,,,,,
40,1721985513329,26/07/2024 09:18:33,1721989113329,1,26/07/2024 11:18:33,180633,7,task-n8kh,,39212583,BLIND,11503016,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x738,Prize Draw,,0,Mind wandering task,11,Set1,Consent,Over 18,Proficiency English,Prize Draw,set1,set1,24,passages,Sentences,3emlxf,1,response,space,7150.500000095344,7144.099999999977,7150.500000095344,7150.500000095344,7144.099999999977,7150.500000095344,1,7150.500000095344,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,23,"During the third year of their stay in Italy, a son, Robert Weidemann Browning, was born.",0,Difficult,1,1,,,,,,,,,,,,
41,1721985519651,26/07/2024 09:18:39,1721989119651,1,26/07/2024 11:18:39,180633,7,task-n8kh,,39212583,BLIND,11503016,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x738,Prize Draw,,0,Mind wandering task,11,Set1,Consent,Over 18,Proficiency English,Prize Draw,set1,set1,25,passages,Sentences,3emlxf,1,response,space,6327.900000095367,6311.5,6327.900000095367,6327.900000095367,6311.5,6327.900000095367,1,6327.900000095367,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,24,But through this happy life a strain of dark foreboding began to creep. ,0,Difficult,1,1,,,,,,,,,,,,
42,1721985538250,26/07/2024 09:18:58,1721989138250,1,26/07/2024 11:18:58,180633,7,task-n8kh,,39212583,BLIND,11503016,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x738,Prize Draw,,0,Mind wandering task,11,Set1,Consent,Over 18,Proficiency English,Prize Draw,set1,set1,26,passages,Sentences,3emlxf,1,response,space,18615.60000014305,18601.400000000023,18615.60000014305,18615.60000014305,18601.400000000023,18615.60000014305,1,18615.60000014305,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,25,"Elizabeth Browning’s father died unrelenting in his disavowal of her marriage, refusing to see her or to sanction any of his family to see her. ",0,Difficult,1,1,,,,,,,,,,,,
43,1721985548590,26/07/2024 09:19:08,1721989148590,1,26/07/2024 11:19:08,180633,7,task-n8kh,,39212583,BLIND,11503016,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x738,Prize Draw,,0,Mind wandering task,11,Set1,Consent,Over 18,Proficiency English,Prize Draw,set1,set1,27,passages,Sentences,3emlxf,1,response,space,10354.400000190712,10341.5,10354.400000190712,10354.400000190712,10341.5,10354.400000190712,1,10354.400000190712,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,26,Three children all younger than her own boy were left to her by a dearly beloved sister who died. ,0,Difficult,1,1,,,,,,,,,,,,
44,1721985555623,26/07/2024 09:19:15,1721989155623,1,26/07/2024 11:19:15,180633,7,task-n8kh,,39212583,BLIND,11503016,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x738,Prize Draw,,0,Mind wandering task,11,Set1,Consent,Over 18,Proficiency English,Prize Draw,set1,set1,28,passages,Sentences,3emlxf,1,response,space,7045.30000004766,7044.099999999977,7045.30000004766,7045.30000004766,7044.099999999977,7045.30000004766,1,7045.30000004766,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,27,She drooped and pined a little and Browning shielded her from ordinary visitants. ,0,Difficult,1,1,,,,,,,,,,,,
45,1721985563578,26/07/2024 09:19:23,1721989163578,1,26/07/2024 11:19:23,180633,7,task-n8kh,,39212583,BLIND,11503016,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x738,Prize Draw,,0,Mind wandering task,11,Set1,Consent,Over 18,Proficiency English,Prize Draw,set1,set1,29,passages,Sentences,3emlxf,1,response,space,7956.200000047684,7943.599999999977,7956.200000047684,7956.200000047684,7943.599999999977,7956.200000047684,1,7956.200000047684,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,28,She had a sudden and alarming attack of indisposition but was not considered in any precariousness. ,0,Difficult,1,1,,,,,,,,,,,,
46,1721985590088,26/07/2024 09:19:50,1721989190088,1,26/07/2024 11:19:50,180633,7,task-n8kh,,39212583,BLIND,11503016,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x738,Prize Draw,,0,Mind wandering task,11,Set1,Consent,Over 18,Proficiency English,Prize Draw,set1,set1,30,passages,Sentences,3emlxf,1,response,space,26523.100000047707,26511.5,26523.100000047707,26523.100000047707,26511.5,26523.100000047707,1,26523.100000047707,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,29,"One night, soon after, she awoke from a troubled slumber and, apparently with no idea that she was about to leave him, murmured in the tenderest fashion of her love for him, and in his arms her head drooped as though in a faint, but it was the end.",0,Difficult,1,1,,,,,,,,,,,,
47,1721985600829,26/07/2024 09:20:00,1721989200829,1,26/07/2024 11:20:00,180633,7,task-n8kh,,39212583,BLIND,11503016,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x738,Prize Draw,,0,Mind wandering task,11,Set1,Consent,Over 18,Proficiency English,Prize Draw,set1,set1,31,passages,Sentences,3emlxf,1,response,space,10752.700000190758,10741.300000000047,10752.700000190758,10752.700000190758,10741.300000000047,10752.700000190758,1,10752.700000190758,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,30,"Profound and lasting was Browning's grief. “Looking back,” he said, “I see that we have been all the time walking over a torrent on a straw.”",1,Difficult,1,1,,,,,,,,,,,,
48,1721985602776,26/07/2024 09:20:02,1721989202776,1,26/07/2024 11:20:02,180633,7,task-n8kh,,39212583,BLIND,11503016,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x738,Prize Draw,,0,Mind wandering task,11,Set1,Consent,Over 18,Proficiency English,Prize Draw,set1,set1,7,probe,Thought probe,muxvwp,1,response,On Task,1958.2000001430279,1948.2999999999302,1958.2000001430279,1958.2000001430279,1948.2999999999302,1958.2000001430279,1,1958.2000001430279,0,0,,Click Response,On Task,2,object-81,probe,,,,,,,,,,,,,,,,,,,,,
49,1721985615130,26/07/2024 09:20:15,1721989215130,1,26/07/2024 11:20:15,180633,7,task-n8kh,,39212583,BLIND,11503016,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x738,Prize Draw,,0,Mind wandering task,11,Set1,Consent,Over 18,Proficiency English,Prize Draw,set1,set1,1,instr_comprehension,Comprehension instruction,ki2jxw,1,response,space,12363.800000000047,12356.5,12363.800000000047,12363.800000000047,12356.5,12363.800000000047,1,12363.800000000047,0,0,,Keyboard Response,Keyboard Response,2,object-78,instr_comprehension,,,,,,,,,,,,,,,,,,,,,
50,1721985624618,26/07/2024 09:20:24,1721989224618,1,26/07/2024 11:20:24,180633,7,task-n8kh,,39212583,BLIND,11503016,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x738,Prize Draw,,0,Mind wandering task,11,Set1,Consent,Over 18,Proficiency English,Prize Draw,set1,set1,1,comprehension,Comprehension questions,ers3wv,1,response,b,9493.200000095414,9492.100000000093,9493.200000095414,9493.200000095414,9492.100000000093,9493.200000095414,1,9493.200000095414,0,0,,Click Response,response A,2,object-66,comprehension,,,1,1,,,,,,Flush was the name of the Brownings’,b,cat,dog,canary,turtle,thrush,,,,,
51,1721985630183,26/07/2024 09:20:30,1721989230183,1,26/07/2024 11:20:30,180633,7,task-n8kh,,39212583,BLIND,11503016,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x738,Prize Draw,,0,Mind wandering task,11,Set1,Consent,Over 18,Proficiency English,Prize Draw,set1,set1,2,comprehension,Comprehension questions,ers3wv,1,response,a,5569.400000047637,5562.29999999993,5569.400000047637,5569.400000047637,5562.29999999993,5569.400000047637,1,5569.400000047637,0,0,,Click Response,response A,2,object-66,comprehension,,,1,2,,,,,,At night the Brownings often enjoyed,a,hot chestnuts,a tart with clotted cream,strawberries and cream,café au lait,cheese soufflé,,,,,
52,1721985642232,26/07/2024 09:20:42,1721989242232,1,26/07/2024 11:20:42,180633,7,task-n8kh,,39212583,BLIND,11503016,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x738,Prize Draw,,0,Mind wandering task,11,Set1,Consent,Over 18,Proficiency English,Prize Draw,set1,set1,3,comprehension,Comprehension questions,ers3wv,1,response,e,12055.200000190758,12040,12055.200000190758,12055.200000190758,12040,12055.200000190758,1,12055.200000190758,0,0,,Click Response,response E,6,object-70,comprehension,,,1,3,,,,,,The Brownings saw,e,Coleridge,Byron,Walt Whitman,Poe,Hawthorne,,,,,
53,1721985656756,26/07/2024 09:20:56,1721989256756,1,26/07/2024 11:20:56,180633,7,task-n8kh,,39212583,BLIND,11503016,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x738,Prize Draw,,0,Mind wandering task,11,Set1,Consent,Over 18,Proficiency English,Prize Draw,set1,set1,4,comprehension,Comprehension questions,ers3wv,1,response,c,14539.30000009539,14538,14539.30000009539,14539.30000009539,14538,14539.30000009539,1,14539.30000009539,0,0,,Click Response,response D,5,object-69,comprehension,,,1,4,,,,,,Browning wrote to Miss Barrett because she had,c,invited him to visit,written him for advice,praised his poetry,sent him one of her own poems,sent a friend to meet him,,,,,
54,1721985671024,26/07/2024 09:21:11,1721989271024,1,26/07/2024 11:21:11,180633,7,task-n8kh,,39212583,BLIND,11503016,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x738,Prize Draw,,0,Mind wandering task,11,Set1,Consent,Over 18,Proficiency English,Prize Draw,set1,set1,5,comprehension,Comprehension questions,ers3wv,1,response,b,14269.30000009539,14255,14269.30000009539,14269.30000009539,14255,14269.30000009539,1,14269.30000009539,0,0,,Click Response,response B,3,object-67,comprehension,,,1,5,,,,,,The authors of this passage placed most attention on the Brownings’,b,literary efforts,personal relationship,social contacts,problems,early meeting,,,,,
55,1721985683767,26/07/2024 09:21:23,1721989283767,1,26/07/2024 11:21:23,180633,7,task-n8kh,,39212583,BLIND,11503016,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x738,Prize Draw,,0,Mind wandering task,11,Set1,Consent,Over 18,Proficiency English,Prize Draw,set1,set1,6,comprehension,Comprehension questions,ers3wv,1,response,e,12758.200000190758,12756.099999999977,12758.200000190758,12758.200000190758,12756.099999999977,12758.200000190758,1,12758.200000190758,0,0,,Click Response,response E,6,object-70,comprehension,,,1,6,,,,,,What best describes the Brownings’ early days abroad?,e,Travel,Relaxation,Creative activity,Intellectual stimulation,Happiness,,,,,
56,1721985708073,26/07/2024 09:21:48,1721989308073,1,26/07/2024 11:21:48,180633,7,task-n8kh,,39212583,BLIND,11503016,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x738,Prize Draw,,0,Mind wandering task,11,Set1,Consent,Over 18,Proficiency English,Prize Draw,set1,set1,7,comprehension,Comprehension questions,ers3wv,1,response,b,24306.800000000047,24296.800000000047,24306.800000000047,24306.800000000047,24296.800000000047,24306.800000000047,1,24306.800000000047,0,0,,Click Response,response A,2,object-66,comprehension,,,1,7,,,,,,You would assume that Browning,b,found it easy to see Elizabeth,carefully avoided Mr. Barrett,begged Mr. Barrett’s consent to marry,understood Mr. Barrett,got Elizabeth to ask her father’s consent,,,,,
57,1721985721727,26/07/2024 09:22:01,1721989321727,1,26/07/2024 11:22:01,180633,7,task-n8kh,,39212583,BLIND,11503016,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x738,Prize Draw,,0,Mind wandering task,11,Set1,Consent,Over 18,Proficiency English,Prize Draw,set1,set1,8,comprehension,Comprehension questions,ers3wv,1,response,a,13663.700000047684,13655.400000000023,13663.700000047684,13663.700000047684,13655.400000000023,13663.700000047684,1,13663.700000047684,0,0,,Click Response,response A,2,object-66,comprehension,,,1,8,,,,,,"In the “torrent on a straw” quotation, the word straw probably refers to",a,the frailty of life,weakness of character,sorrow,happiness,the fleeting nature of fame,,,,,
58,1721985723121,26/07/2024 09:22:03,1721989323121,1,26/07/2024 11:22:03,180633,7,task-n8kh,,39212583,BLIND,11503016,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x738,Prize Draw,,0,Mind wandering task,11,Set1,Consent,Over 18,Proficiency English,Prize Draw,set1,set1,32,passages,Sentences,3emlxf,1,response,space,1402.9000001907116,1399,1402.9000001907116,1402.9000001907116,1399,1402.9000001907116,1,1402.9000001907116,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,2,0,Passage 2,0,Easy,2,1,,,,,,,,,,,,
59,1721985740714,26/07/2024 09:22:20,1721989340714,1,26/07/2024 11:22:20,180633,7,task-n8kh,,39212583,BLIND,11503016,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x738,Prize Draw,,0,Mind wandering task,11,Set1,Consent,Over 18,Proficiency English,Prize Draw,set1,set1,33,passages,Sentences,3emlxf,1,response,space,17596.700000143028,17585.5,17596.700000143028,17596.700000143028,17585.5,17596.700000143028,1,17596.700000143028,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,2,1,Marketing is a business activity that directs the flow of goods and services from a producer to a consumer or user.,0,Easy,2,1,,,,,,,,,,,,
60,1721985755048,26/07/2024 09:22:35,1721989355048,1,26/07/2024 11:22:35,180633,7,task-n8kh,,39212583,BLIND,11503016,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x738,Prize Draw,,0,Mind wandering task,11,Set1,Consent,Over 18,Proficiency English,Prize Draw,set1,set1,34,passages,Sentences,3emlxf,1,response,space,14346.000000095344,14338.199999999953,14346.000000095344,14346.000000095344,14338.199999999953,14346.000000095344,1,14346.000000095344,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,2,2,It is the link that connects producers and consumers and brings production and consumption together.,0,Easy,2,1,,,,,,,,,,,,
61,1721985764855,26/07/2024 09:22:44,1721989364855,1,26/07/2024 11:22:44,180633,7,task-n8kh,,39212583,BLIND,11503016,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x738,Prize Draw,,0,Mind wandering task,11,Set1,Consent,Over 18,Proficiency English,Prize Draw,set1,set1,35,passages,Sentences,3emlxf,1,response,space,9814.000000143074,9808.599999999977,9814.000000143074,9814.000000143074,9808.599999999977,9814.000000143074,1,9814.000000143074,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,2,3,About one in every six employees is involved directly in wholesaling or retailing activities.,0,Easy,2,1,,,,,,,,,,,,
62,1721985776221,26/07/2024 09:22:56,1721989376221,1,26/07/2024 11:22:56,180633,7,task-n8kh,,39212583,BLIND,11503016,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x738,Prize Draw,,0,Mind wandering task,11,Set1,Consent,Over 18,Proficiency English,Prize Draw,set1,set1,36,passages,Sentences,3emlxf,1,response,space,11371.700000095414,11357.400000000023,11371.700000095414,11371.700000095414,11357.400000000023,11371.700000095414,1,11371.700000095414,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,2,4,"This ratio does not take into account other employees who assist marketing through transportation, communication, and office jobs.",0,Easy,2,1,,,,,,,,,,,,
63,1721985784156,26/07/2024 09:23:04,1721989384156,1,26/07/2024 11:23:04,180633,7,task-n8kh,,39212583,BLIND,11503016,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x738,Prize Draw,,0,Mind wandering task,11,Set1,Consent,Over 18,Proficiency English,Prize Draw,set1,set1,37,passages,Sentences,3emlxf,1,response,space,7949.300000095391,7943.400000000023,7949.300000095391,7949.300000095391,7943.400000000023,7949.300000095391,1,7949.300000095391,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,2,5,Marketing provides many different kinds of jobs.,0,Easy,2,1,,,,,,,,,,,,
64,1721985787021,26/07/2024 09:23:07,1721989387021,1,26/07/2024 11:23:07,180633,7,task-n8kh,,39212583,BLIND,11503016,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x738,Prize Draw,,0,Mind wandering task,11,Set1,Consent,Over 18,Proficiency English,Prize Draw,set1,set1,38,passages,Sentences,3emlxf,1,response,space,2870.5,2864.3000000000466,2870.5,2870.5,2864.3000000000466,2870.5,1,2870.5,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,2,6,These jobs require a wide range of skills and abilities.,0,Easy,2,1,,,,,,,,,,,,
65,1721985795701,26/07/2024 09:23:15,1721989395701,1,26/07/2024 11:23:15,180633,7,task-n8kh,,39212583,BLIND,11503016,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x738,Prize Draw,,0,Mind wandering task,11,Set1,Consent,Over 18,Proficiency English,Prize Draw,set1,set1,39,passages,Sentences,3emlxf,1,response,space,8686.300000143005,8676.199999999953,8686.300000143005,8686.300000143005,8676.199999999953,8686.300000143005,1,8686.300000143005,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,2,7,"We usually think that the primary job in marketing is selling, but there are jobs in management, advertising, market and product research, and buying.",0,Easy,2,1,,,,,,,,,,,,
66,1721985801579,26/07/2024 09:23:21,1721989401579,1,26/07/2024 11:23:21,180633,7,task-n8kh,,39212583,BLIND,11503016,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x738,Prize Draw,,0,Mind wandering task,11,Set1,Consent,Over 18,Proficiency English,Prize Draw,set1,set1,40,passages,Sentences,3emlxf,1,response,space,5888.300000190735,5878.599999999977,5888.300000190735,5888.300000190735,5878.599999999977,5888.300000190735,1,5888.300000190735,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,2,8,"The economic well-being of our country is determined largely by productivity, consumption, and employment.",1,Easy,2,1,,,,,,,,,,,,
67,1721985803122,26/07/2024 09:23:23,1721989403122,1,26/07/2024 11:23:23,180633,7,task-n8kh,,39212583,BLIND,11503016,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x738,Prize Draw,,0,Mind wandering task,11,Set1,Consent,Over 18,Proficiency English,Prize Draw,set1,set1,8,probe,Thought probe,muxvwp,1,response,On Task,1553.100000047707,1548.7000000000698,1553.100000047707,1553.100000047707,1548.7000000000698,1553.100000047707,1,1553.100000047707,0,0,,Click Response,On Task,2,object-81,probe,,,,,,,,,,,,,,,,,,,,,
68,1721985807518,26/07/2024 09:23:27,1721989407518,1,26/07/2024 11:23:27,180633,7,task-n8kh,,39212583,BLIND,11503016,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x738,Prize Draw,,0,Mind wandering task,11,Set1,Consent,Over 18,Proficiency English,Prize Draw,set1,set1,41,passages,Sentences,3emlxf,1,response,space,4399.699999999953,4396.29999999993,4399.699999999953,4399.699999999953,4396.29999999993,4399.699999999953,1,4399.699999999953,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,2,9,The efficiency of marketing affects all three.,0,Easy,2,1,,,,,,,,,,,,
69,1721985811676,26/07/2024 09:23:31,1721989411676,1,26/07/2024 11:23:31,180633,7,task-n8kh,,39212583,BLIND,11503016,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x738,Prize Draw,,0,Mind wandering task,11,Set1,Consent,Over 18,Proficiency English,Prize Draw,set1,set1,42,passages,Sentences,3emlxf,1,response,space,4161.400000000023,4146.70000000007,4161.400000000023,4161.400000000023,4146.70000000007,4161.400000000023,1,4161.400000000023,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,2,10,People consume many goods if marketing creates a demand.,0,Easy,2,1,,,,,,,,,,,,
70,1721985832197,26/07/2024 09:23:52,1721989432197,1,26/07/2024 11:23:52,180633,7,task-n8kh,,39212583,BLIND,11503016,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x738,Prize Draw,,0,Mind wandering task,11,Set1,Consent,Over 18,Proficiency English,Prize Draw,set1,set1,43,passages,Sentences,3emlxf,1,response,space,20535.800000143005,20533.099999999977,20535.800000143005,20535.800000143005,20533.099999999977,20535.800000143005,1,20535.800000143005,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,2,11,"High consumption requires high productivity to meet the wants of people, and high productivity and high-level activity in marketing combined result in high employment.",1,Easy,2,1,,,,,,,,,,,,
