Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-tloe,branch-b7np,randomiser-oo54,randomiser-5zfx,randomiser-rrwr,randomiser-39gv,branch-m511,quota-so7f,quota-bi7i,branch-k46k,Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: instruct_num,Spreadsheet: instruct_text,Spreadsheet: passage,Spreadsheet: line,Spreadsheet: line_text,Spreadsheet: probe,Spreadsheet: condition,Spreadsheet: condition_num,Spreadsheet: set,Spreadsheet: question_text,Spreadsheet: correct_response,Spreadsheet: response_a,Spreadsheet: response_b,Spreadsheet: response_c,Spreadsheet: response_d,Spreadsheet: response_e,Spreadsheet: ,Spreadsheet: __EMPTY,Spreadsheet: __EMPTY_1,Spreadsheet: __EMPTY_2,Manipulation: Spreadsheet
92,1705060540114,12/01/2024 11:55:40,1705060540114,0,12/01/2024 11:55:40,155541,10,task-ppjy,,34158281,BLIND,10091442,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1536x864,1536x742,,,0,Mind wandering task,5,,control,,,,set 2,Controls,ACCEPT,,Controls,set2_easy,60,passages,Sentences,3emlxf,1,response,,3915.1999999523396,3899.70000000007,3915.1999999523396,3915.1999999523396,3899.70000000007,3915.1999999523396,1,3915.1999999523396,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,3,7,"It causes the contraction of involuntary muscles, particularly in the uterus.",0,Easy,2,2,,,,,,,,,,,,
93,1705060545875,12/01/2024 11:55:45,1705060545875,0,12/01/2024 11:55:45,155541,10,task-ppjy,,34158281,BLIND,10091442,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1536x864,1536x742,,,0,Mind wandering task,5,,control,,,,set 2,Controls,ACCEPT,,Controls,set2_easy,61,passages,Sentences,3emlxf,1,response,,5777.100000095321,5765.699999999953,5777.100000095321,5777.100000095321,5765.699999999953,5777.100000095321,1,5777.100000095321,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,3,8,"In the twentieth century, ergot has once more attracted interest as the source of the chemical from which the hallucinogenic drug LSD is derived.",1,Easy,2,2,,,,,,,,,,,,
94,1705060548087,12/01/2024 11:55:48,1705060548087,0,12/01/2024 11:55:48,155541,10,task-ppjy,,34158281,BLIND,10091442,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1536x864,1536x742,,,0,Mind wandering task,5,,control,,,,set 2,Controls,ACCEPT,,Controls,set2_easy,11,probe,Thought probe,muxvwp,1,response,no,2223.2000000476837,2216.5999999999767,2223.2000000476837,2223.2000000476837,2216.5999999999767,2223.2000000476837,1,2223.2000000476837,0,0,,Click Response,response,3,object-82,probe,,,,,,,,,,,,,,,,,,,,,
95,1705060550747,12/01/2024 11:55:50,1705060550747,0,12/01/2024 11:55:50,155541,10,task-ppjy,,34158281,BLIND,10091442,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1536x864,1536x742,,,0,Mind wandering task,5,,control,,,,set 2,Controls,ACCEPT,,Controls,set2_easy,62,passages,Sentences,3emlxf,1,response,,2666.600000047707,2666.20000000007,2666.600000047707,2666.600000047707,2666.20000000007,2666.600000047707,1,2666.600000047707,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,3,9,Most modern antibiotics are produced by fungi.,0,Easy,2,2,,,,,,,,,,,,
96,1705060552541,12/01/2024 11:55:52,1705060552541,0,12/01/2024 11:55:52,155541,10,task-ppjy,,34158281,BLIND,10091442,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1536x864,1536x742,,,0,Mind wandering task,5,,control,,,,set 2,Controls,ACCEPT,,Controls,set2_easy,63,passages,Sentences,3emlxf,1,response,,1794.4999999522697,1783.1999999999534,1794.4999999522697,1794.4999999522697,1783.1999999999534,1794.4999999522697,1,1794.4999999522697,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,3,10,Alexander Fleming discovered the first of these antibiotics.,0,Easy,2,2,,,,,,,,,,,,
97,1705060557973,12/01/2024 11:55:57,1705060557973,0,12/01/2024 11:55:57,155541,10,task-ppjy,,34158281,BLIND,10091442,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1536x864,1536x742,,,0,Mind wandering task,5,,control,,,,set 2,Controls,ACCEPT,,Controls,set2_easy,64,passages,Sentences,3emlxf,1,response,,5443.100000143051,5432.599999999977,5443.100000143051,5443.100000143051,5432.599999999977,5443.100000143051,1,5443.100000143051,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,3,11,A mold of the genus Penicillium had contaminated a culture of staphylococcus bacteria that was growing on a nutrient agar plate.,0,Easy,2,2,,,,,,,,,,,,
98,1705060562580,12/01/2024 11:56:02,1705060562580,0,12/01/2024 11:56:02,155541,10,task-ppjy,,34158281,BLIND,10091442,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1536x864,1536x742,,,0,Mind wandering task,5,,control,,,,set 2,Controls,ACCEPT,,Controls,set2_easy,65,passages,Sentences,3emlxf,1,response,,4617.19999995234,4616.099999999977,4617.19999995234,4617.19999995234,4616.099999999977,4617.19999995234,1,4617.19999995234,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,3,12,Alexander noted that the mold completely halted the growth of the bacteria.,0,Easy,2,2,,,,,,,,,,,,
99,1705060578965,12/01/2024 11:56:18,1705060578965,0,12/01/2024 11:56:18,155541,10,task-ppjy,,34158281,BLIND,10091442,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1536x864,1536x742,,,0,Mind wandering task,5,,control,,,,set 2,Controls,ACCEPT,,Controls,set2_easy,66,passages,Sentences,3emlxf,1,response,,16386.300000000047,16381.20000000007,16386.300000000047,16386.300000000047,16381.20000000007,16386.300000000047,1,16386.300000000047,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,3,13,"Antibiotics, of which many hundreds have now been discovered, are substances produced by a living organism that injure another living organism.",1,Easy,2,2,,,,,,,,,,,,
100,1705060580748,12/01/2024 11:56:20,1705060580748,0,12/01/2024 11:56:20,155541,10,task-ppjy,,34158281,BLIND,10091442,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1536x864,1536x742,,,0,Mind wandering task,5,,control,,,,set 2,Controls,ACCEPT,,Controls,set2_easy,12,probe,Thought probe,muxvwp,1,response,no,1788.0999999999767,1783.0999999999767,1788.0999999999767,1788.0999999999767,1783.0999999999767,1788.0999999999767,1,1788.0999999999767,0,0,,Click Response,response,3,object-82,probe,,,,,,,,,,,,,,,,,,,,,
101,1705060584951,12/01/2024 11:56:24,1705060584951,0,12/01/2024 11:56:24,155541,10,task-ppjy,,34158281,BLIND,10091442,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1536x864,1536x742,,,0,Mind wandering task,5,,control,,,,set 2,Controls,ACCEPT,,Controls,set2_easy,67,passages,Sentences,3emlxf,1,response,,4208.299999952316,4199.5,4208.299999952316,4208.299999952316,4199.5,4208.299999952316,1,4208.299999952316,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,3,14,All of these are substances produced by one living organism that injures another living organism.,0,Easy,2,2,,,,,,,,,,,,
102,1705060586865,12/01/2024 11:56:26,1705060586865,0,12/01/2024 11:56:26,155541,10,task-ppjy,,34158281,BLIND,10091442,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1536x864,1536x742,,,0,Mind wandering task,5,,control,,,,set 2,Controls,ACCEPT,,Controls,set2_easy,3,instr_comprehension,Comprehension instruction,ki2jxw,1,response,,1922.6000001430511,1916.4000000000233,1922.6000001430511,1922.6000001430511,1916.4000000000233,1922.6000001430511,1,1922.6000001430511,0,0,,Keyboard Response,Keyboard Response,2,object-78,instr_comprehension,,,,,,,,,,,,,,,,,,,,,
103,1705060594610,12/01/2024 11:56:34,1705060594610,0,12/01/2024 11:56:34,155541,10,task-ppjy,,34158281,BLIND,10091442,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1536x864,1536x742,,,0,Mind wandering task,5,,control,,,,set 2,Controls,ACCEPT,,Controls,set2_easy,13,comprehension,Comprehension questions,ers3wv,1,response,b,7750.899999952293,7749,7750.899999952293,7750.899999952293,7749,7750.899999952293,1,7750.899999952293,0,0,,Click Response,response D,5,object-69,comprehension,,,3,1,,,,,,A fungus was used as medicine as early as what century?,b,Sixteenth,Seventeenth,Eighteenth,Nineteenth,Twentieth,,,,,
104,1705060605425,12/01/2024 11:56:45,1705060605425,0,12/01/2024 11:56:45,155541,10,task-ppjy,,34158281,BLIND,10091442,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1536x864,1536x742,,,0,Mind wandering task,5,,control,,,,set 2,Controls,ACCEPT,,Controls,set2_easy,14,comprehension,Comprehension questions,ers3wv,1,response,b,10816.80000004766,10815.199999999953,10816.80000004766,10816.80000004766,10815.199999999953,10816.80000004766,1,10816.80000004766,0,0,,Click Response,response C,4,object-68,comprehension,,,3,2,,,,,,How many antibiotics have been discovered?,b,Ninety-six,Many hundreds,Thousands,Millions,An unspecified number,,,,,
105,1705060610784,12/01/2024 11:56:50,1705060610784,0,12/01/2024 11:56:50,155541,10,task-ppjy,,34158281,BLIND,10091442,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1536x864,1536x742,,,0,Mind wandering task,5,,control,,,,set 2,Controls,ACCEPT,,Controls,set2_easy,15,comprehension,Comprehension questions,ers3wv,1,response,c,5360.500000143074,5349.400000000023,5360.500000143074,5360.500000143074,5349.400000000023,5360.500000143074,1,5360.500000143074,0,0,,Click Response,response C,4,object-68,comprehension,,,3,3,,,,,,This passage is mainly about,c,ergot,drugs,fungi,antibiotics,cheese,,,,,
106,1705060621251,12/01/2024 11:57:01,1705060621251,0,12/01/2024 11:57:01,155541,10,task-ppjy,,34158281,BLIND,10091442,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1536x864,1536x742,,,0,Mind wandering task,5,,control,,,,set 2,Controls,ACCEPT,,Controls,set2_easy,16,comprehension,Comprehension questions,ers3wv,1,response,d,10478.5,10465.099999999977,10478.5,10478.5,10465.099999999977,10478.5,1,10478.5,0,0,,Click Response,response B,3,object-67,comprehension,,,3,4,,,,,,LSD is specifically mentioned to show that ergot,d,needs to be further controlled,needs further research,has medicinal value,is of current interest,is dangerous,,,,,
107,1705060622547,12/01/2024 11:57:02,1705060622547,0,12/01/2024 11:57:02,155541,10,task-ppjy,,34158281,BLIND,10091442,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1536x864,1536x742,,,0,Mind wandering task,5,,control,,,,set 2,Controls,ACCEPT,,Controls,set2_easy,68,passages,Sentences,3emlxf,1,response,,1309.1999999523396,1300.0999999999767,1309.1999999523396,1309.1999999523396,1300.0999999999767,1309.1999999523396,1,1309.1999999523396,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,4,0,Passage 4,0,Easy,2,2,,,,,,,,,,,,
108,1705060628969,12/01/2024 11:57:08,1705060628969,0,12/01/2024 11:57:08,155541,10,task-ppjy,,34158281,BLIND,10091442,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1536x864,1536x742,,,0,Mind wandering task,5,,control,,,,set 2,Controls,ACCEPT,,Controls,set2_easy,69,passages,Sentences,3emlxf,1,response,,6430.800000000047,6415.800000000047,6430.800000000047,6430.800000000047,6415.800000000047,6430.800000000047,1,6430.800000000047,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,4,1,"Once in a while you will hear about an artist who was recognized as a master during his lifetime, but was then almost forgotten after his death.",0,Easy,2,2,,,,,,,,,,,,
109,1705060631863,12/01/2024 11:57:11,1705060631863,0,12/01/2024 11:57:11,155541,10,task-ppjy,,34158281,BLIND,10091442,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1536x864,1536x742,,,0,Mind wandering task,5,,control,,,,set 2,Controls,ACCEPT,,Controls,set2_easy,70,passages,Sentences,3emlxf,1,response,,2908.9000000953674,2899.5999999999767,2908.9000000953674,2908.9000000953674,2899.5999999999767,2908.9000000953674,1,2908.9000000953674,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,4,2,"A good example is the painter, Domenicos Theotocopoulos.",0,Easy,2,2,,,,,,,,,,,,
110,1705060635286,12/01/2024 11:57:15,1705060635286,0,12/01/2024 11:57:15,155541,10,task-ppjy,,34158281,BLIND,10091442,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1536x864,1536x742,,,0,Mind wandering task,5,,control,,,,set 2,Controls,ACCEPT,,Controls,set2_easy,71,passages,Sentences,3emlxf,1,response,,3432.3000000953907,3416.20000000007,3432.3000000953907,3432.3000000953907,3416.20000000007,3432.3000000953907,1,3432.3000000953907,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,4,3,He was known as El Greco because of his Greek ancestry.,0,Easy,2,2,,,,,,,,,,,,
111,1705060641852,12/01/2024 11:57:21,1705060641852,0,12/01/2024 11:57:21,155541,10,task-ppjy,,34158281,BLIND,10091442,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1536x864,1536x742,,,0,Mind wandering task,5,,control,,,,set 2,Controls,ACCEPT,,Controls,set2_easy,72,passages,Sentences,3emlxf,1,response,,6582.49999995227,6565.899999999907,6582.49999995227,6582.49999995227,6565.899999999907,6582.49999995227,1,6582.49999995227,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,4,4,"After pursuing his early career in Italy, El Greco settled in the Spanish city of Toledo, where he prospered for the rest of his life.",1,Easy,2,2,,,,,,,,,,,,
112,1705060644037,12/01/2024 11:57:24,1705060644037,0,12/01/2024 11:57:24,155541,10,task-ppjy,,34158281,BLIND,10091442,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1536x864,1536x742,,,0,Mind wandering task,5,,control,,,,set 2,Controls,ACCEPT,,Controls,set2_easy,13,probe,Thought probe,muxvwp,1,response,no,2201.200000095414,2199.70000000007,2201.200000095414,2201.200000095414,2199.70000000007,2201.200000095414,1,2201.200000095414,0,0,,Click Response,response,3,object-82,probe,,,,,,,,,,,,,,,,,,,,,
113,1705060647160,12/01/2024 11:57:27,1705060647160,0,12/01/2024 11:57:27,155541,10,task-ppjy,,34158281,BLIND,10091442,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1536x864,1536x742,,,0,Mind wandering task,5,,control,,,,set 2,Controls,ACCEPT,,Controls,set2_easy,73,passages,Sentences,3emlxf,1,response,,3124.0999999999767,3116.29999999993,3124.0999999999767,3124.0999999999767,3116.29999999993,3124.0999999999767,1,3124.0999999999767,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,4,5,He prospered there for the rest of his life.,0,Easy,2,2,,,,,,,,,,,,
114,1705060652801,12/01/2024 11:57:32,1705060652801,0,12/01/2024 11:57:32,155541,10,task-ppjy,,34158281,BLIND,10091442,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1536x864,1536x742,,,0,Mind wandering task,5,,control,,,,set 2,Controls,ACCEPT,,Controls,set2_easy,74,passages,Sentences,3emlxf,1,response,,5649.599999952363,5649.20000000007,5649.599999952363,5649.599999952363,5649.20000000007,5649.599999952363,1,5649.599999952363,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,4,6,History forgot El Greco for nearly three hundred years.,0,Easy,2,2,,,,,,,,,,,,
115,1705060655481,12/01/2024 11:57:35,1705060655481,0,12/01/2024 11:57:35,155541,10,task-ppjy,,34158281,BLIND,10091442,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1536x864,1536x742,,,0,Mind wandering task,5,,control,,,,set 2,Controls,ACCEPT,,Controls,set2_easy,75,passages,Sentences,3emlxf,1,response,,2679.8000000476604,2666.29999999993,2679.8000000476604,2679.8000000476604,2666.29999999993,2679.8000000476604,1,2679.8000000476604,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,4,7,"Then, artists and critics of the twentieth century rediscovered him.",0,Easy,2,2,,,,,,,,,,,,
116,1705060662441,12/01/2024 11:57:42,1705060662441,0,12/01/2024 11:57:42,155541,10,task-ppjy,,34158281,BLIND,10091442,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1536x864,1536x742,,,0,Mind wandering task,5,,control,,,,set 2,Controls,ACCEPT,,Controls,set2_easy,76,passages,Sentences,3emlxf,1,response,,6974.300000000047,6965.70000000007,6974.300000000047,6974.300000000047,6965.70000000007,6974.300000000047,1,6974.300000000047,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,4,8,"The power of El Greco’s intensely emotional style can be felt most strongly in his later paintings, such as the famous View of Toledo.",0,Easy,2,2,,,,,,,,,,,,
117,1705060665100,12/01/2024 11:57:45,1705060665100,0,12/01/2024 11:57:45,155541,10,task-ppjy,,34158281,BLIND,10091442,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1536x864,1536x742,,,0,Mind wandering task,5,,control,,,,set 2,Controls,ACCEPT,,Controls,set2_easy,77,passages,Sentences,3emlxf,1,response,,2667.200000143028,2666.29999999993,2667.200000143028,2667.200000143028,2666.29999999993,2667.200000143028,1,2667.200000143028,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,4,9,"He painted this canvas in 1610, only a few years before his death.",0,Easy,2,2,,,,,,,,,,,,
118,1705060666804,12/01/2024 11:57:46,1705060666804,0,12/01/2024 11:57:46,155541,10,task-ppjy,,34158281,BLIND,10091442,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1536x864,1536x742,,,0,Mind wandering task,5,,control,,,,set 2,Controls,ACCEPT,,Controls,set2_easy,78,passages,Sentences,3emlxf,1,response,,1704.8000000000466,1699.9000000000233,1704.8000000000466,1704.8000000000466,1699.9000000000233,1704.8000000000466,1,1704.8000000000466,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,4,10,It is a strange landscape.,0,Easy,2,2,,,,,,,,,,,,
119,1705060671861,12/01/2024 11:57:51,1705060671861,0,12/01/2024 11:57:51,155541,10,task-ppjy,,34158281,BLIND,10091442,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1536x864,1536x742,,,0,Mind wandering task,5,,control,,,,set 2,Controls,ACCEPT,,Controls,set2_easy,79,passages,Sentences,3emlxf,1,response,,5062.600000047707,5049.400000000023,5062.600000047707,5062.600000047707,5049.400000000023,5062.600000047707,1,5062.600000047707,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,4,11,"One notices that eerie, silvery buildings take on a ghostlike stillness next to the explosive light of the sky and the writhing forms of the countryside below.",0,Easy,2,2,,,,,,,,,,,,
120,1705060677498,12/01/2024 11:57:57,1705060677498,0,12/01/2024 11:57:57,155541,10,task-ppjy,,34158281,BLIND,10091442,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1536x864,1536x742,,,0,Mind wandering task,5,,control,,,,set 2,Controls,ACCEPT,,Controls,set2_easy,80,passages,Sentences,3emlxf,1,response,,5650.200000047684,5649.300000000047,5650.200000047684,5650.200000047684,5649.300000000047,5650.200000047684,1,5650.200000047684,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,4,12,"Curiously, about the same time, another important artist was scorned even by many of his contemporaries.",0,Easy,2,2,,,,,,,,,,,,
121,1705060679578,12/01/2024 11:57:59,1705060679578,0,12/01/2024 11:57:59,155541,10,task-ppjy,,34158281,BLIND,10091442,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1536x864,1536x742,,,0,Mind wandering task,5,,control,,,,set 2,Controls,ACCEPT,,Controls,set2_easy,81,passages,Sentences,3emlxf,1,response,,2080.400000047637,2066.29999999993,2080.400000047637,2080.400000047637,2066.29999999993,2080.400000047637,1,2080.400000047637,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,4,13,This artist was Caravaggio.,0,Easy,2,2,,,,,,,,,,,,
122,1705060684874,12/01/2024 11:58:04,1705060684874,0,12/01/2024 11:58:04,155541,10,task-ppjy,,34158281,BLIND,10091442,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1536x864,1536x742,,,0,Mind wandering task,5,,control,,,,set 2,Controls,ACCEPT,,Controls,set2_easy,82,passages,Sentences,3emlxf,1,response,,5310.400000000023,5299.300000000047,5310.400000000023,5310.400000000023,5299.300000000047,5310.400000000023,1,5310.400000000023,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,4,14,He was a self-taught painter who came to Rome around 1590 from a small town in Lombardy.,0,Easy,2,2,,,,,,,,,,,,
123,1705060690072,12/01/2024 11:58:10,1705060690072,0,12/01/2024 11:58:10,155541,10,task-ppjy,,34158281,BLIND,10091442,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1536x864,1536x742,,,0,Mind wandering task,5,,control,,,,set 2,Controls,ACCEPT,,Controls,set2_easy,83,passages,Sentences,3emlxf,1,response,,5209.000000095344,5199.400000000023,5209.000000095344,5209.000000095344,5199.400000000023,5209.000000095344,1,5209.000000095344,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,4,15,"Caravaggio’s critics complained that he treated sacred religious subjects in a low, vulgar way by including the faces and figures of common people in his paintings.",0,Easy,2,2,,,,,,,,,,,,
124,1705060695384,12/01/2024 11:58:15,1705060695384,0,12/01/2024 11:58:15,155541,10,task-ppjy,,34158281,BLIND,10091442,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1536x864,1536x742,,,0,Mind wandering task,5,,control,,,,set 2,Controls,ACCEPT,,Controls,set2_easy,84,passages,Sentences,3emlxf,1,response,,5321.400000047637,5315.79999999993,5321.400000047637,5321.400000047637,5315.79999999993,5321.400000047637,1,5321.400000047637,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,4,16,"By using stark contrasts of light and shadow, Caravaggio managed to conjure up unforgettable scenes of dramatic realism.",1,Easy,2,2,,,,,,,,,,,,
125,1705060698657,12/01/2024 11:58:18,1705060698657,0,12/01/2024 11:58:18,155541,10,task-ppjy,,34158281,BLIND,10091442,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1536x864,1536x742,,,0,Mind wandering task,5,,control,,,,set 2,Controls,ACCEPT,,Controls,set2_easy,14,probe,Thought probe,muxvwp,1,response,yes,3278.4000000000233,3266.5,3278.4000000000233,3278.4000000000233,3266.5,3278.4000000000233,1,3278.4000000000233,0,0,,Click Response,response,2,object-81,probe,,,,,,,,,,,,,,,,,,,,,
126,1705060701256,12/01/2024 11:58:21,1705060701256,0,12/01/2024 11:58:21,155541,10,task-ppjy,,34158281,BLIND,10091442,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1536x864,1536x742,,,0,Mind wandering task,5,,control,,,,set 2,Controls,ACCEPT,,Controls,set2_easy,4,instr_comprehension,Comprehension instruction,ki2jxw,1,response,,2611.600000047707,2599.5,2611.600000047707,2611.600000047707,2599.5,2611.600000047707,1,2611.600000047707,0,0,,Keyboard Response,Keyboard Response,2,object-78,instr_comprehension,,,,,,,,,,,,,,,,,,,,,
127,1705060709588,12/01/2024 11:58:29,1705060709588,0,12/01/2024 11:58:29,155541,10,task-ppjy,,34158281,BLIND,10091442,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1536x864,1536x742,,,0,Mind wandering task,5,,control,,,,set 2,Controls,ACCEPT,,Controls,set2_easy,17,comprehension,Comprehension questions,ers3wv,1,response,a,8343.69999995234,8332.400000000023,8343.69999995234,8343.69999995234,8332.400000000023,8343.69999995234,1,8343.69999995234,0,0,,Click Response,response C,4,object-68,comprehension,,,4,1,,,,,,"In his paintings, Caravaggio included",a,common people,strange landscapes,"eerie, silvery buildings",ghosts,corpses,,,,,
128,1705060723185,12/01/2024 11:58:43,1705060723185,0,12/01/2024 11:58:43,155541,10,task-ppjy,,34158281,BLIND,10091442,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1536x864,1536x742,,,0,Mind wandering task,5,,control,,,,set 2,Controls,ACCEPT,,Controls,set2_easy,18,comprehension,Comprehension questions,ers3wv,1,response,a,13608.299999952316,13598.300000000047,13608.299999952316,13608.299999952316,13598.300000000047,13608.299999952316,1,13608.299999952316,0,0,,Click Response,response B,3,object-67,comprehension,,,4,2,,,,,,El Greco pursued his early career in,a,Italy,Greece,Lombardy,Rome,Toledo,,,,,
129,1705060731391,12/01/2024 11:58:51,1705060731391,0,12/01/2024 11:58:51,155541,10,task-ppjy,,34158281,BLIND,10091442,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1536x864,1536x742,,,0,Mind wandering task,5,,control,,,,set 2,Controls,ACCEPT,,Controls,set2_easy,19,comprehension,Comprehension questions,ers3wv,1,response,b,8216.400000047637,8215.399999999907,8216.400000047637,8216.400000047637,8215.399999999907,8216.400000047637,1,8216.400000047637,0,0,,Click Response,response A,2,object-66,comprehension,,,4,3,,,,,,Apparently a major technique of Caravaggio’s was,b,using exalted religious subjects,using stark contrasts,using cadavers,using ghostlike stillness,none of the above,,,,,
130,1705060739506,12/01/2024 11:58:59,1705060739506,0,12/01/2024 11:58:59,155541,10,task-ppjy,,34158281,BLIND,10091442,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1536x864,1536x742,,,0,Mind wandering task,5,,control,,,,set 2,Controls,ACCEPT,,Controls,set2_easy,20,comprehension,Comprehension questions,ers3wv,1,response,c,8115.599999999977,8099,8115.599999999977,8115.599999999977,8099,8115.599999999977,1,8115.599999999977,0,0,,Click Response,response C,4,object-68,comprehension,,,4,4,,,,,,The principal idea discussed in this passage concerns,c,El Greco,Caravaggio,contemporary approval of artists,the travels of painters,the prosperity of artists,,,,,
131,1705060741224,12/01/2024 11:59:01,1705060741224,0,12/01/2024 11:59:01,155541,10,task-ppjy,,34158281,BLIND,10091442,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1536x864,1536x742,,,0,Mind wandering task,5,,control,,,,set 2,Controls,ACCEPT,,Controls,set2_easy,1,finish,Thank you,xuq6te,1,continue,,1734.5000000477303,1733.1000000000931,1734.5000000477303,1734.5000000477303,1733.1000000000931,1734.5000000477303,1,1734.5000000477303,0,0,,Click To Continue,Continue Button,2,object-75,finish,,,,,,,,,,,,,,,,,,,,,
132,1705060741224,12/01/2024 11:59:01,1705060741224,0,12/01/2024 11:59:01,155541,10,task-ppjy,,34158281,BLIND,10091442,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1536x864,1536x742,,,0,Mind wandering task,5,,control,,,,set 2,Controls,ACCEPT,,Controls,set2_easy,,,,,,5,END,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
