Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-tloe,branch-b7np,randomiser-oo54,randomiser-5zfx,randomiser-rrwr,randomiser-39gv,branch-m511,quota-so7f,quota-bi7i,branch-k46k,Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: instruct_num,Spreadsheet: instruct_text,Spreadsheet: passage,Spreadsheet: line,Spreadsheet: line_text,Spreadsheet: probe,Spreadsheet: condition,Spreadsheet: condition_num,Spreadsheet: set,Spreadsheet: question_text,Spreadsheet: correct_response,Spreadsheet: response_a,Spreadsheet: response_b,Spreadsheet: response_c,Spreadsheet: response_d,Spreadsheet: response_e,Spreadsheet: ,Spreadsheet: __EMPTY,Spreadsheet: __EMPTY_1,Spreadsheet: __EMPTY_2,Manipulation: Spreadsheet
114,1704142128892,01/01/2024 20:48:48,1704142128892,0,01/01/2024 20:48:48,155541,10,task-ppjy,,33905315,BLIND,10036128,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1470x956,1470x840,,,0,Mind wandering task,5,,control,,,,set 2,Controls,ACCEPT,,Controls,set2_easy,74,passages,Sentences,3emlxf,1,response,,2174,2167,2174,2174,2167,2174,1,2174,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,4,6,History forgot El Greco for nearly three hundred years.,0,Easy,2,2,,,,,,,,,,,,
115,1704142131084,01/01/2024 20:48:51,1704142131084,0,01/01/2024 20:48:51,155541,10,task-ppjy,,33905315,BLIND,10036128,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1470x956,1470x840,,,0,Mind wandering task,5,,control,,,,set 2,Controls,ACCEPT,,Controls,set2_easy,75,passages,Sentences,3emlxf,1,response,,2199.000000000058,2184,2199.000000000058,2199.000000000058,2184,2199.000000000058,1,2199.000000000058,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,4,7,"Then, artists and critics of the twentieth century rediscovered him.",0,Easy,2,2,,,,,,,,,,,,
116,1704142133170,01/01/2024 20:48:53,1704142133170,0,01/01/2024 20:48:53,155541,10,task-ppjy,,33905315,BLIND,10036128,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1470x956,1470x840,,,0,Mind wandering task,5,,control,,,,set 2,Controls,ACCEPT,,Controls,set2_easy,76,passages,Sentences,3emlxf,1,response,,2101,2100,2101,2101,2100,2101,1,2101,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,4,8,"The power of El Greco’s intensely emotional style can be felt most strongly in his later paintings, such as the famous View of Toledo.",0,Easy,2,2,,,,,,,,,,,,
117,1704142135964,01/01/2024 20:48:55,1704142135964,0,01/01/2024 20:48:55,155541,10,task-ppjy,,33905315,BLIND,10036128,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1470x956,1470x840,,,0,Mind wandering task,5,,control,,,,set 2,Controls,ACCEPT,,Controls,set2_easy,77,passages,Sentences,3emlxf,1,response,,2795.000000000058,2782,2795.000000000058,2795.000000000058,2782,2795.000000000058,1,2795.000000000058,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,4,9,"He painted this canvas in 1610, only a few years before his death.",0,Easy,2,2,,,,,,,,,,,,
118,1704142136912,01/01/2024 20:48:56,1704142136912,0,01/01/2024 20:48:56,155541,10,task-ppjy,,33905315,BLIND,10036128,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1470x956,1470x840,,,0,Mind wandering task,5,,control,,,,set 2,Controls,ACCEPT,,Controls,set2_easy,78,passages,Sentences,3emlxf,1,response,,961,951,961,961,951,961,1,961,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,4,10,It is a strange landscape.,0,Easy,2,2,,,,,,,,,,,,
119,1704142141985,01/01/2024 20:49:01,1704142141985,0,01/01/2024 20:49:01,155541,10,task-ppjy,,33905315,BLIND,10036128,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1470x956,1470x840,,,0,Mind wandering task,5,,control,,,,set 2,Controls,ACCEPT,,Controls,set2_easy,79,passages,Sentences,3emlxf,1,response,,5083,5067,5083,5083,5067,5083,1,5083,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,4,11,"One notices that eerie, silvery buildings take on a ghostlike stillness next to the explosive light of the sky and the writhing forms of the countryside below.",0,Easy,2,2,,,,,,,,,,,,
120,1704142145867,01/01/2024 20:49:05,1704142145867,0,01/01/2024 20:49:05,155541,10,task-ppjy,,33905315,BLIND,10036128,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1470x956,1470x840,,,0,Mind wandering task,5,,control,,,,set 2,Controls,ACCEPT,,Controls,set2_easy,80,passages,Sentences,3emlxf,1,response,,3898,3883,3898,3898,3883,3898,1,3898,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,4,12,"Curiously, about the same time, another important artist was scorned even by many of his contemporaries.",0,Easy,2,2,,,,,,,,,,,,
121,1704142147216,01/01/2024 20:49:07,1704142147216,0,01/01/2024 20:49:07,155541,10,task-ppjy,,33905315,BLIND,10036128,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1470x956,1470x840,,,0,Mind wandering task,5,,control,,,,set 2,Controls,ACCEPT,,Controls,set2_easy,81,passages,Sentences,3emlxf,1,response,,1364,1350,1364,1364,1350,1364,1,1364,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,4,13,This artist was Caravaggio.,0,Easy,2,2,,,,,,,,,,,,
122,1704142150344,01/01/2024 20:49:10,1704142150344,0,01/01/2024 20:49:10,155541,10,task-ppjy,,33905315,BLIND,10036128,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1470x956,1470x840,,,0,Mind wandering task,5,,control,,,,set 2,Controls,ACCEPT,,Controls,set2_easy,82,passages,Sentences,3emlxf,1,response,,3143,3133,3143,3143,3133,3143,1,3143,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,4,14,He was a self-taught painter who came to Rome around 1590 from a small town in Lombardy.,0,Easy,2,2,,,,,,,,,,,,
123,1704142154408,01/01/2024 20:49:14,1704142154408,0,01/01/2024 20:49:14,155541,10,task-ppjy,,33905315,BLIND,10036128,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1470x956,1470x840,,,0,Mind wandering task,5,,control,,,,set 2,Controls,ACCEPT,,Controls,set2_easy,83,passages,Sentences,3emlxf,1,response,,4073,4067,4073,4073,4067,4073,1,4073,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,4,15,"Caravaggio’s critics complained that he treated sacred religious subjects in a low, vulgar way by including the faces and figures of common people in his paintings.",0,Easy,2,2,,,,,,,,,,,,
124,1704142157301,01/01/2024 20:49:17,1704142157301,0,01/01/2024 20:49:17,155541,10,task-ppjy,,33905315,BLIND,10036128,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1470x956,1470x840,,,0,Mind wandering task,5,,control,,,,set 2,Controls,ACCEPT,,Controls,set2_easy,84,passages,Sentences,3emlxf,1,response,,2899,2883,2899,2899,2883,2899,1,2899,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,4,16,"By using stark contrasts of light and shadow, Caravaggio managed to conjure up unforgettable scenes of dramatic realism.",1,Easy,2,2,,,,,,,,,,,,
125,1704142158975,01/01/2024 20:49:18,1704142158975,0,01/01/2024 20:49:18,155541,10,task-ppjy,,33905315,BLIND,10036128,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1470x956,1470x840,,,0,Mind wandering task,5,,control,,,,set 2,Controls,ACCEPT,,Controls,set2_easy,14,probe,Thought probe,muxvwp,1,response,yes,1690,1683,1690,1690,1683,1690,1,1690,0,0,,Click Response,response,2,object-81,probe,,,,,,,,,,,,,,,,,,,,,
126,1704142159925,01/01/2024 20:49:19,1704142159925,0,01/01/2024 20:49:19,155541,10,task-ppjy,,33905315,BLIND,10036128,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1470x956,1470x840,,,0,Mind wandering task,5,,control,,,,set 2,Controls,ACCEPT,,Controls,set2_easy,4,instr_comprehension,Comprehension instruction,ki2jxw,1,response,,957,950,957,957,950,957,1,957,0,0,,Keyboard Response,Keyboard Response,2,object-78,instr_comprehension,,,,,,,,,,,,,,,,,,,,,
127,1704142165193,01/01/2024 20:49:25,1704142165193,0,01/01/2024 20:49:25,155541,10,task-ppjy,,33905315,BLIND,10036128,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1470x956,1470x840,,,0,Mind wandering task,5,,control,,,,set 2,Controls,ACCEPT,,Controls,set2_easy,17,comprehension,Comprehension questions,ers3wv,1,response,a,5276,5267,5276,5276,5267,5276,1,5276,0,0,,Click Response,response B,3,object-67,comprehension,,,4,1,,,,,,"In his paintings, Caravaggio included",a,common people,strange landscapes,"eerie, silvery buildings",ghosts,corpses,,,,,
128,1704142171155,01/01/2024 20:49:31,1704142171155,0,01/01/2024 20:49:31,155541,10,task-ppjy,,33905315,BLIND,10036128,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1470x956,1470x840,,,0,Mind wandering task,5,,control,,,,set 2,Controls,ACCEPT,,Controls,set2_easy,18,comprehension,Comprehension questions,ers3wv,1,response,a,5970,5967,5970,5970,5967,5970,1,5970,0,0,,Click Response,response E,6,object-70,comprehension,,,4,2,,,,,,El Greco pursued his early career in,a,Italy,Greece,Lombardy,Rome,Toledo,,,,,
129,1704142182891,01/01/2024 20:49:42,1704142182891,0,01/01/2024 20:49:42,155541,10,task-ppjy,,33905315,BLIND,10036128,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1470x956,1470x840,,,0,Mind wandering task,5,,control,,,,set 2,Controls,ACCEPT,,Controls,set2_easy,19,comprehension,Comprehension questions,ers3wv,1,response,b,11739,11733,11739,11739,11733,11739,1,11739,0,0,,Click Response,response D,5,object-69,comprehension,,,4,3,,,,,,Apparently a major technique of Caravaggio’s was,b,using exalted religious subjects,using stark contrasts,using cadavers,using ghostlike stillness,none of the above,,,,,
130,1704142192358,01/01/2024 20:49:52,1704142192358,0,01/01/2024 20:49:52,155541,10,task-ppjy,,33905315,BLIND,10036128,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1470x956,1470x840,,,0,Mind wandering task,5,,control,,,,set 2,Controls,ACCEPT,,Controls,set2_easy,20,comprehension,Comprehension questions,ers3wv,1,response,c,9473.000000000058,9467,9473.000000000058,9473.000000000058,9467,9473.000000000058,1,9473.000000000058,0,0,,Click Response,response A,2,object-66,comprehension,,,4,4,,,,,,The principal idea discussed in this passage concerns,c,El Greco,Caravaggio,contemporary approval of artists,the travels of painters,the prosperity of artists,,,,,
131,1704142194237,01/01/2024 20:49:54,1704142194237,0,01/01/2024 20:49:54,155541,10,task-ppjy,,33905315,BLIND,10036128,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1470x956,1470x840,,,0,Mind wandering task,5,,control,,,,set 2,Controls,ACCEPT,,Controls,set2_easy,1,finish,Thank you,xuq6te,1,continue,,1882,1866,1882,1882,1866,1882,1,1882,0,0,,Click To Continue,Continue Button,2,object-75,finish,,,,,,,,,,,,,,,,,,,,,
132,1704142194240,01/01/2024 20:49:54,1704142194240,0,01/01/2024 20:49:54,155541,10,task-ppjy,,33905315,BLIND,10036128,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1470x956,1470x840,,,0,Mind wandering task,5,,control,,,,set 2,Controls,ACCEPT,,Controls,set2_easy,,,,,,5,END,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1704277242294,03/01/2024 10:20:42,1704277242294,0,03/01/2024 10:20:42,155541,10,task-ppjy,,33927458,BLIND,10040847,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1536x864,1536x695,,,0,Mind wandering task,5,,control,,,,set 2,Controls,ACCEPT,,Controls,set2_easy,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1704277243750,03/01/2024 10:20:43,1704277243750,0,03/01/2024 10:20:43,155541,10,task-ppjy,,33927458,BLIND,10040847,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1536x864,1536x695,,,0,Mind wandering task,5,,control,,,,set 2,Controls,ACCEPT,,Controls,set2_easy,1,start,Welcome,vo3k26,1,continue,,1492.5999999523162,1483.4999999999998,1492.5999999523162,1492.5999999523162,1483.4999999999998,1492.5999999523162,1,1492.5999999523162,0,0,,Click To Continue,Continue Button,2,object-14,start,,,,,,,,,,,,,,,,,,,,,
3,1704277278141,03/01/2024 10:21:18,1704277278141,0,03/01/2024 10:21:18,155541,10,task-ppjy,,33927458,BLIND,10040847,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1536x864,1536x695,,,0,Mind wandering task,5,,control,,,,set 2,Controls,ACCEPT,,Controls,set2_easy,1,instr_passages,Text,zppu2h,1,response,,34385.299999999996,34368.5,34385.299999999996,34385.299999999996,34368.5,34385.299999999996,1,34385.299999999996,0,0,,Keyboard Response,Keyboard Response,2,object-25,instr_passages,1,"TASK INSTRUCTIONS - PLEASE READ CAREFULLY!

The goal of this study is to learn how mind wandering affects how you learn information during reading. <br><br> Mind wandering is a term used to describe what occurs when your attention wanders from a task.
 Sometimes when your mind wanders, you begin thinking about personal events or concerns rather than your task. At other times, your mind can wander because you are bored or tired and you don’t really know what you’re thinking about; all you know is that you are no longer thinking about your task.
<br><br>
Please press the space bar to continue.",,,,,,,,,,,,,,,,,,,
4,1704277282806,03/01/2024 10:21:22,1704277282806,0,03/01/2024 10:21:22,155541,10,task-ppjy,,33927458,BLIND,10040847,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1536x864,1536x695,,,0,Mind wandering task,5,,control,,,,set 2,Controls,ACCEPT,,Controls,set2_easy,2,instr_passages,Text,zppu2h,1,response,,4695.300000000003,4683.4000000000015,4695.300000000003,4695.300000000003,4683.4000000000015,4695.300000000003,1,4695.300000000003,0,0,,Keyboard Response,Keyboard Response,2,object-25,instr_passages,2,"In this task, you will read 4 passages and answer reading comprehension questions for each passage. <br><br> THE PASSAGES WILL BE PRESENTED IN A SENTENCE-BY-SENTENCE FASHION. PLEASE READ THE SENTENCES AT YOUR NORMAL READING PACE. ONCE YOU HAVE FINISHED READING ONE SENTENCE, PRESS THE SPACE BAR TO MOVE ON TO THE NEXT SENTENCE. Once you've read the sentence you MAY NOT GO BACK.<br><br> Please press the space bar to continue.",,,,,,,,,,,,,,,,,,,
5,1704277289410,03/01/2024 10:21:29,1704277289410,0,03/01/2024 10:21:29,155541,10,task-ppjy,,33927458,BLIND,10040847,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1536x864,1536x695,,,0,Mind wandering task,5,,control,,,,set 2,Controls,ACCEPT,,Controls,set2_easy,3,instr_passages,Text,zppu2h,1,response,,6616.000000143053,6600.4000000000015,6616.000000143053,6616.000000143053,6600.4000000000015,6616.000000143053,1,6616.000000143053,0,0,,Keyboard Response,Keyboard Response,2,object-25,instr_passages,3,"THE SET OF READING COMPREHENSION QUESTIONS FOR THAT PARTICULAR PASSAGE YOU’VE FINISHED READING WILL APPEAR AFTER EACH PASSAGE, not all together at the end. Like the sentences, once you've answered the questions you MAY NOT GO BACK TO CHANGE YOUR ANSWER.
<br><br> 
Please press the space bar to continue.",,,,,,,,,,,,,,,,,,,
6,1704277295452,03/01/2024 10:21:35,1704277295452,0,03/01/2024 10:21:35,155541,10,task-ppjy,,33927458,BLIND,10040847,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1536x864,1536x695,,,0,Mind wandering task,5,,control,,,,set 2,Controls,ACCEPT,,Controls,set2_easy,4,instr_passages,Text,zppu2h,1,response,,6057.900000095367,6050.300000000003,6057.900000095367,6057.900000095367,6050.300000000003,6057.900000095367,1,6057.900000095367,0,0,,Keyboard Response,Keyboard Response,2,object-25,instr_passages,4,"Additionally, while you are reading you will be randomly interrupted and asked “WERE YOU MIND WANDERING WHEN YOU READ THE PREVIOUS SENTENCE?"" You would have to choose either “Yes” or ""No"" by clicking on the appropriate option.<br><br> Please press the space bar to continue.",,,,,,,,,,,,,,,,,,,
7,1704277300035,03/01/2024 10:21:40,1704277300035,0,03/01/2024 10:21:40,155541,10,task-ppjy,,33927458,BLIND,10040847,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1536x864,1536x695,,,0,Mind wandering task,5,,control,,,,set 2,Controls,ACCEPT,,Controls,set2_easy,5,instr_passages,Text,zppu2h,1,response,,4590.6000000953645,4583.5999999999985,4590.6000000953645,4590.6000000953645,4583.5999999999985,4590.6000000953645,1,4590.6000000953645,0,0,,Keyboard Response,Keyboard Response,2,object-25,instr_passages,6,"This entire task is self-paced. Though of course you should try NOT TO go over the task's ending time of 20 minutes. So try to do the task all the way through instead of taking too many small breaks in between. The task isn't long, so you should be able to do it without taking any breaks. <br><br> Please press the space bar to continue.",,,,,,,,,,,,,,,,,,,
8,1704277300914,03/01/2024 10:21:40,1704277300914,0,03/01/2024 10:21:40,155541,10,task-ppjy,,33927458,BLIND,10040847,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1536x864,1536x695,,,0,Mind wandering task,5,,control,,,,set 2,Controls,ACCEPT,,Controls,set2_easy,6,instr_passages,Text,zppu2h,1,response,,886.3999999523148,883.0999999999985,886.3999999523148,886.3999999523148,883.0999999999985,886.3999999523148,1,886.3999999523148,0,0,,Keyboard Response,Keyboard Response,2,object-25,instr_passages,7,Please press the space bar to start reading the first passage.,,,,,,,,,,,,,,,,,,,
9,1704277301555,03/01/2024 10:21:41,1704277301555,0,03/01/2024 10:21:41,155541,10,task-ppjy,,33927458,BLIND,10040847,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1536x864,1536x695,,,0,Mind wandering task,5,,control,,,,set 2,Controls,ACCEPT,,Controls,set2_easy,1,passages,Sentences,3emlxf,1,response,,643.6000001430511,633.5,643.6000001430511,643.6000001430511,633.5,643.6000001430511,1,643.6000001430511,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,0,Passage 1,0,Easy,2,2,,,,,,,,,,,,
10,1704277305231,03/01/2024 10:21:45,1704277305231,0,03/01/2024 10:21:45,155541,10,task-ppjy,,33927458,BLIND,10040847,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1536x864,1536x695,,,0,Mind wandering task,5,,control,,,,set 2,Controls,ACCEPT,,Controls,set2_easy,2,passages,Sentences,3emlxf,1,response,,3686,3683.199999999997,3686,3686,3683.199999999997,3686,1,3686,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,1,Elizabeth Barrett was wise enough to see that Browning was a fine poet.,0,Easy,2,2,,,,,,,,,,,,
11,1704277323283,03/01/2024 10:22:03,1704277323283,0,03/01/2024 10:22:03,155541,10,task-ppjy,,33927458,BLIND,10040847,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1536x864,1536x695,,,0,Mind wandering task,5,,control,,,,set 2,Controls,ACCEPT,,Controls,set2_easy,3,passages,Sentences,3emlxf,1,response,,18054.59999995232,18051.199999999997,18054.59999995232,18054.59999995232,18051.199999999997,18054.59999995232,1,18054.59999995232,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,2,"The young man with the lemon-colored gloves and long dark hair and high-strung, restless manner who had visited her in 1846 had been moved to write to her because she had praised his poetry.",1,Easy,2,2,,,,,,,,,,,,
12,1704277325633,03/01/2024 10:22:05,1704277325633,0,03/01/2024 10:22:05,155541,10,task-ppjy,,33927458,BLIND,10040847,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1536x864,1536x695,,,0,Mind wandering task,5,,control,,,,set 2,Controls,ACCEPT,,Controls,set2_easy,1,probe,Thought probe,muxvwp,1,response,no,2354.0000000953733,2349.7000000000116,2354.0000000953733,2354.0000000953733,2349.7000000000116,2354.0000000953733,1,2354.0000000953733,0,0,,Click Response,response,3,object-82,probe,,,,,,,,,,,,,,,,,,,,,
13,1704277339319,03/01/2024 10:22:19,1704277339319,0,03/01/2024 10:22:19,155541,10,task-ppjy,,33927458,BLIND,10040847,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1536x864,1536x695,,,0,Mind wandering task,5,,control,,,,set 2,Controls,ACCEPT,,Controls,set2_easy,4,passages,Sentences,3emlxf,1,response,,13690.399999999994,13684.099999999991,13690.399999999994,13690.399999999994,13684.099999999991,13690.399999999994,1,13690.399999999994,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,3,"She found the man even more to her liking than the verse, and it was not so very long-only the time between May, 1845 and September, 1846-before Robert Browning had stolen the poetess from the dour father who guarded her like a dragon (never wanting her to marry any man), and taken her with him to Italy and a new life.",1,Easy,2,2,,,,,,,,,,,,
14,1704277340667,03/01/2024 10:22:20,1704277340667,0,03/01/2024 10:22:20,155541,10,task-ppjy,,33927458,BLIND,10040847,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1536x864,1536x695,,,0,Mind wandering task,5,,control,,,,set 2,Controls,ACCEPT,,Controls,set2_easy,2,probe,Thought probe,muxvwp,1,response,no,1354.900000143054,1349.9000000000087,1354.900000143054,1354.900000143054,1349.9000000000087,1354.900000143054,1,1354.900000143054,0,0,,Click Response,response,3,object-82,probe,,,,,,,,,,,,,,,,,,,,,
15,1704277346055,03/01/2024 10:22:26,1704277346055,0,03/01/2024 10:22:26,155541,10,task-ppjy,,33927458,BLIND,10040847,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1536x864,1536x695,,,0,Mind wandering task,5,,control,,,,set 2,Controls,ACCEPT,,Controls,set2_easy,5,passages,Sentences,3emlxf,1,response,,5392.800000095362,5384,5392.800000095362,5392.800000095362,5384,5392.800000095362,1,5392.800000095362,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,4,"One morning, soon after Robert and Elizabeth married; she thrust a manuscript into Robert’s pocket.",0,Easy,2,2,,,,,,,,,,,,
16,1704277347433,03/01/2024 10:22:27,1704277347433,0,03/01/2024 10:22:27,155541,10,task-ppjy,,33927458,BLIND,10040847,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1536x864,1536x695,,,0,Mind wandering task,5,,control,,,,set 2,Controls,ACCEPT,,Controls,set2_easy,6,passages,Sentences,3emlxf,1,response,,1385.8999999999942,1383,1385.8999999999942,1385.8999999999942,1383,1385.8999999999942,1,1385.8999999999942,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,5,"Then she ran up to her room, embarrassed by her action.",0,Easy,2,2,,,,,,,,,,,,
17,1704277349831,03/01/2024 10:22:29,1704277349831,0,03/01/2024 10:22:29,155541,10,task-ppjy,,33927458,BLIND,10040847,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1536x864,1536x695,,,0,Mind wandering task,5,,control,,,,set 2,Controls,ACCEPT,,Controls,set2_easy,7,passages,Sentences,3emlxf,1,response,,2400.3999999999796,2383.7999999999884,2400.3999999999796,2400.3999999999796,2383.7999999999884,2400.3999999999796,1,2400.3999999999796,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,6,The manuscript was a sonnet sequence that she had written about their courtship and their love letters.,0,Easy,2,2,,,,,,,,,,,,
18,1704277353264,03/01/2024 10:22:33,1704277353264,0,03/01/2024 10:22:33,155541,10,task-ppjy,,33927458,BLIND,10040847,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1536x864,1536x695,,,0,Mind wandering task,5,,control,,,,set 2,Controls,ACCEPT,,Controls,set2_easy,8,passages,Sentences,3emlxf,1,response,,3450.0000000000146,3433.4000000000087,3450.0000000000146,3450.0000000000146,3433.4000000000087,3450.0000000000146,1,3450.0000000000146,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,7,"Mrs. Browning never intended for these poems to be published, but Robert promptly insisted that they must be.",0,Easy,2,2,,,,,,,,,,,,
19,1704277354171,03/01/2024 10:22:34,1704277354171,0,03/01/2024 10:22:34,155541,10,task-ppjy,,33927458,BLIND,10040847,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1536x864,1536x695,,,0,Mind wandering task,5,,control,,,,set 2,Controls,ACCEPT,,Controls,set2_easy,9,passages,Sentences,3emlxf,1,response,,923.9999999523134,916.5,923.9999999523134,923.9999999523134,916.5,923.9999999523134,1,923.9999999523134,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,8,He suggested calling them Sonnets from the Portuguese.,0,Easy,2,2,,,,,,,,,,,,
20,1704277357195,03/01/2024 10:22:37,1704277357195,0,03/01/2024 10:22:37,155541,10,task-ppjy,,33927458,BLIND,10040847,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1536x864,1536x695,,,0,Mind wandering task,5,,control,,,,set 2,Controls,ACCEPT,,Controls,set2_easy,10,passages,Sentences,3emlxf,1,response,,3031.900000047681,3016.699999999997,3031.900000047681,3031.900000047681,3016.699999999997,3031.900000047681,1,3031.900000047681,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,9,He may have suggested this title to hide the fact that the poems were personal.,0,Easy,2,2,,,,,,,,,,,,
21,1704277362833,03/01/2024 10:22:42,1704277362833,0,03/01/2024 10:22:42,155541,10,task-ppjy,,33927458,BLIND,10040847,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1536x864,1536x695,,,0,Mind wandering task,5,,control,,,,set 2,Controls,ACCEPT,,Controls,set2_easy,11,passages,Sentences,3emlxf,1,response,,5653.400000095367,5650.300000000003,5653.400000095367,5653.400000095367,5650.300000000003,5653.400000095367,1,5653.400000095367,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,10,He thought that these poems were “the finest sonnets written in our language since Shakespeare’s.”,0,Easy,2,2,,,,,,,,,,,,
22,1704277368010,03/01/2024 10:22:48,1704277368010,0,03/01/2024 10:22:48,155541,10,task-ppjy,,33927458,BLIND,10040847,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1536x864,1536x695,,,0,Mind wandering task,5,,control,,,,set 2,Controls,ACCEPT,,Controls,set2_easy,12,passages,Sentences,3emlxf,1,response,,5179.6000000953645,5167.300000000003,5179.6000000953645,5179.6000000953645,5167.300000000003,5179.6000000953645,1,5179.6000000953645,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,11,"Robert Browning’s opinion of Sonnets from the Portuguese was flattering to his wife, the same as his opinion of most of her poetry.",0,Easy,2,2,,,,,,,,,,,,
