origID,roar_acc,roar_logRt,total_tooFast,total_tooSlow,perc_tooFast,perc_tooSlow,roar_exclude_rt
10243319,0.9642857142857143,5.312680420671316,9,0,10.714285714285714,0,2
10266512,0.9880952380952381,6.029582243633401,0,0,0,0,0
10276472,0.9523809523809523,5.482270959134782,2,0,2.380952380952381,0,0
10020157,0.9166666666666666,5.771622032127636,1,0,1.1904761904761905,0,0
10039055,0.9166666666666666,6.113766863378626,0,0,0,0,0
10040343,0.9761904761904762,6.543219668047704,0,0,0,0,0
10047113,0.9523809523809523,5.428119995062985,7,0,8.333333333333332,0,0
10050955,0.8571428571428571,7.2286142160339795,0,0,0,0,0
10054389,0.9523809523809523,5.5055218022133054,6,0,7.142857142857142,0,0
10055189,0.9642857142857143,6.091059443262107,0,0,0,0,0
10085587,0.9285714285714286,5.904582891773628,2,0,2.380952380952381,0,0
10158473,0.9404761904761905,6.227636950614741,0,0,0,0,0
10161313,0.8928571428571429,6.571808655240313,0,0,0,0,0
10166217,0.9642857142857143,5.924470586589366,10,0,11.904761904761903,0,2
10182214,0.9166666666666666,6.636570390305148,0,0,0,0,0
10190839,0.8928571428571429,5.8153762862615554,7,0,8.333333333333332,0,0
10202447,0.9285714285714286,5.616318807011289,2,0,2.380952380952381,0,0
10221629,0.8928571428571429,5.567586009316228,4,0,4.761904761904762,0,0
10238510,0.9285714285714286,5.4013540410350656,7,0,8.333333333333332,0,0
10244258,0.9761904761904762,5.9632078583929,0,0,0,0,0
10249816,0.9523809523809523,5.237468590654883,19,0,22.61904761904762,0,2
10258628,0.9642857142857143,5.766577976868864,0,0,0,0,0
10260593,0.8809523809523809,6.203049083225345,0,0,0,0,0
10289721,0.9285714285714286,5.392744249504793,25,0,29.761904761904763,0,2
10301401,0.9523809523809523,6.805519806632602,0,0,0,0,0
10304759,0.8928571428571429,5.597586132330405,1,0,1.1904761904761905,0,0
10305389,0.8214285714285714,5.510591708954359,10,0,11.904761904761903,0,2
10312025,0.9285714285714286,5.705931464282587,2,0,2.380952380952381,0,0
