origID,roar_acc,roar_logRt,total_tooFast,total_tooSlow,perc_tooFast,perc_tooSlow,roar_exclude_rt
10304759,0.8928571428571429,5.597586132330405,1,0,1.1904761904761905,0,0
10305389,0.8214285714285714,5.510591708954359,10,0,11.904761904761903,0,2
10312025,0.9285714285714286,5.705931464282587,2,0,2.380952380952381,0,0
10315399,0.9404761904761905,6.706373553735165,0,0,0,0,0
10329929,0.9523809523809523,5.678093886381265,1,0,1.1904761904761905,0,0
10338458,0.9404761904761905,5.8566044979378145,2,0,2.380952380952381,0,0
10370428,0.9880952380952381,5.606211279401579,0,0,0,0,0
10371946,0.9642857142857143,5.945949690219299,0,0,0,0,0
10372650,0.9761904761904762,5.943604589664501,0,0,0,0,0
10372950,0.9047619047619048,5.9630896766854775,1,0,1.1904761904761905,0,0
10373182,0.9047619047619048,5.810063523192647,2,0,2.380952380952381,0,0
10375775,0.9285714285714286,6.0547148817424725,1,0,1.1904761904761905,0,0
10378717,0.8809523809523809,5.897745511650026,2,0,2.380952380952381,0,0
10381336,0.9642857142857143,5.732753925694328,1,0,1.1904761904761905,0,0
10389343,0.9047619047619048,6.3167410469962535,0,0,0,0,0
10407557,0.9523809523809523,5.659631802424235,0,0,0,0,0
10408264,0.8928571428571429,5.734373671322541,4,0,4.761904761904762,0,0
10427428,0.9047619047619048,5.794839629739756,0,0,0,0,0
10463196,0.9761904761904762,5.931951131072615,0,0,0,0,0
10464981,0.7976190476190477,5.532921021184219,6,0,7.142857142857142,0,0
10464988,0.9761904761904762,5.318854647582485,9,0,10.714285714285714,0,2
10465036,0.9523809523809523,6.0023963118173915,0,0,0,0,0
10465188,0.9166666666666666,5.7629696919652496,3,0,3.571428571428571,0,0
10465566,0.9761904761904762,6.0525092676418035,2,0,2.380952380952381,0,0
10465754,0.9523809523809523,5.662464824103456,1,0,1.1904761904761905,0,0
10466025,0.9761904761904762,6.065964433979812,0,0,0,0,0
10466215,0.9761904761904762,6.267855487697564,0,0,0,0,0
10467213,0.9642857142857143,5.873292190583353,0,0,0,0,0
10467671,0.6309523809523809,5.242511777100729,45,0,53.57142857142857,0,2
10468596,0.8690476190476191,5.8858619356953925,2,0,2.380952380952381,0,0
10469804,0.8928571428571429,5.378957518844297,12,0,14.285714285714285,0,2
10472427,0.9523809523809523,5.429456042791999,31,0,36.904761904761905,0,2
10472987,0.8928571428571429,6.053328661423064,0,0,0,0,0
10476766,0.9523809523809523,5.784267790085867,0,0,0,0,0
10485790,0.8214285714285714,5.788663457103323,2,0,2.380952380952381,0,0
10485955,0.9642857142857143,5.593908613814117,2,0,2.380952380952381,0,0
10488668,0.9047619047619048,5.700760024832112,2,0,2.380952380952381,0,0
10490527,0.9047619047619048,5.517702549674433,3,0,3.571428571428571,0,0
10491473,0.8452380952380952,5.617075317341986,3,0,3.571428571428571,0,0
10492373,0.9523809523809523,6.206772473755226,0,0,0,0,0
10500514,0.9523809523809523,5.5602094495072985,0,0,0,0,0
10516211,0.7976190476190477,5.6746739436821265,6,0,7.142857142857142,0,0
