Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-3edb,checkpoint-sudm,branch-hm4e,branch-vf4a,Randomise questionnaire elements?,Question Key,Response
8,1721999942055,26/07/2024 13:19:02,1721999941937,1,26/07/2024 14:19:01,179131,14,questionnaire-ynix,,39217447,BLIND,11504654,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1710x1107,1618x873,Consent,,,Consent form,3,Set1,Consent,Over 18,Proficiency English,No,consent7,1
9,1721999942055,26/07/2024 13:19:02,1721999941937,1,26/07/2024 14:19:01,179131,14,questionnaire-ynix,,39217447,BLIND,11504654,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1710x1107,1618x873,Consent,,,Consent form,3,Set1,Consent,Over 18,Proficiency English,No,END QUESTIONNAIRE,57613
1,1721660499192,22/07/2024 15:01:39,1721660497661,1,22/07/2024 16:01:37,179131,14,questionnaire-ynix,,39128669,BLIND,11476822,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 123.0.0.0,1366x768,1358x654,Consent,,,Consent form,3,Set1,Consent,Over 18,Proficiency English,No,BEGIN QUESTIONNAIRE,
2,1721660525014,22/07/2024 15:02:05,1721660523526,1,22/07/2024 16:02:03,179131,14,questionnaire-ynix,,39128669,BLIND,11476822,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 123.0.0.0,1366x768,1343x654,Consent,,,Consent form,3,Set1,Consent,Over 18,Proficiency English,No,consent1,1
3,1721660525100,22/07/2024 15:02:05,1721660523528,1,22/07/2024 16:02:03,179131,14,questionnaire-ynix,,39128669,BLIND,11476822,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 123.0.0.0,1366x768,1343x654,Consent,,,Consent form,3,Set1,Consent,Over 18,Proficiency English,No,consent2,1
4,1721660525100,22/07/2024 15:02:05,1721660523528,1,22/07/2024 16:02:03,179131,14,questionnaire-ynix,,39128669,BLIND,11476822,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 123.0.0.0,1366x768,1343x654,Consent,,,Consent form,3,Set1,Consent,Over 18,Proficiency English,No,consent3,1
5,1721660525100,22/07/2024 15:02:05,1721660523528,1,22/07/2024 16:02:03,179131,14,questionnaire-ynix,,39128669,BLIND,11476822,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 123.0.0.0,1366x768,1343x654,Consent,,,Consent form,3,Set1,Consent,Over 18,Proficiency English,No,consent4,1
6,1721660525100,22/07/2024 15:02:05,1721660523528,1,22/07/2024 16:02:03,179131,14,questionnaire-ynix,,39128669,BLIND,11476822,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 123.0.0.0,1366x768,1343x654,Consent,,,Consent form,3,Set1,Consent,Over 18,Proficiency English,No,consent5,1
7,1721660525100,22/07/2024 15:02:05,1721660523529,1,22/07/2024 16:02:03,179131,14,questionnaire-ynix,,39128669,BLIND,11476822,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 123.0.0.0,1366x768,1343x654,Consent,,,Consent form,3,Set1,Consent,Over 18,Proficiency English,No,consent6,1
8,1721660525100,22/07/2024 15:02:05,1721660523529,1,22/07/2024 16:02:03,179131,14,questionnaire-ynix,,39128669,BLIND,11476822,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 123.0.0.0,1366x768,1343x654,Consent,,,Consent form,3,Set1,Consent,Over 18,Proficiency English,No,consent7,1
9,1721660525100,22/07/2024 15:02:05,1721660523529,1,22/07/2024 16:02:03,179131,14,questionnaire-ynix,,39128669,BLIND,11476822,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 123.0.0.0,1366x768,1343x654,Consent,,,Consent form,3,Set1,Consent,Over 18,Proficiency English,No,END QUESTIONNAIRE,25869
1,1721650553407,22/07/2024 12:15:53,1721650546457,1,22/07/2024 13:15:46,179131,14,questionnaire-ynix,,39124392,BLIND,11475795,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,1280x720,1232x598,Consent,,,Consent form,3,Set2,Consent,Over 18,Proficiency English,No,BEGIN QUESTIONNAIRE,
2,1721650567651,22/07/2024 12:16:07,1721650560661,1,22/07/2024 13:16:00,179131,14,questionnaire-ynix,,39124392,BLIND,11475795,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,1280x720,1217x598,Consent,,,Consent form,3,Set2,Consent,Over 18,Proficiency English,No,consent1,1
3,1721650567721,22/07/2024 12:16:07,1721650560662,1,22/07/2024 13:16:00,179131,14,questionnaire-ynix,,39124392,BLIND,11475795,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,1280x720,1217x598,Consent,,,Consent form,3,Set2,Consent,Over 18,Proficiency English,No,consent2,1
4,1721650567721,22/07/2024 12:16:07,1721650560662,1,22/07/2024 13:16:00,179131,14,questionnaire-ynix,,39124392,BLIND,11475795,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,1280x720,1217x598,Consent,,,Consent form,3,Set2,Consent,Over 18,Proficiency English,No,consent3,1
5,1721650567721,22/07/2024 12:16:07,1721650560662,1,22/07/2024 13:16:00,179131,14,questionnaire-ynix,,39124392,BLIND,11475795,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,1280x720,1217x598,Consent,,,Consent form,3,Set2,Consent,Over 18,Proficiency English,No,consent4,1
6,1721650567721,22/07/2024 12:16:07,1721650560663,1,22/07/2024 13:16:00,179131,14,questionnaire-ynix,,39124392,BLIND,11475795,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,1280x720,1217x598,Consent,,,Consent form,3,Set2,Consent,Over 18,Proficiency English,No,consent5,1
7,1721650567721,22/07/2024 12:16:07,1721650560663,1,22/07/2024 13:16:00,179131,14,questionnaire-ynix,,39124392,BLIND,11475795,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,1280x720,1217x598,Consent,,,Consent form,3,Set2,Consent,Over 18,Proficiency English,No,consent6,1
8,1721650567721,22/07/2024 12:16:07,1721650560663,1,22/07/2024 13:16:00,179131,14,questionnaire-ynix,,39124392,BLIND,11475795,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,1280x720,1217x598,Consent,,,Consent form,3,Set2,Consent,Over 18,Proficiency English,No,consent7,1
9,1721650567721,22/07/2024 12:16:07,1721650560663,1,22/07/2024 13:16:00,179131,14,questionnaire-ynix,,39124392,BLIND,11475795,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,1280x720,1217x598,Consent,,,Consent form,3,Set2,Consent,Over 18,Proficiency English,No,END QUESTIONNAIRE,14206
1,1721646708329,22/07/2024 11:11:48,1721646708153,1,22/07/2024 12:11:48,179131,14,questionnaire-ynix,,39122853,BLIND,11475464,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1680x1050,1680x889,Consent,,,Consent form,3,Set1,Consent,Over 18,Proficiency English,No,BEGIN QUESTIONNAIRE,
2,1721646713558,22/07/2024 11:11:53,1721646713433,1,22/07/2024 12:11:53,179131,14,questionnaire-ynix,,39122853,BLIND,11475464,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1680x1050,1663x889,Consent,,,Consent form,3,Set1,Consent,Over 18,Proficiency English,No,consent1,1
3,1721646713686,22/07/2024 11:11:53,1721646713434,1,22/07/2024 12:11:53,179131,14,questionnaire-ynix,,39122853,BLIND,11475464,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1680x1050,1663x889,Consent,,,Consent form,3,Set1,Consent,Over 18,Proficiency English,No,consent2,1
4,1721646713686,22/07/2024 11:11:53,1721646713435,1,22/07/2024 12:11:53,179131,14,questionnaire-ynix,,39122853,BLIND,11475464,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1680x1050,1663x889,Consent,,,Consent form,3,Set1,Consent,Over 18,Proficiency English,No,consent3,1
5,1721646713686,22/07/2024 11:11:53,1721646713435,1,22/07/2024 12:11:53,179131,14,questionnaire-ynix,,39122853,BLIND,11475464,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1680x1050,1663x889,Consent,,,Consent form,3,Set1,Consent,Over 18,Proficiency English,No,consent4,1
6,1721646713686,22/07/2024 11:11:53,1721646713435,1,22/07/2024 12:11:53,179131,14,questionnaire-ynix,,39122853,BLIND,11475464,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1680x1050,1663x889,Consent,,,Consent form,3,Set1,Consent,Over 18,Proficiency English,No,consent5,1
7,1721646713686,22/07/2024 11:11:53,1721646713435,1,22/07/2024 12:11:53,179131,14,questionnaire-ynix,,39122853,BLIND,11475464,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1680x1050,1663x889,Consent,,,Consent form,3,Set1,Consent,Over 18,Proficiency English,No,consent6,1
8,1721646713686,22/07/2024 11:11:53,1721646713435,1,22/07/2024 12:11:53,179131,14,questionnaire-ynix,,39122853,BLIND,11475464,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1680x1050,1663x889,Consent,,,Consent form,3,Set1,Consent,Over 18,Proficiency English,No,consent7,1
9,1721646713686,22/07/2024 11:11:53,1721646713435,1,22/07/2024 12:11:53,179131,14,questionnaire-ynix,,39122853,BLIND,11475464,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1680x1050,1663x889,Consent,,,Consent form,3,Set1,Consent,Over 18,Proficiency English,No,END QUESTIONNAIRE,5282
1,1721318474793,18/07/2024 16:01:14,1721314846197,1,18/07/2024 16:00:46,179131,14,questionnaire-ynix,,39059069,BLIND,11455863,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1536x864,1494x715,Consent,,,Consent form,3,Set1,Consent,Over 18,Proficiency English,No,BEGIN QUESTIONNAIRE,
2,1721318500904,18/07/2024 16:01:40,1721314872359,1,18/07/2024 16:01:12,179131,14,questionnaire-ynix,,39059069,BLIND,11455863,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1536x864,1477x715,Consent,,,Consent form,3,Set1,Consent,Over 18,Proficiency English,No,consent1,1
3,1721318500979,18/07/2024 16:01:40,1721314872368,1,18/07/2024 16:01:12,179131,14,questionnaire-ynix,,39059069,BLIND,11455863,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1536x864,1477x715,Consent,,,Consent form,3,Set1,Consent,Over 18,Proficiency English,No,consent2,1
4,1721318500979,18/07/2024 16:01:40,1721314872368,1,18/07/2024 16:01:12,179131,14,questionnaire-ynix,,39059069,BLIND,11455863,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1536x864,1477x715,Consent,,,Consent form,3,Set1,Consent,Over 18,Proficiency English,No,consent3,1
5,1721318500979,18/07/2024 16:01:40,1721314872368,1,18/07/2024 16:01:12,179131,14,questionnaire-ynix,,39059069,BLIND,11455863,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1536x864,1477x715,Consent,,,Consent form,3,Set1,Consent,Over 18,Proficiency English,No,consent4,1
6,1721318500979,18/07/2024 16:01:40,1721314872369,1,18/07/2024 16:01:12,179131,14,questionnaire-ynix,,39059069,BLIND,11455863,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1536x864,1477x715,Consent,,,Consent form,3,Set1,Consent,Over 18,Proficiency English,No,consent5,1
7,1721318500979,18/07/2024 16:01:40,1721314872369,1,18/07/2024 16:01:12,179131,14,questionnaire-ynix,,39059069,BLIND,11455863,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1536x864,1477x715,Consent,,,Consent form,3,Set1,Consent,Over 18,Proficiency English,No,consent6,1
8,1721318500979,18/07/2024 16:01:40,1721314872369,1,18/07/2024 16:01:12,179131,14,questionnaire-ynix,,39059069,BLIND,11455863,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1536x864,1477x715,Consent,,,Consent form,3,Set1,Consent,Over 18,Proficiency English,No,consent7,1
9,1721318500979,18/07/2024 16:01:40,1721314872369,1,18/07/2024 16:01:12,179131,14,questionnaire-ynix,,39059069,BLIND,11455863,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1536x864,1477x715,Consent,,,Consent form,3,Set1,Consent,Over 18,Proficiency English,No,END QUESTIONNAIRE,26172
1,1720890465679,13/07/2024 17:07:45,1720890465184,1,13/07/2024 18:07:45,179131,14,questionnaire-ynix,,38955070,BLIND,11421833,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 123.0.0.0,1536x864,1536x730,Consent,,,Consent form,3,Set1,Consent,Over 18,Proficiency English,No,BEGIN QUESTIONNAIRE,
2,1720890483372,13/07/2024 17:08:03,1720890482924,1,13/07/2024 18:08:02,179131,14,questionnaire-ynix,,38955070,BLIND,11421833,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 123.0.0.0,1536x864,1536x730,Consent,,,Consent form,3,Set1,Consent,Over 18,Proficiency English,No,consent1,1
3,1720890483442,13/07/2024 17:08:03,1720890482928,1,13/07/2024 18:08:02,179131,14,questionnaire-ynix,,38955070,BLIND,11421833,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 123.0.0.0,1536x864,1536x730,Consent,,,Consent form,3,Set1,Consent,Over 18,Proficiency English,No,consent2,1
4,1720890483442,13/07/2024 17:08:03,1720890482929,1,13/07/2024 18:08:02,179131,14,questionnaire-ynix,,38955070,BLIND,11421833,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 123.0.0.0,1536x864,1536x730,Consent,,,Consent form,3,Set1,Consent,Over 18,Proficiency English,No,consent3,1
5,1720890483442,13/07/2024 17:08:03,1720890482929,1,13/07/2024 18:08:02,179131,14,questionnaire-ynix,,38955070,BLIND,11421833,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 123.0.0.0,1536x864,1536x730,Consent,,,Consent form,3,Set1,Consent,Over 18,Proficiency English,No,consent4,1
6,1720890483442,13/07/2024 17:08:03,1720890482931,1,13/07/2024 18:08:02,179131,14,questionnaire-ynix,,38955070,BLIND,11421833,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 123.0.0.0,1536x864,1536x730,Consent,,,Consent form,3,Set1,Consent,Over 18,Proficiency English,No,consent5,1
7,1720890483442,13/07/2024 17:08:03,1720890482932,1,13/07/2024 18:08:02,179131,14,questionnaire-ynix,,38955070,BLIND,11421833,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 123.0.0.0,1536x864,1536x730,Consent,,,Consent form,3,Set1,Consent,Over 18,Proficiency English,No,consent6,1
8,1720890483442,13/07/2024 17:08:03,1720890482932,1,13/07/2024 18:08:02,179131,14,questionnaire-ynix,,38955070,BLIND,11421833,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 123.0.0.0,1536x864,1536x730,Consent,,,Consent form,3,Set1,Consent,Over 18,Proficiency English,No,consent7,1
9,1720890483442,13/07/2024 17:08:03,1720890482933,1,13/07/2024 18:08:02,179131,14,questionnaire-ynix,,38955070,BLIND,11421833,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 123.0.0.0,1536x864,1536x730,Consent,,,Consent form,3,Set1,Consent,Over 18,Proficiency English,No,END QUESTIONNAIRE,17749
1,1720713139169,11/07/2024 15:52:19,1720713141754,1,11/07/2024 16:52:21,179131,14,questionnaire-ynix,,38914562,BLIND,11412156,,complete,,,computer,Desktop or Laptop,Chromium OS 14816.131.0,Chrome 103.0.0.0,1366x768,1366x617,Consent,,,Consent form,3,Set1,Consent,Over 18,Proficiency English,No,BEGIN QUESTIONNAIRE,
2,1720713179328,11/07/2024 15:52:59,1720713181962,1,11/07/2024 16:53:01,179131,14,questionnaire-ynix,,38914562,BLIND,11412156,,complete,,,computer,Desktop or Laptop,Chromium OS 14816.131.0,Chrome 103.0.0.0,1366x768,1366x617,Consent,,,Consent form,3,Set1,Consent,Over 18,Proficiency English,No,consent1,1
3,1720713179418,11/07/2024 15:52:59,1720713181966,1,11/07/2024 16:53:01,179131,14,questionnaire-ynix,,38914562,BLIND,11412156,,complete,,,computer,Desktop or Laptop,Chromium OS 14816.131.0,Chrome 103.0.0.0,1366x768,1366x617,Consent,,,Consent form,3,Set1,Consent,Over 18,Proficiency English,No,consent2,1
4,1720713179418,11/07/2024 15:52:59,1720713181966,1,11/07/2024 16:53:01,179131,14,questionnaire-ynix,,38914562,BLIND,11412156,,complete,,,computer,Desktop or Laptop,Chromium OS 14816.131.0,Chrome 103.0.0.0,1366x768,1366x617,Consent,,,Consent form,3,Set1,Consent,Over 18,Proficiency English,No,consent3,1
5,1720713179418,11/07/2024 15:52:59,1720713181967,1,11/07/2024 16:53:01,179131,14,questionnaire-ynix,,38914562,BLIND,11412156,,complete,,,computer,Desktop or Laptop,Chromium OS 14816.131.0,Chrome 103.0.0.0,1366x768,1366x617,Consent,,,Consent form,3,Set1,Consent,Over 18,Proficiency English,No,consent4,1
6,1720713179418,11/07/2024 15:52:59,1720713181968,1,11/07/2024 16:53:01,179131,14,questionnaire-ynix,,38914562,BLIND,11412156,,complete,,,computer,Desktop or Laptop,Chromium OS 14816.131.0,Chrome 103.0.0.0,1366x768,1366x617,Consent,,,Consent form,3,Set1,Consent,Over 18,Proficiency English,No,consent5,1
7,1720713179418,11/07/2024 15:52:59,1720713181968,1,11/07/2024 16:53:01,179131,14,questionnaire-ynix,,38914562,BLIND,11412156,,complete,,,computer,Desktop or Laptop,Chromium OS 14816.131.0,Chrome 103.0.0.0,1366x768,1366x617,Consent,,,Consent form,3,Set1,Consent,Over 18,Proficiency English,No,consent6,1
8,1720713179418,11/07/2024 15:52:59,1720713181968,1,11/07/2024 16:53:01,179131,14,questionnaire-ynix,,38914562,BLIND,11412156,,complete,,,computer,Desktop or Laptop,Chromium OS 14816.131.0,Chrome 103.0.0.0,1366x768,1366x617,Consent,,,Consent form,3,Set1,Consent,Over 18,Proficiency English,No,consent7,1
9,1720713179418,11/07/2024 15:52:59,1720713181969,1,11/07/2024 16:53:01,179131,14,questionnaire-ynix,,38914562,BLIND,11412156,,complete,,,computer,Desktop or Laptop,Chromium OS 14816.131.0,Chrome 103.0.0.0,1366x768,1366x617,Consent,,,Consent form,3,Set1,Consent,Over 18,Proficiency English,No,END QUESTIONNAIRE,40216
1,1720709849228,11/07/2024 14:57:29,1720709849204,1,11/07/2024 15:57:29,179131,14,questionnaire-ynix,,38911664,BLIND,11411662,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,1536x864,1528x708,Consent,,,Consent form,3,Set2,Consent,Over 18,Proficiency English,No,BEGIN QUESTIONNAIRE,
2,1720709872344,11/07/2024 14:57:52,1720709872361,1,11/07/2024 15:57:52,179131,14,questionnaire-ynix,,38911664,BLIND,11411662,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,1536x864,1513x708,Consent,,,Consent form,3,Set2,Consent,Over 18,Proficiency English,No,consent1,1
3,1720709872407,11/07/2024 14:57:52,1720709872361,1,11/07/2024 15:57:52,179131,14,questionnaire-ynix,,38911664,BLIND,11411662,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,1536x864,1513x708,Consent,,,Consent form,3,Set2,Consent,Over 18,Proficiency English,No,consent2,1
4,1720709872407,11/07/2024 14:57:52,1720709872362,1,11/07/2024 15:57:52,179131,14,questionnaire-ynix,,38911664,BLIND,11411662,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,1536x864,1513x708,Consent,,,Consent form,3,Set2,Consent,Over 18,Proficiency English,No,consent3,1
5,1720709872407,11/07/2024 14:57:52,1720709872362,1,11/07/2024 15:57:52,179131,14,questionnaire-ynix,,38911664,BLIND,11411662,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,1536x864,1513x708,Consent,,,Consent form,3,Set2,Consent,Over 18,Proficiency English,No,consent4,1
6,1720709872407,11/07/2024 14:57:52,1720709872362,1,11/07/2024 15:57:52,179131,14,questionnaire-ynix,,38911664,BLIND,11411662,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,1536x864,1513x708,Consent,,,Consent form,3,Set2,Consent,Over 18,Proficiency English,No,consent5,1
7,1720709872407,11/07/2024 14:57:52,1720709872362,1,11/07/2024 15:57:52,179131,14,questionnaire-ynix,,38911664,BLIND,11411662,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,1536x864,1513x708,Consent,,,Consent form,3,Set2,Consent,Over 18,Proficiency English,No,consent6,1
8,1720709872407,11/07/2024 14:57:52,1720709872362,1,11/07/2024 15:57:52,179131,14,questionnaire-ynix,,38911664,BLIND,11411662,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,1536x864,1513x708,Consent,,,Consent form,3,Set2,Consent,Over 18,Proficiency English,No,consent7,1
9,1720709872407,11/07/2024 14:57:52,1720709872362,1,11/07/2024 15:57:52,179131,14,questionnaire-ynix,,38911664,BLIND,11411662,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,1536x864,1513x708,Consent,,,Consent form,3,Set2,Consent,Over 18,Proficiency English,No,END QUESTIONNAIRE,23158
1,1720194239342,05/07/2024 15:43:59,1720194238083,1,05/07/2024 16:43:58,179131,14,questionnaire-ynix,,38776111,BLIND,11378346,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,1280x720,1232x598,Consent,,,Consent form,3,Set2,Consent,Over 18,Proficiency English,No,BEGIN QUESTIONNAIRE,
2,1720194254880,05/07/2024 15:44:14,1720194253664,1,05/07/2024 16:44:13,179131,14,questionnaire-ynix,,38776111,BLIND,11378346,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,1280x720,1217x598,Consent,,,Consent form,3,Set2,Consent,Over 18,Proficiency English,No,consent1,1
3,1720194254932,05/07/2024 15:44:14,1720194253665,1,05/07/2024 16:44:13,179131,14,questionnaire-ynix,,38776111,BLIND,11378346,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,1280x720,1217x598,Consent,,,Consent form,3,Set2,Consent,Over 18,Proficiency English,No,consent2,1
4,1720194254932,05/07/2024 15:44:14,1720194253665,1,05/07/2024 16:44:13,179131,14,questionnaire-ynix,,38776111,BLIND,11378346,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,1280x720,1217x598,Consent,,,Consent form,3,Set2,Consent,Over 18,Proficiency English,No,consent3,1
5,1720194254932,05/07/2024 15:44:14,1720194253666,1,05/07/2024 16:44:13,179131,14,questionnaire-ynix,,38776111,BLIND,11378346,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,1280x720,1217x598,Consent,,,Consent form,3,Set2,Consent,Over 18,Proficiency English,No,consent4,1
6,1720194254932,05/07/2024 15:44:14,1720194253666,1,05/07/2024 16:44:13,179131,14,questionnaire-ynix,,38776111,BLIND,11378346,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,1280x720,1217x598,Consent,,,Consent form,3,Set2,Consent,Over 18,Proficiency English,No,consent5,1
7,1720194254932,05/07/2024 15:44:14,1720194253666,1,05/07/2024 16:44:13,179131,14,questionnaire-ynix,,38776111,BLIND,11378346,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,1280x720,1217x598,Consent,,,Consent form,3,Set2,Consent,Over 18,Proficiency English,No,consent6,1
8,1720194254932,05/07/2024 15:44:14,1720194253666,1,05/07/2024 16:44:13,179131,14,questionnaire-ynix,,38776111,BLIND,11378346,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,1280x720,1217x598,Consent,,,Consent form,3,Set2,Consent,Over 18,Proficiency English,No,consent7,1
9,1720194254932,05/07/2024 15:44:14,1720194253666,1,05/07/2024 16:44:13,179131,14,questionnaire-ynix,,38776111,BLIND,11378346,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,1280x720,1217x598,Consent,,,Consent form,3,Set2,Consent,Over 18,Proficiency English,No,END QUESTIONNAIRE,15583
1,1721762034252,23/07/2024 19:13:54,1721762033904,1,23/07/2024 20:13:53,179131,14,questionnaire-ynix,,39157950,BLIND,11489771,,complete,,,computer,Desktop or Laptop,Windows 7,Chrome 90.0.4430.93,1366x768,1366x625,Consent,,,Consent form,3,Set2,Consent,Over 18,Proficiency English,No,BEGIN QUESTIONNAIRE,
2,1721762072809,23/07/2024 19:14:32,1721762072705,1,23/07/2024 20:14:32,179131,14,questionnaire-ynix,,39157950,BLIND,11489771,,complete,,,computer,Desktop or Laptop,Windows 7,Chrome 90.0.4430.93,1366x768,1349x625,Consent,,,Consent form,3,Set2,Consent,Over 18,Proficiency English,No,consent1,1
3,1721762072865,23/07/2024 19:14:32,1721762072708,1,23/07/2024 20:14:32,179131,14,questionnaire-ynix,,39157950,BLIND,11489771,,complete,,,computer,Desktop or Laptop,Windows 7,Chrome 90.0.4430.93,1366x768,1349x625,Consent,,,Consent form,3,Set2,Consent,Over 18,Proficiency English,No,consent2,1
4,1721762072865,23/07/2024 19:14:32,1721762072710,1,23/07/2024 20:14:32,179131,14,questionnaire-ynix,,39157950,BLIND,11489771,,complete,,,computer,Desktop or Laptop,Windows 7,Chrome 90.0.4430.93,1366x768,1349x625,Consent,,,Consent form,3,Set2,Consent,Over 18,Proficiency English,No,consent3,1
5,1721762072865,23/07/2024 19:14:32,1721762072710,1,23/07/2024 20:14:32,179131,14,questionnaire-ynix,,39157950,BLIND,11489771,,complete,,,computer,Desktop or Laptop,Windows 7,Chrome 90.0.4430.93,1366x768,1349x625,Consent,,,Consent form,3,Set2,Consent,Over 18,Proficiency English,No,consent4,1
6,1721762072865,23/07/2024 19:14:32,1721762072710,1,23/07/2024 20:14:32,179131,14,questionnaire-ynix,,39157950,BLIND,11489771,,complete,,,computer,Desktop or Laptop,Windows 7,Chrome 90.0.4430.93,1366x768,1349x625,Consent,,,Consent form,3,Set2,Consent,Over 18,Proficiency English,No,consent5,1
7,1721762072865,23/07/2024 19:14:32,1721762072710,1,23/07/2024 20:14:32,179131,14,questionnaire-ynix,,39157950,BLIND,11489771,,complete,,,computer,Desktop or Laptop,Windows 7,Chrome 90.0.4430.93,1366x768,1349x625,Consent,,,Consent form,3,Set2,Consent,Over 18,Proficiency English,No,consent6,1
8,1721762072865,23/07/2024 19:14:32,1721762072710,1,23/07/2024 20:14:32,179131,14,questionnaire-ynix,,39157950,BLIND,11489771,,complete,,,computer,Desktop or Laptop,Windows 7,Chrome 90.0.4430.93,1366x768,1349x625,Consent,,,Consent form,3,Set2,Consent,Over 18,Proficiency English,No,consent7,1
9,1721762072865,23/07/2024 19:14:32,1721762072710,1,23/07/2024 20:14:32,179131,14,questionnaire-ynix,,39157950,BLIND,11489771,,complete,,,computer,Desktop or Laptop,Windows 7,Chrome 90.0.4430.93,1366x768,1349x625,Consent,,,Consent form,3,Set2,Consent,Over 18,Proficiency English,No,END QUESTIONNAIRE,38807
