Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-3edb,checkpoint-sudm,branch-hm4e,branch-vf4a,Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: instruct_num,Spreadsheet: instruct_text,Spreadsheet: passage,Spreadsheet: line,Spreadsheet: line_text,Spreadsheet: probe,Spreadsheet: condition,Spreadsheet: condition_num,Spreadsheet: set,Spreadsheet: question_text,Spreadsheet: correct_response,Spreadsheet: response_a,Spreadsheet: response_b,Spreadsheet: response_c,Spreadsheet: response_d,Spreadsheet: response_e,Spreadsheet: ,Spreadsheet: __EMPTY,Spreadsheet: __EMPTY_1,Spreadsheet: __EMPTY_2,Manipulation: Spreadsheet
1,1719917962321,02/07/2024 10:59:22,1719921562321,1,02/07/2024 12:59:22,179131,14,task-353c,,38673791,BLIND,11354582,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1273x694,Consent,,0,Mind wandering task,11,Set2,Consent,Over 18,Proficiency English,set2,set2,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1719917963771,02/07/2024 10:59:23,1719921563771,1,02/07/2024 12:59:23,179131,14,task-353c,,38673791,BLIND,11354582,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1273x694,Consent,,0,Mind wandering task,11,Set2,Consent,Over 18,Proficiency English,set2,set2,1,start,Welcome,vo3k26,1,continue,,1470.2999999761582,1466.9,1470.2999999761582,1470.2999999761582,1466.9,1470.2999999761582,1,1470.2999999761582,0,0,,Click To Continue,Continue Button,2,object-14,start,,,,,,,,,,,,,,,,,,,,,
3,1719917977166,02/07/2024 10:59:37,1719921577166,1,02/07/2024 12:59:37,179131,14,task-353c,,38673791,BLIND,11354582,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1273x694,Consent,,0,Mind wandering task,11,Set2,Consent,Over 18,Proficiency English,set2,set2,1,instr_passages,Text,zppu2h,1,response,space,13398.199999988079,13383.3,13398.199999988079,13398.199999988079,13383.3,13398.199999988079,1,13398.199999988079,0,0,,Keyboard Response,Keyboard Response,2,object-25,instr_passages,1,"TASK INSTRUCTIONS - PLEASE READ CAREFULLY! The goal of this study is to learn how mind wandering and OCD symptomology affects how you learn information during reading. <br><br> Mind wandering is a term used to describe what occurs when your attention wanders from a task. Sometimes when your mind wanders, you begin thinking about personal events or concerns rather than your task. At other times, your mind can wander because you are bored or tired and you don’t really know what you’re thinking about; all you know is that you are no longer thinking about your task.<br><br>Please press the space bar to continue.",,,,,,,,,,,,,,,,,,,
4,1719917983612,02/07/2024 10:59:43,1719921583612,1,02/07/2024 12:59:43,179131,14,task-353c,,38673791,BLIND,11354582,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1273x694,Consent,,0,Mind wandering task,11,Set2,Consent,Over 18,Proficiency English,set2,set2,2,instr_passages,Text,zppu2h,1,response,space,6461.200000000001,6449.9000000000015,6461.200000000001,6461.200000000001,6449.9000000000015,6461.200000000001,1,6461.200000000001,0,0,,Keyboard Response,Keyboard Response,2,object-25,instr_passages,2,"Importantly, mind wandering can occur either because you INTENTIONALLY decided to think about things that are unrelated to the task, OR because your thoughts UNINTENTIONALLY drifted away to task-unrelated thoughts, despite your best intentions to focus on the task. <br><br> Please press the space bar to continue.",,,,,,,,,,,,,,,,,,,
5,1719917991092,02/07/2024 10:59:51,1719921591092,1,02/07/2024 12:59:51,179131,14,task-353c,,38673791,BLIND,11354582,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1273x694,Consent,,0,Mind wandering task,11,Set2,Consent,Over 18,Proficiency English,set2,set2,3,instr_passages,Text,zppu2h,1,response,space,7491.299999999999,7483.399999999998,7491.299999999999,7491.299999999999,7483.399999999998,7491.299999999999,1,7491.299999999999,0,0,,Keyboard Response,Keyboard Response,2,object-25,instr_passages,3,"Being ON TASK means that you were focused on completing the task and were not thinking about anything unrelated to the task. Some examples of ON TASK thoughts include thoughts about your performance on the task, thoughts about the digits, or thoughts about your response. <br><br> Please press the space bar to continue.",,,,,,,,,,,,,,,,,,,
6,1719918004900,02/07/2024 11:00:04,1719921604900,1,02/07/2024 13:00:04,179131,14,task-353c,,38673791,BLIND,11354582,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1273x694,Consent,,0,Mind wandering task,11,Set2,Consent,Over 18,Proficiency English,set2,set2,4,instr_passages,Text,zppu2h,1,response,space,13816.09999998808,13799.800000000003,13816.09999998808,13816.09999998808,13799.800000000003,13816.09999998808,1,13816.09999998808,0,0,,Keyboard Response,Keyboard Response,2,object-25,instr_passages,4,"In this task, you will read 8 passages and answer reading comprehension questions for each passage. <br><br> THE PASSAGES WILL BE PRESENTED IN A SENTENCE-BY-SENTENCE FASHION. PLEASE READ THE SENTENCES AT YOUR NORMAL READING PACE. ONCE YOU HAVE FINISHED READING ONE SENTENCE, PRESS THE SPACE BAR TO MOVE ON TO THE NEXT SENTENCE. Once you've read the sentence you MAY NOT GO BACK.<br><br> Please press the space bar to continue.",,,,,,,,,,,,,,,,,,,
7,1719918018788,02/07/2024 11:00:18,1719921618788,1,02/07/2024 13:00:18,179131,14,task-353c,,38673791,BLIND,11354582,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1273x694,Consent,,0,Mind wandering task,11,Set2,Consent,Over 18,Proficiency English,set2,set2,5,instr_passages,Text,zppu2h,1,response,space,13904.199999964236,13900.099999999999,13904.199999964236,13904.199999964236,13900.099999999999,13904.199999964236,1,13904.199999964236,0,0,,Keyboard Response,Keyboard Response,2,object-25,instr_passages,5,"THE SET OF READING COMPREHENSION QUESTIONS FOR THAT PARTICULAR PASSAGE YOU’VE FINISHED READING WILL APPEAR AFTER EACH PASSAGE, not all together at the end. Like the sentences, once you've answered the questions you MAY NOT GO BACK TO CHANGE YOUR ANSWER.
<br><br> 
Please press the space bar to continue.",,,,,,,,,,,,,,,,,,,
8,1719918029916,02/07/2024 11:00:29,1719921629916,1,02/07/2024 13:00:29,179131,14,task-353c,,38673791,BLIND,11354582,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1273x694,Consent,,0,Mind wandering task,11,Set2,Consent,Over 18,Proficiency English,set2,set2,6,instr_passages,Text,zppu2h,1,response,space,11132.399999976158,11116.699999999997,11132.399999976158,11132.399999976158,11116.699999999997,11132.399999976158,1,11132.399999976158,0,0,,Keyboard Response,Keyboard Response,2,object-25,instr_passages,6,"Additionally, while you are reading you will be randomly interrupted and asked “WHICH OF THE FOLLOWING RESPONSES BEST CHARACTERISES YOUR MENTAL STATE JUST PRIOR TO THE PRESENTATION OF THIS SCREEN?"" You would have to choose either “On task”, ""Intentionally mind wandering"" or ""Unintentionally mind wandering"" by clicking on the appropriate option.<br><br> Please press the space bar to continue.",,,,,,,,,,,,,,,,,,,
9,1719918037188,02/07/2024 11:00:37,1719921637188,1,02/07/2024 13:00:37,179131,14,task-353c,,38673791,BLIND,11354582,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1273x694,Consent,,0,Mind wandering task,11,Set2,Consent,Over 18,Proficiency English,set2,set2,7,instr_passages,Text,zppu2h,1,response,space,7287.39999996424,7283.199999999997,7287.39999996424,7287.39999996424,7283.199999999997,7287.39999996424,1,7287.39999996424,0,0,,Keyboard Response,Keyboard Response,2,object-25,instr_passages,7,This entire task is self-paced. Though of course you should try NOT TO go over the task's ending time of 30 minutes. So try to do the task all the way through instead of taking too many small breaks in between. The task isn't long so you should be able to do it without taking any breaks. <br><br> Please press the space bar to continue.,,,,,,,,,,,,,,,,,,,
10,1719918038420,02/07/2024 11:00:38,1719921638420,1,02/07/2024 13:00:38,179131,14,task-353c,,38673791,BLIND,11354582,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1273x694,Consent,,0,Mind wandering task,11,Set2,Consent,Over 18,Proficiency English,set2,set2,8,instr_passages,Text,zppu2h,1,response,space,1235.799999988085,1233.6000000000058,1235.799999988085,1235.799999988085,1233.6000000000058,1235.799999988085,1,1235.799999988085,0,0,,Keyboard Response,Keyboard Response,2,object-25,instr_passages,8,Please press the space bar to start reading the first passage.,,,,,,,,,,,,,,,,,,,
11,1719918042803,02/07/2024 11:00:42,1719921642803,1,02/07/2024 13:00:42,179131,14,task-353c,,38673791,BLIND,11354582,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1273x694,Consent,,0,Mind wandering task,11,Set2,Consent,Over 18,Proficiency English,set2,set2,1,passages,Sentences,3emlxf,1,response,space,4385.299999952316,4383.199999999997,4385.299999952316,4385.299999952316,4383.199999999997,4385.299999952316,1,4385.299999952316,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,0,Passage 1,0,Easy,2,2,,,,,,,,,,,,
12,1719918050419,02/07/2024 11:00:50,1719921650419,1,02/07/2024 13:00:50,179131,14,task-353c,,38673791,BLIND,11354582,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1273x694,Consent,,0,Mind wandering task,11,Set2,Consent,Over 18,Proficiency English,set2,set2,2,passages,Sentences,3emlxf,1,response,space,7618.599999952319,7616.900000000009,7618.599999952319,7618.599999952319,7616.900000000009,7618.599999952319,1,7618.599999952319,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,1,Elizabeth Barrett was wise enough to see that Browning was a fine poet.,0,Easy,2,2,,,,,,,,,,,,
13,1719918067723,02/07/2024 11:01:07,1719921667723,1,02/07/2024 13:01:07,179131,14,task-353c,,38673791,BLIND,11354582,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1273x694,Consent,,0,Mind wandering task,11,Set2,Consent,Over 18,Proficiency English,set2,set2,3,passages,Sentences,3emlxf,1,response,space,17305.899999999994,17299.79999999999,17305.899999999994,17305.899999999994,17299.79999999999,17305.899999999994,1,17305.899999999994,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,2,"The young man with the lemon-colored gloves and long dark hair and high-strung, restless manner who had visited her in 1846 had been moved to write to her because she had praised his poetry.",1,Easy,2,2,,,,,,,,,,,,
14,1719918074186,02/07/2024 11:01:14,1719921674186,1,02/07/2024 13:01:14,179131,14,task-353c,,38673791,BLIND,11354582,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1273x694,Consent,,0,Mind wandering task,11,Set2,Consent,Over 18,Proficiency English,set2,set2,1,probe,Thought probe,muxvwp,1,response,Unintentional,6469.199999964243,6466.600000000006,6469.199999964243,6469.199999964243,6466.600000000006,6469.199999964243,1,6469.199999964243,0,0,,Click Response,Unintentional,4,object-84,probe,,,,,,,,,,,,,,,,,,,,,
15,1719918107875,02/07/2024 11:01:47,1719921707875,1,02/07/2024 13:01:47,179131,14,task-353c,,38673791,BLIND,11354582,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1273x694,Consent,,0,Mind wandering task,11,Set2,Consent,Over 18,Proficiency English,set2,set2,4,passages,Sentences,3emlxf,1,response,space,33691.5,33683.29999999999,33691.5,33691.5,33683.29999999999,33691.5,1,33691.5,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,3,"She found the man even more to her liking than the verse, and it was not so very long-only the time between May, 1845 and September, 1846-before Robert Browning had stolen the poetess from the dour father who guarded her like a dragon (never wanting her to marry any man), and taken her with him to Italy and a new life.",1,Easy,2,2,,,,,,,,,,,,
16,1719918110182,02/07/2024 11:01:50,1719921710182,1,02/07/2024 13:01:50,179131,14,task-353c,,38673791,BLIND,11354582,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1273x694,Consent,,0,Mind wandering task,11,Set2,Consent,Over 18,Proficiency English,set2,set2,2,probe,Thought probe,muxvwp,1,response,Unintentional,2314.799999964249,2300,2314.799999964249,2314.799999964249,2300,2314.799999964249,1,2314.799999964249,0,0,,Click Response,Unintentional,4,object-84,probe,,,,,,,,,,,,,,,,,,,,,
17,1719918113954,02/07/2024 11:01:53,1719921713954,1,02/07/2024 13:01:53,179131,14,task-353c,,38673791,BLIND,11354582,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1273x694,Consent,,0,Mind wandering task,11,Set2,Consent,Over 18,Proficiency English,set2,set2,5,passages,Sentences,3emlxf,1,response,space,3786.7000000000116,3783.3000000000175,3786.7000000000116,3786.7000000000116,3783.3000000000175,3786.7000000000116,1,3786.7000000000116,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,4,"One morning, soon after Robert and Elizabeth married; she thrust a manuscript into Robert’s pocket.",0,Easy,2,2,,,,,,,,,,,,
18,1719918116306,02/07/2024 11:01:56,1719921716306,1,02/07/2024 13:01:56,179131,14,task-353c,,38673791,BLIND,11354582,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1273x694,Consent,,0,Mind wandering task,11,Set2,Consent,Over 18,Proficiency English,set2,set2,6,passages,Sentences,3emlxf,1,response,space,2355.4999999642314,2350,2355.4999999642314,2355.4999999642314,2350,2355.4999999642314,1,2355.4999999642314,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,5,"Then she ran up to her room, embarrassed by her action.",0,Easy,2,2,,,,,,,,,,,,
19,1719918118532,02/07/2024 11:01:58,1719921718532,1,02/07/2024 13:01:58,179131,14,task-353c,,38673791,BLIND,11354582,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1273x694,Consent,,0,Mind wandering task,11,Set2,Consent,Over 18,Proficiency English,set2,set2,7,passages,Sentences,3emlxf,1,response,space,2231.1999999523105,2216.7999999999884,2231.1999999523105,2231.1999999523105,2216.7999999999884,2231.1999999523105,1,2231.1999999523105,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,6,The manuscript was a sonnet sequence that she had written about their courtship and their love letters.,0,Easy,2,2,,,,,,,,,,,,
20,1719918124219,02/07/2024 11:02:04,1719921724219,1,02/07/2024 13:02:04,179131,14,task-353c,,38673791,BLIND,11354582,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1273x694,Consent,,0,Mind wandering task,11,Set2,Consent,Over 18,Proficiency English,set2,set2,8,passages,Sentences,3emlxf,1,response,space,5702.299999988085,5700.100000000006,5702.299999988085,5702.299999988085,5700.100000000006,5702.299999988085,1,5702.299999988085,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,7,"Mrs. Browning never intended for these poems to be published, but Robert promptly insisted that they must be.",0,Easy,2,2,,,,,,,,,,,,
21,1719918127298,02/07/2024 11:02:07,1719921727298,1,02/07/2024 13:02:07,179131,14,task-353c,,38673791,BLIND,11354582,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1273x694,Consent,,0,Mind wandering task,11,Set2,Consent,Over 18,Proficiency English,set2,set2,9,passages,Sentences,3emlxf,1,response,space,3080.399999976158,3066.5,3080.399999976158,3080.399999976158,3066.5,3080.399999976158,1,3080.399999976158,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,8,He suggested calling them Sonnets from the Portuguese.,0,Easy,2,2,,,,,,,,,,,,
22,1719918131634,02/07/2024 11:02:11,1719921731634,1,02/07/2024 13:02:11,179131,14,task-353c,,38673791,BLIND,11354582,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1273x694,Consent,,0,Mind wandering task,11,Set2,Consent,Over 18,Proficiency English,set2,set2,10,passages,Sentences,3emlxf,1,response,space,4351,4349.600000000006,4351,4351,4349.600000000006,4351,1,4351,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,9,He may have suggested this title to hide the fact that the poems were personal.,0,Easy,2,2,,,,,,,,,,,,
23,1719918135778,02/07/2024 11:02:15,1719921735778,1,02/07/2024 13:02:15,179131,14,task-353c,,38673791,BLIND,11354582,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1273x694,Consent,,0,Mind wandering task,11,Set2,Consent,Over 18,Proficiency English,set2,set2,11,passages,Sentences,3emlxf,1,response,space,4145.1999999523105,4133.6999999999825,4145.1999999523105,4145.1999999523105,4133.6999999999825,4145.1999999523105,1,4145.1999999523105,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,10,He thought that these poems were “the finest sonnets written in our language since Shakespeare’s.”,0,Easy,2,2,,,,,,,,,,,,
24,1719918138986,02/07/2024 11:02:18,1719921738986,1,02/07/2024 13:02:18,179131,14,task-353c,,38673791,BLIND,11354582,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1273x694,Consent,,0,Mind wandering task,11,Set2,Consent,Over 18,Proficiency English,set2,set2,12,passages,Sentences,3emlxf,1,response,space,3219.799999964249,3216.600000000006,3219.799999964249,3219.799999964249,3216.600000000006,3219.799999964249,1,3219.799999964249,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,11,"Robert Browning’s opinion of Sonnets from the Portuguese was flattering to his wife, the same as his opinion of most of her poetry.",0,Easy,2,2,,,,,,,,,,,,
25,1719918141529,02/07/2024 11:02:21,1719921741529,1,02/07/2024 13:02:21,179131,14,task-353c,,38673791,BLIND,11354582,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1273x694,Consent,,0,Mind wandering task,11,Set2,Consent,Over 18,Proficiency English,set2,set2,13,passages,Sentences,3emlxf,1,response,space,2545.699999964243,2533,2545.699999964243,2545.699999964243,2533,2545.699999964243,1,2545.699999964243,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,12,"He thought that she was a better poet than he was, and the world at that time agreed with him.",0,Easy,2,2,,,,,,,,,,,,
26,1719918143259,02/07/2024 11:02:23,1719921743259,1,02/07/2024 13:02:23,179131,14,task-353c,,38673791,BLIND,11354582,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1273x694,Consent,,0,Mind wandering task,11,Set2,Consent,Over 18,Proficiency English,set2,set2,14,passages,Sentences,3emlxf,1,response,space,1742.799999988085,1733.7000000000116,1742.799999988085,1742.799999988085,1733.7000000000116,1742.799999988085,1,1742.799999988085,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,13,"He called her his “moon of poets,” and she considered him her sun.",0,Easy,2,2,,,,,,,,,,,,
27,1719918145178,02/07/2024 11:02:25,1719921745178,1,02/07/2024 13:02:25,179131,14,task-353c,,38673791,BLIND,11354582,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1273x694,Consent,,0,Mind wandering task,11,Set2,Consent,Over 18,Proficiency English,set2,set2,15,passages,Sentences,3emlxf,1,response,space,1928.6999999523105,1916.6000000000058,1928.6999999523105,1928.6999999523105,1916.6000000000058,1928.6999999523105,1,1928.6999999523105,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,14,Elizabeth Barrett Browning was a pure singer with a lovely lyrical tenderness.,0,Easy,2,2,,,,,,,,,,,,
28,1719918146738,02/07/2024 11:02:26,1719921746738,1,02/07/2024 13:02:26,179131,14,task-353c,,38673791,BLIND,11354582,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1273x694,Consent,,0,Mind wandering task,11,Set2,Consent,Over 18,Proficiency English,set2,set2,16,passages,Sentences,3emlxf,1,response,space,1571.3999999642256,1566.7999999999884,1571.3999999642256,1571.3999999642256,1566.7999999999884,1571.3999999642256,1,1571.3999999642256,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,15,She was the best poet of her sex since Sappho.,0,Easy,2,2,,,,,,,,,,,,
29,1719918149171,02/07/2024 11:02:29,1719921749171,1,02/07/2024 13:02:29,179131,14,task-353c,,38673791,BLIND,11354582,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1273x694,Consent,,0,Mind wandering task,11,Set2,Consent,Over 18,Proficiency English,set2,set2,17,passages,Sentences,3emlxf,1,response,space,2437.5,2433.2000000000116,2437.5,2437.5,2433.2000000000116,2437.5,1,2437.5,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,16,Her Sonnets reveal a woman’s secret soul like no other poetry in our literature up to that time.,0,Easy,2,2,,,,,,,,,,,,
30,1719918150754,02/07/2024 11:02:30,1719921750754,1,02/07/2024 13:02:30,179131,14,task-353c,,38673791,BLIND,11354582,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1273x694,Consent,,0,Mind wandering task,11,Set2,Consent,Over 18,Proficiency English,set2,set2,18,passages,Sentences,3emlxf,1,response,space,1587.5999999523046,1583.2999999999884,1587.5999999523046,1587.5999999523046,1583.2999999999884,1587.5999999523046,1,1587.5999999523046,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,17,"They did so with autobiographical honesty, fine moderation and fullness.",0,Easy,2,2,,,,,,,,,,,,
31,1719918152666,02/07/2024 11:02:32,1719921752666,1,02/07/2024 13:02:32,179131,14,task-353c,,38673791,BLIND,11354582,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1273x694,Consent,,0,Mind wandering task,11,Set2,Consent,Over 18,Proficiency English,set2,set2,19,passages,Sentences,3emlxf,1,response,space,1916.2999999999884,1899.8999999999942,1916.2999999999884,1916.2999999999884,1899.8999999999942,1916.2999999999884,1,1916.2999999999884,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,18,Her lyrical mastery shines in many passages of her writings.,0,Easy,2,2,,,,,,,,,,,,
32,1719918154489,02/07/2024 11:02:34,1719921754489,1,02/07/2024 13:02:34,179131,14,task-353c,,38673791,BLIND,11354582,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1273x694,Consent,,0,Mind wandering task,11,Set2,Consent,Over 18,Proficiency English,set2,set2,20,passages,Sentences,3emlxf,1,response,space,1839.699999964243,1833.3999999999942,1839.699999964243,1839.699999964243,1833.3999999999942,1839.699999964243,1,1839.699999964243,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,19,Italy was a kind of promised land for Elizabeth Browning.,0,Easy,2,2,,,,,,,,,,,,
33,1719918156770,02/07/2024 11:02:36,1719921756770,1,02/07/2024 13:02:36,179131,14,task-353c,,38673791,BLIND,11354582,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1273x694,Consent,,0,Mind wandering task,11,Set2,Consent,Over 18,Proficiency English,set2,set2,21,passages,Sentences,3emlxf,1,response,space,2287.499999952328,2283.5,2287.499999952328,2287.499999952328,2283.5,2287.499999952328,1,2287.499999952328,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,20,"In the summer, she and her husband lived in Florence or in little villages.",0,Easy,2,2,,,,,,,,,,,,
34,1719918158538,02/07/2024 11:02:38,1719921758538,1,02/07/2024 13:02:38,179131,14,task-353c,,38673791,BLIND,11354582,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1273x694,Consent,,0,Mind wandering task,11,Set2,Consent,Over 18,Proficiency English,set2,set2,22,passages,Sentences,3emlxf,1,response,space,1771.999999952328,1766.6000000000058,1771.999999952328,1771.999999952328,1766.6000000000058,1771.999999952328,1,1771.999999952328,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,21,She drank in the sun of the south and the warmth of her husband’s love.,0,Easy,2,2,,,,,,,,,,,,
35,1719918160059,02/07/2024 11:02:40,1719921760059,1,02/07/2024 13:02:40,179131,14,task-353c,,38673791,BLIND,11354582,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1273x694,Consent,,0,Mind wandering task,11,Set2,Consent,Over 18,Proficiency English,set2,set2,23,passages,Sentences,3emlxf,1,response,space,1525.6000000000058,1516.3999999999942,1525.6000000000058,1525.6000000000058,1516.3999999999942,1525.6000000000058,1,1525.6000000000058,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,22,She blossomed in a life of delicate happiness for fifteen years.,0,Easy,2,2,,,,,,,,,,,,
36,1719918162858,02/07/2024 11:02:42,1719921762858,1,02/07/2024 13:02:42,179131,14,task-353c,,38673791,BLIND,11354582,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1273x694,Consent,,0,Mind wandering task,11,Set2,Consent,Over 18,Proficiency English,set2,set2,24,passages,Sentences,3emlxf,1,response,space,2808.8999999880907,2800.100000000006,2808.8999999880907,2808.8999999880907,2800.100000000006,2808.8999999880907,1,2808.8999999880907,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,23,"She found friends in Italy, most of them cultured Americans.",0,Easy,2,2,,,,,,,,,,,,
37,1719918165675,02/07/2024 11:02:45,1719921765675,1,02/07/2024 13:02:45,179131,14,task-353c,,38673791,BLIND,11354582,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1273x694,Consent,,0,Mind wandering task,11,Set2,Consent,Over 18,Proficiency English,set2,set2,25,passages,Sentences,3emlxf,1,response,space,2825.299999988085,2816.899999999994,2825.299999988085,2825.299999988085,2816.899999999994,2825.299999988085,1,2825.299999988085,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,24,Hawthorne saw the Browning's there: the New England thinker and essayist Margaret Fuller visited them.,1,Easy,2,2,,,,,,,,,,,,
38,1719918176044,02/07/2024 11:02:56,1719921776044,1,02/07/2024 13:02:56,179131,14,task-353c,,38673791,BLIND,11354582,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1273x694,Consent,,0,Mind wandering task,11,Set2,Consent,Over 18,Proficiency English,set2,set2,3,probe,Thought probe,muxvwp,1,response,Unintentional,10377.39999998809,10366.400000000023,10377.39999998809,10377.39999998809,10366.400000000023,10377.39999998809,1,10377.39999998809,0,0,,Click Response,Unintentional,4,object-84,probe,,,,,,,,,,,,,,,,,,,,,
39,1719918178490,02/07/2024 11:02:58,1719921778490,1,02/07/2024 13:02:58,179131,14,task-353c,,38673791,BLIND,11354582,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1273x694,Consent,,0,Mind wandering task,11,Set2,Consent,Over 18,Proficiency English,set2,set2,26,passages,Sentences,3emlxf,1,response,space,2457.3999999642256,2450.2999999999884,2457.3999999642256,2457.3999999642256,2450.2999999999884,2457.3999999642256,1,2457.3999999642256,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,25,The painter Story and the young sculptress Harriet Hosmer came.,0,Easy,2,2,,,,,,,,,,,,
