Participant Private ID,Tree Node Key,Task Name,Task Version,Current Spreadsheet,Trial Number,Display,Screen,Response Type,Response,Tag,Reaction Time,Spreadsheet: digit,Spreadsheet: correct,Spreadsheet: size,randomiser-mq2e
13886867,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,10,probe,screen1,response,NA,tune out,2755.300000381482,NA,NA,NA,probe_selfreport
13886867,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,10,probe,ready,timedOut,NA,NA,5000.799999999988,NA,NA,NA,probe_selfreport
13886867,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,11,probe,screen1,response,NA,space out,4075.5,NA,NA,NA,probe_selfreport
13886867,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,11,probe,ready,timedOut,NA,NA,5000.699999618577,NA,NA,NA,probe_selfreport
13886867,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,12,probe,screen1,response,NA,tune out,4883.20000000007,NA,NA,NA,probe_selfreport
13886867,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,12,probe,ready,timedOut,NA,NA,5226.899999809219,NA,NA,NA,probe_selfreport
13886867,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,13,probe,screen1,response,NA,tune out,1732.5999999999767,NA,NA,NA,probe_selfreport
13886867,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,13,probe,ready,timedOut,NA,NA,5000.900000190712,NA,NA,NA,probe_selfreport
13886867,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,14,probe,screen1,response,NA,tune out,2345.4000001907116,NA,NA,NA,probe_selfreport
13886867,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,14,probe,ready,timedOut,NA,NA,5000.800000000047,NA,NA,NA,probe_selfreport
13891246,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,3,probe,screen1,response,NA,zone out,10211.200000005949,NA,NA,NA,probe_selfreport
13891246,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,3,probe,ready,timedOut,NA,NA,4999.299999999988,NA,NA,NA,probe_selfreport
13891246,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,4,probe,screen1,response,NA,on task,3256.0000000029686,NA,NA,NA,probe_selfreport
13891246,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,4,probe,ready,timedOut,NA,NA,4999.29999999702,NA,NA,NA,probe_selfreport
13891246,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,5,probe,screen1,response,NA,on task,1686.900000008929,NA,NA,NA,probe_selfreport
13891246,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,5,probe,ready,timedOut,NA,NA,4999.300000002986,NA,NA,NA,probe_selfreport
13891246,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,6,probe,screen1,response,NA,tune out,6131.100000005972,NA,NA,NA,probe_selfreport
13891246,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,6,probe,ready,timedOut,NA,NA,4999.20000000298,NA,NA,NA,probe_selfreport
13891246,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,7,probe,screen1,response,NA,tune out,3038.1000000089407,NA,NA,NA,probe_selfreport
13891246,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,7,probe,ready,timedOut,NA,NA,4999.200000008917,NA,NA,NA,probe_selfreport
13891246,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,8,probe,screen1,response,NA,tune out,1576.5000000059372,NA,NA,NA,probe_selfreport
13891246,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,8,probe,ready,timedOut,NA,NA,4999.300000005984,NA,NA,NA,probe_selfreport
13891246,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,9,probe,screen1,response,NA,on task,7882.199999997043,NA,NA,NA,probe_selfreport
13891246,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,9,probe,ready,timedOut,NA,NA,4999.400000008929,NA,NA,NA,probe_selfreport
13891246,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,10,probe,screen1,response,NA,space out,1069.100000005972,NA,NA,NA,probe_selfreport
13891246,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,10,probe,ready,timedOut,NA,NA,4999.400000000023,NA,NA,NA,probe_selfreport
13891246,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,11,probe,screen1,response,NA,on task,1699.100000000035,NA,NA,NA,probe_selfreport
13891246,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,11,probe,ready,timedOut,NA,NA,4998.9000000059605,NA,NA,NA,probe_selfreport
13891246,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,12,probe,screen1,response,NA,space out,1572.4000000059605,NA,NA,NA,probe_selfreport
13891246,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,12,probe,ready,timedOut,NA,NA,4999.400000008929,NA,NA,NA,probe_selfreport
13891246,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,13,probe,screen1,response,NA,tune out,5853.100000008941,NA,NA,NA,probe_selfreport
13891246,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,13,probe,ready,timedOut,NA,NA,4999.300000000047,NA,NA,NA,probe_selfreport
13891246,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,14,probe,screen1,response,NA,on task,2206.600000005914,NA,NA,NA,probe_selfreport
13891246,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,14,probe,ready,timedOut,NA,NA,4999.29999999702,NA,NA,NA,probe_selfreport
13898999,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,3,probe,screen1,response,NA,on task,11629,NA,NA,NA,probe_selfreport
13898999,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,3,probe,ready,timedOut,NA,NA,5001.079999999987,NA,NA,NA,probe_selfreport
13898999,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,4,probe,screen1,response,NA,on task,5133.8399999999965,NA,NA,NA,probe_selfreport
13898999,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,4,probe,ready,timedOut,NA,NA,5000.679999999993,NA,NA,NA,probe_selfreport
13898999,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,5,probe,screen1,response,NA,on task,3309.0200000000186,NA,NA,NA,probe_selfreport
13898999,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,5,probe,ready,timedOut,NA,NA,5000.679999999993,NA,NA,NA,probe_selfreport
13898999,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,6,probe,screen1,response,NA,on task,2181.0800000000163,NA,NA,NA,probe_selfreport
13898999,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,6,probe,ready,timedOut,NA,NA,5000.460000000021,NA,NA,NA,probe_selfreport
13898999,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,7,probe,screen1,response,NA,on task,2105.539999999979,NA,NA,NA,probe_selfreport
13898999,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,7,probe,ready,timedOut,NA,NA,5001.340000000026,NA,NA,NA,probe_selfreport
13898999,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,8,probe,screen1,response,NA,on task,36103.79999999999,NA,NA,NA,probe_selfreport
13898999,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,8,probe,ready,timedOut,NA,NA,5000.580000000016,NA,NA,NA,probe_selfreport
13898999,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,9,probe,screen1,response,NA,on task,1472.039999999979,NA,NA,NA,probe_selfreport
13898999,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,9,probe,ready,timedOut,NA,NA,5001.200000000012,NA,NA,NA,probe_selfreport
13898999,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,10,probe,screen1,response,NA,on task,3286.5599999999977,NA,NA,NA,probe_selfreport
13898999,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,10,probe,ready,timedOut,NA,NA,5000.880000000005,NA,NA,NA,probe_selfreport
13898999,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,11,probe,screen1,response,NA,on task,2407.2399999999907,NA,NA,NA,probe_selfreport
13898999,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,11,probe,ready,timedOut,NA,NA,5001.020000000019,NA,NA,NA,probe_selfreport
13898999,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,12,probe,screen1,response,NA,on task,3128.420000000042,NA,NA,NA,probe_selfreport
13898999,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,12,probe,ready,timedOut,NA,NA,5001.380000000005,NA,NA,NA,probe_selfreport
13898999,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,13,probe,screen1,response,NA,on task,1638.8000000000466,NA,NA,NA,probe_selfreport
13898999,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,13,probe,ready,timedOut,NA,NA,5001.260000000009,NA,NA,NA,probe_selfreport
13898999,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,14,probe,screen1,response,NA,on task,8150.719999999972,NA,NA,NA,probe_selfreport
13898999,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,14,probe,ready,timedOut,NA,NA,5001.520000000019,NA,NA,NA,probe_selfreport
13899320,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,3,probe,screen1,response,NA,on task,87026.49999999849,NA,NA,NA,probe_selfreport
13899320,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,3,probe,ready,timedOut,NA,NA,5000.299999998533,NA,NA,NA,probe_selfreport
13899320,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,4,probe,screen1,response,NA,on task,19739.20000000298,NA,NA,NA,probe_selfreport
13899320,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,4,probe,ready,timedOut,NA,NA,5000.79999999702,NA,NA,NA,probe_selfreport
13899320,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,5,probe,screen1,response,NA,on task,2316.0999999999767,NA,NA,NA,probe_selfreport
13899320,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,5,probe,ready,timedOut,NA,NA,5000.900000000023,NA,NA,NA,probe_selfreport
13899320,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,6,probe,screen1,response,NA,on task,2142.4000000029337,NA,NA,NA,probe_selfreport
13899320,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,6,probe,ready,timedOut,NA,NA,5000.799999998533,NA,NA,NA,probe_selfreport
13899320,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,7,probe,screen1,response,NA,on task,3138.799999998533,NA,NA,NA,probe_selfreport
13899320,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,7,probe,ready,timedOut,NA,NA,5000,NA,NA,NA,probe_selfreport
13899320,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,8,probe,screen1,response,NA,on task,2145.3999999969965,NA,NA,NA,probe_selfreport
13899320,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,8,probe,ready,timedOut,NA,NA,4999.500000003027,NA,NA,NA,probe_selfreport
13899320,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,9,probe,screen1,response,NA,on task,2745.1999999999534,NA,NA,NA,probe_selfreport
13899320,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,9,probe,ready,timedOut,NA,NA,5001.29999999702,NA,NA,NA,probe_selfreport
13899320,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,10,probe,screen1,response,NA,on task,1704.699999997043,NA,NA,NA,probe_selfreport
13899320,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,10,probe,ready,timedOut,NA,NA,5000,NA,NA,NA,probe_selfreport
13899320,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,11,probe,screen1,response,NA,on task,4894.79999999702,NA,NA,NA,probe_selfreport
13899320,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,11,probe,ready,timedOut,NA,NA,8538.400000002934,NA,NA,NA,probe_selfreport
13899320,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,12,probe,screen1,response,NA,on task,22538.400000002937,NA,NA,NA,probe_selfreport
13899320,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,12,probe,ready,timedOut,NA,NA,5000.79999999702,NA,NA,NA,probe_selfreport
13899320,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,13,probe,screen1,response,NA,on task,5182.40000000014,NA,NA,NA,probe_selfreport
13899320,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,13,probe,ready,timedOut,NA,NA,4999.999999996973,NA,NA,NA,probe_selfreport
13899320,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,14,probe,screen1,response,NA,on task,1836.3999999969965,NA,NA,NA,probe_selfreport
13899320,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,14,probe,ready,timedOut,NA,NA,5000.300000002957,NA,NA,NA,probe_selfreport
13899548,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,3,probe,screen1,response,NA,on task,1519.7000000000116,NA,NA,NA,probe_selfreport
13899548,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,3,probe,ready,timedOut,NA,NA,4998.499999976164,NA,NA,NA,probe_selfreport
13899548,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,4,probe,screen1,response,NA,on task,7969.200000000012,NA,NA,NA,probe_selfreport
13899548,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,4,probe,ready,timedOut,NA,NA,5002.400000071502,NA,NA,NA,probe_selfreport
13899548,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,5,probe,screen1,response,NA,on task,1310.899999976158,NA,NA,NA,probe_selfreport
13899548,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,5,probe,ready,timedOut,NA,NA,4998.200000023819,NA,NA,NA,probe_selfreport
13899548,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,6,probe,screen1,response,NA,on task,1183.7999999761814,NA,NA,NA,probe_selfreport
13899548,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,6,probe,ready,timedOut,NA,NA,4998.899999976158,NA,NA,NA,probe_selfreport
13899548,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,7,probe,screen1,response,NA,on task,8290.200000071549,NA,NA,NA,probe_selfreport
13899548,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,7,probe,ready,timedOut,NA,NA,4999.800000071526,NA,NA,NA,probe_selfreport
13899548,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,8,probe,screen1,response,NA,on task,4052.4000000476954,NA,NA,NA,probe_selfreport
13899548,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,8,probe,ready,timedOut,NA,NA,5006.999999976135,NA,NA,NA,probe_selfreport
13899548,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,9,probe,screen1,response,NA,space out,410.0999999999767,NA,NA,NA,probe_selfreport
13899548,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,9,probe,ready,timedOut,NA,NA,4998.599999999977,NA,NA,NA,probe_selfreport
13899548,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,10,probe,screen1,response,NA,on task,3839.000000071537,NA,NA,NA,probe_selfreport
13899548,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,10,probe,ready,timedOut,NA,NA,4995.1999999761465,NA,NA,NA,probe_selfreport
13899548,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,11,probe,screen1,response,NA,on task,3839.4000000715023,NA,NA,NA,probe_selfreport
13899548,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,11,probe,ready,timedOut,NA,NA,5004.199999999953,NA,NA,NA,probe_selfreport
13899548,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,12,probe,screen1,response,NA,zone out,16.70000000006985,NA,NA,NA,probe_selfreport
13899548,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,12,probe,ready,timedOut,NA,NA,4997.699999999953,NA,NA,NA,probe_selfreport
13899548,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,13,probe,screen1,response,NA,on task,14793.200000071549,NA,NA,NA,probe_selfreport
13899548,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,13,probe,ready,timedOut,NA,NA,4999.199999976205,NA,NA,NA,probe_selfreport
13899548,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,14,probe,screen1,response,NA,on task,8283.900000023888,NA,NA,NA,probe_selfreport
13899548,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,14,probe,ready,timedOut,NA,NA,5010.800000023795,NA,NA,NA,probe_selfreport
13902549,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,3,probe,screen1,response,NA,on task,4960,NA,NA,NA,probe_selfreport
13902549,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,3,probe,ready,timedOut,NA,NA,5001,NA,NA,NA,probe_selfreport
13902549,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,4,probe,screen1,response,NA,tune out,4949,NA,NA,NA,probe_selfreport
13902549,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,4,probe,ready,timedOut,NA,NA,5000,NA,NA,NA,probe_selfreport
13902549,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,5,probe,screen1,response,NA,tune out,2067,NA,NA,NA,probe_selfreport
13902549,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,5,probe,ready,timedOut,NA,NA,5001,NA,NA,NA,probe_selfreport
13902549,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,6,probe,screen1,response,NA,tune out,1890,NA,NA,NA,probe_selfreport
13902549,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,6,probe,ready,timedOut,NA,NA,5001,NA,NA,NA,probe_selfreport
13902549,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,7,probe,screen1,response,NA,tune out,1605,NA,NA,NA,probe_selfreport
13902549,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,7,probe,ready,timedOut,NA,NA,5000.000000000058,NA,NA,NA,probe_selfreport
13902549,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,8,probe,screen1,response,NA,tune out,5140,NA,NA,NA,probe_selfreport
13902549,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,8,probe,ready,timedOut,NA,NA,5001.000000000058,NA,NA,NA,probe_selfreport
13902549,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,9,probe,screen1,response,NA,zone out,2163,NA,NA,NA,probe_selfreport
13902549,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,9,probe,ready,timedOut,NA,NA,5000,NA,NA,NA,probe_selfreport
13902549,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,10,probe,screen1,response,NA,space out,1232,NA,NA,NA,probe_selfreport
13902549,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,10,probe,ready,timedOut,NA,NA,5000,NA,NA,NA,probe_selfreport
13902549,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,11,probe,screen1,response,NA,tune out,3199,NA,NA,NA,probe_selfreport
13902549,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,11,probe,ready,timedOut,NA,NA,5001,NA,NA,NA,probe_selfreport
13902549,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,12,probe,screen1,response,NA,tune out,3619,NA,NA,NA,probe_selfreport
13902549,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,12,probe,ready,timedOut,NA,NA,5001,NA,NA,NA,probe_selfreport
13902549,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,13,probe,screen1,response,NA,tune out,1191,NA,NA,NA,probe_selfreport
13902549,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,13,probe,ready,timedOut,NA,NA,5000.000000000116,NA,NA,NA,probe_selfreport
13902549,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,14,probe,screen1,response,NA,tune out,1591,NA,NA,NA,probe_selfreport
13902549,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,14,probe,ready,timedOut,NA,NA,5000,NA,NA,NA,probe_selfreport
13903970,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,3,probe,screen1,response,NA,on task,3409.4000000059605,NA,NA,NA,probe_selfreport
13903970,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,3,probe,ready,timedOut,NA,NA,5000.399999999994,NA,NA,NA,probe_selfreport
13903970,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,4,probe,screen1,response,NA,on task,2445.700000005949,NA,NA,NA,probe_selfreport
13903970,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,4,probe,ready,timedOut,NA,NA,5001.300000001502,NA,NA,NA,probe_selfreport
13903970,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,5,probe,screen1,response,NA,on task,6515.7000000044645,NA,NA,NA,probe_selfreport
13903970,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,5,probe,ready,timedOut,NA,NA,5000.700000001496,NA,NA,NA,probe_selfreport
13903970,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,6,probe,screen1,response,NA,on task,1257.3000000059546,NA,NA,NA,probe_selfreport
13903970,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,6,probe,ready,timedOut,NA,NA,5000.500000001484,NA,NA,NA,probe_selfreport
13903970,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,7,probe,screen1,response,NA,on task,851.2999999999884,NA,NA,NA,probe_selfreport
13903970,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,7,probe,ready,timedOut,NA,NA,5001.300000002957,NA,NA,NA,probe_selfreport
13903970,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,8,probe,screen1,response,NA,tune out,3853.100000003003,NA,NA,NA,probe_selfreport
13903970,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,8,probe,ready,timedOut,NA,NA,5001.10000000149,NA,NA,NA,probe_selfreport
13903970,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,9,probe,screen1,response,NA,on task,3973.299999999989,NA,NA,NA,probe_selfreport
13903970,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,9,probe,ready,timedOut,NA,NA,5000.100000004459,NA,NA,NA,probe_selfreport
13903970,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,10,probe,screen1,response,NA,on task,907.5999999999768,NA,NA,NA,probe_selfreport
13903970,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,10,probe,ready,timedOut,NA,NA,5001.4000000059605,NA,NA,NA,probe_selfreport
13903970,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,11,probe,screen1,response,NA,on task,1014.5000000015134,NA,NA,NA,probe_selfreport
13903970,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,11,probe,ready,timedOut,NA,NA,5000.700000000012,NA,NA,NA,probe_selfreport
13903970,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,12,probe,screen1,response,NA,on task,896.800000002957,NA,NA,NA,probe_selfreport
13903970,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,12,probe,ready,timedOut,NA,NA,5001.700000001467,NA,NA,NA,probe_selfreport
13903970,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,13,probe,screen1,response,NA,on task,814.1000000059721,NA,NA,NA,probe_selfreport
13903970,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,13,probe,ready,timedOut,NA,NA,5000.600000005972,NA,NA,NA,probe_selfreport
13903970,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,14,probe,screen1,response,NA,tune out,1488.9000000029337,NA,NA,NA,probe_selfreport
13903970,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,14,probe,ready,timedOut,NA,NA,5000.6000000030035,NA,NA,NA,probe_selfreport
13906995,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,3,probe,screen1,response,NA,on task,3303.299999998504,NA,NA,NA,probe_selfreport
13906995,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,3,probe,ready,timedOut,NA,NA,5005.600000000006,NA,NA,NA,probe_selfreport
13906995,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,4,probe,screen1,response,NA,tune out,6631.399999999267,NA,NA,NA,probe_selfreport
13906995,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,4,probe,ready,timedOut,NA,NA,5006.299999998504,NA,NA,NA,probe_selfreport
13906995,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,5,probe,screen1,response,NA,space out,2769.4000000000233,NA,NA,NA,probe_selfreport
13906995,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,5,probe,ready,timedOut,NA,NA,5005.899999999616,NA,NA,NA,probe_selfreport
13906995,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,6,probe,screen1,response,NA,space out,5758.699999998877,NA,NA,NA,probe_selfreport
13906995,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,6,probe,ready,timedOut,NA,NA,5005.399999999267,NA,NA,NA,probe_selfreport
13906995,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,7,probe,screen1,response,NA,tune out,1518.999999998894,NA,NA,NA,probe_selfreport
13906995,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,7,probe,ready,timedOut,NA,NA,5006.299999998882,NA,NA,NA,probe_selfreport
13906995,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,8,probe,screen1,response,NA,on task,2954.0999999996275,NA,NA,NA,probe_selfreport
13906995,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,8,probe,ready,timedOut,NA,NA,5006.199999999255,NA,NA,NA,probe_selfreport
13906995,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,9,probe,screen1,response,NA,tune out,1789.5999999988708,NA,NA,NA,probe_selfreport
13906995,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,9,probe,ready,timedOut,NA,NA,5005.199999999604,NA,NA,NA,probe_selfreport
13906995,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,10,probe,screen1,response,NA,on task,5232.499999999651,NA,NA,NA,probe_selfreport
13906995,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,10,probe,ready,timedOut,NA,NA,5005.299999998882,NA,NA,NA,probe_selfreport
13906995,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,11,probe,screen1,response,NA,tune out,1966.89999999851,NA,NA,NA,probe_selfreport
13906995,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,11,probe,ready,timedOut,NA,NA,5005.89999999851,NA,NA,NA,probe_selfreport
13906995,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,12,probe,screen1,response,NA,space out,4628.299999999639,NA,NA,NA,probe_selfreport
13906995,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,12,probe,ready,timedOut,NA,NA,5005.299999999639,NA,NA,NA,probe_selfreport
13906995,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,13,probe,screen1,response,NA,on task,1734.9000000000233,NA,NA,NA,probe_selfreport
13906995,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,13,probe,ready,timedOut,NA,NA,5006.199999998498,NA,NA,NA,probe_selfreport
13906995,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,14,probe,screen1,response,NA,tune out,1223.1999999999534,NA,NA,NA,probe_selfreport
13906995,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,14,probe,ready,timedOut,NA,NA,5006.499999998836,NA,NA,NA,probe_selfreport
13907280,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,3,probe,screen1,response,NA,on task,3218.1000002860965,NA,NA,NA,probe_selfreport
13907280,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,3,probe,ready,timedOut,NA,NA,5007.1000002860965,NA,NA,NA,probe_selfreport
13907280,task-jj2g,SART - JB2012 Exp2,7,spreadsheet3,4,probe,screen1,response,NA,tune out,7633.000000190747,NA,NA,NA,probe_selfreport
