Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,checkpoint-u6qh,checkpoint-wwj4,checkpoint-75d5,branch-2gum,branch-dg21,branch-5lq7,Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: instruct_num,Spreadsheet: instruct_text,Spreadsheet: passage,Spreadsheet: line,Spreadsheet: line_text,Spreadsheet: probe,Spreadsheet: condition,Spreadsheet: condition_num,Spreadsheet: set,Spreadsheet: question_text,Spreadsheet: correct_response,Spreadsheet: response_a,Spreadsheet: response_b,Spreadsheet: response_c,Spreadsheet: response_d,Spreadsheet: response_e,Spreadsheet: ,Spreadsheet: __EMPTY,Spreadsheet: __EMPTY_1,Spreadsheet: __EMPTY_2,Manipulation: Spreadsheet
4,1737048140716,16/01/2025 17:22:20,1737048140716,0,16/01/2025 17:22:20,195194,10,task-wn3e,,42527331,BLIND,12408161,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 114.0.0.0,1920x1080,1879x936,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,2,instr_passages,Text,zppu2h,1,response,space,21076.099999997765,21074.199999999997,21076.099999997765,21076.099999997765,21074.199999999997,21076.099999997765,1,21076.099999997765,0,0,,Keyboard Response,Keyboard Response,2,object-25,instr_passages,2,"In this task, you will read 4 passages and answer reading comprehension questions for each passage. <br><br> THE PASSAGES WILL BE PRESENTED IN A SENTENCE-BY-SENTENCE FASHION. PLEASE READ THE SENTENCES AT YOUR NORMAL READING PACE. ONCE YOU HAVE FINISHED READING ONE SENTENCE, PRESS THE SPACE BAR TO MOVE ON TO THE NEXT SENTENCE. Once you've read the sentence you MAY NOT GO BACK.<br><br> Please press the space bar to continue.",,,,,,,,,,,,,,,,,,,
5,1737048155316,16/01/2025 17:22:35,1737048155316,0,16/01/2025 17:22:35,195194,10,task-wn3e,,42527331,BLIND,12408161,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 114.0.0.0,1920x1080,1879x936,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,3,instr_passages,Text,zppu2h,1,response,space,14601.600000000748,14598.400000000001,14601.600000000748,14601.600000000748,14598.400000000001,14601.600000000748,1,14601.600000000748,0,0,,Keyboard Response,Keyboard Response,2,object-25,instr_passages,3,"THE SET OF READING COMPREHENSION QUESTIONS FOR THAT PARTICULAR PASSAGE YOU’VE FINISHED READING WILL APPEAR AFTER EACH PASSAGE, not all together at the end. Like the sentences, once you've answered the questions you MAY NOT GO BACK TO CHANGE YOUR ANSWER.
<br><br> 
Please press the space bar to continue.",,,,,,,,,,,,,,,,,,,
6,1737048167027,16/01/2025 17:22:47,1737048167027,0,16/01/2025 17:22:47,195194,10,task-wn3e,,42527331,BLIND,12408161,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 114.0.0.0,1920x1080,1879x936,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,4,instr_passages,Text,zppu2h,1,response,space,11714.799999998511,11707.900000000001,11714.799999998511,11714.799999998511,11707.900000000001,11714.799999998511,1,11714.799999998511,0,0,,Keyboard Response,Keyboard Response,2,object-25,instr_passages,4,"Additionally, while you are reading you will be randomly interrupted and asked “WERE YOU MIND WANDERING WHEN YOU READ THE PREVIOUS SENTENCE?"" You would have to choose either “Yes” or ""No"" by clicking on the appropriate option.<br><br> Please press the space bar to continue.",,,,,,,,,,,,,,,,,,,
7,1737048178283,16/01/2025 17:22:58,1737048178283,0,16/01/2025 17:22:58,195194,10,task-wn3e,,42527331,BLIND,12408161,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 114.0.0.0,1920x1080,1879x936,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,5,instr_passages,Text,zppu2h,1,response,space,11262.89999999851,11256.300000000003,11262.89999999851,11262.89999999851,11256.300000000003,11262.89999999851,1,11262.89999999851,0,0,,Keyboard Response,Keyboard Response,2,object-25,instr_passages,6,"This entire task is self-paced. Though of course you should try NOT TO go over the task's ending time of 20 minutes. So try to do the task all the way through instead of taking too many small breaks in between. The task isn't long, so you should be able to do it without taking any breaks. <br><br> Please press the space bar to continue.",,,,,,,,,,,,,,,,,,,
8,1737048180634,16/01/2025 17:23:00,1737048180634,0,16/01/2025 17:23:00,195194,10,task-wn3e,,42527331,BLIND,12408161,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 114.0.0.0,1920x1080,1879x936,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,6,instr_passages,Text,zppu2h,1,response,space,2358.299999997762,2355.399999999994,2358.299999997762,2358.299999997762,2355.399999999994,2358.299999997762,1,2358.299999997762,0,0,,Keyboard Response,Keyboard Response,2,object-25,instr_passages,7,Please press the space bar to start reading the first passage.,,,,,,,,,,,,,,,,,,,
9,1737048186243,16/01/2025 17:23:06,1737048186243,0,16/01/2025 17:23:06,195194,10,task-wn3e,,42527331,BLIND,12408161,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 114.0.0.0,1920x1080,1879x936,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,1,passages,Sentences,3emlxf,1,response,space,5611.100000000748,5607.300000000003,5611.100000000748,5611.100000000748,5607.300000000003,5611.100000000748,1,5611.100000000748,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,0,Passage 1,0,Easy,2,1,,,,,,,,,,,,
10,1737048196450,16/01/2025 17:23:16,1737048196450,0,16/01/2025 17:23:16,195194,10,task-wn3e,,42527331,BLIND,12408161,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 114.0.0.0,1920x1080,1879x936,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,2,passages,Sentences,3emlxf,1,response,space,10211.5,10207.100000000006,10211.5,10211.5,10207.100000000006,10211.5,1,10211.5,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,1,Marketing is a business activity that directs the flow of goods and services from a producer to a consumer or user.,0,Easy,2,1,,,,,,,,,,,,
11,1737048203850,16/01/2025 17:23:23,1737048203850,0,16/01/2025 17:23:23,195194,10,task-wn3e,,42527331,BLIND,12408161,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 114.0.0.0,1920x1080,1879x936,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,3,passages,Sentences,3emlxf,1,response,space,7404.099999999249,7399.899999999994,7404.099999999249,7404.099999999249,7399.899999999994,7404.099999999249,1,7404.099999999249,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,2,It is the link that connects producers and consumers and brings production and consumption together.,0,Easy,2,1,,,,,,,,,,,,
12,1737048210618,16/01/2025 17:23:30,1737048210618,0,16/01/2025 17:23:30,195194,10,task-wn3e,,42527331,BLIND,12408161,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 114.0.0.0,1920x1080,1879x936,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,4,passages,Sentences,3emlxf,1,response,space,6772.39999999851,6767.699999999997,6772.39999999851,6772.39999999851,6767.699999999997,6772.39999999851,1,6772.39999999851,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,3,About one in every six employees is involved directly in wholesaling or retailing activities.,0,Easy,2,1,,,,,,,,,,,,
13,1737048218882,16/01/2025 17:23:38,1737048218882,0,16/01/2025 17:23:38,195194,10,task-wn3e,,42527331,BLIND,12408161,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 114.0.0.0,1920x1080,1879x936,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,5,passages,Sentences,3emlxf,1,response,space,8268.199999998513,8261.5,8268.199999998513,8268.199999998513,8261.5,8268.199999998513,1,8268.199999998513,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,4,"This ratio does not take into account other employees who assist marketing through transportation, communication, and office jobs.",0,Easy,2,1,,,,,,,,,,,,
14,1737048221994,16/01/2025 17:23:41,1737048221994,0,16/01/2025 17:23:41,195194,10,task-wn3e,,42527331,BLIND,12408161,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 114.0.0.0,1920x1080,1879x936,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,6,passages,Sentences,3emlxf,1,response,space,3118.800000000003,3112.800000000003,3118.800000000003,3118.800000000003,3112.800000000003,3118.800000000003,1,3118.800000000003,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,5,Marketing provides many different kinds of jobs.,0,Easy,2,1,,,,,,,,,,,,
15,1737048224674,16/01/2025 17:23:44,1737048224674,0,16/01/2025 17:23:44,195194,10,task-wn3e,,42527331,BLIND,12408161,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 114.0.0.0,1920x1080,1879x936,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,7,passages,Sentences,3emlxf,1,response,space,2686.199999999255,2682.100000000006,2686.199999999255,2686.199999999255,2682.100000000006,2686.199999999255,1,2686.199999999255,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,6,These jobs require a wide range of skills and abilities.,0,Easy,2,1,,,,,,,,,,,,
16,1737048235298,16/01/2025 17:23:55,1737048235298,0,16/01/2025 17:23:55,195194,10,task-wn3e,,42527331,BLIND,12408161,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 114.0.0.0,1920x1080,1879x936,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,8,passages,Sentences,3emlxf,1,response,space,10628.299999998504,10624,10628.299999998504,10628.299999998504,10624,10628.299999998504,1,10628.299999998504,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,7,"We usually think that the primary job in marketing is selling, but there are jobs in management, advertising, market and product research, and buying.",0,Easy,2,1,,,,,,,,,,,,
17,1737048243554,16/01/2025 17:24:03,1737048243554,0,16/01/2025 17:24:03,195194,10,task-wn3e,,42527331,BLIND,12408161,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 114.0.0.0,1920x1080,1879x936,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,9,passages,Sentences,3emlxf,1,response,space,8259.899999999994,8254.600000000006,8259.899999999994,8259.899999999994,8254.600000000006,8259.899999999994,1,8259.899999999994,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,8,"The economic well-being of our country is determined largely by productivity, consumption, and employment.",1,Easy,2,1,,,,,,,,,,,,
18,1737048246442,16/01/2025 17:24:06,1737048246442,0,16/01/2025 17:24:06,195194,10,task-wn3e,,42527331,BLIND,12408161,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 114.0.0.0,1920x1080,1879x936,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,1,probe,Thought probe,muxvwp,1,response,no,2893.6999999984982,2890.5,2893.6999999984982,2893.6999999984982,2890.5,2893.6999999984982,1,2893.6999999984982,0,0,,Click Response,response,3,object-82,probe,,,,,,,,,,,,,,,,,,,,,
19,1737048250665,16/01/2025 17:24:10,1737048250665,0,16/01/2025 17:24:10,195194,10,task-wn3e,,42527331,BLIND,12408161,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 114.0.0.0,1920x1080,1879x936,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,10,passages,Sentences,3emlxf,1,response,space,4226.199999998498,4224.5,4226.199999998498,4226.199999998498,4224.5,4226.199999998498,1,4226.199999998498,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,9,The efficiency of marketing affects all three.,0,Easy,2,1,,,,,,,,,,,,
20,1737048260577,16/01/2025 17:24:20,1737048260577,0,16/01/2025 17:24:20,195194,10,task-wn3e,,42527331,BLIND,12408161,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 114.0.0.0,1920x1080,1879x936,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,11,passages,Sentences,3emlxf,1,response,space,9913.799999999988,9908.299999999988,9913.799999999988,9913.799999999988,9908.299999999988,9913.799999999988,1,9913.799999999988,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,10,People consume many goods if marketing creates a demand.,0,Easy,2,1,,,,,,,,,,,,
21,1737048286033,16/01/2025 17:24:46,1737048286033,0,16/01/2025 17:24:46,195194,10,task-wn3e,,42527331,BLIND,12408161,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 114.0.0.0,1920x1080,1879x936,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,12,passages,Sentences,3emlxf,1,response,space,25461.099999997765,25458.600000000006,25461.099999997765,25461.099999997765,25458.600000000006,25461.099999997765,1,25461.099999997765,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,11,"High consumption requires high productivity to meet the wants of people, and high productivity and high-level activity in marketing combined result in high employment.",1,Easy,2,1,,,,,,,,,,,,
22,1737048287689,16/01/2025 17:24:47,1737048287689,0,16/01/2025 17:24:47,195194,10,task-wn3e,,42527331,BLIND,12408161,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 114.0.0.0,1920x1080,1879x936,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,2,probe,Thought probe,muxvwp,1,response,yes,1658.5999999992491,1653.6999999999825,1658.5999999992491,1658.5999999992491,1653.6999999999825,1658.5999999992491,1,1658.5999999992491,0,0,,Click Response,response,2,object-81,probe,,,,,,,,,,,,,,,,,,,,,
23,1737048297449,16/01/2025 17:24:57,1737048297449,0,16/01/2025 17:24:57,195194,10,task-wn3e,,42527331,BLIND,12408161,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 114.0.0.0,1920x1080,1879x936,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,13,passages,Sentences,3emlxf,1,response,space,9764.799999997776,9762.300000000017,9764.799999997776,9764.799999997776,9762.300000000017,9764.799999997776,1,9764.799999997776,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,12,Marketing is indirectly a key to a high economic level of living for the people.,0,Easy,2,1,,,,,,,,,,,,
24,1737048307745,16/01/2025 17:25:07,1737048307745,0,16/01/2025 17:25:07,195194,10,task-wn3e,,42527331,BLIND,12408161,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 114.0.0.0,1920x1080,1879x936,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,1,instr_comprehension,Comprehension instruction,ki2jxw,1,response,space,10298.20000000074,10297.5,10298.20000000074,10298.20000000074,10297.5,10298.20000000074,1,10298.20000000074,0,0,,Keyboard Response,Keyboard Response,2,object-78,instr_comprehension,,,,,,,,,,,,,,,,,,,,,
25,1737048312869,16/01/2025 17:25:12,1737048312869,0,16/01/2025 17:25:12,195194,10,task-wn3e,,42527331,BLIND,12408161,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 114.0.0.0,1920x1080,1879x936,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,1,comprehension,Comprehension questions,ers3wv,1,response,c,5120.899999999994,5113.899999999994,5120.899999999994,5120.899999999994,5113.899999999994,5120.899999999994,1,5120.899999999994,0,0,,Click Response,response C,4,object-68,comprehension,,,1,1,,,,,,Our economic well-being is determined largely by how many factors?,c,One,Two,Three,Four,Five,,,,,
26,1737048322441,16/01/2025 17:25:22,1737048322441,0,16/01/2025 17:25:22,195194,10,task-wn3e,,42527331,BLIND,12408161,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 114.0.0.0,1920x1080,1879x936,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,2,comprehension,Comprehension questions,ers3wv,1,response,d,9583,9581.700000000012,9583,9583,9581.700000000012,9583,1,9583,0,0,,Click Response,response D,5,object-69,comprehension,,,1,2,,,,,,One major factor mentioned as affecting our economic well-being was,d,high wages,low interest rates,technology,employment,foreign trade,,,,,
27,1737048326417,16/01/2025 17:25:26,1737048326417,0,16/01/2025 17:25:26,195194,10,task-wn3e,,42527331,BLIND,12408161,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 114.0.0.0,1920x1080,1879x936,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,3,comprehension,Comprehension questions,ers3wv,1,response,d,3977.2999999999884,3974.5,3977.2999999999884,3977.2999999999884,3974.5,3977.2999999999884,1,3977.2999999999884,0,0,,Click Response,response D,5,object-69,comprehension,,,1,3,,,,,,The purpose of this passage is to,d,persuade,guide,evaluate,inform,interest,,,,,
28,1737048330737,16/01/2025 17:25:30,1737048330737,0,16/01/2025 17:25:30,195194,10,task-wn3e,,42527331,BLIND,12408161,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 114.0.0.0,1920x1080,1879x936,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,4,comprehension,Comprehension questions,ers3wv,1,response,e,4323.299999999988,4321.899999999994,4323.299999999988,4323.299999999988,4321.899999999994,4323.299999999988,1,4323.299999999988,0,0,,Click Response,response E,6,object-70,comprehension,,,1,4,,,,,,The chief emphasis is on,e,defining marketing,principles of marketing,opportunities in marketing,kinds of jobs in marketing,the economic significance of marketing,,,,,
29,1737048338736,16/01/2025 17:25:38,1737048338736,0,16/01/2025 17:25:38,195194,10,task-wn3e,,42527331,BLIND,12408161,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 114.0.0.0,1920x1080,1879x936,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,14,passages,Sentences,3emlxf,1,response,space,8000.200000000739,7997.399999999994,8000.200000000739,8000.200000000739,7997.399999999994,8000.200000000739,1,8000.200000000739,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,2,0,Passage 2,0,Easy,2,1,,,,,,,,,,,,
30,1737048342952,16/01/2025 17:25:42,1737048342952,0,16/01/2025 17:25:42,195194,10,task-wn3e,,42527331,BLIND,12408161,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 114.0.0.0,1920x1080,1879x936,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,15,passages,Sentences,3emlxf,1,response,space,4218.699999999255,4217.700000000012,4218.699999999255,4218.699999999255,4217.700000000012,4218.699999999255,1,4218.699999999255,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,2,1,The possibility of life on Mars is not dismissed even by skeptics.,0,Easy,2,1,,,,,,,,,,,,
31,1737048344512,16/01/2025 17:25:44,1737048344512,0,16/01/2025 17:25:44,195194,10,task-wn3e,,42527331,BLIND,12408161,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 114.0.0.0,1920x1080,1879x936,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,16,passages,Sentences,3emlxf,1,response,space,1560.8999999977532,1556.2999999999884,1560.8999999977532,1560.8999999977532,1556.2999999999884,1560.8999999977532,1,1560.8999999977532,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,2,2,They seem to share our hope that it is true.,0,Easy,2,1,,,,,,,,,,,,
32,1737048350616,16/01/2025 17:25:50,1737048350616,0,16/01/2025 17:25:50,195194,10,task-wn3e,,42527331,BLIND,12408161,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 114.0.0.0,1920x1080,1879x936,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,17,passages,Sentences,3emlxf,1,response,space,6108.699999999255,6107.700000000012,6108.699999999255,6108.699999999255,6107.700000000012,6108.699999999255,1,6108.699999999255,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,2,3,"So, it was disappointing when scientists studied photos from the early Mariner space flights in the mid-1960's.",0,Easy,2,1,,,,,,,,,,,,
33,1737048353896,16/01/2025 17:25:53,1737048353896,0,16/01/2025 17:25:53,195194,10,task-wn3e,,42527331,BLIND,12408161,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 114.0.0.0,1920x1080,1879x936,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,18,passages,Sentences,3emlxf,1,response,space,3280.899999997753,3279.5,3280.899999997753,3280.899999997753,3279.5,3280.899999997753,1,3280.899999997753,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,2,4,"They saw no canals, no seas, and no busy Martian engineers.",0,Easy,2,1,,,,,,,,,,,,
34,1737048357616,16/01/2025 17:25:57,1737048357616,0,16/01/2025 17:25:57,195194,10,task-wn3e,,42527331,BLIND,12408161,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 114.0.0.0,1920x1080,1879x936,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,19,passages,Sentences,3emlxf,1,response,space,3721.4999999992433,3717.399999999994,3721.4999999992433,3721.4999999992433,3717.399999999994,3721.4999999992433,1,3721.4999999992433,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,2,5,"They saw no dangerous, warlike Martians as huge as skyscrapers.",0,Easy,2,1,,,,,,,,,,,,
35,1737048359696,16/01/2025 17:25:59,1737048359696,0,16/01/2025 17:25:59,195194,10,task-wn3e,,42527331,BLIND,12408161,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 114.0.0.0,1920x1080,1879x936,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,20,passages,Sentences,3emlxf,1,response,space,2083.999999997759,2077.5,2083.999999997759,2083.999999997759,2077.5,2083.999999997759,1,2083.999999997759,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,2,6,"All they saw were mountains, craters, cold winds, and dust storms.",0,Easy,2,1,,,,,,,,,,,,
36,1737048365081,16/01/2025 17:26:05,1737048365081,0,16/01/2025 17:26:05,195194,10,task-wn3e,,42527331,BLIND,12408161,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 114.0.0.0,1920x1080,1879x936,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,21,passages,Sentences,3emlxf,1,response,space,5390.700000000739,5384.999999999971,5390.700000000739,5390.700000000739,5384.999999999971,5390.700000000739,1,5390.700000000739,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,2,7,It was almost as if scouts for Columbus had returned to Isabella’s court with the news that the world had turned out to be flat after all.,1,Easy,2,1,,,,,,,,,,,,
37,1737048367424,16/01/2025 17:26:07,1737048367424,0,16/01/2025 17:26:07,195194,10,task-wn3e,,42527331,BLIND,12408161,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 114.0.0.0,1920x1080,1879x936,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,3,probe,Thought probe,muxvwp,1,response,no,2349.499999997788,2348.5,2349.499999997788,2349.499999997788,2348.5,2349.499999997788,1,2349.499999997788,0,0,,Click Response,response,3,object-82,probe,,,,,,,,,,,,,,,,,,,,,
38,1737048372488,16/01/2025 17:26:12,1737048372488,0,16/01/2025 17:26:12,195194,10,task-wn3e,,42527331,BLIND,12408161,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 114.0.0.0,1920x1080,1879x936,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,22,passages,Sentences,3emlxf,1,response,space,5065.099999999278,5058.400000000023,5065.099999999278,5065.099999999278,5058.400000000023,5065.099999999278,1,5065.099999999278,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,2,8,"Hopeful astronomers reminded us that the Mariner IV had photographed a mere one percent of the Martian surface from 2,000 miles away.",1,Easy,2,1,,,,,,,,,,,,
39,1737048374025,16/01/2025 17:26:14,1737048374025,0,16/01/2025 17:26:14,195194,10,task-wn3e,,42527331,BLIND,12408161,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 114.0.0.0,1920x1080,1879x936,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,4,probe,Thought probe,muxvwp,1,response,no,1542.4000000000233,1535.5,1542.4000000000233,1542.4000000000233,1535.5,1542.4000000000233,1,1542.4000000000233,0,0,,Click Response,response,3,object-82,probe,,,,,,,,,,,,,,,,,,,,,
40,1737048377936,16/01/2025 17:26:17,1737048377936,0,16/01/2025 17:26:17,195194,10,task-wn3e,,42527331,BLIND,12408161,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 114.0.0.0,1920x1080,1879x936,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,23,passages,Sentences,3emlxf,1,response,space,3918.8000000000466,3911.9000000000233,3918.8000000000466,3918.8000000000466,3911.9000000000233,3918.8000000000466,1,3918.8000000000466,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,2,9,"In addition, the photos were taken from 2,000 miles away.",0,Easy,2,1,,,,,,,,,,,,
41,1737048386816,16/01/2025 17:26:26,1737048386816,0,16/01/2025 17:26:26,195194,10,task-wn3e,,42527331,BLIND,12408161,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 114.0.0.0,1920x1080,1879x936,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,24,passages,Sentences,3emlxf,1,response,space,8886.79999999993,8879.899999999965,8886.79999999993,8886.79999999993,8879.899999999965,8886.79999999993,1,8886.79999999993,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,2,10,"And they pointed out that the Earth-orbiting Tiros weather satellite shot over 20,000 pictures before uncovering any evidence of life on Earth.",1,Easy,2,1,,,,,,,,,,,,
