Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-8dr8,Randomise questionnaire elements?,Question Key,Response
2,1738674338424,04/02/2025 13:05:38,1738674338412,0,04/02/2025 13:05:38,209080,4,questionnaire-dqyr,,43044567,BLIND,12544293,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 132.0.0.0,1536x864,1513x738,,,,Consent form,5,set2,No,consent1,1
3,1738674338496,04/02/2025 13:05:38,1738674338413,0,04/02/2025 13:05:38,209080,4,questionnaire-dqyr,,43044567,BLIND,12544293,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 132.0.0.0,1536x864,1513x738,,,,Consent form,5,set2,No,consent2,1
4,1738674338496,04/02/2025 13:05:38,1738674338414,0,04/02/2025 13:05:38,209080,4,questionnaire-dqyr,,43044567,BLIND,12544293,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 132.0.0.0,1536x864,1513x738,,,,Consent form,5,set2,No,consent3,1
5,1738674338496,04/02/2025 13:05:38,1738674338414,0,04/02/2025 13:05:38,209080,4,questionnaire-dqyr,,43044567,BLIND,12544293,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 132.0.0.0,1536x864,1513x738,,,,Consent form,5,set2,No,consent4,1
6,1738674338496,04/02/2025 13:05:38,1738674338414,0,04/02/2025 13:05:38,209080,4,questionnaire-dqyr,,43044567,BLIND,12544293,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 132.0.0.0,1536x864,1513x738,,,,Consent form,5,set2,No,consent5,1
7,1738674338496,04/02/2025 13:05:38,1738674338414,0,04/02/2025 13:05:38,209080,4,questionnaire-dqyr,,43044567,BLIND,12544293,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 132.0.0.0,1536x864,1513x738,,,,Consent form,5,set2,No,consent6,1
8,1738674338496,04/02/2025 13:05:38,1738674338415,0,04/02/2025 13:05:38,209080,4,questionnaire-dqyr,,43044567,BLIND,12544293,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 132.0.0.0,1536x864,1513x738,,,,Consent form,5,set2,No,consent7,1
9,1738674338496,04/02/2025 13:05:38,1738674338415,0,04/02/2025 13:05:38,209080,4,questionnaire-dqyr,,43044567,BLIND,12544293,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 132.0.0.0,1536x864,1513x738,,,,Consent form,5,set2,No,END QUESTIONNAIRE,12328
1,1738781779180,05/02/2025 18:56:19,1738781778967,0,05/02/2025 18:56:18,209080,4,questionnaire-dqyr,,43109825,BLIND,12560076,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1536x864,1536x730,,,,Consent form,5,set2,No,BEGIN QUESTIONNAIRE,
2,1738781792513,05/02/2025 18:56:32,1738781792030,0,05/02/2025 18:56:32,209080,4,questionnaire-dqyr,,43109825,BLIND,12560076,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1536x864,1519x730,,,,Consent form,5,set2,No,consent1,1
3,1738781792574,05/02/2025 18:56:32,1738781792031,0,05/02/2025 18:56:32,209080,4,questionnaire-dqyr,,43109825,BLIND,12560076,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1536x864,1519x730,,,,Consent form,5,set2,No,consent2,1
4,1738781792574,05/02/2025 18:56:32,1738781792032,0,05/02/2025 18:56:32,209080,4,questionnaire-dqyr,,43109825,BLIND,12560076,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1536x864,1519x730,,,,Consent form,5,set2,No,consent3,1
5,1738781792574,05/02/2025 18:56:32,1738781792032,0,05/02/2025 18:56:32,209080,4,questionnaire-dqyr,,43109825,BLIND,12560076,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1536x864,1519x730,,,,Consent form,5,set2,No,consent4,1
6,1738781792574,05/02/2025 18:56:32,1738781792032,0,05/02/2025 18:56:32,209080,4,questionnaire-dqyr,,43109825,BLIND,12560076,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1536x864,1519x730,,,,Consent form,5,set2,No,consent5,1
7,1738781792574,05/02/2025 18:56:32,1738781792032,0,05/02/2025 18:56:32,209080,4,questionnaire-dqyr,,43109825,BLIND,12560076,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1536x864,1519x730,,,,Consent form,5,set2,No,consent6,1
8,1738781792574,05/02/2025 18:56:32,1738781792032,0,05/02/2025 18:56:32,209080,4,questionnaire-dqyr,,43109825,BLIND,12560076,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1536x864,1519x730,,,,Consent form,5,set2,No,consent7,1
9,1738781792574,05/02/2025 18:56:32,1738781792032,0,05/02/2025 18:56:32,209080,4,questionnaire-dqyr,,43109825,BLIND,12560076,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1536x864,1519x730,,,,Consent form,5,set2,No,END QUESTIONNAIRE,13065
1,1739136412854,09/02/2025 21:26:52,1739136412735,0,09/02/2025 21:26:52,209080,4,questionnaire-dqyr,,43225283,BLIND,12599775,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.2,810x1080,810x1007,,,,Consent form,5,set2,No,BEGIN QUESTIONNAIRE,
2,1739136435052,09/02/2025 21:27:15,1739136434952,0,09/02/2025 21:27:14,209080,4,questionnaire-dqyr,,43225283,BLIND,12599775,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.2,810x1080,810x1007,,,,Consent form,5,set2,No,consent1,1
3,1739136435118,09/02/2025 21:27:15,1739136434954,0,09/02/2025 21:27:14,209080,4,questionnaire-dqyr,,43225283,BLIND,12599775,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.2,810x1080,810x1007,,,,Consent form,5,set2,No,consent2,1
4,1739136435118,09/02/2025 21:27:15,1739136434954,0,09/02/2025 21:27:14,209080,4,questionnaire-dqyr,,43225283,BLIND,12599775,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.2,810x1080,810x1007,,,,Consent form,5,set2,No,consent3,1
5,1739136435118,09/02/2025 21:27:15,1739136434955,0,09/02/2025 21:27:14,209080,4,questionnaire-dqyr,,43225283,BLIND,12599775,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.2,810x1080,810x1007,,,,Consent form,5,set2,No,consent4,1
6,1739136435118,09/02/2025 21:27:15,1739136434955,0,09/02/2025 21:27:14,209080,4,questionnaire-dqyr,,43225283,BLIND,12599775,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.2,810x1080,810x1007,,,,Consent form,5,set2,No,consent5,1
7,1739136435118,09/02/2025 21:27:15,1739136434955,0,09/02/2025 21:27:14,209080,4,questionnaire-dqyr,,43225283,BLIND,12599775,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.2,810x1080,810x1007,,,,Consent form,5,set2,No,consent6,1
8,1739136435118,09/02/2025 21:27:15,1739136434955,0,09/02/2025 21:27:14,209080,4,questionnaire-dqyr,,43225283,BLIND,12599775,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.2,810x1080,810x1007,,,,Consent form,5,set2,No,consent7,1
9,1739136435118,09/02/2025 21:27:15,1739136434955,0,09/02/2025 21:27:14,209080,4,questionnaire-dqyr,,43225283,BLIND,12599775,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.2,810x1080,810x1007,,,,Consent form,5,set2,No,END QUESTIONNAIRE,22220
1,1739180003108,10/02/2025 09:33:23,1739180003035,0,10/02/2025 09:33:23,209080,4,questionnaire-dqyr,,43232319,BLIND,12601909,,rejected - time limit reached,,,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1920x1080,1920x953,,,,Consent form,5,set1,No,BEGIN QUESTIONNAIRE,
2,1739180019869,10/02/2025 09:33:39,1739180019383,0,10/02/2025 09:33:39,209080,4,questionnaire-dqyr,,43232319,BLIND,12601909,,rejected - time limit reached,,,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1920x1080,1903x953,,,,Consent form,5,set1,No,consent1,1
3,1739180019951,10/02/2025 09:33:39,1739180019384,0,10/02/2025 09:33:39,209080,4,questionnaire-dqyr,,43232319,BLIND,12601909,,rejected - time limit reached,,,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1920x1080,1903x953,,,,Consent form,5,set1,No,consent2,1
4,1739180019951,10/02/2025 09:33:39,1739180019384,0,10/02/2025 09:33:39,209080,4,questionnaire-dqyr,,43232319,BLIND,12601909,,rejected - time limit reached,,,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1920x1080,1903x953,,,,Consent form,5,set1,No,consent3,1
5,1739180019951,10/02/2025 09:33:39,1739180019385,0,10/02/2025 09:33:39,209080,4,questionnaire-dqyr,,43232319,BLIND,12601909,,rejected - time limit reached,,,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1920x1080,1903x953,,,,Consent form,5,set1,No,consent4,1
6,1739180019951,10/02/2025 09:33:39,1739180019385,0,10/02/2025 09:33:39,209080,4,questionnaire-dqyr,,43232319,BLIND,12601909,,rejected - time limit reached,,,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1920x1080,1903x953,,,,Consent form,5,set1,No,consent5,1
7,1739180019951,10/02/2025 09:33:39,1739180019385,0,10/02/2025 09:33:39,209080,4,questionnaire-dqyr,,43232319,BLIND,12601909,,rejected - time limit reached,,,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1920x1080,1903x953,,,,Consent form,5,set1,No,consent6,1
8,1739180019951,10/02/2025 09:33:39,1739180019385,0,10/02/2025 09:33:39,209080,4,questionnaire-dqyr,,43232319,BLIND,12601909,,rejected - time limit reached,,,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1920x1080,1903x953,,,,Consent form,5,set1,No,consent7,1
9,1739180019951,10/02/2025 09:33:39,1739180019385,0,10/02/2025 09:33:39,209080,4,questionnaire-dqyr,,43232319,BLIND,12601909,,rejected - time limit reached,,,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1920x1080,1903x953,,,,Consent form,5,set1,No,END QUESTIONNAIRE,16350
1,1739210677240,10/02/2025 18:04:37,1739210677123,0,10/02/2025 18:04:37,209080,4,questionnaire-dqyr,,43257149,BLIND,12608669,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.6,820x1180,1180x707,,,,Consent form,5,set2,No,BEGIN QUESTIONNAIRE,
2,1739210684242,10/02/2025 18:04:44,1739210684176,0,10/02/2025 18:04:44,209080,4,questionnaire-dqyr,,43257149,BLIND,12608669,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.6,820x1180,1180x707,,,,Consent form,5,set2,No,consent1,1
3,1739210684312,10/02/2025 18:04:44,1739210684180,0,10/02/2025 18:04:44,209080,4,questionnaire-dqyr,,43257149,BLIND,12608669,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.6,820x1180,1180x707,,,,Consent form,5,set2,No,consent2,1
4,1739210684312,10/02/2025 18:04:44,1739210684180,0,10/02/2025 18:04:44,209080,4,questionnaire-dqyr,,43257149,BLIND,12608669,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.6,820x1180,1180x707,,,,Consent form,5,set2,No,consent3,1
5,1739210684312,10/02/2025 18:04:44,1739210684180,0,10/02/2025 18:04:44,209080,4,questionnaire-dqyr,,43257149,BLIND,12608669,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.6,820x1180,1180x707,,,,Consent form,5,set2,No,consent4,1
6,1739210684312,10/02/2025 18:04:44,1739210684180,0,10/02/2025 18:04:44,209080,4,questionnaire-dqyr,,43257149,BLIND,12608669,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.6,820x1180,1180x707,,,,Consent form,5,set2,No,consent5,1
7,1739210684312,10/02/2025 18:04:44,1739210684180,0,10/02/2025 18:04:44,209080,4,questionnaire-dqyr,,43257149,BLIND,12608669,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.6,820x1180,1180x707,,,,Consent form,5,set2,No,consent6,1
8,1739210684312,10/02/2025 18:04:44,1739210684180,0,10/02/2025 18:04:44,209080,4,questionnaire-dqyr,,43257149,BLIND,12608669,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.6,820x1180,1180x707,,,,Consent form,5,set2,No,consent7,1
9,1739210684312,10/02/2025 18:04:44,1739210684180,0,10/02/2025 18:04:44,209080,4,questionnaire-dqyr,,43257149,BLIND,12608669,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.6,820x1180,1180x707,,,,Consent form,5,set2,No,END QUESTIONNAIRE,7057
1,1739389075826,12/02/2025 19:37:55,1739389075224,0,12/02/2025 19:37:55,209080,4,questionnaire-dqyr,,43355910,BLIND,12637164,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 131.0.0.0,1138x639,1264x523,,,,Consent form,5,set1,No,BEGIN QUESTIONNAIRE,
2,1739389120304,12/02/2025 19:38:40,1739389119723,0,12/02/2025 19:38:39,209080,4,questionnaire-dqyr,,43355910,BLIND,12637164,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 131.0.0.0,1138x639,1264x523,,,,Consent form,5,set1,No,consent1,1
3,1739389120375,12/02/2025 19:38:40,1739389119725,0,12/02/2025 19:38:39,209080,4,questionnaire-dqyr,,43355910,BLIND,12637164,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 131.0.0.0,1138x639,1264x523,,,,Consent form,5,set1,No,consent2,1
4,1739389120375,12/02/2025 19:38:40,1739389119727,0,12/02/2025 19:38:39,209080,4,questionnaire-dqyr,,43355910,BLIND,12637164,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 131.0.0.0,1138x639,1264x523,,,,Consent form,5,set1,No,consent3,1
5,1739389120375,12/02/2025 19:38:40,1739389119728,0,12/02/2025 19:38:39,209080,4,questionnaire-dqyr,,43355910,BLIND,12637164,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 131.0.0.0,1138x639,1264x523,,,,Consent form,5,set1,No,consent4,1
6,1739389120375,12/02/2025 19:38:40,1739389119728,0,12/02/2025 19:38:39,209080,4,questionnaire-dqyr,,43355910,BLIND,12637164,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 131.0.0.0,1138x639,1264x523,,,,Consent form,5,set1,No,consent5,1
7,1739389120375,12/02/2025 19:38:40,1739389119729,0,12/02/2025 19:38:39,209080,4,questionnaire-dqyr,,43355910,BLIND,12637164,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 131.0.0.0,1138x639,1264x523,,,,Consent form,5,set1,No,consent6,1
8,1739389120375,12/02/2025 19:38:40,1739389119729,0,12/02/2025 19:38:39,209080,4,questionnaire-dqyr,,43355910,BLIND,12637164,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 131.0.0.0,1138x639,1264x523,,,,Consent form,5,set1,No,consent7,1
9,1739389120375,12/02/2025 19:38:40,1739389119729,0,12/02/2025 19:38:39,209080,4,questionnaire-dqyr,,43355910,BLIND,12637164,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 131.0.0.0,1138x639,1264x523,,,,Consent form,5,set1,No,END QUESTIONNAIRE,44505
1,1739226524007,10/02/2025 22:28:44,1739226523702,0,10/02/2025 22:28:43,209080,4,questionnaire-dqyr,,43266503,BLIND,12612642,,complete,,,tablet,Amazon KFONWI,Android 9,Silk 130.7.9,601x962,602x777,,,,Consent form,5,set1,No,BEGIN QUESTIONNAIRE,
2,1739226533933,10/02/2025 22:28:53,1739226533675,0,10/02/2025 22:28:53,209080,4,questionnaire-dqyr,,43266503,BLIND,12612642,,complete,,,tablet,Amazon KFONWI,Android 9,Silk 130.7.9,601x962,602x776,,,,Consent form,5,set1,No,consent1,1
3,1739226535685,10/02/2025 22:28:55,1739226533679,0,10/02/2025 22:28:53,209080,4,questionnaire-dqyr,,43266503,BLIND,12612642,,complete,,,tablet,Amazon KFONWI,Android 9,Silk 130.7.9,601x962,602x776,,,,Consent form,5,set1,No,consent2,1
4,1739226535685,10/02/2025 22:28:55,1739226533680,0,10/02/2025 22:28:53,209080,4,questionnaire-dqyr,,43266503,BLIND,12612642,,complete,,,tablet,Amazon KFONWI,Android 9,Silk 130.7.9,601x962,602x776,,,,Consent form,5,set1,No,consent3,1
5,1739226535685,10/02/2025 22:28:55,1739226533680,0,10/02/2025 22:28:53,209080,4,questionnaire-dqyr,,43266503,BLIND,12612642,,complete,,,tablet,Amazon KFONWI,Android 9,Silk 130.7.9,601x962,602x776,,,,Consent form,5,set1,No,consent4,1
6,1739226535685,10/02/2025 22:28:55,1739226533682,0,10/02/2025 22:28:53,209080,4,questionnaire-dqyr,,43266503,BLIND,12612642,,complete,,,tablet,Amazon KFONWI,Android 9,Silk 130.7.9,601x962,602x776,,,,Consent form,5,set1,No,consent5,1
7,1739226535685,10/02/2025 22:28:55,1739226533683,0,10/02/2025 22:28:53,209080,4,questionnaire-dqyr,,43266503,BLIND,12612642,,complete,,,tablet,Amazon KFONWI,Android 9,Silk 130.7.9,601x962,602x776,,,,Consent form,5,set1,No,consent6,1
8,1739226535685,10/02/2025 22:28:55,1739226533683,0,10/02/2025 22:28:53,209080,4,questionnaire-dqyr,,43266503,BLIND,12612642,,complete,,,tablet,Amazon KFONWI,Android 9,Silk 130.7.9,601x962,602x776,,,,Consent form,5,set1,No,consent7,1
9,1739226535685,10/02/2025 22:28:55,1739226533684,0,10/02/2025 22:28:53,209080,4,questionnaire-dqyr,,43266503,BLIND,12612642,,complete,,,tablet,Amazon KFONWI,Android 9,Silk 130.7.9,601x962,602x776,,,,Consent form,5,set1,No,END QUESTIONNAIRE,9982
1,1739180894068,10/02/2025 09:48:14,1739180886397,0,10/02/2025 09:48:06,209080,4,questionnaire-dqyr,,43232680,BLIND,12602000,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1920x1080,1920x937,,,,Consent form,5,set2,No,BEGIN QUESTIONNAIRE,
2,1739180915663,10/02/2025 09:48:35,1739180908012,0,10/02/2025 09:48:28,209080,4,questionnaire-dqyr,,43232680,BLIND,12602000,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1920x1080,1903x937,,,,Consent form,5,set2,No,consent1,1
